,y1,y2,y3,y4,y5,feature_0,feature_1,feature_2,feature_3
0,-0.41666666666666646,-0.15333333333333332,0.29499999999999976,-0.0149999999999999,0.0,0.004108477157424803,-0.2502937302880973,-0.20250389232962407,41.519996917096634
1,-0.2583333333333332,0.13833333333333328,-0.06500000000000009,-0.10500000000000001,0.0,0.0021414351674248064,-0.18544489132309738,-0.21131049851129083,57.450307361379956
2,-0.2816666666666665,-0.11166666666666668,-0.0450000000000001,0.14833333333333282,0.0,-0.00204722959257519,-0.18295568304643076,-0.15176930520129095,57.76832850461326
3,-0.12999999999999967,0.0166666666666669,-0.09833333333333329,-0.07833333333333328,0.0,-0.0001929144359085227,-0.10679027491809721,-0.12807976446629066,50.509146923863305
4,-0.5883333333333329,-0.050000000000000114,0.3016666666666665,0.046666666666666794,0.0,0.005314448714091469,-0.35252346776809723,-0.2961877273996239,53.774002211529954
5,-0.2449999999999995,0.3699999999999998,0.6366666666666665,-0.05166666666666673,0.0,0.01483848119909147,-0.07212075930976383,-0.02576060971962396,62.2286643613466
6,-0.03666666666666654,-0.2099999999999997,0.16833333333333317,-0.21166666666666656,0.0,0.0020674251107581417,-0.03633301487809737,-0.038956878666290835,22.982316397596655
7,0.08333333333333368,0.17999999999999985,0.56,-0.11333333333333323,0.0,0.011251251092424808,0.12187659796023612,0.1534128835970427,43.74159835787995
8,-0.12333333333333281,0.2466666666666664,-0.2416666666666668,-0.1716666666666668,0.0,0.000817410520758136,-0.11944255661809716,-0.1843501594629573,61.00546420212993
9,-0.33666666666666656,0.006666666666666696,0.16666666666666644,-0.12666666666666668,0.0,0.004532072579091472,-0.2174043831797641,-0.2122013170562909,45.411188840879966
10,-0.405,0.043333333333333626,0.08166666666666669,-0.010000000000000302,0.0,0.002985569914091481,-0.2592861476214309,-0.24537927173295762,57.08516160932996
11,-0.49333333333333307,0.44833333333333325,-0.24833333333333352,0.0033333333333330026,0.0,0.002568919854091473,-0.338851841679764,-0.3797669980279575,89.05800490131327
12,0.07333333333333328,0.11500000000000009,0.43999999999999984,0.08166666666666661,0.0,0.007364385632424808,0.11823740282523582,0.17152028399204233,53.82217086712996
13,-1.1449999999999998,-0.09666666666666646,0.7783333333333332,0.17333333333333314,0.0,0.012420766590758144,-0.6532172920180974,-0.509532740419624,58.43144305076329
14,-0.4083333333333332,0.09500000000000001,0.2183333333333332,-0.1950000000000001,0.0,0.006938203570758141,-0.2620184698897641,-0.2653965539412908,46.71538632331329
