,ts_code,trade_date,exchange,pre_settle,pre_close,open,high,low,close,settle,vol,amount,oi
108,10000182.SH,20150420,SSE,0.4049,0.4049,0.4328,0.4586,0.3822,0.4486,0.4486,25.0,10.6025,21.0
107,10000182.SH,20150421,SSE,0.4486,0.4486,0.4504,0.4728,0.45,0.4728,0.4514,30.0,13.6662,51.0
106,10000182.SH,20150422,SSE,0.4514,0.4728,0.417,0.429,0.3875,0.3875,0.4009,18.0,7.3157,62.0
105,10000182.SH,20150423,SSE,0.4009,0.3875,0.3803,0.4078,0.3803,0.4078,0.4109,32.0,12.5151,76.0
104,10000182.SH,20150424,SSE,0.4109,0.4078,,,,0.4078,0.4361,0.0,0.0,76.0
103,10000182.SH,20150427,SSE,0.4361,0.4078,0.417,0.417,0.3899,0.399,0.3868,11.0,4.3659,81.0
102,10000182.SH,20150428,SSE,0.3868,0.399,0.3882,0.4088,0.3882,0.4077,0.4077,29.0,11.7746,91.0
101,10000182.SH,20150429,SSE,0.4077,0.4077,,,,0.4077,0.4003,0.0,0.0,91.0
100,10000182.SH,20150430,SSE,0.4003,0.4077,,,,0.4077,0.4093,0.0,0.0,91.0
99,10000182.SH,20150504,SSE,0.4093,0.4077,0.4171,0.4201,0.3959,0.3959,0.3967,6.0,2.4791,91.0
98,10000182.SH,20150505,SSE,0.3967,0.3959,0.4298,0.4493,0.4298,0.4477,0.4571,80.0,35.221,106.0
97,10000182.SH,20150506,SSE,0.4571,0.4477,0.4017,0.4645,0.4016,0.4645,0.4601,22.0,8.9433,107.0
96,10000182.SH,20150507,SSE,0.4601,0.4645,0.4723,0.4723,0.4723,0.4723,0.4759,3.0,1.4169,107.0
95,10000182.SH,20150508,SSE,0.4759,0.4723,0.48,0.5,0.4606,0.4606,0.4612,6.0,2.903,108.0
94,10000182.SH,20150511,SSE,0.4612,0.4606,,,,0.4606,0.4557,0.0,0.0,108.0
93,10000182.SH,20150512,SSE,0.4557,0.4606,0.4411,0.4498,0.4411,0.4498,0.4351,30.0,13.4552,106.0
92,10000182.SH,20150513,SSE,0.4351,0.4498,0.4283,0.4283,0.4283,0.4283,0.454,3.0,1.2849,106.0
91,10000182.SH,20150514,SSE,0.454,0.4283,,,,0.4283,0.4659,0.0,0.0,106.0
90,10000182.SH,20150515,SSE,0.4659,0.4283,,,,0.4283,0.4912,0.0,0.0,106.0
89,10000182.SH,20150518,SSE,0.4912,0.4283,0.4981,0.5096,0.4981,0.5096,0.5132,11.0,5.5941,117.0
88,10000182.SH,20150519,SSE,0.5132,0.5096,0.4544,0.4544,0.4269,0.4467,0.4415,10.0,4.3163,118.0
87,10000182.SH,20150520,SSE,0.4415,0.4467,0.4256,0.4256,0.4103,0.4194,0.4349,16.0,6.6781,121.0
86,10000182.SH,20150521,SSE,0.4349,0.4194,,,,0.4194,0.4278,0.0,0.0,121.0
