time,buy
200624,2.1050
200628,2.1100
200629,2.1250
200630,2.1450
200701,2.1500
200702,2.1247
200703,2.1510
200706,2.2708
200707,2.3012
200708,2.3854
200709,2.4316
200710,2.4107
200713,2.4525
200714,2.4190
200715,2.3864
200716,2.3878
200717,2.3850
200721,2.3128
200722,2.3193
200723,2.3425
200724,2.2994
200727,2.3193
200728,2.3475
200729,2.3543
200730,2.3600
200731,2.3859
200803,2.3804
200804,2.3880
200805,2.3900
200806,2.4125
200807,2.4201
200810,2.3784
200811,2.3935
200812,2.4336
200813,2.4125
200814,2.4100
200817,2.3975
200818,2.4150
200819,2.4400
200820,2.4725
200821,2.4511
200824,2.4717
200825,2.4975
200826,2.5051
200827,2.5150
200828,2.5214
200831,2.4994
200901,2.5376
200902,2.5691
200903,2.5641
200904,2.5731
200907,2.5850
200908,2.5650
200909,2.5300
200910,2.5060
200911,2.5229
200914,2.5334
200915,2.4646
200916,2.4525
200917,2.4775
200918,2.4475
200921,2.4301
200922,2.4350
200923,2.4440
200924,2.4300
200925,2.4600
200927,2.4650
200928,2.4401
200929,2.4645
200930,2.4826
201009,2.5150
201010,2.5100
201012,2.5175
201013,2.5100
201014,2.5275
201015,2.5400
201016,2.5375
201019,2.5100
201020,2.5150
201021,2.5000
201022,2.4850
201023,2.5050
201026,2.5225
201027,2.4977
201028,2.4925
201029,2.5025
201030,2.4975
201102,2.4781
201103,2.4725
201104,2.4650
201105,2.4800
201106,2.5075
201109,2.5350
201110,2.5325
201111,2.5700
201112,2.6116
201113,2.6200
201116,2.6093
201117,2.6214
201118,2.6561
201119,2.7250
201120,2.6975
201123,2.6380
201124,2.7050
201125,2.6618
201126,2.6775
201127,2.6743
201130,2.6090
201201,2.6200
201202,2.6621
201203,2.6700
201204,2.6700
201207,2.6479
201208,2.6211
201209,2.6200
201210,2.6012
201211,2.6250
201214,2.6012
201215,2.5675
201216,2.5514
201217,2.5775
201218,2.5716
201221,2.5425
201222,2.5055
201223,2.5025
201224,2.5150
201225,2.4950
201228,2.5125
201229,2.5125
201230,2.4850
201231,2.4825
210104,2.5225
210105,2.4638
210106,2.4700
210107,2.4469
210108,2.4603
210111,2.4675
210112,2.4425
210113,2.4150
210114,2.4369
210115,2.4772
210118,2.5287
210119,2.5200
210120,2.5000
210121,2.4773
210122,2.4879
210125,2.5143
210126,2.5744
210127,2.5841
210128,2.6389
210129,2.6300
210201,2.5925
210202,2.5950
210203,2.6635
210204,2.6886
210205,2.6890
210207,2.6900
210208,2.7085
210209,2.6891
210210,2.7150
210218,2.7275
210219,2.6900
210220,2.6850
210222,2.6950
210223,2.6800
210224,2.6725
210225,2.6775
210226,2.6900
210301,2.6554
210302,2.6550
210303,2.6526
210304,2.6675
210305,2.6300
210308,2.6314
210309,2.6475
210310,2.6300
210311,2.6475
210312,2.6550
210315,2.6713
210316,2.6625
210317,2.6475
210318,2.6554
210319,2.6325
210322,2.6250
210323,2.6034
210324,2.5743
210325,2.5675
210326,2.5850
210329,2.5825
210330,2.5900
210331,2.5700
210401,2.5775
210402,2.5750
210406,2.5900
210407,2.5950
210408,2.5944
210409,2.5750
210412,2.5625
210413,2.5101
210414,2.5075
210415,2.5250
210416,2.5251
210419,2.5114
210420,2.5002
210421,2.5000
210422,2.5025
210423,2.5144
210425,2.5400
210426,2.5475
210427,2.5425
210428,2.5275
210429,2.5300
210430,2.5178
210506,2.5075
210507,2.4975
210508,2.4850
210510,2.4622
210511,2.4575
210512,2.4703
210513,2.4875
210514,2.4800
210517,2.5081
210518,2.4943
210519,2.4775
210520,2.4554
210521,2.4450
210524,2.4600
210525,2.4600
210526,2.4550
210527,2.4700
210528,2.4850
210531,2.4883
210601,2.4775
210602,2.4900
210603,2.4725
210604,2.5133
210607,2.5350
210608,2.5400
210609,2.5350
210610,2.5300
210611,2.5450
210615,2.5450
210616,2.5537
210617,2.5578
210618,2.5475
210621,2.5175
210622,2.5150
210623,2.5075
210624,2.4975
210625,2.4900
210628,2.5150
210629,2.5125
210630,2.5075
210701,2.5025
210702,2.4800
210705,2.4730
210706,2.4832
210707,2.4660
210708,2.4150
210709,2.4231
210712,2.3700
210713,2.3495
210714,2.3550
210715,2.3842
210716,2.3658
210719,2.3725
210720,2.3750
210721,2.3725
210722,2.3800
210723,2.3725
210726,2.3612
210727,2.3969
210728,2.4030
210729,2.3680
210730,2.3393
210802,2.3325
210803,2.3225
210804,2.3175
210805,2.2925
210806,2.3075
210809,2.3550
210810,2.3450
210811,2.3453
210812,2.3286
210813,2.3375
210816,2.3521
210817,2.3410
210818,2.3187
210819,2.3125
210820,2.3200
210823,2.3325
210824,2.3150
210825,2.3202
210826,2.3375
210827,2.3200
210830,2.3100
210831,2.3055
210901,2.2875
210902,2.2975
210903,2.2975
210906,2.3100
210907,2.3347
210908,2.3450
210910,2.3425
210913,2.3753
210914,2.3675
210915,2.3850
210916,2.3750
210917,2.3700
210918,2.4000
210922,2.3407
210923,2.3275
210924,2.3400
210926,2.3325
210927,2.3375
210928,2.3500
210929,2.3600
210930,2.3389
211008,2.3645
211009,2.3700
211011,2.3875
211012,2.3825
211013,2.3725
211014,2.3769
211015,2.3800
211018,2.4250
