time,buy
180329,3.3516
180330,3.3544
180402,3.3550
180403,3.3360
180404,3.2913
180408,3.2488
180409,3.2750
180410,3.2900
180411,3.2700
180412,3.2789
180413,3.2869
180416,3.2850
180417,3.3001
180418,3.1925
180419,3.2255
180420,3.2330
180423,3.2380
180424,3.2080
180425,3.2321
180426,3.2693
180427,3.2817
180428,3.2600
180502,3.2775
180503,3.2303
180504,3.1932
180507,3.2050
180509,3.2200
180510,3.2200
180511,3.2148
180514,3.2250
180515,3.2391
180516,3.2413
180517,3.2200
180518,3.2075
180521,3.1975
180522,3.1903
180523,3.1800
180524,3.1800
180525,3.1850
180528,3.1965
180529,3.1962
180530,3.2075
180531,3.1949
180601,3.1828
180604,3.1824
180605,3.1800
180606,3.1695
180607,3.1825
180608,3.1750
180611,3.1675
180612,3.1825
180613,3.1750
180614,3.1573
180615,3.1381
180619,3.0875
180620,3.1021
180621,3.0740
180622,3.0612
180625,3.0475
180626,3.0350
180627,3.0420
180628,3.0425
180702,2.9607
180704,2.9650
180705,2.8650
180706,2.8164
180709,2.8900
180710,2.9250
180711,2.9132
180712,2.8900
180713,2.8500
180716,2.8560
180717,2.8691
180718,2.8425
180719,2.7737
180720,2.8046
180723,2.7935
180726,2.8075
180730,2.7897
180731,2.7700
180801,2.7751
180802,2.7500
180803,2.6647
180806,2.6150
180808,2.6849
180809,2.7538
180810,2.7600
180813,2.8011
180815,2.7550
180816,2.7732
180817,2.8100
180821,2.8698
180822,2.8359
180823,2.7825
180824,2.7750
180827,2.8312
180828,2.8150
180829,2.8200
180830,2.8000
180831,2.8025
180903,2.8151
180904,2.8093
180905,2.7975
180906,2.8275
180910,2.8500
180911,2.8650
180914,2.8525
180917,2.8371
180918,2.8488
180920,2.8981
180921,2.8768
180926,2.8675
180928,2.8400
180929,2.8325
180930,2.8350
181008,2.8150
181009,2.7991
181010,2.8074
181011,2.7925
181012,2.7947
181017,2.8033
181018,2.7818
181022,2.7950
181023,2.7705
181024,2.7575
181025,2.7630
181026,2.7514
181030,2.7567
181031,2.7585
181101,2.7608
181105,2.7830
181106,2.7625
181107,2.7551
181108,2.7680
181109,2.7900
181112,2.7935
181113,2.7825
181114,2.7550
181116,2.7501
181119,2.7679
181120,2.7500
181121,2.7550
181122,2.7628
181126,2.7675
181127,2.7650
181128,2.7650
181129,2.7575
181130,2.7661
181203,2.7575
181204,2.7220
181205,2.7075
181206,2.7073
181210,2.6950
181211,2.7000
181212,2.7075
181213,2.7369
181214,2.7400
181217,2.7550
181218,2.7325
181219,2.7150
181220,2.6800
181221,2.6850
181224,2.6875
181225,2.6750
181226,2.6600
181227,2.6541
181228,2.6500
181229,2.6175
190103,2.5778
190104,2.5700
190107,2.5229
190108,2.4525
190110,2.5225
190114,2.5100
190116,2.4850
190117,2.4850
190121,2.5283
190128,2.5325
190129,2.5272
190131,2.5200
190202,2.4900
190203,2.4850
190213,2.4750
190215,2.4675
190218,2.5019
190219,2.4975
190220,2.4825
190221,2.4999
190222,2.5225
190225,2.5794
190226,2.5925
190227,2.6073
190228,2.6350
190301,2.6343
190304,2.6436
190305,2.6650
190306,2.6197
190308,2.5650
190311,2.5829
190314,2.6325
190315,2.6081
190318,2.6350
190319,2.6323
190320,2.6203
190321,2.5984
190325,2.5725
190326,2.6105
190327,2.6125
190328,2.6050
190329,2.6125
190401,2.6547
190402,2.6500
190403,2.6750
190404,2.7000
190408,2.7015
190409,2.7566
190410,2.7411
190411,2.7311
190412,2.7800
190415,2.8450
190416,2.8814
190417,2.8921
190418,2.8384
190419,2.8392
190422,2.9078
190423,2.9176
190424,2.9600
190425,2.9134
190426,2.8675
190428,2.8650
190429,2.8750
190430,2.8375
190505,2.8375
190506,2.7878
190507,2.7600
190508,2.7450
190509,2.7100
190510,2.7275
190513,2.7025
190514,2.7225
190515,2.7200
190517,2.7075
190520,2.7375
190521,2.7545
190522,2.7650
190523,2.7350
190524,2.7400
190527,2.8175
190528,2.7725
190530,2.7625
190531,2.7539
190603,2.7275
190604,2.6938
190606,2.6831
190610,2.6968
190612,2.7170
190613,2.6850
190614,2.6650
190617,2.6430
190618,2.6223
190619,2.6225
190620,2.6072
190621,2.6075
190624,2.6372
190625,2.6400
190626,2.6479
190627,2.6600
190628,2.6350
190701,2.6125
190702,2.5700
190703,2.5550
190704,2.5536
190705,2.5925
190708,2.6125
190709,2.6050
190710,2.6075
190711,2.5950
190712,2.5950
190716,2.6100
190717,2.6050
190718,2.5925
190719,2.5800
190722,2.5673
190723,2.5800
190724,2.6025
190726,2.6175
190729,2.6350
190730,2.6300
190731,2.6150
190801,2.6196
190802,2.5850
190805,2.5625
190806,2.5725
190808,2.5625
190809,2.5650
190813,2.6000
190814,2.6097
190815,2.6100
190816,2.6175
190820,2.6180
190821,2.6300
190822,2.6350
190823,2.6350
190826,2.6344
190827,2.6550
190828,2.6490
190902,2.6700
190904,2.6325
190905,2.6046
190906,2.6000
190911,2.6425
190912,2.6700
190916,2.6625
190919,2.6950
190920,2.6972
190923,2.7032
190924,2.7000
190925,2.6875
190927,2.6900
190929,2.6800
190930,2.7050
191008,2.6825
191010,2.6950
191011,2.7000
191012,2.7100
191014,2.7225
191015,2.7374
191016,2.7300
191017,2.7225
191018,2.7425
191023,2.7650
191024,2.7575
191025,2.7825
191028,2.8325
191030,2.9000
191031,2.8625
191101,2.8500
191105,2.8100
191107,2.8236
