0,1,2,3,4
0.987,0.98872499,0.985516332,0.987590361,0.785913826
-0.00692,-0.013120449,-0.011893107,-0.012512773,69.83583238
-0.963,1.477337357,-0.830834233,0.320463297,0.120987982
1.41,0.316351446,-1.255060582,-0.47142129,-0.124773294
-0.0000949,-0.806807578,-0.805522938,1.612425404,0.0000533
