time,val,buy,sell,avg,per,y1,y2,y3,y4,y5
1701,1.526019902,1.502493207,1.55998781,1.531637476,4.107874171,3.3354319016967446,2.114936062493958,-0.04330731737248878,-0.0038338536259567985,1.7903224200826844e-05
1702,1.482380253,1.480342983,1.53041949,1.505765916,0.473451731,3.1096144520485196,0.2739837666220792,-0.03491192182138298,-0.020850599035620046,9.775606284917296e-06
1703,1.90317705,1.818924979,1.885239336,1.852563323,-0.034028253,3.829166336605915,-0.0499478741345975,-0.050679104526291825,0.04316809829205347,-9.649463027822278e-06
1704,2.043771757,2.133379051,2.100496709,2.117401206,1.355768865,4.367239500970809,0.6140479738873519,0.027344966744668287,-0.0610576132842955,1.0408916949050487e-05
1705,1.872372592,1.833757718,1.818217809,1.826494269,-2.80840324,3.6483858040814465,-1.454463041375019,0.010066734822570634,0.04166807683680161,4.403195226389527e-05
1706,1.687940772,1.722215518,1.700733016,1.711948429,-0.644000732,3.4778553657929545,-0.33091866956909105,0.017277246809672398,-0.01855199316335933,7.128307303929087e-05
1707,1.572029125,1.596433889,1.574771971,1.585948004,0.378735204,3.27318030007033,0.21098094803918815,0.016242186184441443,-0.009158946738511933,-1.1544871743579719e-05
1708,1.791017228,1.809036486,1.796534374,1.803190115,0.054031709,3.7009576669513087,0.006660267924178009,0.009735298235670809,-0.008325691114127856,-9.747958810241328e-06
1709,1.724669164,1.749705529,1.722613573,1.736635032,-0.022916914,3.5622169159227464,-0.020393210074085566,0.02026333323567713,-0.007388587703720542,6.813202193258188e-05
1710,1.86743598,1.892099826,1.860599069,1.876657448,-0.401642711,3.8313146321170097,-0.23825568388569734,0.023500855134532084,-0.005127447252490938,-9.893433210682052e-05
1711,1.923713356,1.937586893,1.90495155,1.921685813,-0.162938184,3.939239708864734,-0.12563104021705745,0.023519790453506207,0.004988924246783752,-1.956615897234521e-05
1712,1.985519736,1.98208511,1.959160137,1.97105902,-0.421633847,4.034215756655737,-0.26656441628328803,0.015938131532788825,0.01533310500218786,-2.1645717812141148e-05
1801,1.815897752,1.828813471,1.811318535,1.820569484,-0.835903553,3.69978806473358,-0.44894238326493335,0.013374967230911073,-0.0018492844725668395,6.603693474040422e-05
1802,1.70551511,1.734872789,1.70290136,1.719255663,-0.330114896,3.5122143458685837,-0.17324606956958816,0.02405419308984096,-0.008913954542516325,-1.5889944867103663e-05
1803,1.41741444,1.428329511,1.392828239,1.410771865,-1.914949974,2.8240381137335455,-0.9235966774623363,0.026250494468523834,0.00856849498724331,-0.00011220241757268785
1804,1.256678357,1.275057872,1.244592392,1.260084837,0.421134585,2.618090234528492,0.290948336445368,0.021916993402034724,0.0007166071696258353,-1.8610555980386363e-05
1805,1.077775542,1.087769818,1.062254415,1.075231549,-0.554920959,2.201274011882965,-0.17179463290470248,0.01852812903832406,0.005356255399895135,-2.3307361791552635e-05
1806,0.655596494,0.648522965,0.628585715,0.638574906,-3.178037065,1.2026534387850618,-1.4262041203603737,0.01508028271548605,0.01677136330644967,-0.0001193887974011822
1807,0.263432045,0.281462111,0.24892848,0.26531346,-2.271132036,0.4751413440440889,-0.8970851877124573,0.024737867108569418,0.0014554247178966,4.905427749650731e-05
1808,0.345182338,0.360570054,0.334085243,0.347272983,0.335617934,0.7596011296741717,0.4124351068407959,0.018969497082802506,0.0020606720450175448,-0.00010500076756099225
1809,0.365521179,0.360372284,0.33290251,0.346680505,-0.617394656,0.7258707835328959,-0.07258632148571176,0.01896285228666388,0.020160820756254264,-3.2769716135899914e-05
1810,0.234207303,0.253181021,0.234341441,0.243786741,-0.604725245,0.5028566349656671,-0.046246603132221065,0.014415769428627396,-0.005240218608383904,-2.194272390633207e-05
1811,0.217027893,0.246654616,0.214629228,0.230752215,-0.404082518,0.48323269721979345,0.058253827187705554,0.024040181986563953,-0.00810170799852851,5.884752974018564e-05
1812,-0.12241354,-0.108737817,-0.130334511,-0.119600063,-0.27795105,-0.21756365994518786,0.18514770771202857,0.015799112902723126,0.0011985296360994269,-2.55242798269913e-05
1901,-0.252147701,-0.282379751,-0.278176114,-0.280359226,-0.793585397,-0.5518825755682013,-0.049204598439567704,-0.004338558482925729,0.027144668489312504,-3.127753217253577e-05
1902,-0.033159597,0.003002152,0.000751709,0.001858026,0.408849018,0.04396995071919171,0.5135885605212844,0.003400957637408609,-0.02784683716914746,-7.464500060506238e-06
1903,-0.0059095,0.043347203,0.020069679,0.031679443,0.661855545,0.11472732375655312,0.6368691673595794,0.018556219288407113,-0.029001498999875024,-1.1066089150046402e-05
1904,0.388427058,0.404870502,0.372326937,0.388746477,0.036306058,0.8310809379098344,0.2528142012504744,0.023387209821270283,0.0038642690406486963,5.663065105994663e-05
1905,0.167266845,0.187323659,0.165348694,0.176441687,-0.952586165,0.35036097835773566,-0.2108098143560419,0.016833480127175147,-0.004805694438169583,5.7927339928850845e-05
1906,-0.027433127,-0.040111676,-0.061341764,-0.050675066,-0.832434857,-0.08938386268603296,-0.1102062433178902,0.014300579405053238,0.023903119828616468,4.7046425574271376e-05
1907,-0.047771968,-0.026070017,-0.05641371,-0.041392903,0.026281855,-0.04655696301767422,0.32573591744606706,0.022149187270305945,-0.0014792448886662563,-0.00010751766414722735
1908,0.05273745,0.073605991,0.052003465,0.06288331,1.61889332,0.23523233033385463,1.116191035751074,0.01519747455186914,-0.00439918208118217,6.611019325463829e-05
1909,0.088873449,0.098327223,0.071715679,0.085002507,-0.495769155,0.19187171265335165,0.03719643386238669,0.0191472876833011,0.007120149505917696,-2.8651614031480373e-05
1910,0.420613768,0.429591734,0.406823311,0.418370402,-0.609043412,0.8634305893149002,-0.08053232523984893,0.01655462486234931,0.005333002268014572,5.6371010214428634e-05
1911,0.09775935,0.093382977,0.071715679,0.082632593,-0.135086434,0.20896437041281232,0.22035519663051578,0.014718513064088317,0.017033974603673868,5.243562785421912e-05
1912,0.010085123,0.038996266,0.007650984,0.023384745,-0.648403335,0.05091168794113048,-0.02840734176148635,0.023647749515028908,-0.00776839655490345,5.708304022459653e-05
2001,-0.385633686,-0.346654955,-0.376737182,-0.361726271,-4.878122396,-0.9283660628941461,-2.1071948445235984,0.025675673961615676,-0.01898658847829378,4.5210638177350763e-05
2002,-0.699404738,-0.702640697,-0.731557028,-0.717213362,0.352655865,-1.3934054734566013,0.6126166999049294,0.019463021071413168,0.020391341658662396,4.739990023890344e-05
2003,-1.542380584,-1.536042874,-1.554541949,-1.545695778,-8.475664459,-3.483539790748329,-3.7221595693741714,0.017643159207006254,0.0032984679751125595,-6.020674378202657e-05
2004,-2.363635338,-2.319409277,-2.333174388,-2.326779915,-3.121641166,-4.84978335692122,-0.8590219832280526,0.01360566822622038,-0.02932536504541751,4.962919882924282e-05
2005,-1.861878105,-1.850496947,-1.857912917,-1.854772055,6.073321367,-3.4596199947856805,3.7257231912494975,0.002238787429600532,0.0005949640587490229,-9.066667425970416e-05
2006,-0.996193845,-0.959741511,-0.987815806,-0.973954039,-0.318377088,-1.9659222252791289,0.31995553461081094,0.02157948691852467,-0.01512991358775874,5.6979261194150914e-05
2007,-0.505692087,-0.50487084,-0.533646403,-0.519325548,0.326151477,-0.9944951651229302,0.5635721229732926,0.019634945322867293,0.0165896706928461,4.964894090421761e-05
2008,-0.242274477,-0.21494023,-0.223770404,-0.219531434,0.227672295,-0.4078736961437726,0.46099228582696344,0.007503749952745571,-0.016743178133890077,-9.699581541727526e-05
2009,-0.258269099,-0.237881533,-0.268320007,-0.253105215,0.932162185,-0.43553937779564394,0.824196635729648,0.021625388024017523,0.0002524608534360956,5.848859803517497e-05
2010,-0.30506818,-0.321933723,-0.341058075,-0.331707361,-0.54877856,-0.6458721059234535,0.08452952890075591,0.012418076053472216,0.026960753661136524,-0.00011846788656981206
2011,-0.071467706,-0.030223184,-0.061341764,-0.045737745,-0.094025336,-0.070853934531758,0.266309400221468,0.02390955425086097,-0.01843521746213435,6.257000519271482e-05
2012,-0.268537252,-0.237881533,-0.253535847,-0.245797981,-1.952628139,-0.5598668678376086,-0.6419384665806434,0.013614578177044746,-0.017376826063363618,-2.3680190065819735e-05
2101,-0.085487683,-0.084609894,-0.115550351,-0.100048273,2.573305373,-0.040263996116342814,1.6293965141902913,0.0199244488247079,0.018360029181925155,5.81246087179672e-05
2102,0.034373253,0.038996266,0.008439473,0.02377973,-0.126215228,0.08744460097056969,0.23571550186626256,0.02137922284764138,0.01349914282057818,5.134741921681337e-05
2103,-0.137025911,-0.119219619,-0.145118672,-0.132239604,-1.417364918,-0.2957347342495294,-0.3913479773854846,0.019641531519243322,-0.0008687087701422097,-2.9749790782876602e-05
2104,-0.263995569,-0.253505352,-0.283104167,-0.268509656,-0.762796785,-0.5383162030919307,-0.034599340904908404,0.02139046214218356,0.007828566029583248,-0.00011447092070332194
2105,-0.330936026,-0.31204523,-0.342240808,-0.327165026,-0.473803071,-0.6488912236685972,0.1232253121289863,0.022139261529357652,0.0008391455924157271,5.318922841059375e-05
2106,-0.29578735,-0.262602765,-0.292960274,-0.277791819,-0.630380793,-0.5628348271900406,0.03540703932574529,0.023186235383160714,-0.011789447599220224,5.742383990989513e-05
2107,-0.629304849,-0.598811522,-0.628067906,-0.613529627,-2.29572482,-1.319375742164007,-0.7500767590111672,0.023160670314280197,-0.010502018625360335,4.996341315967583e-05
2108,-0.699009809,-0.692752204,-0.716772868,-0.704968807,-1.096150163,-1.4399000558284463,-0.12512253840653093,0.017442274217560495,0.008961150748396082,-3.4454319454407974e-05
2109,-0.562561856,-0.535525168,-0.564988823,-0.550529415,0.534079684,-1.0613622381520535,0.6760147315755667,0.021539293471729382,-0.005998462782877814,-0.00010632561858804363
2110,-0.609558401,-0.600789221,-0.623139853,-0.612147178,0.339646053,-1.1880708905281276,0.5877025869986616,0.01565253318319131,0.006544634884785391,-2.7845383693253685e-05
2111,-0.650433548,-0.633421247,-0.66157867,-0.647695887,-0.449912322,-1.2987025179392981,0.19324613073964586,0.02058218910997055,0.0017718633573943071,-3.0363637031444353e-05
2112,-0.833088188,-0.836135351,-0.859686417,-0.848151108,-1.842822788,-1.7600459293942803,-0.47900349134433834,0.016969176470076165,0.016681841589321053,-4.03593321343489e-05
2201,-1.062739373,-1.051111185,-1.076520767,-1.064010769,-1.746648482,-2.201563784166815,-0.39047709571866945,0.01905303381537309,0.004831838838532207,4.508594543685667e-05
2202,-0.883639094,-0.848792621,-0.877230287,-0.863358055,0.642151733,-1.6965289699212527,0.7878482936031752,0.021209954190890157,-0.013103588730732488,-0.00010460460740739381
2203,-0.921749737,-0.910299047,-0.933607218,-0.922210918,-0.771063662,-1.8695738663547081,0.07955897707881829,0.017062020795270794,0.004348813126009307,-3.25222711631103e-05
2204,-0.93024071,-0.915243293,-0.943463325,-0.929518153,0.161297939,-1.8429982986155404,0.5546287660416753,0.020150227513782416,0.0040453900494606815,5.184040152313423e-05
2205,-1.109340989,-1.078403425,-1.101161034,-1.090079823,-0.307065655,-2.1998404573578623,0.3465442275529401,0.01756574521246317,-0.012751789559866347,-2.5399059624104e-05
2206,-0.991257233,-0.964685758,-0.992743859,-0.97889136,-0.773978803,-1.9915272110782045,0.08892673587088562,0.021235029722911625,-0.006642395363237755,5.2329569989034534e-05
2207,-1.23907515,-1.226730818,-1.25393069,-1.240569358,-3.517131539,-2.640318128909079,-1.258056555306771,0.021295090974977327,0.00436474743761027,3.7958025871714755e-05
2208,-1.459050575,-1.454166153,-1.475693094,-1.465316197,-1.252851083,-2.9923163771266608,-0.06730465671180447,0.015669578430069154,0.009432123041614324,-3.8131138433633756e-05
2209,-1.240654865,-1.221786571,-1.184937942,-1.203638199,-0.296437682,-2.439247335366536,0.3732494075613393,-0.02431783316204179,-0.03119015675331506,-4.975485562425283e-06
2210,-1.313519257,-1.299707895,-1.324106171,-1.312259255,0.259188855,-2.6167146419547715,0.6735617046142286,0.01735718068827301,0.003575766756967344,-3.081753319898479e-05
2211,-0.799716691,-0.803107784,-0.82952673,-0.816552255,-0.360056972,-1.627920541807141,0.2685174447857995,0.018113414822789876,0.01906919635620606,-3.670198465836622e-05
2212,-0.924316775,-0.935020279,-0.963175539,-0.949267436,-1.920350179,-1.9641528071719436,-0.5005560954252448,0.019732689491365685,0.025690288809825365,3.68170122400811e-05
2301,-0.714609502,-0.697696451,-0.724657753,-0.711288578,-0.167982622,-1.4156211001795853,0.3480096063634625,0.019592135883252083,0.0014255068220039163,5.299035729546247e-05
2302,-0.435197269,-0.425762897,-0.455586037,-0.440723402,-0.913444144,-0.8948526454096962,-0.08003343680396985,0.0215571056967938,0.008865206359749397,4.833713885692408e-05
2303,-0.48199635,-0.465316869,-0.495010464,-0.480221968,-0.327578849,-0.952375805645964,0.22508905754383557,0.021569956078564313,0.0027236358876689265,5.240724470522134e-05
