time,normval,normbuy,normsell,normavg,normper
151016,-0.434802341,-0.457801614,-0.381665236,-0.419789163,-0.207106694
151019,-0.443885706,-0.467690107,-0.396449396,-0.432231211,-0.135647672
151020,-0.474097771,-0.485093854,-0.413007655,-0.449018101,-0.444890094
151021,-0.483970995,-0.502299832,-0.428383182,-0.465410006,-0.148370091
151022,-0.487920284,-0.50487084,-0.426806205,-0.465804992,-0.061306962
151023,-0.508061661,-0.50487084,-0.435873823,-0.470347327,-0.300355593
151026,-0.668995209,-0.692752204,-0.619985899,-0.656385571,-2.388644701
151027,-0.740872278,-0.761971654,-0.685430448,-0.723928119,-1.106205863
151028,-0.720730901,-0.717473436,-0.652708174,-0.685219524,0.31102061
151029,-0.654975231,-0.675348457,-0.600865052,-0.638216231,1.017736665
151030,-0.638585679,-0.669810901,-0.598499586,-0.634266374,0.247705405
151102,-0.508061661,-0.660317948,-0.584898159,-0.622614297,0.56647323
151103,-0.58388802,-0.616808579,-0.52694425,-0.572056133,-1.127067072
151104,-0.529387824,-0.580814465,-0.499938518,-0.540457281,0.818029729
151105,-0.546172305,-0.607117856,-0.517285266,-0.562181492,-0.25299719
151106,-0.567301004,-0.603755769,-0.52694425,-0.56553887,-0.318816035
151109,-0.484365924,-0.514759333,-0.43094577,-0.472914733,1.241970944
151110,-0.473307913,-0.511595015,-0.431537136,-0.471532284,0.160034106
151111,-0.501150404,-0.531965311,-0.457951502,-0.49503393,-0.412761104
151112,-0.476072416,-0.509815087,-0.443167342,-0.476667097,0.368133561
151113,-0.492856896,-0.517132571,-0.438239289,-0.477852054,-0.250187997
151116,-0.482588744,-0.520296889,-0.433311235,-0.47686459,0.148656395
151117,-0.485155782,-0.522472357,-0.443955831,-0.483381853,-0.040910472
151118,-0.466001728,-0.514759333,-0.426017716,-0.470347327,0.279491549
151119,-0.470543411,-0.510606166,-0.426806205,-0.468767384,-0.069790344
151120,-0.527018251,-0.57409029,-0.51216009,-0.54322218,-0.833598189
151123,-0.515170382,-0.551544526,-0.475889617,-0.513795749,0.173272227
151124,-0.530177682,-0.557279852,-0.484562991,-0.520905491,-0.225858161
151125,-0.52346389,-0.553522225,-0.490082411,-0.521892955,0.096927725
151126,-0.533337114,-0.566575036,-0.490082411,-0.528410218,-0.149897572
151127,-0.531165005,-0.564201797,-0.49737593,-0.530977625,0.029308811
151130,-0.513590666,-0.564201797,-0.49737593,-0.530977625,0.258732238
151201,-0.558810031,-0.576463528,-0.509006136,-0.542827195,-0.674154983
151202,-0.571842687,-0.60197584,-0.526352884,-0.56415642,-0.198354635
151203,-0.471728197,-0.659922408,-0.577013273,-0.618466948,1.501339449
151204,-0.660504236,-0.663086726,-0.597711097,-0.630514011,-2.779950582
151207,-0.644707078,-0.67040421,-0.589431968,-0.630119025,0.23893456
151208,-0.661689023,-0.663086726,-0.605201739,-0.634266374,-0.262311883
151209,-0.660899165,-0.672975219,-0.607567204,-0.640388652,0.009040129
151210,-0.661491559,-0.67040421,-0.605201739,-0.638018738,-0.012138574
151211,-0.662281416,-0.675348457,-0.610129792,-0.642956059,-0.01516539
151214,-0.627330204,-0.648253986,-0.581152838,-0.614912077,0.532565333
151215,-0.616469658,-0.648253986,-0.571296731,-0.609974756,0.162108508
151216,-0.614100084,-0.655571471,-0.579575861,-0.617676977,0.032889462
151217,-0.622985986,-0.648253986,-0.581152838,-0.614912077,-0.137814891
151218,-0.639375537,-0.67040421,-0.610721158,-0.640783638,-0.252085911
151222,-0.656949876,-0.680292703,-0.610721158,-0.645720958,-0.271043129
151223,-0.641942575,-0.675348457,-0.608355693,-0.641968595,0.226655628
151225,-0.688544192,-0.718660056,-0.642063578,-0.680479696,-0.714060639
151228,-0.69466559,-0.708376023,-0.622351364,-0.665470241,-0.097417209
151229,-0.684989831,-0.687807958,-0.629250639,-0.658755485,0.146279584
151230,-0.638783144,-0.672975219,-0.600865052,-0.637031274,0.708601866
151231,-0.610150795,-0.676139536,-0.603427639,-0.639993666,0.433477701
160104,-0.591194205,-0.637772184,-0.557498182,-0.597730201,0.284161781
160105,-0.590601812,-0.623532754,-0.561440624,-0.592595388,0.005876147
160106,-0.604029396,-0.64330974,-0.576224784,-0.609974756,-0.205654431
160108,-0.714412038,-0.747138915,-0.66256428,-0.704968807,-1.673329957
160111,-0.755484649,-0.787879505,-0.717167112,-0.752762072,-0.639785091
160112,-0.793990222,-0.847210462,-0.769404478,-0.808455049,-0.605482107
160113,-0.829533827,-0.860263273,-0.784780005,-0.822674533,-0.563980456
160114,-0.811959489,-0.824466929,-0.761125349,-0.793050609,0.276525215
160115,-0.781944889,-0.813787357,-0.746341188,-0.780213575,0.472531932
160118,-0.736528059,-0.771069068,-0.696272166,-0.73380276,0.711719685
160119,-0.725667513,-0.758214027,-0.682276494,-0.720373248,0.166131738
160120,-0.669785066,-0.718660056,-0.645217532,-0.682059639,0.865416487
160121,-0.677486181,-0.709958182,-0.63299596,-0.671592519,-0.121277297
160125,-0.612520369,-0.639156573,-0.566368678,-0.602865015,0.995872617
160126,-0.639770466,-0.658142479,-0.593571533,-0.625971676,-0.416160659
160127,-0.573817331,-0.600591451,-0.538180212,-0.569488727,1.002702526
160128,-0.585467735,-0.611073253,-0.556512571,-0.583905703,-0.1782058
160129,-0.679065897,-0.732899485,-0.649554219,-0.691341802,-1.413680833
160201,-0.686174618,-0.721824373,-0.646203143,-0.684034567,-0.051702501
160202,-0.634438925,-0.64330974,-0.576224784,-0.609974756,0.793966615
160203,-0.60639897,-0.653198233,-0.598499586,-0.625971676,0.424040787
160204,-0.658134662,-0.687807958,-0.623139853,-0.6555956,-0.786309278
160205,-0.694270661,-0.701454078,-0.633784448,-0.667642662,-0.556344518
160214,-0.699009809,-0.718660056,-0.660001693,-0.689564366,-0.076203795
160215,-0.686767011,-0.717473436,-0.651919685,-0.684824538,0.186082645
160216,-0.661294094,-0.682072632,-0.6182118,-0.650263293,0.38941898
160217,-0.625947953,-0.6573514,-0.591008945,-0.624391733,0.538500306
160218,-0.659516914,-0.707584944,-0.63299596,-0.670407562,-0.513439003
160219,-0.692690946,-0.702640697,-0.642852067,-0.672777476,-0.511147538
160222,-0.671364782,-0.700069689,-0.637924013,-0.669222605,0.325956553
160223,-0.673141963,-0.697696451,-0.63299596,-0.665470241,-0.030352619
160224,-0.646484258,-0.668030972,-0.610721158,-0.639598681,0.406443014
160225,-0.63285921,-0.668426512,-0.600076563,-0.634463867,0.205020028
160226,-0.639178073,-0.682863711,-0.615649212,-0.649473322,-0.099278457
160229,-0.650828477,-0.672975219,-0.6182118,-0.645720958,-0.180705041
160301,-0.717768934,-0.724790921,-0.660001693,-0.692526759,-1.02635537
160302,-0.683410115,-0.700069689,-0.634770059,-0.667642662,0.529976905
160303,-0.671167318,-0.699476379,-0.629842006,-0.66468027,0.185432221
160304,-0.675116607,-0.69888307,-0.632404593,-0.665667734,-0.063704097
160307,-0.658332127,-0.695125443,-0.63299596,-0.664285284,0.254886193
160308,-0.657937198,-0.689785656,-0.620577265,-0.655398107,0.00298531
160309,-0.671364782,-0.714902428,-0.637924013,-0.67652984,-0.208645
160310,-0.692098552,-0.719846675,-0.650145586,-0.685219524,-0.321443014
160311,-0.695060519,-0.73942589,-0.668675067,-0.704178836,-0.048754046
160314,-0.705921066,-0.737250422,-0.672420387,-0.704968807,-0.170706819
160315,-0.700984454,-0.732306176,-0.672420387,-0.7024014,0.073322275
160316,-0.694073197,-0.757027408,-0.691344112,-0.724323104,0.103759519
160317,-0.724877655,-0.759202876,-0.68562757,-0.722545669,-0.478458357
160318,-0.71934865,-0.757027408,-0.692132601,-0.72471809,0.082849283
160321,-0.706710923,-0.73962366,-0.679713906,-0.709906128,0.193066553
160322,-0.696245306,-0.732306176,-0.677348441,-0.704968807,0.158901992
160323,-0.699997131,-0.734679414,-0.669266433,-0.702203907,-0.060991423
160324,-0.691506159,-0.735272723,-0.668477944,-0.702006415,0.128147392
160325,-0.682225328,-0.733492795,-0.648371487,-0.690946816,0.140084036
160328,-0.651025941,-0.691961125,-0.620577265,-0.656385571,0.477170107
160329,-0.646484258,-0.691763355,-0.625111074,-0.658557992,0.066367072
160330,-0.654777766,-0.690972276,-0.625505319,-0.658360499,-0.129722057
160331,-0.658529591,-0.680292703,-0.628067906,-0.654410643,-0.060465175
160401,-0.659714378,-0.686028029,-0.619985899,-0.653028193,-0.021204844
160405,-0.638980608,-0.680292703,-0.610721158,-0.645720958,0.314503763
160406,-0.629699778,-0.663877805,-0.604216128,-0.634068882,0.138442576
160407,-0.592773921,-0.626697072,-0.561440624,-0.59417533,0.558809775
160408,-0.549529201,-0.628477001,-0.566368678,-0.597532708,0.649707494
160411,-0.579148872,-0.625905993,-0.567354288,-0.596742737,-0.4460257
160412,-0.557822709,-0.605535697,-0.539362945,-0.572451119,0.317906112
160413,-0.483378602,-0.506650769,-0.448095396,-0.477457069,1.112230959
160414,-0.45198175,-0.461163702,-0.393886808,-0.427688876,0.459919581
160415,-0.449019783,-0.50487084,-0.448095396,-0.476667097,0.040327053
160418,-0.470543411,-0.510606166,-0.426017716,-0.468372398,-0.318167427
160419,-0.442305991,-0.4775786,-0.401377449,-0.439538445,0.412204783
160420,-0.325209557,-0.365640861,-0.283104167,-0.324400126,1.708812366
160421,-0.258466564,-0.324306961,-0.255901312,-0.290233867,0.949332744
160422,-0.260836138,-0.279808743,-0.206620778,-0.243230574,-0.036420848
160425,-0.039873389,-0.068986076,-0.002205123,-0.035665611,3.109054265
160426,-0.042242963,-0.109331126,-0.033547542,-0.071411813,-0.035013073
160427,-0.094373585,-0.087774212,-0.016989283,-0.052452501,-0.706288932
160428,0.006530762,-0.026070017,0.012579038,-0.006634165,1.371950762
160429,0.079000225,0.019219281,0.07920632,0.049256305,0.965404293
160503,-0.190143855,-0.245199018,-0.176461091,-0.21084175,1.187764124
160504,-0.263403176,-0.277435505,-0.218250984,-0.247970402,-1.020370041
160505,-0.256294455,-0.26992025,-0.214899908,-0.242440603,0.097110707
160509,-0.300526497,-0.334195454,-0.257281167,-0.295763666,-0.86696594
160510,-0.295392421,-0.315209547,-0.252353114,-0.283716604,0.06983074
160511,-0.240694761,-0.275853346,-0.207015023,-0.241453138,0.772724496
160512,-0.249185734,-0.272491258,-0.225150259,-0.248957866,-0.12216895
160513,-0.211272554,-0.250143264,-0.179615046,-0.214989099,0.529668071
160516,-0.153810392,-0.175979568,-0.112987763,-0.14448416,0.798245181
160517,-0.145911813,-0.189230149,-0.120478405,-0.154753787,0.105833153
160518,-0.09812541,-0.134843438,-0.066269817,-0.100443259,0.654732446
160519,-0.076009388,-0.119219619,-0.05641371,-0.087803718,0.298530759
160520,-0.113725103,-0.158773591,-0.09327555,-0.126117327,-0.515176285
160523,-0.108196098,-0.158575821,-0.09426116,-0.126512312,0.072565903
160524,-0.139790414,-0.166091075,-0.103131657,-0.134609518,-0.434759804
160525,-0.147886458,-0.176770648,-0.111607908,-0.144089174,-0.114373217
160526,-0.096150765,-0.138996605,-0.083419443,-0.111305364,0.709372975
160527,-0.100494983,-0.141369843,-0.083419443,-0.112490321,-0.062281656
160530,-0.088844579,-0.11743969,-0.063707229,-0.090568617,0.155885861
160531,-0.08667247,-0.129108112,-0.068635283,-0.098863316,0.026504367
160601,-0.088054721,-0.13227243,-0.05641371,-0.094320981,-0.021870424
160602,-0.072257563,-0.129305882,-0.054639611,-0.091951067,0.211938355
160603,-0.071467706,-0.135436747,-0.049711557,-0.092543546,0.007654215
160606,-0.097138087,-0.131085811,-0.07119787,-0.10123323,-0.351314202
160607,-0.11313271,-0.142160923,-0.073563336,-0.107947986,-0.221137644
160608,-0.102667093,-0.135238978,-0.072380603,-0.103800637,0.140074957
160612,-0.123005934,-0.134052358,-0.083419443,-0.108737958,-0.280667495
160613,-0.126757759,-0.176770648,-0.105694244,-0.141324274,-0.054475866
160614,-0.194290609,-0.258845138,-0.194990572,-0.226838669,-0.929178224
160615,-0.228057035,-0.248561106,-0.196764671,-0.22269132,-0.472343405
160616,-0.230624073,-0.282379751,-0.223179038,-0.252907722,-0.038980501
160617,-0.252740094,-0.26992025,-0.196764671,-0.233355932,-0.312666372
160620,-0.229241821,-0.260031757,-0.201692725,-0.230986018,0.327355597
160621,-0.223910281,-0.257658519,-0.201101358,-0.229406076,0.071553006
160622,-0.272486542,-0.275655576,-0.206029412,-0.24086066,-0.682170923
160623,-0.272684006,-0.293059323,-0.231261045,-0.262189885,-0.005849509
160624,-0.32975124,-0.40835915,-0.347168862,-0.377920683,-0.808742874
160627,-0.413673642,-0.444748804,-0.391521342,-0.41820922,-1.201714032
160628,-0.397481555,-0.418247643,-0.357024969,-0.387795324,0.232244821
160629,-0.380104681,-0.455428376,-0.374174594,-0.414851842,0.248614519
160630,-0.230821537,-0.434860311,-0.384030701,-0.409519535,2.151310961
160701,-0.425916439,-0.465316869,-0.401377449,-0.433416168,-2.734316191
160704,-0.41624068,-0.447319812,-0.381665236,-0.414456856,0.137906899
160705,-0.397679019,-0.442968875,-0.388958755,-0.416036799,0.266824234
160706,-0.423941794,-0.458592694,-0.398814862,-0.428873833,-0.383454437
160707,-0.434209947,-0.456021686,-0.401574571,-0.428873833,-0.152601865
160708,-0.445465422,-0.470261115,-0.41616161,-0.443290809,-0.167332337
160711,-0.430260658,-0.448704201,-0.408670968,-0.428873833,0.219368194
160712,-0.408934494,-0.434860311,-0.388958755,-0.412086942,0.307927934
160713,-0.390175369,-0.433278152,-0.365698343,-0.399644894,0.269281152
160714,-0.389188047,-0.421411961,-0.356039358,-0.388782788,0.011215311
160715,-0.392150014,-0.431498223,-0.379102648,-0.405372186,-0.045888771
160718,-0.412883784,-0.447913121,-0.393886808,-0.42097412,-0.303028108
160719,-0.422559543,-0.446726502,-0.388958755,-0.418011727,-0.143650482
160720,-0.43697445,-0.447913121,-0.396449396,-0.422356569,-0.212932157
160721,-0.441318668,-0.465316869,-0.398814862,-0.432231211,-0.066501766
160722,-0.42552151,-0.460372622,-0.401377449,-0.430848761,0.227833767
160725,-0.400048593,-0.429916064,-0.381665236,-0.405964665,0.368031175
160726,-0.396099303,-0.433080382,-0.379102648,-0.406162157,0.05416699
160727,-0.389188047,-0.423982969,-0.366881075,-0.395497545,0.097007413
160728,-0.394322123,-0.457801614,-0.381665236,-0.419789163,-0.077294424
160729,-0.399456199,-0.43565139,-0.386593289,-0.411099478,-0.077373413
160801,-0.405380134,-0.427345056,-0.374568839,-0.401027344,0.091599106
160802,-0.406762385,-0.429916064,-0.379102648,-0.404582215,-0.02311554
160803,-0.412488855,-0.43565139,-0.374174594,-0.4049772,-0.086161928
160804,-0.421374756,-0.460768162,-0.377525671,-0.419196684,-0.132163331
160805,-0.433815018,-0.460372622,-0.390732854,-0.425713947,-0.184138189
160808,-0.421177292,-0.452857368,-0.396449396,-0.424726483,0.181364852
160809,-0.42729869,-0.45048413,-0.398814862,-0.424726483,-0.092159758
160810,-0.425126581,-0.452264058,-0.386593289,-0.419394177,0.028592527
160811,-0.41624068,-0.441386716,-0.381665236,-0.411494464,0.126377844
160812,-0.421177292,-0.442968875,-0.388958755,-0.416036799,-0.074841347
160815,-0.445860351,-0.470261115,-0.41616161,-0.443290809,-0.362324552
160816,-0.439146559,-0.452857368,-0.406305503,-0.429663804,0.095161599
160817,-0.342191502,-0.453846217,-0.402954426,-0.428478847,1.413421473
160818,-0.42552151,-0.465316869,-0.396449396,-0.430848761,-1.196288684
160819,-0.398271413,-0.433871462,-0.376737182,-0.405372186,0.393921386
160822,-0.392544943,-0.413303396,-0.371809129,-0.392732645,0.079889863
160823,-0.345350933,-0.344083947,-0.29532574,-0.319857791,0.679770953
160824,-0.252937559,-0.316989476,-0.238751687,-0.277791819,1.321087973
160825,-0.231413931,-0.294048173,-0.219039473,-0.256462593,0.299601344
160826,-0.234968291,-0.286532918,-0.236189099,-0.261399914,-0.052828469
160829,-0.232401253,-0.276644425,-0.226332992,-0.251525273,0.032904548
160830,-0.222330565,-0.259438448,-0.209183366,-0.234343397,0.137967521
160831,-0.238720116,-0.279215433,-0.226332992,-0.252907722,-0.232120407
160901,-0.267944859,-0.29721249,-0.24367974,-0.270484584,-0.412846798
160902,-0.296774672,-0.328657898,-0.275613526,-0.30228093,-0.409695037
160905,-0.279792727,-0.310265301,-0.250973259,-0.280754211,0.237862928
160906,-0.276040902,-0.304529975,-0.253535847,-0.279174269,0.049981939
160907,-0.26754993,-0.305321055,-0.236189099,-0.27087957,0.116894766
160908,-0.267747394,-0.304529975,-0.221404939,-0.262979857,-0.005849509
160909,-0.289468487,-0.308880912,-0.239540175,-0.274236948,-0.309417394
160912,-0.262810782,-0.300376808,-0.241117152,-0.27087957,0.374574109
160913,-0.271301755,-0.29721249,-0.246045206,-0.271669541,-0.122700366
160914,-0.259256422,-0.28415968,-0.231261045,-0.257845043,0.166946636
160918,-0.24681616,-0.292268244,-0.2584639,-0.275421905,0.172094368
160919,-0.238917581,-0.293059323,-0.238751687,-0.265942249,0.107869841
160920,-0.236548007,-0.283170831,-0.226332992,-0.254882651,0.030164147
160921,-0.181060489,-0.252714273,-0.164830885,-0.208669329,0.774633655
160922,-0.208705516,-0.253505352,-0.219039473,-0.236318325,-0.386260278
160923,-0.232598718,-0.272491258,-0.211548832,-0.242045617,-0.336082135
160926,-0.230426608,-0.271700179,-0.201692725,-0.236713311,0.02735663
