time,feature_0,feature_1
151204,-1.307108056,-2.765452689
151207,-1.264560861,0.253172798
151208,-1.284990785,-0.247908016
151209,-1.290730174,0.023541878
151210,-1.287611576,0.002320312
151211,-1.295445082,-0.000609721
151214,-1.229752254,0.546429971
151215,-1.221095036,0.175868956
151216,-1.233013593,0.046797487
151217,-1.235124271,-0.123920962
151218,-1.283397527,-0.237637732
151222,-1.299809219,-0.256435258
151223,-1.281175317,0.241107051
151225,-1.37282169,-0.698648843
151228,-1.3464406,-0.082307167
151229,-1.328669937,0.16120219
151230,-1.266772112,0.722918008
151231,-1.259898708,0.447767053
160104,-1.188823948,0.297595236
160105,-1.18394382,0.019222788
160106,-1.219006308,-0.191916205
160108,-1.433281322,-1.657296099
160111,-1.513750106,-0.622773473
160112,-1.616241787,-0.587276269
160113,-1.654866998,-0.545383437
160114,-1.59208706,0.294436995
160115,-1.555726671,0.490084199
160118,-1.460733358,0.728217474
160119,-1.441303952,0.182372901
160120,-1.348036689,0.880686763
160121,-1.347295063,-0.106112329
160125,-1.199171121,1.009428748
160126,-1.263330277,-0.401978867
160127,-1.129682537,1.01548527
160128,-1.170410507,-0.165032367
160129,-1.392251644,-1.398047304
160201,-1.369612792,-0.036274486
160202,-1.222959923,0.807744979
160203,-1.237184397,0.438046855
160204,-1.321103661,-0.771475701
160205,-1.354749276,-0.541168569
160214,-1.384386983,-0.060631906
160215,-1.368310987,0.201507579
160216,-1.301455083,0.404084
160217,-1.243210604,0.55253959
160218,-1.340945831,-0.498334185
160219,-1.361145289,-0.495885008
160222,-1.335537193,0.341019506
160223,-1.334908502,-0.015329038
160224,-1.277761879,0.420849118
160225,-1.265525275,0.219297654
160226,-1.294617427,-0.084673667
160229,-1.295819116,-0.166127958
160301,-1.409003523,-1.01059526
160302,-1.336896161,0.54503946
160303,-1.330411103,0.200422335
160304,-1.336667309,-0.048665831
160307,-1.322417081,0.269814405
160308,-1.311731818,0.017762203
160309,-1.352622579,-0.193401854
160310,-1.377184535,-0.30595817
160311,-1.404129815,-0.032915122
160314,-1.412111473,-0.154808593
160315,-1.403141826,0.089137943
160316,-1.432126511,0.119966033
160317,-1.451418739,-0.462136624
160318,-1.445589247,0.099152966
160321,-1.415714658,0.209034426
160322,-1.403557261,0.17474138
160323,-1.403670558,-0.045174831
160324,-1.397101025,0.143919617
160325,-1.375854403,0.155619775
160328,-1.304522139,0.491912003
160329,-1.310128585,0.081160141
160330,-1.31618412,-0.114891045
160331,-1.311247261,-0.045706036
160401,-1.309533137,-0.006463633
160405,-1.284236869,0.329009828
160406,-1.264293006,0.152705853
160407,-1.181179579,0.572158318
160408,-1.163570349,0.662961361
160411,-1.189520469,-0.432611468
160412,-1.133937015,0.330737008
160413,-0.945213628,1.12293986
160414,-0.862128508,0.469617676
160415,-0.938814192,0.05096997
160418,-0.941290061,-0.307573036
160419,-0.875705256,0.422101329
160420,-0.62990635,1.716027031
160421,-0.553736805,0.955709266
160422,-0.495625203,-0.030860925
160425,-0.03837361,3.109684447
160426,-0.128653438,-0.033482622
160427,-0.133732137,-0.704894378
160428,0.008641443,1.3719759
160429,0.124196588,0.964146058
160503,-0.3979314,1.19237841
160504,-0.514979177,-1.014651349
160505,-0.490652603,0.102625202
160509,-0.603600936,-0.860212568
160510,-0.572512696,0.076271922
160511,-0.473781644,0.778125036
160512,-0.499235437,-0.116544601
160513,-0.422022187,0.534478152
160516,-0.284628785,0.801495475
160517,-0.303976719,0.10929992
160518,-0.192460205,0.656963437
160519,-0.166353205,0.300464744
160520,-0.251727594,-0.512328631
160523,-0.242941081,0.07536231
160524,-0.276685745,-0.431664386
160525,-0.291445083,-0.111088662
160526,-0.206940232,0.711793266
160527,-0.219574437,-0.059771668
160530,-0.17851414,0.157923982
160531,-0.191329336,0.028703167
160601,-0.185765013,-0.019745095
160602,-0.171681487,0.213947436
160603,-0.174482962,0.009688786
160606,-0.2042679,-0.349010069
160607,-0.220876347,-0.218655846
160608,-0.205453866,0.142416787
160612,-0.227750904,-0.27813649
160613,-0.275869221,-0.051322483
160614,-0.447911907,-0.924105194
160615,-0.453323323,-0.467266244
160616,-0.494953259,-0.033347948
160617,-0.479877256,-0.307304096
160620,-0.457262895,0.332542201
160621,-0.455203896,0.076708597
160622,-0.505159006,-0.676573463
160623,-0.529628451,0.000106572
160624,-0.740656282,-0.800336141
160627,-0.847546382,-1.19222302
160628,-0.77761097,0.241007285
160629,-0.809431722,0.257836597
160630,-0.705369401,2.159773122
160701,-0.893727921,-2.724388287
160704,-0.8282363,0.147251782
160705,-0.819767534,0.2761207
160706,-0.859372248,-0.37377837
160707,-0.862002104,-0.142905569
160708,-0.889415755,-0.157321824
160711,-0.855731577,0.229020233
160712,-0.81890288,0.317182272
160713,-0.791317815,0.278242691
160714,-0.777535117,0.019984705
160715,-0.804527253,-0.036794041
160718,-0.841185822,-0.293546743
160719,-0.839691043,-0.134202185
160720,-0.854187867,-0.203348182
160721,-0.869533202,-0.056720002
160722,-0.856441776,0.237514566
160725,-0.804604545,0.377134806
160726,-0.806561672,0.06328441
160727,-0.78663319,0.105896124
160728,-0.827607165,-0.067908696
160729,-0.817219355,-0.068141971
160801,-0.803078399,0.100648608
160802,-0.810389989,-0.013986647
160803,-0.814563256,-0.076997975
160804,-0.840865987,-0.122688263
160805,-0.857334259,-0.17449775
160808,-0.845510452,0.190915141
160809,-0.851644781,-0.082571344
160810,-0.841313233,0.038069604
160811,-0.823918475,0.135665362
160812,-0.835359552,-0.065439901
160815,-0.891807432,-0.35229971
160816,-0.862860252,0.104871291
160817,-0.797782535,1.42268292
160818,-0.872475428,-1.186510271
160819,-0.802642137,0.403009829
160822,-0.784246042,0.088732831
160823,-0.64461686,0.687026421
160824,-0.528335294,1.327189605
160825,-0.497079624,0.305289144
160826,-0.510108221,-0.047019929
160829,-0.493050996,0.038510774
160830,-0.461066249,0.143205023
160831,-0.501168901,-0.226448641
160901,-0.544272146,-0.406725262
160902,-0.606235581,-0.402870001
160905,-0.558180172,0.244178424
160906,-0.556042578,0.05626417
160907,-0.538619867,0.122990853
160908,-0.528362599,0.000110921
160909,-0.559508667,-0.303151134
160912,-0.533342988,0.380633423
160913,-0.544460486,-0.116564556
160914,-0.514349297,0.172757648
160918,-0.534515685,0.178190752
160919,-0.517089636,0.113769081
160920,-0.500096576,0.035849647
160921,-0.394895654,0.77920948
160922,-0.463102937,-0.381003075
160923,-0.483093786,-0.330627533
160926,-0.469928568,0.032680998
160927,-0.456816593,0.118220317
160928,-0.438789629,0.280683218
160929,-0.418724935,0.405852097
160930,-0.440993876,-0.818027161
161010,-0.42913247,0.270041257
161011,-0.415168323,0.282669689
161012,-0.392977242,0.237411498
161013,-0.384827838,-0.031495559
161014,-0.398876758,-0.121643633
161017,-0.362604068,0.242254997
161018,-0.303735901,0.350007017
161019,-0.296404911,0.236788438
161020,-0.328405834,-0.069680378
161021,-0.196052385,0.636353213
161024,-0.031517921,1.201044409
161025,-0.028146599,0.287912723
161026,0.126136218,0.813638307
161027,0.222953478,0.579469169
161028,0.228132575,-0.005574226
161031,0.475128071,0.940322969
161101,0.389661877,0.102000814
161102,0.229819818,-0.914787919
161103,0.184435128,-0.578942719
161104,0.259568441,0.684245085
161107,0.31220361,-0.183888802
161108,0.354608304,0.549326526
161109,0.330446626,-0.17797639
161110,0.624780822,1.498646502
161111,0.736317669,0.941473457
161114,0.942877324,1.002948653
161115,1.022560907,1.329016087
161116,1.1835303,0.031358911
161117,1.470454975,1.919106044
161118,1.377479476,-0.148773239
161121,1.331998352,-0.37457527
161122,1.179552578,-0.822051702
161123,1.149470458,0.014903636
161124,1.298838634,0.652679681
161125,1.441279578,1.116347305
161128,1.438385028,-0.342404256
161129,1.986421035,2.275152996
161130,2.060678798,2.089122687
161201,2.536068571,1.169100269
161202,2.410255038,0.044884483
161205,2.369997168,-0.464179651
161206,2.291929616,-0.082577508
161207,2.193372957,-0.857486768
161208,2.061456571,-0.92055575
161209,2.165362034,0.277404015
161212,2.5249844,1.807504204
161213,2.619601638,0.756199901
161214,2.686907454,0.059847268
161215,3.313672501,3.524058146
161216,3.07783992,-0.561185381
161219,3.442988751,1.039622183
161220,3.450296042,0.677545476
161221,2.983310674,-2.099296412
161222,2.654622773,-1.765054462
161223,2.732078729,-0.086010976
161226,2.828744785,0.529838864
161227,2.939836668,0.461803511
161228,2.942459128,0.124581985
161229,2.785107903,-1.068152857
161230,2.771236107,-0.413978001
170103,2.950604944,0.70484739
170104,2.945340611,-0.114764585
170105,2.943475036,0.298893014
170106,2.722443016,-1.441587457
170109,2.252508468,-1.15610873
170110,2.098454868,-2.230131789
170111,2.234021932,0.613303108
170112,2.087565412,-0.633864152
170113,2.011104346,-0.629564491
170116,2.410394229,1.450081642
170117,2.305144862,0.809203237
170118,2.308809498,-0.680847404
170119,2.201622321,-0.290521504
170120,1.97642655,-1.500835683
170122,1.983572235,0.15275046
170123,1.939236716,-0.373568845
170124,2.149234438,0.606486137
170125,2.544657429,2.246447078
170126,2.606672915,0.80943246
170203,3.106101994,4.073172951
170206,3.013985047,-0.499123433
170207,2.911497385,-0.258076872
170208,2.865334359,-0.702315186
170209,2.838123648,0.177648922
170210,2.889875674,0.082855538
170213,2.847503037,-0.12846663
170214,2.851584772,-0.099575267
170215,2.956168606,0.595860372
170216,2.77959694,-0.848371005
170217,2.822239598,-0.084910209
170220,2.748602627,-0.363718165
170221,2.919897153,0.6789368
170222,2.91786025,0.35845011
170223,2.906132897,-0.324715413
170224,2.991051418,0.437798356
170227,2.883374536,-0.513032278
170228,2.895254813,-0.019077688
170301,3.004593651,0.439633897
170302,3.127115961,0.684055209
170303,3.11540742,-0.066649234
170306,3.120350787,0.039257413
170307,3.175092206,0.272644812
170308,3.502378488,0.962445242
170309,3.567872146,0.843731701
170310,3.514501175,-0.038602564
170313,3.326183382,-0.787953556
170314,3.270084242,-0.63000151
170315,3.162198862,-0.356265496
170316,3.489677203,1.0261726
170317,3.594598112,1.064750349
170320,3.795011806,0.643618064
170321,4.139247294,1.728776474
170323,3.877938391,-0.725453368
170324,3.715441514,-0.96842314
170327,3.686584563,-0.198228976
170328,3.567624149,-0.89937459
170329,3.754701064,0.878656805
170330,3.778041739,0.365627254
170331,3.81103092,0.016064131
170401,3.729331312,-0.075870357
170405,3.638633435,-0.826258432
170406,3.700905383,0.231425448
170407,3.602043054,-0.53512537
170410,3.623523005,0.034720786
170411,3.633900614,0.122844134
170412,3.661640925,-0.175480451
170413,3.703601624,0.263135639
170414,3.773356296,0.100832603
170417,3.919622114,0.603518009
170418,3.914318826,0.360240676
170419,3.924513334,-0.208496914
170420,3.974362194,0.290774454
170421,3.980681793,-0.137887643
170424,3.986162382,0.182121704
170426,3.859826529,-0.244846261
170427,3.943689019,0.311658378
170428,4.087400417,0.596337283
170502,4.212518331,1.308279254
170503,4.411750442,1.306804168
170504,4.590843511,0.29709367
170505,4.469759724,0.391512551
170509,4.598478134,0.336134581
170510,4.723355612,0.682759047
170511,4.556647696,-0.311388002
170512,4.577425162,-0.378597977
170515,4.339228006,-0.741413536
170516,4.328747896,-0.462256427
170517,4.26458118,0.031252936
170518,4.174619233,-0.813273771
170519,4.255482483,0.222588214
170522,4.2522988,0.106970056
170523,3.986333901,-0.934717785
170524,3.977224246,-0.420036599
170525,3.990767691,-0.225586057
170526,3.994636758,0.1817258
170601,3.643583228,-2.84948214
170602,3.775049651,-0.047538725
170605,3.73307158,-0.101481269
170606,3.813870206,0.111596005
170607,3.799181061,0.317389756
170608,3.836637007,-0.24336196
170609,3.761512658,0.039923136
170612,3.675841233,-0.6946048
170613,3.671591029,-0.247566995
170614,3.601505534,-0.016103532
170615,3.639046064,-0.271225191
170616,3.682873284,0.324809451
170619,3.399287964,-0.80720577
170620,3.41641754,-0.549317722
170621,3.517695184,0.237923717
170622,3.488362607,0.027058638
170623,3.319989927,-0.650335313
170626,3.003903852,-1.22343216
170627,2.951619842,-0.938667422
170628,3.110568476,0.418931337
170629,3.144267006,0.536383419
170630,3.392851304,1.744360767
170703,3.403956932,-0.682402834
170704,3.315303703,-0.216049927
170705,3.071417041,-1.040387926
170706,3.076717434,-0.447950373
170707,3.177189258,0.390132084
170710,3.236839576,0.041617741
170711,3.231937796,0.394578475
170712,3.114155018,-0.622594437
170713,3.017384993,-0.587833046
170714,2.994784604,-0.112551509
170717,2.946483,-0.55310823
170718,3.045606649,0.621760186
170719,3.050542153,-0.018993289
170720,2.971291703,-0.296367262
170721,2.983672709,-0.127041484
170724,2.898207459,-0.307133
170725,2.941996596,0.056724651
170726,3.031322296,0.39580406
170727,2.969920459,-0.243451195
170728,2.960742273,-0.163826079
170731,3.058048448,0.551425455
170801,3.168653528,0.343063901
170802,3.144326755,-0.064866587
170803,3.097268638,-0.271558517
170804,3.030669107,-0.328652262
170807,3.153247302,0.456761013
170808,3.177300572,0.225404618
170809,3.19544386,0.003485036
170810,3.138871118,-0.277168318
170811,3.072965892,-0.334089049
170814,3.082308228,0.013240476
170815,3.155075531,0.118284584
170816,3.255649669,0.395314925
170817,3.294993156,0.408411565
170818,3.218145632,-0.462903147
170821,3.273059433,0.17013968
170822,3.330286596,0.33402602
170823,3.346474778,-0.070809892
170824,3.379803782,0.259494094
170825,3.372446436,-0.122840736
170828,3.581703254,0.493851494
170829,3.622018503,0.761064204
170830,3.599621864,-0.080780612
170831,3.560305872,-0.327455578
170901,3.600269674,0.013490183
170904,3.738235885,0.594199993
170905,3.784192214,0.264292193
170906,3.610138178,-0.585127012
170907,3.394368907,-0.911571128
170908,3.24462265,-1.039782503
170911,3.370578998,0.264407594
170912,3.37637558,0.050950166
170913,3.478969866,0.323372042
170914,3.399114542,-0.069105238
170915,3.358696958,-0.466419383
170918,3.38034925,0.052898246
170919,3.363260482,0.061008109
170920,3.375213716,0.114620506
170921,3.393147769,-0.248307334
170922,3.347300842,-0.180495986
170925,3.299127353,-0.312283736
170926,3.336436265,0.134099812
170927,3.431531145,0.336909815
170928,3.37026815,-0.202397121
170929,3.37266462,-0.051018121
170930,3.413012469,0.378053195
171009,3.466334631,-0.061959678
171010,3.469357751,0.057189703
171011,3.437911074,-0.228201508
171012,3.470124374,0.081148787
171013,3.459495035,-0.125403626
171016,3.549270858,0.481671837
171017,3.588906929,0.116304437
171018,3.510580108,-0.262982367
171019,3.50193466,-0.224134505
171020,3.532357751,0.022465989
171023,3.561563349,0.178333209
171025,3.809779547,0.906214274
171026,3.739287338,0.17859345
171027,3.794989784,-0.109788785
171030,3.95817303,0.695589047
171031,3.795799688,-0.581483676
171101,3.743639343,-0.443824683
171102,3.759955268,-0.020112693
171103,3.739627456,-0.037374335
171106,3.719785977,-0.124680106
171107,3.723504042,-0.11899736
171108,3.748556748,0.106789416
171109,3.794688421,0.082569838
171110,3.902491816,0.42283666
171113,4.006380398,0.592152776
171114,3.971458171,-0.089791556
171116,3.798645605,-0.32883686
171117,3.797514705,-0.17534176
171120,3.752179911,-0.202168221
171121,3.759341124,-0.084203926
171123,3.841477055,0.011647818
171124,3.789276622,-0.31000473
171127,3.815557017,-0.028594483
171128,3.889485475,0.16220222
171129,3.884037001,0.231220922
171130,3.868956132,-0.17926432
171201,3.841891529,-0.206187758
171204,3.835396926,-0.108021879
171205,3.833906319,-0.152534386
171206,3.904480241,0.30133482
171207,3.946081164,0.199007588
171208,4.041109888,0.448476861
171211,4.170751871,0.510180375
171212,4.27511567,0.38733056
171213,4.321350264,0.547618217
171214,4.145592383,-1.023816979
171215,4.026597274,-0.630144905
171218,4.031897387,-0.185614647
171219,4.092883903,0.189392447
171220,4.136041844,0.207126186
171221,4.155023931,0.200332488
171222,4.031684716,-0.52046217
171225,3.981072671,-0.507958157
171226,4.010082484,-0.02719387
171227,4.068711261,0.356719922
171228,4.120196115,0.123620875
171229,4.185037085,0.517205981
180102,3.943916455,-0.466017798
180103,3.910907962,-0.294005252
180104,3.817374004,-0.278393749
180105,3.657099668,-0.886449863
180108,3.731836384,0.060266254
180109,3.781924843,0.123804358
180110,3.953522367,0.667492857
180111,3.98934917,0.411780102
180112,3.890092814,-0.440482604
180115,3.839510251,-0.338380577
180116,3.780605366,-0.396863469
180118,3.85703063,0.209350897
180119,3.834700324,-0.001779355
180122,3.738484372,-0.436869068
180123,3.679136554,-0.384079094
180124,3.662533384,-0.061789335
180126,3.723833462,-0.123326055
180129,3.713111685,0.203819387
180130,3.746375426,0.097183187
180131,3.725377887,0.329003289
180201,3.628662938,-0.87680365
180202,3.616701725,-0.081011404
180205,3.599455897,-0.218159751
180206,3.580424394,-0.084659237
180208,3.530350872,-0.312691305
180209,3.517817866,0.002822624
180212,3.524421314,-0.129717761
180213,3.53357879,0.052118036
180214,3.550085092,0.002400047
180222,3.590379491,0.274449739
180224,3.443448641,-0.251652235
180226,3.19839026,-0.71600372
180227,3.264978002,-0.258359407
180228,3.466256531,0.983746295
180301,3.427340843,-0.368742737
180302,3.485095877,0.306231714
180305,3.525447613,0.189114465
180306,3.373837135,-0.481411066
180307,3.375345291,-0.215935246
180308,3.345744538,-0.275847048
180312,3.358772656,0.013175339
180313,3.479900288,0.47592776
180314,3.410837624,-0.106961847
180315,3.41427371,-0.178669409
180319,3.33823154,-0.048623469
180320,3.270606288,-0.301875383
180321,3.256821943,-0.254559413
180322,3.110555109,-0.529423677
180323,2.975396146,-1.273881489
180326,3.072961711,0.577621069
180327,2.946639076,0.092882219
180328,2.871180644,-0.8137293
180329,2.823042453,-0.239313845
180330,2.83298542,-0.345796784
180402,2.802943677,-1.946604646
180403,2.758955878,-0.41439727
180404,2.667990424,-0.463473898
180408,2.556281364,-0.332345769
180409,2.49933063,-0.778682929
180410,2.566739147,0.358609105
180411,2.515869478,-0.001601244
180412,2.517081161,-0.377237332
180413,2.584586747,0.603257431
180416,2.544456276,-0.532489618
180417,2.609833731,0.380402439
180418,2.149228736,-2.417928569
180419,2.310211728,0.586429255
180420,2.346062499,0.376581432
180423,2.356745845,-0.025303845
180424,2.285898445,-0.09781334
180425,2.337297837,-0.04236
180426,2.469720578,0.362392927
180427,2.529024151,0.499275595
180428,2.472225161,-0.158872002
180502,2.522786237,0.392753682
180503,2.331569727,-0.832138512
180504,2.196824174,-0.732227643
180507,2.218060557,-0.241348012
180509,2.293364328,0.370303469
180510,2.295887902,0.129446591
180511,2.260634858,-0.30986092
180514,2.301549473,0.097021129
180515,2.368984952,0.37801509
180516,2.384171423,0.192219714
180517,2.286308693,-0.581231574
180518,2.2339298,-0.340216971
180521,2.198458557,-0.193213234
180522,2.177441752,-0.112641302
180523,2.154129665,-0.060032795
180524,2.132995694,-0.27181788
180525,2.164625502,0.222593507
180528,2.191114592,-0.073640157
180529,2.205366767,0.166723682
180530,2.241453723,-0.047965947
180531,2.210319835,0.238213454
180601,2.145134599,-0.579096685
180604,2.14347848,-0.024984586
180605,2.129507486,-0.248252238
180607,2.139459514,0.10913804
180608,2.10917171,-0.143090552
180611,2.079008015,-0.191294117
180612,2.138702203,0.208551155
180613,2.10894911,-0.110235138
180614,2.036772778,-0.399669423
180615,1.965635316,-0.438450083
180619,1.769765953,-0.909951936
180620,1.828171271,0.059664636
180621,1.70565049,-0.667728669
180622,1.665337392,-0.248802398
180625,1.60931491,-0.340007572
180626,1.561815667,-0.27915913
180627,1.586567468,0.068632394
180628,1.588513078,-0.170054133
180702,1.249795254,-3.192262956
180704,1.294753166,0.038737576
180705,0.913497727,-1.770185356
180706,0.706448404,-1.786839503
180709,0.985337067,1.015331275
180710,1.134191257,1.064433755
180711,1.071084204,-0.113389607
180712,0.998699932,-0.297437345
180713,0.866021433,-0.487351251
180717,0.911452578,0.240461801
180718,0.797517554,-0.522634776
180719,0.55458031,-1.165328641
180720,0.644774283,-0.301808883
180723,0.603300704,0.012634388
180726,0.682386276,0.267462867
180730,0.576147222,-0.786321049
180731,0.641245388,1.938852724
180801,0.503977349,-2.276953994
180802,0.452048948,-0.274744199
180803,0.095007985,-2.039239577
180806,-0.08503295,-1.279045455
180808,0.157698083,1.442465002
180809,0.41850307,1.428528621
180810,0.503400242,1.50730945
180813,0.69597709,1.599414063
180815,0.451710232,-0.910897012
180816,0.516656498,-0.044317433
180817,0.678574441,1.086311598
180821,0.912567789,0.690367111
180822,0.777479068,-0.591596254
180823,0.549511987,-1.362757774
180824,0.531719755,-0.407386448
180827,0.763018066,1.237892889
180828,0.69921169,0.016301944
180829,0.706947828,-0.112487051
180831,0.64243455,0.024575033
180903,0.697287994,0.327778726
180904,0.667783785,-0.127069527
180905,0.607672765,-0.494038762
180906,0.739238092,0.651036927
180910,0.8409231,0.317138967
180911,0.896085481,0.42763508
180914,0.843293657,-0.192545564
180917,0.754766333,-0.882327176
180918,0.822665938,0.422320087
180920,1.023759442,1.103558055
180921,0.943793791,-0.088466097
180926,0.926842649,0.248579085
180928,0.790110438,-0.443511466
180929,0.770066764,-0.109846584
180930,0.782206419,0.248616985
181008,0.695745094,-0.625229625
181009,0.615496116,-0.711317235
181010,0.65621252,-0.005519315
181011,0.605136115,-0.0697377
181012,0.600871237,-0.124684956
181017,0.640283419,-0.052648838
181018,0.557783727,-0.355829408
181022,0.617839559,0.57617238
181023,0.521576515,-0.475462696
181024,0.466223508,-0.314708206
181025,0.482448895,-0.162406666
181026,0.464963692,0.34575151
181030,0.461008802,-0.00573395
181031,0.496124721,0.692884465
181101,0.47592304,-0.610143461
181105,0.572527055,0.103128092
181106,0.476580934,-0.692928944
181107,0.454204524,-0.154492466
181108,0.500012258,0.046894493
181109,0.584811101,0.439969623
181112,0.603154981,0.288831033
181113,0.552387124,-0.326721089
181114,0.438845014,-0.70350865
181116,0.432367088,-0.295991978
181119,0.505328148,0.265224897
181120,0.45144434,0.022218259
181121,0.445763244,-0.333997953
181122,0.481190517,0.181838199
181126,0.49443174,0.059654313
181127,0.510673439,0.476607197
181128,0.487182862,-0.365045302
181129,0.458430317,-0.217674442
181130,0.500413391,0.231737658
181203,0.449956485,-0.409209075
