,time,val,per,buy
684,171212,3.7181,0.006278925,3.44
685,171213,3.75,0.008579651,3.44
686,171214,3.6977,-0.013946667,3.44
687,171215,3.6669,-0.008329502,3.4
688,171218,3.6597,-0.001963511,3.35
689,171219,3.6722,0.003415581,3.4
690,171220,3.6857,0.00367627,3.4
691,171221,3.6989,0.003581409,3.15
692,171222,3.6739,-0.006758766,2.9
693,171225,3.6497,-0.006587006,2.8
694,171226,3.6508,0.000301395,3.0
695,171227,3.672,0.005806946,3.1
696,171228,3.6811,0.002478214,4.6
697,171229,3.711,0.008122572,6.0
698,180102,3.6488,-0.005993244,2.88
699,180103,3.6359,-0.003535409,2.9
700,180104,3.6238,-0.003327924,2.8
701,180105,3.5801,-0.012059164,2.73
702,180108,3.5855,0.001508338,2.75
703,180109,3.5942,0.00242644,2.85
704,180110,3.631,0.010238718,3.0
705,180111,3.6549,0.006582209,3.49
706,180112,3.6343,-0.005636269,3.45
707,180115,3.6191,-0.004182373,3.0
708,180116,3.6009,-0.005028875,3.0
709,180117,3.6036,0.000749813,3.25
710,180118,3.6168,0.003663004,3.49
711,180119,3.6191,0.000635921,3.4
712,180122,3.5988,-0.005609129,3.3
713,180123,3.5813,-0.004862732,3.0
714,180124,3.5804,-0.000251305,3.0
715,180125,3.5707,-0.002709195,3.05
716,180126,3.5667,-0.001120229,3.36
717,180129,3.5794,0.003560714,3.14
718,180130,3.5867,0.002039448,3.2
719,180131,3.6059,0.00535311,3.2
720,180201,3.5629,-0.011924901,2.85
721,180202,3.561,-0.000533273,2.8
722,180205,3.5521,-0.002499298,2.73
723,180206,3.55,-0.0005912,2.75
724,180207,3.5458,-0.001183099,2.72
725,180208,3.5321,-0.003863726,2.9
726,180209,3.5344,0.000651171,2.95
727,180212,3.53,-0.001244907,2.86
728,180213,3.5348,0.001359773,2.98
729,180214,3.5371,0.000650673,2.85
730,180222,3.5532,0.004551751,3.06
731,180223,3.5281,-0.007064055,3.0
732,180224,3.5175,-0.00300445,2.85
733,180226,3.4834,-0.009694385,3.01
734,180227,3.4725,-0.003129127,3.4
735,180228,3.5235,0.014686825,3.49
736,180301,3.507,-0.004682844,3.2
737,180302,3.5245,0.00499002,3.3
738,180305,3.5362,0.00331962,3.3
739,180306,3.5139,-0.006306204,3.1
740,180307,3.5051,-0.00250434,3.0
741,180308,3.4933,-0.003366523,2.9
742,180309,3.4882,-0.001459938,2.9
743,180312,3.4909,0.000774038,2.9
744,180313,3.5168,0.00741929,3.3
745,180314,3.5135,-0.000938353,3.0
746,180315,3.5066,-0.001963854,3.16
747,180316,3.4922,-0.004106542,3.0
748,180319,3.4918,-0.000114541,3.0
749,180320,3.4787,-0.003751647,3.1
750,180321,3.468,-0.003075862,3.0
751,180322,3.4436,-0.007035755,3.0
752,180323,3.3826,-0.01771402,2.9
753,180326,3.4124,0.008809791,2.75
754,180327,3.4187,0.001846208,2.9
755,180328,3.3806,-0.011144587,3.1
756,180329,3.3707,-0.002928474,3.2
757,180330,3.3557,-0.004450114,3.5
758,180402,3.3611,-0.027375061,2.99
759,180403,3.3428,-0.005444646,2.9
760,180404,3.3222,-0.006162499,2.8
761,180408,3.3079,-0.004304377,2.7
762,180409,3.2725,-0.010701654,2.7
763,180410,3.2908,0.005592055,2.8
764,180411,3.2922,0.000425428,2.8
765,180412,3.2759,-0.004951097,2.8
766,180413,3.3057,0.009096737,2.8
767,180416,3.282,-0.007169435,2.85
768,180417,3.3014,0.00591103,3.3
769,180418,3.1884,-0.034227903,3.5
770,180419,3.2165,0.008813198,3.5
771,180420,3.2352,0.005813773,3.54
772,180423,3.2354,6.18e-05,2.87
773,180424,3.2322,-0.000989059,3.54
774,180425,3.2316,-0.000185632,3.54
775,180426,3.2498,0.005631885,3.5
776,180427,3.2745,0.007600468,3.54
777,180428,3.2685,-0.001832341,3.0
778,180502,3.2797,0.006073806,3.3
779,180503,3.242,-0.011494954,3.1
780,180504,3.2093,-0.010086366,2.8
781,180507,3.1995,-0.003053625,2.71
782,180508,3.2018,0.000718862,2.7
783,180509,3.2201,0.005715535,2.7
784,180510,3.2274,0.00226701,2.7
785,180511,3.2144,-0.00402801,2.72
786,180514,3.2202,0.00180438,2.8
787,180515,3.239,0.005838147,3.0
788,180516,3.2493,0.003179994,3.54
789,180517,3.2236,-0.007909396,2.86
790,180518,3.2092,-0.004467055,2.72
791,180521,3.2016,-0.002368191,2.71
792,180522,3.1977,-0.001218141,2.73
793,180523,3.1962,-0.000469087,2.8
794,180524,3.185,-0.003504161,2.75
795,180525,3.1964,0.003579278,3.0
796,180528,3.1943,-0.000656989,2.85
797,180529,3.2032,0.002786213,3.4
798,180530,3.2023,-0.000280969,4.0
799,180531,3.2145,0.003809762,3.54
800,180601,3.1891,-0.007901695,3.2
801,180604,3.1892,3.14e-05,2.9
802,180605,3.1791,-0.003166938,2.9
803,180606,3.1772,-0.000597653,2.9
804,180607,3.1834,0.001951404,2.9
805,180608,3.1781,-0.001664887,2.85
806,180611,3.1706,-0.002359901,2.78
807,180612,3.1813,0.003374756,3.0
808,180613,3.1775,-0.00119448,3.0
809,180614,3.1605,-0.005350118,3.2
810,180615,3.1418,-0.005916785,3.0
811,180619,3.1019,-0.012699726,3.0
812,180620,3.1056,0.001192817,3.04
813,180621,3.0769,-0.00924137,3.0
814,180622,3.0669,-0.003250024,2.8
815,180625,3.0529,-0.00456487,2.8
816,180626,3.0416,-0.003701399,2.8
817,180627,3.0455,0.00128222,3.1
818,180628,3.039,-0.002134297,3.87
819,180629,3.0034,-0.01171438,3.4
820,180702,2.9753,-0.045460379,2.8
821,180703,2.9751,-6.72e-05,2.7
822,180704,2.9775,0.000806696,2.61
823,180705,2.9026,-0.025155332,2.55
824,180706,2.8288,-0.025425481,2.5
825,180709,2.8705,0.014741233,2.6
826,180710,2.9149,0.015467689,2.65
827,180711,2.9108,-0.001406566,2.65
828,180712,2.899,-0.004053868,2.64
829,180713,2.8793,-0.006795447,2.65
830,180716,2.8621,-0.005973674,2.7
831,180717,2.8725,0.003633696,2.85
832,180718,2.8515,-0.007310705,2.75
833,180719,2.8043,-0.016552692,2.66
834,180720,2.7926,-0.004172164,2.65
835,180723,2.7935,0.00032228,2.65
836,180724,2.8011,0.002720601,2.64
837,180725,2.8122,0.003962729,2.7
838,180726,2.8234,0.003982647,2.75
839,180730,2.792,-0.011121343,2.7
840,180731,2.8699,0.027901146,2.67
841,180801,2.7767,-0.032474999,2.6
842,180802,2.7661,-0.003817481,2.5
843,180803,2.6855,-0.029138498,2.4
844,180806,2.6364,-0.018283374,2.37
845,180807,2.596,-0.015323927,2.3
846,180808,2.6498,0.020724191,2.3
847,180809,2.7043,0.02056759,2.3
848,180810,2.763,0.021706172,2.29
849,180813,2.8267,0.023054651,2.4
850,180814,2.8007,-0.009198005,2.59
851,180815,2.7645,-0.01292534,2.6
852,180816,2.7631,-0.000506421,2.6
853,180817,2.8065,0.015706996,2.65
854,180820,2.8385,0.011402102,2.7
855,180821,2.8671,0.010075744,2.8
856,180822,2.8433,-0.008301071,2.7
857,180823,2.7882,-0.019378891,2.62
858,180824,2.7723,-0.005702604,2.5
859,180827,2.8219,0.017891282,2.65
860,180828,2.823,0.000389808,2.66
861,180829,2.8189,-0.001452356,2.7
862,180830,2.8031,-0.005605023,2.7
863,180831,2.8045,0.000499447,2.66
864,180903,2.8181,0.004849349,2.6
865,180904,2.8134,-0.00166779,2.5
866,180905,2.7939,-0.006931115,2.4
867,180906,2.8204,0.009484949,2.6
868,180907,2.8388,0.006523897,2.69
869,180910,2.8522,0.004720304,2.69
870,180911,2.8702,0.006310918,2.7
871,180912,2.8681,-0.000731656,2.7
872,180913,2.8711,0.001045989,2.65
873,180914,2.8637,-0.002577409,2.6
874,180917,2.828,-0.01246639,2.62
875,180918,2.8456,0.006223479,2.7
876,180919,2.8483,0.000948833,2.68
877,180920,2.8939,0.01600955,2.66
878,180921,2.8908,-0.001071219,2.65
879,180925,2.879,-0.004081915,2.68
880,180926,2.8898,0.003751303,2.69
881,180927,2.8646,-0.008720327,2.69
882,180928,2.8469,-0.006178873,2.7
883,180929,2.8429,-0.001405037,2.88
884,180930,2.8535,0.003728587,2.76
885,181008,2.8284,-0.008796215,2.65
886,181009,2.8,-0.010041013,2.65
887,181010,2.8002,7.14e-05,2.65
888,181011,2.7978,-0.000857082,2.63
889,181012,2.7932,-0.001644149,2.6
890,181015,2.7949,0.000608621,2.62
891,181016,2.8036,0.003112813,2.62
892,181017,2.8019,-0.000606363,2.6
893,181018,2.788,-0.004960919,2.6
894,181019,2.7762,-0.004232425,2.61
895,181022,2.7995,0.008392767,2.63
896,181023,2.7808,-0.006679764,2.64
897,181024,2.7686,-0.004387227,2.63
898,181025,2.7625,-0.00220328,2.64
899,181026,2.7765,0.005067873,2.65
900,181029,2.7581,-0.006627048,2.62
901,181030,2.7582,3.63e-05,2.6
902,181031,2.7859,0.010042782,2.78
903,181101,2.7619,-0.00861481,2.7
904,181102,2.7913,0.010644846,2.63
905,181105,2.7958,0.001612152,2.63
906,181106,2.7684,-0.009800415,2.6
907,181107,2.7626,-0.002095073,2.6
908,181108,2.7648,0.000796351,2.59
909,181109,2.7826,0.006438079,2.57
910,181112,2.7945,0.004276576,2.62
911,181113,2.7818,-0.004544641,2.65
912,181114,2.7541,-0.009957581,2.65
913,181115,2.7642,0.00366726,2.62
914,181116,2.7528,-0.004124159,2.61
915,181119,2.7636,0.003923278,2.65
916,181120,2.7648,0.000434216,2.7
917,181121,2.7519,-0.004665799,2.75
918,181122,2.7594,0.00272539,2.65
919,181123,2.7602,0.000289918,2.61
920,181126,2.7629,0.00097819,2.66
921,181127,2.7821,0.00694922,2.67
922,181128,2.7679,-0.005104058,2.7
923,181129,2.7596,-0.002998663,2.78
924,181130,2.7691,0.003442528,2.8
925,181203,2.7532,-0.005741938,2.65
926,181204,2.7323,-0.007591167,2.63
927,181205,2.7021,-0.011052959,2.6
928,181206,2.7112,0.003367751,2.6
929,181207,2.724,0.004721157,2.61
930,181210,2.6958,-0.010352423,2.6
931,181211,2.7049,0.003375621,2.62
932,181212,2.709,0.001515768,2.63
933,181213,2.7335,0.009043928,2.62
934,181214,2.7521,0.006804463,2.8
935,181217,2.737,-0.005486719,2.7
936,181218,2.7372,7.31e-05,2.7
937,181219,2.7204,-0.006137659,2.7
938,181220,2.6883,-0.011799735,2.66
939,181221,2.685,-0.001227542,2.63
940,181224,2.6922,0.002681564,2.63
941,181225,2.6779,-0.005311641,2.56
942,181226,2.6716,-0.00235259,2.66
943,181227,2.6672,-0.001646953,3.54
944,181228,2.6537,-0.005061488,5.0
945,190102,2.5915,-0.047592797,2.65
946,190103,2.5813,-0.003935944,2.55
947,190104,2.5845,0.001239685,2.48
948,190107,2.5448,-0.015360805,2.4
949,190108,2.4703,-0.029275385,2.3
950,190109,2.4953,0.010120228,2.4
951,190110,2.5213,0.010419589,2.6
952,190111,2.5111,-0.004045532,2.53
953,190114,2.5273,0.006451356,2.62
954,190115,2.5106,-0.006607842,2.65
955,190116,2.476,-0.013781566,2.66
956,190117,2.4809,0.001978998,2.6
957,190118,2.5076,0.010762223,2.6
958,190121,2.5284,0.008294784,2.57
959,190122,2.5412,0.00506249,2.55
960,190123,2.5314,-0.003856446,2.59
961,190124,2.5419,0.004147902,2.6
962,190125,2.551,0.003579999,2.6
963,190128,2.5414,-0.00376323,2.6
964,190129,2.5341,-0.002872433,2.68
965,190130,2.5274,-0.002643937,2.75
966,190131,2.5265,-0.000356097,2.85
967,190201,2.5444,0.0070849,2.75
968,190202,2.5156,-0.011318975,2.3
969,190211,2.4946,-0.008347909,2.6
970,190212,2.4888,-0.002325022,2.55
971,190213,2.4853,-0.0014063,2.43
972,190214,2.4711,-0.005713596,2.4
973,190215,2.4726,0.000607017,2.38
974,190218,2.4895,0.006834911,2.4
975,190219,2.5019,0.00498092,2.4
976,190220,2.4913,-0.00423678,2.37
977,190221,2.5029,0.004656204,2.3
978,190222,2.5172,0.005713372,2.6
979,190225,2.5565,0.015612585,2.65
980,190226,2.6151,0.022921964,3.0
981,190227,2.6019,-0.005047608,3.1
982,190228,2.6111,0.003535878,2.73
983,190301,2.6265,0.005897897,2.5
984,190304,2.6389,0.004721112,2.37
985,190305,2.6572,0.006934708,2.55
986,190306,2.6447,-0.0047042,2.47
987,190307,2.5963,-0.018300752,2.4
988,190308,2.5767,-0.007549205,2.35
989,190311,2.5662,-0.00407498,2.38
990,190312,2.6081,0.016327644,2.58
991,190313,2.6013,-0.002607262,2.52
992,190314,2.6255,0.009303041,2.58
993,190315,2.6347,0.003504094,2.8
994,190318,2.6278,-0.002618894,2.9
995,190319,2.6288,0.000380546,2.9
996,190320,2.6226,-0.002358491,2.9
997,190321,2.6059,-0.006367727,2.8
998,190322,2.598,-0.003031582,2.72
999,190325,2.5823,-0.00604311,2.8
1000,190326,2.5922,0.003833792,3.13
1001,190327,2.6082,0.006172363,3.25
1002,190328,2.6033,-0.00187869,3.4
1003,190329,2.6136,0.003956517,3.0
1004,190401,2.6403,0.009520532,2.65
1005,190402,2.6518,0.004355566,2.5
1006,190403,2.6569,0.001923222,2.35
1007,190404,2.6759,0.007151191,2.3
1008,190408,2.6957,0.00739938,2.48
1009,190409,2.7368,0.015246504,2.45
1010,190410,2.7784,0.015200234,2.7
1011,190411,2.7466,-0.011445436,2.66
1012,190412,2.7652,0.006772009,2.7
1013,190415,2.8476,0.02979893,2.95
1014,190416,2.8954,0.016786065,3.1
1015,190417,2.8975,0.000725288,3.2
1016,190418,2.8687,-0.009939603,3.0
1017,190419,2.8329,-0.01247952,2.7
1018,190422,2.887,0.019097038,2.65
1019,190423,2.9355,0.016799446,2.8
1020,190424,2.9491,0.004632942,2.95
1021,190425,2.916,-0.011223763,2.8
1022,190426,2.8879,-0.009636488,2.74
1023,190428,2.895,0.002458534,2.7
1024,190429,2.8731,-0.007564767,2.88
1025,190430,2.8384,-0.012077547,2.75
1026,190505,2.84,0.000563698,2.46
1027,190506,2.7944,-0.016056338,2.5
1028,190507,2.7745,-0.007121386,2.3
1029,190508,2.7413,-0.01196612,2.3
1030,190509,2.7236,-0.006456791,2.3
1031,190510,2.7364,0.004699662,2.44
1032,190513,2.7078,-0.010451688,2.5
1033,190514,2.7229,0.005576483,2.6
1034,190515,2.7234,0.000183628,2.63
1035,190516,2.7065,-0.006205478,2.6
1036,190517,2.7111,0.001699612,2.56
1037,190520,2.7358,0.009110693,2.71
1038,190521,2.7538,0.006579428,2.81
1039,190522,2.7626,0.003195584,2.72
1040,190523,2.7476,-0.005429668,2.6
1041,190524,2.7403,-0.002656864,2.57
1042,190527,2.7941,0.019632887,2.8
1043,190528,2.8176,0.008410579,3.0
1044,190529,2.7625,-0.01955565,3.0
1045,190530,2.7648,0.000832579,2.7
1046,190531,2.7656,0.000289352,2.65
1047,190603,2.728,-0.013595603,2.5
1048,190604,2.7144,-0.004985337,2.4
1049,190605,2.7004,-0.005157678,2.47
1050,190606,2.6761,-0.008998667,2.5
1051,190610,2.6945,0.006875677,2.55
1052,190611,2.721,0.009834849,2.57
1053,190612,2.7207,-0.000110254,2.59
1054,190613,2.6914,-0.010769287,2.55
1055,190614,2.6746,-0.006242104,2.55
1056,190617,2.6432,-0.011740073,2.5
1057,190618,2.6362,-0.002648305,2.38
1058,190619,2.6189,-0.006562476,2.36
1059,190620,2.5897,-0.011149719,2.44
1060,190621,2.6054,0.006062478,2.3
1061,190624,2.6267,0.008175328,2.45
1062,190625,2.6339,0.002741082,2.6
1063,190626,2.6481,0.005391245,2.6
1064,190627,2.6533,0.001963672,2.7
1065,190628,2.6419,-0.004296536,2.63
1066,190701,2.6294,-0.011875235,2.29
1067,190702,2.5868,-0.016201415,2.2
1068,190703,2.5595,-0.01055358,2.16
1069,190704,2.5608,0.000507912,2.14
1070,190705,2.5828,0.008591065,2.22
1071,190708,2.6124,0.011460431,2.41
1072,190709,2.6157,0.001263206,2.5
1073,190710,2.6069,-0.0033643,2.46
1074,190711,2.5952,-0.004488089,2.45
1075,190712,2.6023,0.00273582,2.5
1076,190715,2.6168,0.005571994,2.67
1077,190716,2.6137,-0.001184653,2.8
1078,190717,2.6076,-0.002333856,2.9
1079,190718,2.5938,-0.005292223,3.1
1080,190719,2.5898,-0.001542139,3.0
1081,190722,2.5769,-0.00498108,2.8
1082,190723,2.5802,0.001280608,2.7
1083,190724,2.6016,0.008293931,2.55
1084,190725,2.6045,0.001114699,2.67
1085,190726,2.612,0.002879631,2.8
1086,190729,2.6324,0.007810107,2.85
1087,190730,2.6372,0.001823431,2.85
1088,190731,2.618,-0.007280449,2.7
1089,190801,2.6191,0.000420168,2.65
1090,190802,2.5977,-0.008170746,2.65
1091,190805,2.5716,-0.01004735,2.65
1092,190806,2.5694,-0.000855499,2.6
1093,190807,2.5655,-0.001517864,2.5
1094,190808,2.5674,0.000740596,2.57
1095,190809,2.5592,-0.003193893,2.64
1096,190812,2.5844,0.009846827,2.66
1097,190813,2.5909,0.002515091,2.9
1098,190814,2.6061,0.005866687,2.9
1099,190815,2.6001,-0.002302291,2.85
1100,190816,2.6174,0.00665359,2.8
1101,190819,2.6111,-0.002406969,2.75
1102,190820,2.6141,0.001148941,2.8
1103,190821,2.6296,0.005929383,2.75
1104,190822,2.6318,0.000836629,2.7
1105,190823,2.6345,0.001025914,2.66
1106,190826,2.629,-0.002087683,2.9
1107,190827,2.6545,0.009699506,2.95
1108,190828,2.6511,-0.001280844,2.9
1109,190829,2.6405,-0.00399834,2.85
1110,190830,2.6643,0.009013444,2.75
1111,190902,2.67,0.02322373,2.7
1112,190903,2.6628,-0.002696629,2.7
1113,190904,2.6544,-0.003154574,2.65
1114,190905,2.6103,-0.016613924,2.65
1115,190906,2.6008,-0.003639428,2.7
1116,190909,2.6113,0.004037219,2.7
1117,190910,2.6382,0.010301382,2.75
1118,190911,2.6464,0.00310818,2.72
1119,190912,2.6598,0.005063482,2.7
1120,190916,2.667,0.00270697,2.66
1121,190917,2.6724,0.002024747,2.65
1122,190918,2.7045,0.012011675,2.7
1123,190919,2.6996,-0.001811795,2.75
1124,190920,2.7058,0.002296637,2.9
1125,190923,2.7036,-0.000813068,2.76
1126,190924,2.6929,-0.003957686,2.65
1127,190925,2.6936,0.000259943,2.45
1128,190926,2.6899,-0.001373626,2.57
1129,190927,2.6908,0.000334585,2.0
1130,190930,2.7074,0.006169169,2.9
1131,191008,2.6883,-0.007054739,2.7
1132,191009,2.6844,-0.001450731,2.73
1133,191010,2.6936,0.003427209,2.65
1134,191011,2.7068,0.004900505,2.45
1135,191012,2.7193,0.004617999,2.52
1136,191014,2.726,0.002463869,2.65
1137,191015,2.7335,0.002751284,2.8
1138,191016,2.7275,-0.002194988,2.85
1139,191017,2.7238,-0.001356554,2.8
1140,191018,2.7337,0.003634628,2.75
1141,191021,2.7669,0.012144712,2.81
1142,191022,2.7913,0.008818533,2.95
1143,191023,2.7736,-0.006341131,2.95
1144,191024,2.7685,-0.001838766,2.68
1145,191025,2.773,0.001625429,2.95
1146,191028,2.8183,0.016336098,2.9
1147,191029,2.8541,0.012702693,2.85
1148,191030,2.8919,0.013244105,2.85
1149,191031,2.8813,-0.00366541,2.8
1150,191101,2.8563,-0.008676639,2.65
1151,191104,2.8703,0.004901446,2.6
1152,191105,2.8361,-0.011915131,2.5
1153,191106,2.803,-0.011670957,2.5
1154,191107,2.8115,0.003032465,2.52
1155,191108,2.8292,0.006295572,2.55
1156,191111,2.8165,-0.004488901,2.55
1157,191112,2.8103,-0.002201314,2.65
1158,191113,2.8179,0.002704338,2.76
1159,191114,2.8212,0.001171085,2.76
1160,191115,2.8145,-0.002374876,2.95
1161,191118,2.7649,-0.017623024,2.85
1162,191119,2.6905,-0.026908749,2.7
1163,191120,2.6497,-0.015164468,2.53
1164,191121,2.6376,-0.004566555,2.45
1165,191122,2.6498,0.004625417,2.5
1166,191125,2.6741,0.009170503,2.65
1167,191126,2.6881,0.005235406,2.75
1168,191127,2.6859,-0.000818422,2.79
1169,191128,2.6901,0.001563722,2.7
1170,191129,2.6805,-0.003568641,2.64
1171,191202,2.6979,-0.023949929,2.55
1172,191203,2.6928,-0.001890359,2.5
1173,191204,2.6753,-0.006498812,2.45
1174,191205,2.6746,-0.000261653,2.42
1175,191206,2.6853,0.004000598,2.43
1176,191209,2.7051,0.007373478,2.5
1177,191210,2.697,-0.002994344,2.5
1178,191211,2.6814,-0.005784205,2.5
1179,191212,2.665,-0.006116208,2.45
1180,191213,2.6761,0.004165103,2.47
1181,191216,2.6867,0.003960988,2.54
1182,191217,2.7142,0.010235605,2.6
1183,191218,2.6968,-0.006410729,2.66
1184,191219,2.6878,-0.003337289,2.6
1185,191220,2.6654,-0.008333953,2.5
1186,191223,2.6385,-0.010092294,2.3
1187,191224,2.6154,-0.008754974,2.1
1188,191225,2.6303,0.005697025,2.56
1189,191226,2.6261,-0.001596776,2.65
1190,191227,2.6342,0.003084422,2.8
1191,191230,2.6403,0.002315694,2.7
1192,191231,2.6731,0.012422831,3.0
1193,200102,2.6484,-0.009240208,2.5
1194,200103,2.6521,0.00139707,2.3
1195,200106,2.6158,-0.013687267,2.2
1196,200107,2.6285,0.004855111,2.35
1197,200108,2.6362,0.002929427,2.4
1198,200109,2.638,0.000682801,2.5
1199,200110,2.6219,-0.006103108,2.52
1200,200113,2.6338,0.004538693,2.55
1201,200114,2.6459,0.004594123,2.68
1202,200115,2.6469,0.000377943,2.86
1203,200116,2.6405,-0.002417923,2.75
1204,200117,2.6299,-0.004014391,2.78
1205,200120,2.6076,-0.00847941,2.6
1206,200121,2.5993,-0.003183004,2.59
1207,200122,2.6061,0.002616089,2.6
1208,200123,2.5867,-0.007444074,2.6
1209,200203,2.448,-0.069802789,2.6
1210,200204,2.4608,0.005228758,2.5
1211,200205,2.458,-0.001137841,2.4
1212,200206,2.4396,-0.007485761,2.3
1213,200207,2.4088,-0.01262502,2.2
1214,200210,2.3758,-0.013699768,2.27
1215,200211,2.3956,0.008334035,2.3
1216,200212,2.4062,0.004424779,2.38
1217,200213,2.3902,-0.006649489,2.38
1218,200214,2.3895,-0.000292863,2.3
1219,200217,2.3945,0.002092488,2.26
1220,200218,2.3983,0.00158697,2.3
1221,200219,2.4036,0.002209899,2.3
1222,200220,2.4183,0.006115826,2.3
1223,200221,2.3911,-0.011247571,2.2
1224,200224,2.3578,-0.013926645,2.3
1225,200225,2.3485,-0.003944355,2.26
1226,200226,2.3327,-0.006727699,2.3
1227,200227,2.3083,-0.010459982,2.26
1228,200228,2.277,-0.013559763,2.38
1229,200302,2.2775,-0.041940098,2.2
1230,200303,2.2891,0.005093304,2.2
1231,200304,2.2262,-0.027478048,2.1
1232,200305,2.2292,0.001347588,2.1
1233,200306,2.2002,-0.013009151,2.02
1234,200309,2.1457,-0.024770475,2.01
1235,200310,2.2072,0.028661975,2.24
1236,200311,2.2473,0.018167814,2.3
1237,200312,2.2308,-0.007342144,2.24
1238,200313,2.2625,0.014210149,2.1
1239,200316,2.2387,-0.010519337,2.0
1240,200317,2.2057,-0.014740698,1.9
1241,200318,2.1801,-0.011606293,1.77
1242,200319,2.1425,-0.017246915,1.7
1243,200320,2.1264,-0.007514586,1.6
1244,200323,2.057,-0.032637321,1.6
1245,200324,1.9924,-0.031404959,1.45
1246,200325,1.9768,-0.007829753,1.7
1247,200326,1.9237,-0.026861594,1.8
1248,200327,1.9588,0.018246088,1.8
1249,200330,1.9293,-0.015060241,2.25
1250,200331,2.1193,0.098481314,2.2
1251,200401,1.8622,-0.121313641,1.94
1252,200402,1.8577,-0.002416497,1.7
1253,200403,1.8027,-0.029606503,1.5
1254,200407,1.5402,-0.145614911,1.4
1255,200408,1.4178,-0.079470199,1.4
1256,200409,1.4121,-0.004020313,1.4
1257,200410,1.5058,0.066355074,1.6
1258,200413,1.5505,0.029685217,1.7
1259,200414,1.4878,-0.040438568,1.6
1260,200415,1.4238,-0.043016534,1.5
1261,200416,1.4097,-0.009903076,1.4
1262,200417,1.4355,0.018301766,1.4
1263,200420,1.4504,0.010379659,1.4
1264,200421,1.4329,-0.012065637,1.4
1265,200422,1.4,-0.02296043,1.4
1266,200423,1.4107,0.007642857,1.4
1267,200424,1.4388,0.019919189,1.55
1268,200426,1.4444,0.003892132,1.35
1269,200427,1.4461,0.001176959,1.54
1270,200428,1.4436,-0.001728788,1.55
1271,200429,1.4183,-0.01752563,1.68
1272,200430,1.5139,0.067404639,1.93
1273,200506,1.4463,-0.044652883,1.55
1274,200507,1.4886,0.029247044,1.5
1275,200508,1.4831,-0.003694747,1.6
1276,200509,1.4839,0.000539411,1.3
1277,200511,1.516,0.021632185,1.5
1278,200512,1.4982,-0.011741425,1.4
1279,200513,1.4518,-0.030970498,1.32
1280,200514,1.4385,-0.009161041,1.3
1281,200515,1.4271,-0.007924922,1.35
1282,200518,1.4627,0.024945694,1.3
1283,200519,1.51,0.032337458,1.45
1284,200520,1.5156,0.003708609,1.5
1285,200521,1.513,-0.001715492,1.5
1286,200522,1.4831,-0.019762062,1.4
1287,200525,1.5236,0.027307666,1.7
1288,200526,1.6505,0.083289577,1.89
1289,200527,1.7502,0.060405938,2.01
1290,200528,1.7611,0.00622786,2.2
1291,200529,1.7455,-0.0088581,2.17
1292,200601,1.7004,0.087003772,1.65
1293,200602,1.792,0.053869678,1.5
1294,200603,1.9432,0.084375,1.97
1295,200604,1.9602,0.008748456,1.95
1296,200605,2.0027,0.021681461,1.9
1297,200608,1.9907,-0.005991911,1.89
1298,200609,1.9613,-0.014768674,1.9
1299,200610,1.9878,0.013511446,1.98
1300,200611,1.9996,0.005936211,2.0
1301,200612,1.964,-0.017803561,1.96
1302,200615,1.9271,-0.018788187,1.81
1303,200616,1.9694,0.02195008,1.9
1304,200617,2.0322,0.031887885,2.05
1305,200618,2.0541,0.010776498,2.1
1306,200619,2.0662,0.005890658,2.14
1307,200622,2.1206,0.026328526,2.15
1308,200623,2.1844,0.030085825,2.2
1309,200624,2.1107,-0.033739242,2.3
1310,200629,2.1177,0.003316435,2.5
1311,200630,2.1485,0.014544081,3.0
1312,200701,2.1388,-0.004514778,2.13
1313,200702,2.1318,-0.003272863,2.0
1314,200703,2.132,9.38e-05,1.9
1315,200706,2.2226,0.04249531,1.8
1316,200707,2.3184,0.043102673,2.1
1317,200708,2.348,0.012767426,2.15
1318,200709,2.4295,0.034710392,2.18
1319,200710,2.4188,-0.004404198,2.3
1320,200713,2.4434,0.010170332,2.3
1321,200714,2.4136,-0.01219612,2.2
1322,200715,2.3998,-0.0057176,2.2
1323,200716,2.3757,-0.010042504,2.25
1324,200717,2.3814,0.002399293,2.35
1325,200720,2.3785,-0.001217771,2.2
1326,200721,2.32,-0.024595333,2.1
1327,200722,2.3191,-0.000387931,2.0
1328,200723,2.3318,0.005476262,2.2
1329,200724,2.3193,-0.005360666,2.13
1330,200727,2.3075,-0.005087742,2.4
1331,200728,2.3402,0.014171181,2.4
1332,200729,2.3545,0.006110589,2.35
1333,200730,2.3545,0.0,2.3
1334,200731,2.376,0.00913145,2.3
1335,200803,2.3872,0.004713805,2.07
1336,200804,2.3828,-0.001843164,2.14
1337,200805,2.3813,-0.000629511,2.1
1338,200806,2.4026,0.008944694,2.07
1339,200807,2.4166,0.005827021,2.2
1340,200810,2.392,-0.010179591,2.2
1341,200811,2.3912,-0.000334448,2.29
1342,200812,2.4149,0.009911342,2.3
1343,200814,2.3988,-0.006666943,2.35
1344,200817,2.3963,-0.001042188,2.3
1345,200818,2.3979,0.000667696,2.3
1346,200819,2.4197,0.009091288,2.33
1347,200820,2.4596,0.016489647,2.33
1348,200821,2.4716,0.004878842,2.47
1349,200824,2.4604,-0.004531478,2.37
1350,200825,2.4966,0.014713055,2.6
