time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
150504,3.695273229,0.610175898,2.908780501,-3.704438842,2.694164557,-1.825421864,2.483036046,-1.329202537,2.117509939,-1.655166172,2.040103045,-0.953764458,1.786954984,-1.16289433,1.735575028,-0.403554113,1.712879863,-0.244485731,1.449669579,-1.322221889,1.441153622,-0.315888925,1.442243008,0.122643311,0.455995624,-4.3572358,-0.035952928,-4.348610027,0.150743884,0.766282711,0.257657439,1.10672912,-0.334704603,-3.624128884,-0.389439141,-0.760617344,-0.228579643,1.120827121,0.093289427,9.786576673
150505,2.908780501,-3.704438842,2.694164557,-1.825421864,2.483036046,-1.329202537,2.117509939,-1.655166172,2.040103045,-0.953764458,1.786954984,-1.16289433,1.735575028,-0.403554113,1.712879863,-0.244485731,1.449669579,-1.322221889,1.441153622,-0.315888925,1.442243008,0.122643311,0.455995624,-4.3572358,-0.035952928,-4.348610027,0.150743884,0.766282711,0.257657439,1.10672912,-0.334704603,-3.624128884,-0.389439141,-0.760617344,-0.228579643,1.120827121,0.093289427,9.786576673,-0.67306874,-10.83880836
150506,2.694164557,-1.825421864,2.483036046,-1.329202537,2.117509939,-1.655166172,2.040103045,-0.953764458,1.786954984,-1.16289433,1.735575028,-0.403554113,1.712879863,-0.244485731,1.449669579,-1.322221889,1.441153622,-0.315888925,1.442243008,0.122643311,0.455995624,-4.3572358,-0.035952928,-4.348610027,0.150743884,0.766282711,0.257657439,1.10672912,-0.334704603,-3.624128884,-0.389439141,-0.760617344,-0.228579643,1.120827121,0.093289427,9.786576673,-0.67306874,-10.83880836,-0.414043366,0.973647884
150507,2.483036046,-1.329202537,2.117509939,-1.655166172,2.040103045,-0.953764458,1.786954984,-1.16289433,1.735575028,-0.403554113,1.712879863,-0.244485731,1.449669579,-1.322221889,1.441153622,-0.315888925,1.442243008,0.122643311,0.455995624,-4.3572358,-0.035952928,-4.348610027,0.150743884,0.766282711,0.257657439,1.10672912,-0.334704603,-3.624128884,-0.389439141,-0.760617344,-0.228579643,1.120827121,0.093289427,9.786576673,-0.67306874,-10.83880836,-0.414043366,0.973647884,-0.171669096,1.675958776
150508,2.117509939,-1.655166172,2.040103045,-0.953764458,1.786954984,-1.16289433,1.735575028,-0.403554113,1.712879863,-0.244485731,1.449669579,-1.322221889,1.441153622,-0.315888925,1.442243008,0.122643311,0.455995624,-4.3572358,-0.035952928,-4.348610027,0.150743884,0.766282711,0.257657439,1.10672912,-0.334704603,-3.624128884,-0.389439141,-0.760617344,-0.228579643,1.120827121,0.093289427,9.786576673,-0.67306874,-10.83880836,-0.414043366,0.973647884,-0.171669096,1.675958776,-0.328415438,-0.592925318
150511,2.040103045,-0.953764458,1.786954984,-1.16289433,1.735575028,-0.403554113,1.712879863,-0.244485731,1.449669579,-1.322221889,1.441153622,-0.315888925,1.442243008,0.122643311,0.455995624,-4.3572358,-0.035952928,-4.348610027,0.150743884,0.766282711,0.257657439,1.10672912,-0.334704603,-3.624128884,-0.389439141,-0.760617344,-0.228579643,1.120827121,0.093289427,9.786576673,-0.67306874,-10.83880836,-0.414043366,0.973647884,-0.171669096,1.675958776,-0.328415438,-0.592925318,-0.560178863,-1.191290283
150512,1.786954984,-1.16289433,1.735575028,-0.403554113,1.712879863,-0.244485731,1.449669579,-1.322221889,1.441153622,-0.315888925,1.442243008,0.122643311,0.455995624,-4.3572358,-0.035952928,-4.348610027,0.150743884,0.766282711,0.257657439,1.10672912,-0.334704603,-3.624128884,-0.389439141,-0.760617344,-0.228579643,1.120827121,0.093289427,9.786576673,-0.67306874,-10.83880836,-0.414043366,0.973647884,-0.171669096,1.675958776,-0.328415438,-0.592925318,-0.560178863,-1.191290283,-0.812467941,-2.07314228
150513,1.735575028,-0.403554113,1.712879863,-0.244485731,1.449669579,-1.322221889,1.441153622,-0.315888925,1.442243008,0.122643311,0.455995624,-4.3572358,-0.035952928,-4.348610027,0.150743884,0.766282711,0.257657439,1.10672912,-0.334704603,-3.624128884,-0.389439141,-0.760617344,-0.228579643,1.120827121,0.093289427,9.786576673,-0.67306874,-10.83880836,-0.414043366,0.973647884,-0.171669096,1.675958776,-0.328415438,-0.592925318,-0.560178863,-1.191290283,-0.812467941,-2.07314228,-1.189941362,-2.398015495
150514,1.712879863,-0.244485731,1.449669579,-1.322221889,1.441153622,-0.315888925,1.442243008,0.122643311,0.455995624,-4.3572358,-0.035952928,-4.348610027,0.150743884,0.766282711,0.257657439,1.10672912,-0.334704603,-3.624128884,-0.389439141,-0.760617344,-0.228579643,1.120827121,0.093289427,9.786576673,-0.67306874,-10.83880836,-0.414043366,0.973647884,-0.171669096,1.675958776,-0.328415438,-0.592925318,-0.560178863,-1.191290283,-0.812467941,-2.07314228,-1.189941362,-2.398015495,-1.521227555,-2.400488529
150515,1.449669579,-1.322221889,1.441153622,-0.315888925,1.442243008,0.122643311,0.455995624,-4.3572358,-0.035952928,-4.348610027,0.150743884,0.766282711,0.257657439,1.10672912,-0.334704603,-3.624128884,-0.389439141,-0.760617344,-0.228579643,1.120827121,0.093289427,9.786576673,-0.67306874,-10.83880836,-0.414043366,0.973647884,-0.171669096,1.675958776,-0.328415438,-0.592925318,-0.560178863,-1.191290283,-0.812467941,-2.07314228,-1.189941362,-2.398015495,-1.521227555,-2.400488529,-1.738621488,-2.36524653
150518,1.441153622,-0.315888925,1.442243008,0.122643311,0.455995624,-4.3572358,-0.035952928,-4.348610027,0.150743884,0.766282711,0.257657439,1.10672912,-0.334704603,-3.624128884,-0.389439141,-0.760617344,-0.228579643,1.120827121,0.093289427,9.786576673,-0.67306874,-10.83880836,-0.414043366,0.973647884,-0.171669096,1.675958776,-0.328415438,-0.592925318,-0.560178863,-1.191290283,-0.812467941,-2.07314228,-1.189941362,-2.398015495,-1.521227555,-2.400488529,-1.738621488,-2.36524653,-1.739258998,-0.221229585
150519,1.442243008,0.122643311,0.455995624,-4.3572358,-0.035952928,-4.348610027,0.150743884,0.766282711,0.257657439,1.10672912,-0.334704603,-3.624128884,-0.389439141,-0.760617344,-0.228579643,1.120827121,0.093289427,9.786576673,-0.67306874,-10.83880836,-0.414043366,0.973647884,-0.171669096,1.675958776,-0.328415438,-0.592925318,-0.560178863,-1.191290283,-0.812467941,-2.07314228,-1.189941362,-2.398015495,-1.521227555,-2.400488529,-1.738621488,-2.36524653,-1.739258998,-0.221229585,-1.485987599,1.606890451
150520,0.455995624,-4.3572358,-0.035952928,-4.348610027,0.150743884,0.766282711,0.257657439,1.10672912,-0.334704603,-3.624128884,-0.389439141,-0.760617344,-0.228579643,1.120827121,0.093289427,9.786576673,-0.67306874,-10.83880836,-0.414043366,0.973647884,-0.171669096,1.675958776,-0.328415438,-0.592925318,-0.560178863,-1.191290283,-0.812467941,-2.07314228,-1.189941362,-2.398015495,-1.521227555,-2.400488529,-1.738621488,-2.36524653,-1.739258998,-0.221229585,-1.485987599,1.606890451,-1.285286641,2.035581984
150521,-0.035952928,-4.348610027,0.150743884,0.766282711,0.257657439,1.10672912,-0.334704603,-3.624128884,-0.389439141,-0.760617344,-0.228579643,1.120827121,0.093289427,9.786576673,-0.67306874,-10.83880836,-0.414043366,0.973647884,-0.171669096,1.675958776,-0.328415438,-0.592925318,-0.560178863,-1.191290283,-0.812467941,-2.07314228,-1.189941362,-2.398015495,-1.521227555,-2.400488529,-1.738621488,-2.36524653,-1.739258998,-0.221229585,-1.485987599,1.606890451,-1.285286641,2.035581984,-1.395783428,-0.624938777
150522,0.150743884,0.766282711,0.257657439,1.10672912,-0.334704603,-3.624128884,-0.389439141,-0.760617344,-0.228579643,1.120827121,0.093289427,9.786576673,-0.67306874,-10.83880836,-0.414043366,0.973647884,-0.171669096,1.675958776,-0.328415438,-0.592925318,-0.560178863,-1.191290283,-0.812467941,-2.07314228,-1.189941362,-2.398015495,-1.521227555,-2.400488529,-1.738621488,-2.36524653,-1.739258998,-0.221229585,-1.485987599,1.606890451,-1.285286641,2.035581984,-1.395783428,-0.624938777,-1.263913958,0.739984982
150525,0.257657439,1.10672912,-0.334704603,-3.624128884,-0.389439141,-0.760617344,-0.228579643,1.120827121,0.093289427,9.786576673,-0.67306874,-10.83880836,-0.414043366,0.973647884,-0.171669096,1.675958776,-0.328415438,-0.592925318,-0.560178863,-1.191290283,-0.812467941,-2.07314228,-1.189941362,-2.398015495,-1.521227555,-2.400488529,-1.738621488,-2.36524653,-1.739258998,-0.221229585,-1.485987599,1.606890451,-1.285286641,2.035581984,-1.395783428,-0.624938777,-1.263913958,0.739984982,-1.315346705,0.180825873
150526,-0.334704603,-3.624128884,-0.389439141,-0.760617344,-0.228579643,1.120827121,0.093289427,9.786576673,-0.67306874,-10.83880836,-0.414043366,0.973647884,-0.171669096,1.675958776,-0.328415438,-0.592925318,-0.560178863,-1.191290283,-0.812467941,-2.07314228,-1.189941362,-2.398015495,-1.521227555,-2.400488529,-1.738621488,-2.36524653,-1.739258998,-0.221229585,-1.485987599,1.606890451,-1.285286641,2.035581984,-1.395783428,-0.624938777,-1.263913958,0.739984982,-1.315346705,0.180825873,-1.134157821,0.626846174
150527,-0.389439141,-0.760617344,-0.228579643,1.120827121,0.093289427,9.786576673,-0.67306874,-10.83880836,-0.414043366,0.973647884,-0.171669096,1.675958776,-0.328415438,-0.592925318,-0.560178863,-1.191290283,-0.812467941,-2.07314228,-1.189941362,-2.398015495,-1.521227555,-2.400488529,-1.738621488,-2.36524653,-1.739258998,-0.221229585,-1.485987599,1.606890451,-1.285286641,2.035581984,-1.395783428,-0.624938777,-1.263913958,0.739984982,-1.315346705,0.180825873,-1.134157821,0.626846174,-0.926715878,1.830857283
150528,-0.228579643,1.120827121,0.093289427,9.786576673,-0.67306874,-10.83880836,-0.414043366,0.973647884,-0.171669096,1.675958776,-0.328415438,-0.592925318,-0.560178863,-1.191290283,-0.812467941,-2.07314228,-1.189941362,-2.398015495,-1.521227555,-2.400488529,-1.738621488,-2.36524653,-1.739258998,-0.221229585,-1.485987599,1.606890451,-1.285286641,2.035581984,-1.395783428,-0.624938777,-1.263913958,0.739984982,-1.315346705,0.180825873,-1.134157821,0.626846174,-0.926715878,1.830857283,-1.00731747,-0.323283371
150529,0.093289427,9.786576673,-0.67306874,-10.83880836,-0.414043366,0.973647884,-0.171669096,1.675958776,-0.328415438,-0.592925318,-0.560178863,-1.191290283,-0.812467941,-2.07314228,-1.189941362,-2.398015495,-1.521227555,-2.400488529,-1.738621488,-2.36524653,-1.739258998,-0.221229585,-1.485987599,1.606890451,-1.285286641,2.035581984,-1.395783428,-0.624938777,-1.263913958,0.739984982,-1.315346705,0.180825873,-1.134157821,0.626846174,-0.926715878,1.830857283,-1.00731747,-0.323283371,-0.823649527,0.985158093
150601,-0.67306874,-10.83880836,-0.414043366,0.973647884,-0.171669096,1.675958776,-0.328415438,-0.592925318,-0.560178863,-1.191290283,-0.812467941,-2.07314228,-1.189941362,-2.398015495,-1.521227555,-2.400488529,-1.738621488,-2.36524653,-1.739258998,-0.221229585,-1.485987599,1.606890451,-1.285286641,2.035581984,-1.395783428,-0.624938777,-1.263913958,0.739984982,-1.315346705,0.180825873,-1.134157821,0.626846174,-0.926715878,1.830857283,-1.00731747,-0.323283371,-0.823649527,0.985158093,-0.823874994,0.378005244
150602,-0.414043366,0.973647884,-0.171669096,1.675958776,-0.328415438,-0.592925318,-0.560178863,-1.191290283,-0.812467941,-2.07314228,-1.189941362,-2.398015495,-1.521227555,-2.400488529,-1.738621488,-2.36524653,-1.739258998,-0.221229585,-1.485987599,1.606890451,-1.285286641,2.035581984,-1.395783428,-0.624938777,-1.263913958,0.739984982,-1.315346705,0.180825873,-1.134157821,0.626846174,-0.926715878,1.830857283,-1.00731747,-0.323283371,-0.823649527,0.985158093,-0.823874994,0.378005244,-0.932654779,0.794259898
150603,-0.171669096,1.675958776,-0.328415438,-0.592925318,-0.560178863,-1.191290283,-0.812467941,-2.07314228,-1.189941362,-2.398015495,-1.521227555,-2.400488529,-1.738621488,-2.36524653,-1.739258998,-0.221229585,-1.485987599,1.606890451,-1.285286641,2.035581984,-1.395783428,-0.624938777,-1.263913958,0.739984982,-1.315346705,0.180825873,-1.134157821,0.626846174,-0.926715878,1.830857283,-1.00731747,-0.323283371,-0.823649527,0.985158093,-0.823874994,0.378005244,-0.932654779,0.794259898,-1.072406402,-0.693313081
150604,-0.328415438,-0.592925318,-0.560178863,-1.191290283,-0.812467941,-2.07314228,-1.189941362,-2.398015495,-1.521227555,-2.400488529,-1.738621488,-2.36524653,-1.739258998,-0.221229585,-1.485987599,1.606890451,-1.285286641,2.035581984,-1.395783428,-0.624938777,-1.263913958,0.739984982,-1.315346705,0.180825873,-1.134157821,0.626846174,-0.926715878,1.830857283,-1.00731747,-0.323283371,-0.823649527,0.985158093,-0.823874994,0.378005244,-0.932654779,0.794259898,-1.072406402,-0.693313081,-0.912753537,1.08759505
150605,-0.560178863,-1.191290283,-0.812467941,-2.07314228,-1.189941362,-2.398015495,-1.521227555,-2.400488529,-1.738621488,-2.36524653,-1.739258998,-0.221229585,-1.485987599,1.606890451,-1.285286641,2.035581984,-1.395783428,-0.624938777,-1.263913958,0.739984982,-1.315346705,0.180825873,-1.134157821,0.626846174,-0.926715878,1.830857283,-1.00731747,-0.323283371,-0.823649527,0.985158093,-0.823874994,0.378005244,-0.932654779,0.794259898,-1.072406402,-0.693313081,-0.912753537,1.08759505,-0.72025761,1.602423942
150608,-0.812467941,-2.07314228,-1.189941362,-2.398015495,-1.521227555,-2.400488529,-1.738621488,-2.36524653,-1.739258998,-0.221229585,-1.485987599,1.606890451,-1.285286641,2.035581984,-1.395783428,-0.624938777,-1.263913958,0.739984982,-1.315346705,0.180825873,-1.134157821,0.626846174,-0.926715878,1.830857283,-1.00731747,-0.323283371,-0.823649527,0.985158093,-0.823874994,0.378005244,-0.932654779,0.794259898,-1.072406402,-0.693313081,-0.912753537,1.08759505,-0.72025761,1.602423942,-1.053256805,-2.071417206
150609,-1.189941362,-2.398015495,-1.521227555,-2.400488529,-1.738621488,-2.36524653,-1.739258998,-0.221229585,-1.485987599,1.606890451,-1.285286641,2.035581984,-1.395783428,-0.624938777,-1.263913958,0.739984982,-1.315346705,0.180825873,-1.134157821,0.626846174,-0.926715878,1.830857283,-1.00731747,-0.323283371,-0.823649527,0.985158093,-0.823874994,0.378005244,-0.932654779,0.794259898,-1.072406402,-0.693313081,-0.912753537,1.08759505,-0.72025761,1.602423942,-1.053256805,-2.071417206,-1.117246869,-0.951575149
150610,-1.521227555,-2.400488529,-1.738621488,-2.36524653,-1.739258998,-0.221229585,-1.485987599,1.606890451,-1.285286641,2.035581984,-1.395783428,-0.624938777,-1.263913958,0.739984982,-1.315346705,0.180825873,-1.134157821,0.626846174,-0.926715878,1.830857283,-1.00731747,-0.323283371,-0.823649527,0.985158093,-0.823874994,0.378005244,-0.932654779,0.794259898,-1.072406402,-0.693313081,-0.912753537,1.08759505,-0.72025761,1.602423942,-1.053256805,-2.071417206,-1.117246869,-0.951575149,-1.062421114,0.263587518
150611,-1.738621488,-2.36524653,-1.739258998,-0.221229585,-1.485987599,1.606890451,-1.285286641,2.035581984,-1.395783428,-0.624938777,-1.263913958,0.739984982,-1.315346705,0.180825873,-1.134157821,0.626846174,-0.926715878,1.830857283,-1.00731747,-0.323283371,-0.823649527,0.985158093,-0.823874994,0.378005244,-0.932654779,0.794259898,-1.072406402,-0.693313081,-0.912753537,1.08759505,-0.72025761,1.602423942,-1.053256805,-2.071417206,-1.117246869,-0.951575149,-1.062421114,0.263587518,-0.8928508,1.146090687
150612,-1.739258998,-0.221229585,-1.485987599,1.606890451,-1.285286641,2.035581984,-1.395783428,-0.624938777,-1.263913958,0.739984982,-1.315346705,0.180825873,-1.134157821,0.626846174,-0.926715878,1.830857283,-1.00731747,-0.323283371,-0.823649527,0.985158093,-0.823874994,0.378005244,-0.932654779,0.794259898,-1.072406402,-0.693313081,-0.912753537,1.08759505,-0.72025761,1.602423942,-1.053256805,-2.071417206,-1.117246869,-0.951575149,-1.062421114,0.263587518,-0.8928508,1.146090687,-0.837682692,0.897875811
150615,-1.485987599,1.606890451,-1.285286641,2.035581984,-1.395783428,-0.624938777,-1.263913958,0.739984982,-1.315346705,0.180825873,-1.134157821,0.626846174,-0.926715878,1.830857283,-1.00731747,-0.323283371,-0.823649527,0.985158093,-0.823874994,0.378005244,-0.932654779,0.794259898,-1.072406402,-0.693313081,-0.912753537,1.08759505,-0.72025761,1.602423942,-1.053256805,-2.071417206,-1.117246869,-0.951575149,-1.062421114,0.263587518,-0.8928508,1.146090687,-0.837682692,0.897875811,-0.834959811,0.175568533
150616,-1.285286641,2.035581984,-1.395783428,-0.624938777,-1.263913958,0.739984982,-1.315346705,0.180825873,-1.134157821,0.626846174,-0.926715878,1.830857283,-1.00731747,-0.323283371,-0.823649527,0.985158093,-0.823874994,0.378005244,-0.932654779,0.794259898,-1.072406402,-0.693313081,-0.912753537,1.08759505,-0.72025761,1.602423942,-1.053256805,-2.071417206,-1.117246869,-0.951575149,-1.062421114,0.263587518,-0.8928508,1.146090687,-0.837682692,0.897875811,-0.834959811,0.175568533,-0.52894636,1.18692198
150617,-1.395783428,-0.624938777,-1.263913958,0.739984982,-1.315346705,0.180825873,-1.134157821,0.626846174,-0.926715878,1.830857283,-1.00731747,-0.323283371,-0.823649527,0.985158093,-0.823874994,0.378005244,-0.932654779,0.794259898,-1.072406402,-0.693313081,-0.912753537,1.08759505,-0.72025761,1.602423942,-1.053256805,-2.071417206,-1.117246869,-0.951575149,-1.062421114,0.263587518,-0.8928508,1.146090687,-0.837682692,0.897875811,-0.834959811,0.175568533,-0.52894636,1.18692198,-0.493674772,0.882834534
150618,-1.263913958,0.739984982,-1.315346705,0.180825873,-1.134157821,0.626846174,-0.926715878,1.830857283,-1.00731747,-0.323283371,-0.823649527,0.985158093,-0.823874994,0.378005244,-0.932654779,0.794259898,-1.072406402,-0.693313081,-0.912753537,1.08759505,-0.72025761,1.602423942,-1.053256805,-2.071417206,-1.117246869,-0.951575149,-1.062421114,0.263587518,-0.8928508,1.146090687,-0.837682692,0.897875811,-0.834959811,0.175568533,-0.52894636,1.18692198,-0.493674772,0.882834534,-0.329772613,1.07555652
150619,-1.315346705,0.180825873,-1.134157821,0.626846174,-0.926715878,1.830857283,-1.00731747,-0.323283371,-0.823649527,0.985158093,-0.823874994,0.378005244,-0.932654779,0.794259898,-1.072406402,-0.693313081,-0.912753537,1.08759505,-0.72025761,1.602423942,-1.053256805,-2.071417206,-1.117246869,-0.951575149,-1.062421114,0.263587518,-0.8928508,1.146090687,-0.837682692,0.897875811,-0.834959811,0.175568533,-0.52894636,1.18692198,-0.493674772,0.882834534,-0.329772613,1.07555652,-0.415038292,0.176812507
150623,-1.134157821,0.626846174,-0.926715878,1.830857283,-1.00731747,-0.323283371,-0.823649527,0.985158093,-0.823874994,0.378005244,-0.932654779,0.794259898,-1.072406402,-0.693313081,-0.912753537,1.08759505,-0.72025761,1.602423942,-1.053256805,-2.071417206,-1.117246869,-0.951575149,-1.062421114,0.263587518,-0.8928508,1.146090687,-0.837682692,0.897875811,-0.834959811,0.175568533,-0.52894636,1.18692198,-0.493674772,0.882834534,-0.329772613,1.07555652,-0.415038292,0.176812507,-0.391752128,-0.386103453
150624,-0.926715878,1.830857283,-1.00731747,-0.323283371,-0.823649527,0.985158093,-0.823874994,0.378005244,-0.932654779,0.794259898,-1.072406402,-0.693313081,-0.912753537,1.08759505,-0.72025761,1.602423942,-1.053256805,-2.071417206,-1.117246869,-0.951575149,-1.062421114,0.263587518,-0.8928508,1.146090687,-0.837682692,0.897875811,-0.834959811,0.175568533,-0.52894636,1.18692198,-0.493674772,0.882834534,-0.329772613,1.07555652,-0.415038292,0.176812507,-0.391752128,-0.386103453,-0.174493156,1.222637648
150625,-1.00731747,-0.323283371,-0.823649527,0.985158093,-0.823874994,0.378005244,-0.932654779,0.794259898,-1.072406402,-0.693313081,-0.912753537,1.08759505,-0.72025761,1.602423942,-1.053256805,-2.071417206,-1.117246869,-0.951575149,-1.062421114,0.263587518,-0.8928508,1.146090687,-0.837682692,0.897875811,-0.834959811,0.175568533,-0.52894636,1.18692198,-0.493674772,0.882834534,-0.329772613,1.07555652,-0.415038292,0.176812507,-0.391752128,-0.386103453,-0.174493156,1.222637648,-0.049767918,1.691125892
150626,-0.823649527,0.985158093,-0.823874994,0.378005244,-0.932654779,0.794259898,-1.072406402,-0.693313081,-0.912753537,1.08759505,-0.72025761,1.602423942,-1.053256805,-2.071417206,-1.117246869,-0.951575149,-1.062421114,0.263587518,-0.8928508,1.146090687,-0.837682692,0.897875811,-0.834959811,0.175568533,-0.52894636,1.18692198,-0.493674772,0.882834534,-0.329772613,1.07555652,-0.415038292,0.176812507,-0.391752128,-0.386103453,-0.174493156,1.222637648,-0.049767918,1.691125892,-0.512823623,-3.406710911
150629,-0.823874994,0.378005244,-0.932654779,0.794259898,-1.072406402,-0.693313081,-0.912753537,1.08759505,-0.72025761,1.602423942,-1.053256805,-2.071417206,-1.117246869,-0.951575149,-1.062421114,0.263587518,-0.8928508,1.146090687,-0.837682692,0.897875811,-0.834959811,0.175568533,-0.52894636,1.18692198,-0.493674772,0.882834534,-0.329772613,1.07555652,-0.415038292,0.176812507,-0.391752128,-0.386103453,-0.174493156,1.222637648,-0.049767918,1.691125892,-0.512823623,-3.406710911,-0.52801469,-0.406773315
150630,-0.932654779,0.794259898,-1.072406402,-0.693313081,-0.912753537,1.08759505,-0.72025761,1.602423942,-1.053256805,-2.071417206,-1.117246869,-0.951575149,-1.062421114,0.263587518,-0.8928508,1.146090687,-0.837682692,0.897875811,-0.834959811,0.175568533,-0.52894636,1.18692198,-0.493674772,0.882834534,-0.329772613,1.07555652,-0.415038292,0.176812507,-0.391752128,-0.386103453,-0.174493156,1.222637648,-0.049767918,1.691125892,-0.512823623,-3.406710911,-0.52801469,-0.406773315,-0.82513679,-2.101451765
