,time,val,per,base,buy,sell,avg
910,190128,2.5414,-0.00376323,2.6,2.5325,2.54,2.5363
911,190129,2.5341,-0.002872433,2.68,2.5272,2.5313,2.5292
912,190131,2.5265,-0.000356097,2.85,2.52,2.53,2.525
913,190202,2.5156,-0.011318975,2.3,2.49,2.51,2.5
914,190213,2.4853,-0.0014063,2.43,2.475,2.48,2.4775
915,190215,2.4726,0.000607017,2.38,2.4675,2.4725,2.47
916,190219,2.5019,0.00498092,2.4,2.4975,2.5,2.4988
917,190220,2.4913,-0.00423678,2.37,2.4825,2.4858,2.4841
918,190221,2.5029,0.004656204,2.3,2.4999,2.5025,2.5012
919,190222,2.5172,0.005713372,2.6,2.5225,2.5279,2.5252
920,190226,2.6151,0.022921964,3,2.5925,2.6,2.5963
921,190227,2.6019,-0.005047608,3.1,2.6073,2.61,2.6087
922,190228,2.6111,0.003535878,2.73,2.635,2.6387,2.6369
923,190301,2.6265,0.005897897,2.5,2.6343,2.6515,2.6429
924,190304,2.6389,0.004721112,2.37,2.6436,2.6493,2.6464
925,190305,2.6572,0.006934708,2.55,2.665,2.6798,2.6724
926,190308,2.5767,-0.007549205,2.35,2.565,2.57,2.5675
927,190311,2.5662,-0.00407498,2.38,2.5829,2.5874,2.5852
928,190314,2.6255,0.009303041,2.58,2.6325,2.64,2.6363
929,190318,2.6278,-0.002618894,2.9,2.635,2.64,2.6375
930,190319,2.6288,0.000380546,2.9,2.6323,2.6367,2.6345
931,190320,2.6226,-0.002358491,2.9,2.6203,2.6231,2.6217
932,190321,2.6059,-0.006367727,2.8,2.5984,2.605,2.6017
933,190325,2.5823,-0.00604311,2.8,2.5725,2.5775,2.575
934,190326,2.5922,0.003833792,3.13,2.6105,2.6175,2.614
935,190327,2.6082,0.006172363,3.25,2.6125,2.615,2.6138
936,190328,2.6033,-0.00187869,3.4,2.605,2.61,2.6075
937,190329,2.6136,0.003956517,3,2.6125,2.6175,2.615
938,190401,2.6403,0.009520532,2.65,2.6547,2.6613,2.658
939,190402,2.6518,0.004355566,2.5,2.65,2.655,2.6525
940,190403,2.6569,0.001923222,2.35,2.675,2.6775,2.6763
941,190404,2.6759,0.007151191,2.3,2.7,2.705,2.7025
942,190408,2.6957,0.00739938,2.48,2.7015,2.7072,2.7043
943,190409,2.7368,0.015246504,2.45,2.7566,2.7594,2.758
944,190411,2.7466,-0.011445436,2.66,2.7311,2.7363,2.7337
945,190412,2.7652,0.006772009,2.7,2.78,2.8,2.79
946,190415,2.8476,0.02979893,2.95,2.845,2.855,2.85
947,190416,2.8954,0.016786065,3.1,2.8814,2.8885,2.8849
948,190417,2.8975,0.000725288,3.2,2.8921,2.898,2.8951
949,190418,2.8687,-0.009939603,3,2.8384,2.845,2.8417
950,190419,2.8329,-0.01247952,2.7,2.8392,2.845,2.8421
951,190422,2.887,0.019097038,2.65,2.9078,2.915,2.9114
952,190423,2.9355,0.016799446,2.8,2.9176,2.9237,2.9207
953,190424,2.9491,0.004632942,2.95,2.96,2.9626,2.9613
954,190425,2.916,-0.011223763,2.8,2.9134,2.9175,2.9154
955,190426,2.8879,-0.009636488,2.74,2.8675,2.87,2.8688
956,190428,2.895,0.002458534,2.7,2.865,2.875,2.87
957,190429,2.8731,-0.007564767,2.88,2.875,2.88,2.8775
958,190430,2.8384,-0.012077547,2.75,2.8375,2.8425,2.84
959,190505,2.84,0.000563698,2.46,2.8375,2.84,2.8388
960,190506,2.7944,-0.016056338,2.5,2.7878,2.7925,2.7902
961,190507,2.7745,-0.007121386,2.3,2.76,2.765,2.7625
962,190508,2.7413,-0.01196612,2.3,2.745,2.75,2.7475
963,190509,2.7236,-0.006456791,2.3,2.71,2.7155,2.7128
964,190510,2.7364,0.004699662,2.44,2.7275,2.7325,2.73
965,190513,2.7078,-0.010451688,2.5,2.7025,2.705,2.7038
966,190514,2.7229,0.005576483,2.6,2.7225,2.7257,2.7241
967,190515,2.7234,0.000183628,2.63,2.72,2.725,2.7225
968,190517,2.7111,0.001699612,2.56,2.7075,2.71,2.7088
969,190520,2.7358,0.009110693,2.71,2.7375,2.7404,2.739
970,190521,2.7538,0.006579428,2.81,2.7545,2.7575,2.756
971,190522,2.7626,0.003195584,2.72,2.765,2.77,2.7675
972,190523,2.7476,-0.005429668,2.6,2.735,2.74,2.7375
973,190524,2.7403,-0.002656864,2.57,2.74,2.743,2.7415
974,190527,2.7941,0.019632887,2.8,2.8175,2.82,2.8188
975,190528,2.8176,0.008410579,3,2.7725,2.78,2.7763
976,190530,2.7648,0.000832579,2.7,2.7625,2.7675,2.765
977,190531,2.7656,0.000289352,2.65,2.7539,2.76,2.757
978,190603,2.728,-0.013595603,2.5,2.7275,2.735,2.7313
979,190604,2.7144,-0.004985337,2.4,2.6938,2.6975,2.6956
980,190606,2.6761,-0.008998667,2.5,2.6831,2.6875,2.6853
981,190610,2.6945,0.006875677,2.55,2.6968,2.702,2.6994
982,190612,2.7207,-0.000110254,2.59,2.717,2.72,2.7185
983,190613,2.6914,-0.010769287,2.55,2.685,2.69,2.6875
984,190614,2.6746,-0.006242104,2.55,2.665,2.6725,2.6688
985,190617,2.6432,-0.011740073,2.5,2.643,2.65,2.6465
986,190619,2.6189,-0.006562476,2.36,2.6225,2.625,2.6238
987,190620,2.5897,-0.011149719,2.44,2.6072,2.61,2.6086
988,190621,2.6054,0.006062478,2.3,2.6075,2.615,2.6113
989,190624,2.6267,0.008175328,2.45,2.6372,2.6398,2.6385
990,190625,2.6339,0.002741082,2.6,2.64,2.645,2.6425
991,190626,2.6481,0.005391245,2.6,2.6479,2.653,2.6504
992,190627,2.6533,0.001963672,2.7,2.66,2.663,2.6615
993,190628,2.6419,-0.004296536,2.63,2.635,2.64,2.6375
994,190701,2.6294,-0.011875235,2.29,2.6125,2.62,2.6163
995,190702,2.5868,-0.016201415,2.2,2.57,2.5725,2.5713
996,190703,2.5595,-0.01055358,2.16,2.555,2.56,2.5575
997,190704,2.5608,0.000507912,2.14,2.5536,2.5575,2.5556
998,190705,2.5828,0.008591065,2.22,2.5925,2.5954,2.594
999,190708,2.6124,0.011460431,2.41,2.6125,2.6175,2.615
1000,190709,2.6157,0.001263206,2.5,2.605,2.6118,2.6084
1001,190710,2.6069,-0.0033643,2.46,2.6075,2.6125,2.61
1002,190711,2.5952,-0.004488089,2.45,2.595,2.6,2.5975
1003,190712,2.6023,0.00273582,2.5,2.595,2.6,2.5975
1004,190716,2.6137,-0.001184653,2.8,2.61,2.615,2.6125
1005,190717,2.6076,-0.002333856,2.9,2.605,2.6075,2.6063
1006,190718,2.5938,-0.005292223,3.1,2.5925,2.595,2.5938
1007,190719,2.5898,-0.001542139,3,2.58,2.583,2.5815
1008,190722,2.5769,-0.00498108,2.8,2.5673,2.5705,2.5689
1009,190723,2.5802,0.001280608,2.7,2.58,2.585,2.5825
1010,190724,2.6016,0.008293931,2.55,2.6025,2.605,2.6038
1011,190726,2.612,0.002879631,2.8,2.6175,2.62,2.6188
1012,190729,2.6324,0.007810107,2.85,2.635,2.64,2.6375
1013,190730,2.6372,0.001823431,2.85,2.63,2.635,2.6325
1014,190731,2.618,-0.007280449,2.7,2.615,2.6175,2.6163
1015,190801,2.6191,0.000420168,2.65,2.6196,2.6225,2.621
1016,190802,2.5977,-0.008170746,2.65,2.585,2.59,2.5875
1017,190805,2.5716,-0.01004735,2.65,2.5625,2.5675,2.565
1018,190806,2.5694,-0.000855499,2.6,2.5725,2.575,2.5738
1019,190808,2.5674,0.000740596,2.57,2.5625,2.565,2.5638
1020,190809,2.5592,-0.003193893,2.64,2.565,2.5701,2.5676
1021,190813,2.5909,0.002515091,2.9,2.6,2.6025,2.6013
1022,190815,2.6001,-0.002302291,2.85,2.61,2.62,2.615
1023,190816,2.6174,0.00665359,2.8,2.6175,2.6225,2.62
1024,190820,2.6141,0.001148941,2.8,2.618,2.625,2.6215
1025,190821,2.6296,0.005929383,2.75,2.63,2.635,2.6325
1026,190822,2.6318,0.000836629,2.7,2.635,2.6375,2.6363
1027,190823,2.6345,0.001025914,2.66,2.635,2.6375,2.6363
1028,190826,2.629,-0.002087683,2.9,2.6344,2.6393,2.6369
1029,190827,2.6545,0.009699506,2.95,2.655,2.66,2.6575
1030,190828,2.6511,-0.001280844,2.9,2.649,2.6525,2.6508
1031,190902,2.67,0.02322373,2.7,2.67,2.6775,2.6738
1032,190904,2.6544,-0.003154574,2.65,2.6325,2.6405,2.6365
1033,190906,2.6008,-0.003639428,2.7,2.6,2.605,2.6025
1034,190911,2.6464,0.00310818,2.72,2.6425,2.65,2.6463
1035,190912,2.6598,0.005063482,2.7,2.67,2.6727,2.6713
1036,190916,2.667,0.00270697,2.66,2.6625,2.6675,2.665
1037,190920,2.7058,0.002296637,2.9,2.6972,2.7038,2.7005
1038,190923,2.7036,-0.000813068,2.76,2.7032,2.7058,2.7045
1039,190924,2.6929,-0.003957686,2.65,2.7,2.7025,2.7013
1040,190925,2.6936,0.000259943,2.45,2.6875,2.69,2.6888
1041,190927,2.6908,0.000334585,2,2.69,2.6975,2.6938
1042,190930,2.7074,0.006169169,2.9,2.705,2.71,2.7075
1043,191008,2.6883,-0.007054739,2.7,2.6825,2.6875,2.685
1044,191010,2.6936,0.003427209,2.65,2.695,2.7025,2.6988
1045,191012,2.7193,0.004617999,2.52,2.71,2.7225,2.7163
1046,191014,2.726,0.002463869,2.65,2.7225,2.725,2.7238
1047,191015,2.7335,0.002751284,2.8,2.7374,2.74,2.7387
1048,191016,2.7275,-0.002194988,2.85,2.73,2.7375,2.7338
1049,191017,2.7238,-0.001356554,2.8,2.7225,2.7251,2.7238
1050,191018,2.7337,0.003634628,2.75,2.7425,2.7525,2.7475
1051,191023,2.7736,-0.006341131,2.95,2.765,2.7675,2.7663
1052,191024,2.7685,-0.001838766,2.68,2.7575,2.762,2.7598
1053,191025,2.773,0.001625429,2.95,2.7825,2.7855,2.784
1054,191028,2.8183,0.016336098,2.9,2.8325,2.8425,2.8375
1055,191030,2.8919,0.013244105,2.85,2.9,2.9032,2.9016
1056,191031,2.8813,-0.00366541,2.8,2.8625,2.8725,2.8675
1057,191101,2.8563,-0.008676639,2.65,2.85,2.8575,2.8538
1058,191105,2.8361,-0.011915131,2.5,2.81,2.815,2.8125
1059,191107,2.8115,0.003032465,2.52,2.8236,2.8274,2.8255
1060,191108,2.8292,0.006295572,2.55,2.8275,2.83,2.8288
1061,191113,2.8179,0.002704338,2.76,2.815,2.82,2.8175
1062,191114,2.8212,0.001171085,2.76,2.8261,2.8291,2.8276
1063,191119,2.6905,-0.026908749,2.7,2.675,2.6789,2.6769
1064,191120,2.6497,-0.015164468,2.53,2.6406,2.645,2.6428
1065,191121,2.6376,-0.004566555,2.45,2.64,2.6475,2.6438
1066,191122,2.6498,0.004625417,2.5,2.6417,2.645,2.6433
1067,191125,2.6741,0.009170503,2.65,2.6825,2.6852,2.6838
1068,191126,2.6881,0.005235406,2.75,2.675,2.68,2.6775
1069,191127,2.6859,-0.000818422,2.79,2.6875,2.6916,2.6896
1070,191128,2.6901,0.001563722,2.7,2.6875,2.69,2.6888
1071,191129,2.6805,-0.003568641,2.64,2.6753,2.68,2.6777
1072,191203,2.6928,-0.001890359,2.5,2.68,2.6875,2.6838
1073,191204,2.6753,-0.006498812,2.45,2.67,2.675,2.6725
1074,191205,2.6746,-0.000261653,2.42,2.675,2.68,2.6775
1075,191206,2.6853,0.004000598,2.43,2.6975,2.7025,2.7
1076,191209,2.7051,0.007373478,2.5,2.7075,2.71,2.7088
1077,191210,2.697,-0.002994344,2.5,2.6875,2.69,2.6888
1078,191211,2.6814,-0.005784205,2.5,2.6675,2.675,2.6713
1079,191216,2.6867,0.003960988,2.54,2.69,2.692,2.691
1080,191217,2.7142,0.010235605,2.6,2.7125,2.715,2.7138
1081,191220,2.6654,-0.008333953,2.5,2.6517,2.6545,2.6531
1082,191223,2.6385,-0.010092294,2.3,2.6275,2.6304,2.629
1083,191224,2.6154,-0.008754974,2.1,2.62,2.625,2.6225
1084,191225,2.6303,0.005697025,2.56,2.62,2.6275,2.6238
1085,191226,2.6261,-0.001596776,2.65,2.6211,2.63,2.6255
1086,191227,2.6342,0.003084422,2.8,2.6325,2.6375,2.635
1087,191230,2.6403,0.002315694,2.7,2.6375,2.645,2.6413
1088,191231,2.6731,0.012422831,3,2.645,2.6475,2.6463
1089,200102,2.6484,-0.009240208,2.5,2.6525,2.655,2.6538
1090,200103,2.6521,0.00139707,2.3,2.6361,2.64,2.6381
1091,200106,2.6158,-0.013687267,2.2,2.617,2.6176,2.6173
1092,200107,2.6285,0.004855111,2.35,2.6325,2.64,2.6363
1093,200108,2.6362,0.002929427,2.4,2.6325,2.6375,2.635
1094,200109,2.638,0.000682801,2.5,2.63,2.6325,2.6313
1095,200110,2.6219,-0.006103108,2.52,2.62,2.6275,2.6238
1096,200113,2.6338,0.004538693,2.55,2.6365,2.64,2.6383
1097,200115,2.6469,0.000377943,2.86,2.645,2.6497,2.6473
1098,200116,2.6405,-0.002417923,2.75,2.6328,2.6375,2.6352
1099,200117,2.6299,-0.004014391,2.78,2.6188,2.6275,2.6231
1100,200120,2.6076,-0.00847941,2.6,2.6075,2.61,2.6088
1101,200121,2.5993,-0.003183004,2.59,2.6015,2.605,2.6033
1102,200122,2.6061,0.002616089,2.6,2.6117,2.615,2.6133
1103,200123,2.5867,-0.007444074,2.6,2.565,2.6,2.5825
1104,200203,2.448,-0.069802789,2.6,2.4575,2.46,2.4588
1105,200204,2.4608,0.005228758,2.5,2.46,2.47,2.465
1106,200205,2.458,-0.001137841,2.4,2.44,2.445,2.4425
1107,200206,2.4396,-0.007485761,2.3,2.43,2.4375,2.4338
1108,200207,2.4088,-0.01262502,2.2,2.3816,2.3897,2.3857
1109,200210,2.3758,-0.013699768,2.27,2.3666,2.3712,2.3689
1110,200212,2.4062,0.004424779,2.38,2.4049,2.4075,2.4062
1111,200213,2.3902,-0.006649489,2.38,2.385,2.39,2.3875
1112,200214,2.3895,-0.000292863,2.3,2.395,2.4,2.3975
1113,200217,2.3945,0.002092488,2.26,2.3925,2.3975,2.395
1114,200219,2.4036,0.002209899,2.3,2.4025,2.41,2.4063
1115,200220,2.4183,0.006115826,2.3,2.4175,2.4243,2.4209
1116,200221,2.3911,-0.011247571,2.2,2.382,2.3884,2.3852
1117,200225,2.3485,-0.003944355,2.26,2.351,2.3545,2.3528
1118,200226,2.3327,-0.006727699,2.3,2.3225,2.3275,2.325
1119,200228,2.277,-0.013559763,2.38,2.2725,2.2825,2.2775
1120,200303,2.2891,0.005093304,2.2,2.2775,2.28,2.2788
1121,200306,2.2002,-0.013009151,2.02,2.1925,2.195,2.1938
1122,200310,2.2072,0.028661975,2.24,2.2358,2.2415,2.2386
1123,200311,2.2473,0.018167814,2.3,2.2414,2.2498,2.2456
1124,200313,2.2625,0.014210149,2.1,2.2675,2.2775,2.2725
1125,200316,2.2387,-0.010519337,2,2.22,2.225,2.2225
1126,200317,2.2057,-0.014740698,1.9,2.2058,2.2132,2.2095
1127,200318,2.1801,-0.011606293,1.77,2.165,2.1687,2.1668
1128,200319,2.1425,-0.017246915,1.7,2.1425,2.15,2.1463
1129,200320,2.1264,-0.007514586,1.6,2.1076,2.1111,2.1094
1130,200323,2.057,-0.032637321,1.6,2.0225,2.0272,2.0248
1131,200324,1.9924,-0.031404959,1.45,1.96,1.97,1.965
1132,200325,1.9768,-0.007829753,1.7,1.9349,1.9375,1.9362
1133,200326,1.9237,-0.026861594,1.8,1.9175,1.9212,1.9193
1134,200327,1.9588,0.018246088,1.8,1.9692,1.9723,1.9708
1135,200330,1.9293,-0.015060241,2.25,1.9225,1.925,1.9238
1136,200331,2.1193,0.098481314,2.2,1.9,1.9037,1.9018
1137,200401,1.8622,-0.121313641,1.94,1.8561,1.8625,1.8593
1138,200402,1.8577,-0.002416497,1.7,1.8525,1.855,1.8538
1139,200403,1.8027,-0.029606503,1.5,1.7942,1.7986,1.7964
1140,200407,1.5402,-0.145614911,1.4,1.455,1.4585,1.4568
1141,200408,1.4178,-0.079470199,1.4,1.3693,1.375,1.3722
1142,200409,1.4121,-0.004020313,1.4,1.425,1.4379,1.4314
1143,200410,1.5058,0.066355074,1.6,1.5039,1.5076,1.5058
1144,200413,1.5505,0.029685217,1.7,1.5475,1.55,1.5488
1145,200414,1.4878,-0.040438568,1.6,1.475,1.48,1.4775
1146,200415,1.4238,-0.043016534,1.5,1.425,1.4294,1.4272
1147,200416,1.4097,-0.009903076,1.4,1.4218,1.425,1.4234
1148,200417,1.4355,0.018301766,1.4,1.4696,1.475,1.4723
1149,200420,1.4504,0.010379659,1.4,1.4525,1.4575,1.455
1150,200421,1.4329,-0.012065637,1.4,1.4075,1.4125,1.41
1151,200422,1.4,-0.02296043,1.4,1.4,1.4029,1.4015
1152,200423,1.4107,0.007642857,1.4,1.4125,1.4164,1.4144
1153,200424,1.4388,0.019919189,1.55,1.446,1.4513,1.4487
1154,200426,1.4444,0.003892132,1.35,1.4325,1.4525,1.4425
1155,200427,1.4461,0.001176959,1.54,1.445,1.4475,1.4463
1156,200428,1.4436,-0.001728788,1.55,1.4375,1.4425,1.44
1157,200429,1.4183,-0.01752563,1.68,1.397,1.4002,1.3986
1158,200430,1.5139,0.067404639,1.93,1.4275,1.43,1.4288
1159,200506,1.4463,-0.044652883,1.55,1.46,1.4675,1.4638
1160,200507,1.4886,0.029247044,1.5,1.505,1.51,1.5075
1161,200508,1.4831,-0.003694747,1.6,1.475,1.4801,1.4776
1162,200509,1.4839,0.000539411,1.3,1.4675,1.495,1.4813
1163,200511,1.516,0.021632185,1.5,1.5161,1.5275,1.5218
1164,200512,1.4982,-0.011741425,1.4,1.4733,1.4775,1.4754
1165,200513,1.4518,-0.030970498,1.32,1.444,1.4475,1.4458
1166,200514,1.4385,-0.009161041,1.3,1.4125,1.4175,1.415
1167,200515,1.4271,-0.007924922,1.35,1.43,1.435,1.4325
1168,200518,1.4627,0.024945694,1.3,1.4759,1.48,1.4779
1169,200519,1.51,0.032337458,1.45,1.5082,1.5116,1.5099
1170,200520,1.5156,0.003708609,1.5,1.52,1.525,1.5225
1171,200521,1.513,-0.001715492,1.5,1.53,1.5366,1.5333
1172,200522,1.4831,-0.019762062,1.4,1.4625,1.4675,1.465
1173,200525,1.5236,0.027307666,1.7,1.5425,1.5475,1.545
1174,200526,1.6505,0.083289577,1.89,1.6804,1.6925,1.6865
1175,200527,1.7502,0.060405938,2.01,1.7725,1.78,1.7763
1176,200528,1.7611,0.00622786,2.2,1.75,1.7564,1.7532
1177,200529,1.7455,-0.0088581,2.17,1.7133,1.7275,1.7204
1178,200601,1.7004,0.087003772,1.65,1.6971,1.7086,1.7028
1179,200602,1.792,0.053869678,1.5,1.8534,1.8577,1.8556
1180,200603,1.9432,0.084375,1.97,1.865,1.8825,1.8738
1181,200604,1.9602,0.008748456,1.95,2.0076,2.0181,2.0128
1182,200605,2.0027,0.021681461,1.9,1.9953,2.0002,1.9978
1183,200608,1.9907,-0.005991911,1.89,1.9775,1.9825,1.98
1184,200609,1.9613,-0.014768674,1.9,1.9514,1.9643,1.9579
1185,200610,1.9878,0.013511446,1.98,2.0071,2.0146,2.0109
1186,200611,1.9996,0.005936211,2,1.9848,1.99,1.9874
1187,200612,1.964,-0.017803561,1.96,1.9613,1.965,1.9632
1188,200615,1.9271,-0.018788187,1.81,1.9273,1.9361,1.9317
1189,200616,1.9694,0.02195008,1.9,1.9743,1.984,1.9792
1190,200617,2.0322,0.031887885,2.05,2.0546,2.0575,2.056
1191,200618,2.0541,0.010776498,2.1,2.035,2.055,2.045
1192,200619,2.0662,0.005890658,2.14,2.0725,2.0775,2.075
1193,200622,2.1206,0.026328526,2.15,2.1625,2.175,2.1688
1194,200623,2.1844,0.030085825,2.2,2.1525,2.1558,2.1541
1195,200624,2.1107,-0.033739242,2.3,2.1025,2.105,2.1038
1196,200629,2.1177,0.003316435,2.5,2.12,2.125,2.1225
1197,200630,2.1485,0.014544081,3,2.1393,2.145,2.1421
1198,200701,2.1388,-0.004514778,2.13,2.1475,2.15,2.1488
1199,200702,2.1318,-0.003272863,2,2.12,2.1247,2.1223
1200,200703,2.132,9.38E-05,1.9,2.1459,2.151,2.1485
1201,200706,2.2226,0.04249531,1.8,2.2675,2.2708,2.2691
1202,200707,2.3184,0.043102673,2.1,2.2985,2.3012,2.2998
1203,200708,2.348,0.012767426,2.15,2.3739,2.3854,2.3797
1204,200709,2.4295,0.034710392,2.18,2.4252,2.4316,2.4284
1205,200710,2.4188,-0.004404198,2.3,2.4027,2.4107,2.4067
1206,200713,2.4434,0.010170332,2.3,2.445,2.4525,2.4488
1207,200714,2.4136,-0.01219612,2.2,2.4155,2.419,2.4173
1208,200715,2.3998,-0.0057176,2.2,2.3775,2.3864,2.382
1209,200716,2.3757,-0.010042504,2.25,2.3834,2.3878,2.3856
1210,200717,2.3814,0.002399293,2.35,2.38,2.385,2.3825
1211,200721,2.32,-0.024595333,2.1,2.3091,2.3128,2.3109
1212,200722,2.3191,-0.000387931,2,2.3096,2.3193,2.3144
1213,200723,2.3318,0.005476262,2.2,2.34,2.3425,2.3413
1214,200724,2.3193,-0.005360666,2.13,2.2913,2.2994,2.2954
1215,200727,2.3075,-0.005087742,2.4,2.3097,2.3193,2.3145
1216,200728,2.3402,0.014171181,2.4,2.3428,2.3475,2.3452
1217,200729,2.3545,0.006110589,2.35,2.3493,2.3543,2.3518
1218,200730,2.3545,0,2.3,2.355,2.36,2.3575
1219,200731,2.376,0.00913145,2.3,2.3834,2.3859,2.3846
1220,200803,2.3872,0.004713805,2.07,2.3775,2.3804,2.379
1221,200804,2.3828,-0.001843164,2.14,2.385,2.388,2.3865
1222,200805,2.3813,-0.000629511,2.1,2.3875,2.39,2.3888
1223,200806,2.4026,0.008944694,2.07,2.4073,2.4125,2.4099
1224,200807,2.4166,0.005827021,2.2,2.4175,2.4201,2.4188
1225,200810,2.392,-0.010179591,2.2,2.3727,2.3784,2.3755
1226,200811,2.3912,-0.000334448,2.29,2.3875,2.3935,2.3905
1227,200812,2.4149,0.009911342,2.3,2.4296,2.4336,2.4316
1228,200814,2.3988,-0.006666943,2.35,2.4025,2.41,2.4063
1229,200817,2.3963,-0.001042188,2.3,2.395,2.3975,2.3963
1230,200818,2.3979,0.000667696,2.3,2.4047,2.415,2.4099
1231,200819,2.4197,0.009091288,2.33,2.4325,2.44,2.4363
1232,200820,2.4596,0.016489647,2.33,2.465,2.4725,2.4688
1233,200821,2.4716,0.004878842,2.47,2.4472,2.4511,2.4492
1234,200824,2.4604,-0.004531478,2.37,2.465,2.4717,2.4683
1235,200825,2.4966,0.014713055,2.6,2.495,2.4975,2.4963
1236,200826,2.5002,0.001441961,2.5,2.5,2.5051,2.5026
1237,200827,2.5055,0.00211983,2.5,2.505,2.515,2.51
1238,200828,2.5276,0.008820595,2.4,2.5118,2.5214,2.5166
1239,200831,2.5123,-0.006053173,2.4,2.4965,2.4994,2.4979
1240,200901,2.5206,0.003303746,2.25,2.5241,2.5376,2.5308
1241,200902,2.5543,0.013369833,2.3,2.565,2.5691,2.5671
1242,200903,2.5735,0.007516736,2.25,2.5544,2.5641,2.5593
1243,200904,2.5618,-0.004546338,2.3,2.5668,2.5731,2.57
1244,200907,2.5881,0.010266219,2.25,2.582,2.585,2.5835
1245,200908,2.5637,-0.009427766,2.26,2.5625,2.565,2.5638
1246,200909,2.5348,-0.01127277,2.25,2.5225,2.53,2.5263
1247,200910,2.505,-0.011756352,2.16,2.4988,2.506,2.5024
1248,200911,2.5145,0.003792415,2.2,2.52,2.5229,2.5215
1249,200914,2.5362,0.008629946,2.2,2.5299,2.5334,2.5316
1250,200915,2.4829,-0.021015693,2.2,2.46,2.4646,2.4623
1251,200916,2.4235,-0.023923638,2.2,2.4475,2.4525,2.45
1252,200917,2.4503,0.011058387,2.23,2.4725,2.4775,2.475
1253,200918,2.4539,0.001469208,2.32,2.4393,2.4475,2.4434
1254,200921,2.4303,-0.009617344,2.5,2.4275,2.4301,2.4288
1255,200922,2.4305,8.23E-05,2.5,2.4325,2.435,2.4338
1256,200923,2.4356,0.002098334,2.2,2.4392,2.444,2.4416
1257,200924,2.4273,-0.003407785,2.1144,2.4275,2.43,2.4288
1258,200925,2.4418,0.005973716,2,2.455,2.46,2.4575
1259,200928,2.4435,0.000696208,2.45,2.4375,2.4401,2.4388
1260,200929,2.4505,0.002864743,2.49,2.4603,2.4645,2.4624
1261,200930,2.4793,0.011752704,2.5,2.4786,2.4826,2.4806
1262,201009,2.5125,0.013390876,2.23,2.5125,2.515,2.5138
1263,201012,2.5187,0.002467662,2.1408,2.5149,2.5175,2.5162
1264,201013,2.5069,-0.004684957,2.15,2.5075,2.51,2.5088
1265,201014,2.5249,0.007180183,2.2,2.525,2.5275,2.5263
1266,201015,2.5346,0.003841736,2.3,2.5375,2.54,2.5388
1267,201016,2.5356,0.00039454,2.25,2.535,2.5375,2.5363
1268,201019,2.5257,-0.003904401,2.3,2.505,2.51,2.5075
1269,201020,2.5181,-0.003009067,2.4,2.5125,2.515,2.5138
1270,201021,2.505,-0.005202335,2.35,2.49,2.5,2.495
1271,201022,2.4851,-0.007944112,2.3,2.4824,2.485,2.4837
1272,201023,2.4937,0.003460625,2.2,2.5025,2.505,2.5038
1273,201026,2.5053,0.004651722,2.5,2.52,2.5225,2.5213
1274,201027,2.5143,0.003592384,3,2.4947,2.4977,2.4962
1275,201028,2.4863,-0.0111363,3,2.4892,2.4925,2.4908
1276,201029,2.4922,0.002373004,3.15,2.495,2.5025,2.4988
1277,201030,2.4984,0.002487762,3.3,2.4875,2.4975,2.4925
1278,201102,2.4888,-0.007813746,2.6,2.47,2.4781,2.474
1279,201103,2.4671,-0.008719061,2.35,2.47,2.4725,2.4713
1280,201104,2.4674,0.0001216,2.19,2.46,2.465,2.4625
1281,201105,2.4684,0.000405285,2.1,2.4775,2.48,2.4788
1282,201106,2.4908,0.009074704,2.3,2.5025,2.5075,2.505
1283,201109,2.5284,0.015095552,2.4,2.53,2.535,2.5325
1284,201110,2.536,0.003005854,2.55,2.53,2.5325,2.5313
1285,201111,2.5521,0.00634858,2.7,2.56,2.57,2.565
1286,201112,2.583,0.012107676,2.9,2.605,2.6116,2.6083
1287,201113,2.6303,0.01831204,3.2,2.6153,2.62,2.6177
1288,201116,2.603,-0.010379044,2.53,2.604,2.6093,2.6066
1289,201117,2.6055,0.00096043,2.4,2.6186,2.6214,2.62
1290,201118,2.6493,0.016810593,2.3,2.6533,2.6561,2.6547
1291,201119,2.6984,0.018533197,2.3,2.7225,2.725,2.7238
1292,201120,2.7109,0.004632375,2.3,2.6942,2.6975,2.6959
1293,201123,2.6408,-0.025858571,2.25,2.6333,2.638,2.6357
1294,201124,2.6774,0.013859437,3.1,2.6999,2.705,2.7024
1295,201125,2.6732,-0.001568686,3.3,2.6582,2.6618,2.66
1296,201126,2.6586,-0.005461619,2.9,2.6765,2.6775,2.677
1297,201127,2.6625,0.001466937,2.5,2.6707,2.6743,2.6725
1298,201130,2.6105,-0.019530516,2.47,2.6075,2.609,2.6082
1299,201201,2.6071,-0.001302432,2,2.6175,2.62,2.6188
1300,201202,2.6472,0.015381075,2.05,2.6595,2.6621,2.6608
1301,201203,2.664,0.006346328,2.15,2.6675,2.67,2.6688
1302,201204,2.6587,-0.001989489,2.16,2.655,2.67,2.6625
1303,201207,2.6587,0,2.18,2.645,2.6479,2.6465
1304,201208,2.6249,-0.01271298,2.17,2.6182,2.6211,2.6197
1305,201209,2.6179,-0.002666768,2.2,2.6171,2.62,2.6185
1306,201210,2.5902,-0.010581,2.1,2.5975,2.6012,2.5993
1307,201211,2.6183,0.010848583,2.22,2.6221,2.625,2.6235
