,time,val,per,base,buy,sell,avg
1308,201214,2.6176,-0.000267349,2.23,2.595,2.6012,2.5981
1309,201215,2.5728,-0.017114914,2.2,2.5625,2.5675,2.565
1310,201216,2.5484,-0.009483831,2.1,2.5475,2.5514,2.5494
1311,201217,2.5674,0.007455658,2,2.5725,2.5775,2.575
1312,201218,2.5866,0.007478383,2.2,2.5673,2.5716,2.5694
1313,201221,2.5487,-0.014652439,2.1,2.5384,2.5425,2.5404
1314,201222,2.5074,-0.016204339,2.1,2.503,2.5055,2.5043
1315,201223,2.4909,-0.006580522,2,2.5,2.5025,2.5013
1316,201224,2.5102,0.007748203,1.65,2.5125,2.515,2.5138
1317,201225,2.5092,-0.000398375,2.16,2.49,2.495,2.4925
1318,201228,2.497,-0.004862107,2.6,2.505,2.5125,2.5088
1319,201229,2.5057,0.003484181,2.66,2.505,2.5125,2.5088
1320,201230,2.4892,-0.006584986,3,2.48,2.485,2.4825
1321,201231,2.5793,0.036196368,2.6,2.475,2.4825,2.4788
1322,210104,2.5073,-0.02791455,2.02,2.5125,2.5225,2.5175
1323,210105,2.4861,-0.00845531,1.82,2.4596,2.4638,2.4617
1324,210106,2.4622,-0.009613451,2,2.4668,2.47,2.4684
1325,210107,2.4455,-0.006782552,1.85,2.4425,2.4469,2.4447
1326,210108,2.452,0.002657943,2.08,2.4574,2.4603,2.4589
1327,210111,2.4741,0.009013051,2,2.465,2.4675,2.4663
1328,210112,2.461,-0.005294855,1.96,2.4375,2.4425,2.44
1329,210113,2.4257,-0.014343763,1.985,2.41,2.415,2.4125
1330,210114,2.4106,-0.006225007,1.9687,2.4325,2.4369,2.4347
1331,210115,2.4594,0.020243923,2,2.4731,2.4772,2.4751
1332,210118,2.498,0.015694885,2.19,2.5226,2.5287,2.5257
1333,210119,2.5125,0.005804644,2.46,2.5175,2.52,2.5188
1334,210120,2.505,-0.002985075,2.65,2.4956,2.5,2.4978
1335,210121,2.4844,-0.008223553,2.6,2.4742,2.4773,2.4758
1336,210122,2.4935,0.003662856,2.4,2.485,2.4879,2.4865
1337,210125,2.504,0.004210948,2.5,2.5107,2.5143,2.5125
1338,210126,2.5747,0.028234824,2.77,2.5702,2.5744,2.5723
1339,210127,2.5993,0.009554511,3.1,2.58,2.5841,2.5821
1340,210128,2.6251,0.009925749,3.19,2.6361,2.6389,2.6375
1341,210129,2.6315,0.002438002,3.19,2.6236,2.63,2.6268
1342,210201,2.6,0.036889332,3.19,2.59,2.5925,2.5913
1343,210202,2.5818,-0.007,2.28,2.59,2.595,2.5925
1344,210203,2.6249,0.01669378,2.1333,2.6577,2.6635,2.6606
1345,210204,2.6764,0.019619795,2.32,2.6817,2.6886,2.6852
1346,210205,2.6846,0.003063817,2.34,2.686,2.689,2.6875
1347,210208,2.6931,0.003166207,2.44,2.7038,2.7085,2.7062
1348,210209,2.6853,-0.002896291,2.6,2.687,2.6891,2.6881
1349,210210,2.6982,0.004803933,2.2,2.705,2.715,2.71
1350,210218,2.7391,0.015158254,2.2,2.725,2.7275,2.7263
1351,210219,2.6919,-0.017231937,2.08,2.6875,2.69,2.6888
1352,210220,2.6835,-0.003120473,2,2.68,2.685,2.6825
1353,210222,2.6958,0.004583566,2.4,2.6925,2.695,2.6938
1354,210223,2.6844,-0.0042288,2.4,2.677,2.68,2.6785
1355,210224,2.6629,-0.008009239,2.26,2.6675,2.6725,2.67
1356,210225,2.6779,0.005632957,2.25,2.6725,2.6775,2.675
1357,210226,2.6749,-0.001120281,2.25,2.6825,2.69,2.6863
1358,210301,2.6607,-0.001763338,2.2,2.6525,2.6554,2.654
1359,210302,2.6441,-0.00623896,2.15,2.6513,2.655,2.6532
1360,210303,2.6467,0.000983321,1.95,2.65,2.6526,2.6513
1361,210304,2.6634,0.006309744,2.14,2.665,2.6675,2.6663
1362,210305,2.6437,-0.007396561,2,2.6275,2.63,2.6288
1363,210308,2.6299,-0.005219957,2.1,2.6248,2.6314,2.6281
1364,210309,2.6443,0.005475493,2.05,2.6428,2.6475,2.6452
1365,210310,2.6368,-0.002836289,2.01,2.6275,2.63,2.6288
1366,210311,2.6434,0.002503034,2.05,2.645,2.6475,2.6463
1367,210312,2.6463,0.001097072,2.1,2.65,2.655,2.6525
1368,210315,2.6717,0.009598307,2.28,2.6688,2.6713,2.67
1369,210316,2.6629,-0.003293783,2.26,2.66,2.6625,2.6613
1370,210317,2.645,-0.006721995,2.15,2.645,2.6475,2.6463
1371,210318,2.6557,0.004045369,2.18,2.6525,2.6554,2.654
1372,210330,2.5769,-0.029672026,2.4,2.585,2.59,2.5875
1373,210331,2.6271,0.019480771,2.55,2.5675,2.57,2.5688
1374,210401,2.5739,-0.020250466,2.1507,2.5725,2.5775,2.575
1375,210402,2.568,-0.002292241,2.13,2.5725,2.575,2.5738
1376,210406,2.5851,0.006658879,2,2.585,2.59,2.5875
1377,210407,2.5919,0.002630459,1.92,2.5925,2.595,2.5938
1378,210408,2.5922,0.000115745,1.95,2.5919,2.5944,2.5931
1379,210409,2.5775,-0.005670859,1.95,2.5725,2.575,2.5738
1380,210412,2.5602,-0.00671193,2,2.56,2.5625,2.5613
1381,210413,2.5147,-0.017772049,2,2.5075,2.5101,2.5088
1382,210414,2.513,-0.000676025,2,2.505,2.5075,2.5063
1383,210415,2.5194,0.002546757,2.05,2.5225,2.525,2.5238
1384,210416,2.5306,0.004445503,2.1933,2.5225,2.5251,2.5238
1385,210419,2.5176,-0.005137122,2.25,2.5075,2.5114,2.5094
1386,210420,2.5022,-0.006116937,2.22,2.4975,2.5002,2.4988
1387,210421,2.4983,-0.001558628,2.1,2.495,2.5,2.4975
1388,210422,2.503,0.001881279,2.14,2.5,2.5025,2.5013
1389,210423,2.5015,-0.000599281,2.12,2.5106,2.5144,2.5125
1390,210425,2.5358,0.013711773,2.2,2.535,2.54,2.5375
1391,210426,2.5407,0.001932329,2.3,2.5425,2.5475,2.545
1392,210427,2.5335,-0.002833865,2.3,2.54,2.5425,2.5413
1393,210428,2.5285,-0.001973554,2.2185,2.5225,2.5275,2.525
1394,210429,2.523,-0.002175203,2.3,2.5261,2.53,2.5281
1395,210430,2.5372,0.00562822,2.36,2.5154,2.5178,2.5166
1396,210506,2.5096,-0.010878133,2.13,2.5046,2.5075,2.506
1397,210507,2.4948,-0.005897354,1.9809,2.4925,2.4975,2.495
1398,210508,2.4846,-0.004088504,1.85,2.48,2.485,2.4825
1399,210510,2.4759,-0.00350157,1.9,2.4575,2.4622,2.4598
1400,210511,2.4571,-0.007593198,2,2.4528,2.4575,2.4552
1401,210512,2.459,0.000773269,2,2.4675,2.4703,2.4689
1402,210513,2.495,0.014640098,2.07,2.4849,2.4875,2.4862
1403,210514,2.4784,-0.006653307,2.05,2.4775,2.48,2.4788
1404,210517,2.5038,0.010248547,2.18,2.5054,2.5081,2.5067
1405,210518,2.498,-0.002316479,2.22,2.4916,2.4943,2.4929
1406,210519,2.4784,-0.007846277,2.1676,2.4725,2.4775,2.475
1407,210520,2.4624,-0.006455778,2.17,2.4525,2.4554,2.454
1408,210521,2.447,-0.006254061,2.15,2.4422,2.445,2.4436
1409,210524,2.4589,0.004863098,2.13,2.4575,2.46,2.4588
1410,210525,2.4689,0.004066859,2.4,2.455,2.46,2.4575
1411,210526,2.4485,-0.008262789,2.35,2.4475,2.455,2.4513
1412,210527,2.4657,0.007024709,2.35,2.4675,2.47,2.4688
1413,210528,2.4864,0.008395182,2.4,2.4825,2.485,2.4838
1414,210531,2.4925,0.002453346,2.65,2.4854,2.4883,2.4869
1415,210601,2.4757,-0.006740221,2.25,2.475,2.4775,2.4763
1416,210602,2.4795,0.001534919,2.21,2.4875,2.49,2.4888
1417,210603,2.4698,-0.003912079,2.0991,2.4675,2.4725,2.47
1418,210604,2.4934,0.00955543,2.15,2.51,2.5133,2.5117
1419,210607,2.5349,0.01664394,2.3,2.5325,2.535,2.5338
1420,210608,2.5322,-0.001065131,2.3,2.535,2.54,2.5375
1421,210609,2.5395,0.002882869,2.3,2.5315,2.535,2.5333
1422,210610,2.5205,-0.007481788,2.15,2.5225,2.53,2.5263
1423,210611,2.5385,0.00714144,2.1524,2.5425,2.545,2.5438
1424,210615,2.5445,0.002363601,2.2417,2.5413,2.545,2.5432
1425,210617,2.5514,0.002514735,2.2,2.555,2.5578,2.5564
1426,210618,2.5499,-0.000587913,2.21,2.5446,2.5475,2.546
1427,210621,2.525,-0.009765089,2.3,2.515,2.5175,2.5163
1428,210622,2.5218,-0.001267327,2.3512,2.5125,2.515,2.5138
1429,210623,2.5102,-0.004599889,2.3,2.5025,2.5075,2.505
1430,210624,2.4928,-0.006931719,2.66,2.4925,2.4975,2.495
1431,210625,2.492,-0.000320924,2.65,2.485,2.49,2.4875
1432,210628,2.4924,0.000160514,2.6,2.5125,2.515,2.5138
1433,210629,2.5156,0.009308297,3.15,2.5075,2.5125,2.51
1434,210630,2.5161,0.00019876,3.1,2.5025,2.5075,2.505
1435,210701,2.4935,-0.008982155,2.18,2.5,2.5025,2.5013
1436,210702,2.4829,-0.004251053,2,2.4775,2.48,2.4788
1437,210705,2.4774,-0.002215152,2.02,2.47,2.473,2.4715
1438,210706,2.4779,0.000201824,2.04,2.48,2.4832,2.4816
1439,210707,2.4777,-8.07E-05,2.1165,2.4625,2.466,2.4643
1440,210708,2.4135,-0.025911127,2.1,2.41,2.415,2.4125
1441,210709,2.4289,0.006380775,2.22,2.4216,2.4231,2.4223
1442,210712,2.3797,-0.020256083,2.2,2.365,2.37,2.3675
1443,210714,2.3503,-0.012354498,2.2,2.35,2.355,2.3525
1444,210715,2.3816,0.013317449,2.2,2.3808,2.3842,2.3825
1445,210716,2.3721,-0.003988915,2.2,2.36,2.3658,2.3629
1446,210719,2.3692,-0.001222545,2.16,2.3686,2.3725,2.3706
1447,210720,2.3694,8.44E-05,2.2,2.37,2.375,2.3725
1448,210721,2.3716,0.000928505,2.22,2.37,2.3725,2.3713
1449,210722,2.3801,0.003584078,2.2,2.3775,2.38,2.3788
1450,210723,2.3717,-0.003529263,2.14,2.3699,2.3725,2.3712
1451,210726,2.3592,-0.005270481,2.35,2.3585,2.3612,2.3598
1452,210727,2.3893,0.012758562,2.5,2.3933,2.3969,2.3951
1453,210728,2.4025,0.005524631,2.7,2.4018,2.403,2.4024
1454,210729,2.3794,-0.009614984,2.55,2.365,2.368,2.3665
1455,210730,2.3479,-0.013238632,2.4,2.3357,2.3393,2.3375
1456,210802,2.3246,-0.032827127,2.1,2.33,2.3325,2.3313
1457,210803,2.3287,0.001763744,2.04,2.3192,2.3225,2.3208
1458,210804,2.3203,-0.003607163,2.03,2.315,2.3175,2.3163
1459,210805,2.2943,-0.011205448,2,2.2878,2.2925,2.2902
1460,210806,2.2995,0.002266487,1.99,2.3025,2.3075,2.305
1461,210809,2.342,0.018482279,2.12,2.3503,2.355,2.3527
1462,210810,2.3534,0.004867635,2.4,2.3425,2.345,2.3438
1463,210811,2.3454,-0.003399337,2.14,2.3435,2.3453,2.3444
1464,210812,2.3329,-0.005329581,2.1,2.3262,2.3286,2.3274
1465,210813,2.3361,0.001371683,2.2,2.3325,2.3375,2.335
1466,210816,2.3459,0.004195026,2.22,2.3498,2.3521,2.3509
1467,210818,2.3183,-0.010964164,2.08,2.3125,2.3187,2.3156
1468,210819,2.3098,-0.00366648,2.1,2.31,2.3125,2.3113
1469,210820,2.3144,0.001991514,2.1,2.3175,2.32,2.3188
1470,210823,2.3298,0.006653992,2.15,2.3293,2.3325,2.3309
1471,210824,2.3279,-0.000815521,2.22,2.3109,2.315,2.3129
1472,210825,2.3126,-0.006572447,2.5,2.3175,2.3202,2.3188
1473,210826,2.3316,0.008215861,2.45,2.335,2.3375,2.3363
1474,210827,2.3191,-0.005361125,2.45,2.3175,2.32,2.3188
1475,210830,2.3097,-0.004053297,2.45,2.305,2.31,2.3075
1476,210831,2.3257,0.006927307,2.45,2.3025,2.3055,2.304
1477,210901,2.2893,-0.015651202,2.1129,2.2825,2.2875,2.285
1478,210902,2.292,0.0011794,2.08,2.295,2.2975,2.2963
1479,210903,2.2932,0.00052356,2.0669,2.295,2.2975,2.2963
1480,210906,2.3026,0.004099076,2.15,2.3075,2.31,2.3088
1481,210907,2.3217,0.008294971,2.2,2.33,2.3347,2.3323
1482,210908,2.3384,0.007193005,2.25,2.34,2.345,2.3425
1483,210910,2.3437,-0.000682215,2.2,2.34,2.3425,2.3413
1484,210913,2.354,0.00439476,2.2035,2.3693,2.3753,2.3723
1485,210914,2.3781,0.010237893,2.3,2.3649,2.3675,2.3662
1486,210915,2.3658,-0.005172196,2.23,2.3788,2.385,2.3819
1487,210916,2.3781,0.005199087,2.35,2.3725,2.375,2.3738
1488,210917,2.368,-0.004247088,2.5,2.365,2.37,2.3675
1489,210922,2.3455,-0.009501689,2.25,2.3375,2.3407,2.3391
1490,210923,2.331,-0.006182051,2.21,2.325,2.3275,2.3263
1491,210924,2.332,0.000429,2.2094,2.335,2.34,2.3375
1492,210926,2.3311,-0.000385935,1.95,2.33,2.3325,2.3313
1493,210927,2.3283,-0.00120115,1.9,2.335,2.3375,2.3363
1494,210928,2.3475,0.00824636,2.1,2.345,2.35,2.3475
1495,210929,2.3566,0.003876464,3.1,2.355,2.36,2.3575
1496,210930,2.3404,-0.00687431,2.37,2.335,2.3389,2.3369
1497,211008,2.3584,0.007690993,2.2105,2.362,2.3645,2.3632
1498,211011,2.3857,0.011575645,2.19,2.385,2.3875,2.3863
1499,211012,2.3833,-0.001005994,2.2,2.3781,2.3825,2.3803
1500,211013,2.3784,-0.002055973,2.23,2.37,2.3725,2.3713
1501,211014,2.3702,-0.003447696,2.2,2.3725,2.3769,2.3747
1502,211015,2.3779,0.003248671,2.14,2.375,2.38,2.3775
1503,211018,2.4099,0.013457252,2.17,2.42,2.425,2.4225
1504,211019,2.4325,0.009377982,2.29,2.4074,2.4102,2.4088
1505,211020,2.4041,-0.011675231,2.25,2.405,2.41,2.4075
1506,211021,2.3873,-0.006988062,2.15,2.3844,2.3869,2.3856
1507,211022,2.3838,-0.001466091,2,2.39,2.395,2.3925
1508,211025,2.3941,0.004320832,2.323,2.395,2.4,2.3975
1509,211026,2.3896,-0.001879621,2.5,2.3875,2.39,2.3888
1510,211027,2.3942,0.001925008,2.5,2.4,2.4066,2.4033
1511,211028,2.3959,0.000710049,2.45,2.3867,2.39,2.3884
1512,211029,2.3914,-0.001878209,2.35,2.39,2.395,2.3925
1513,211117,2.3346,0.004907025,2.21,2.329,2.335,2.332
1514,211118,2.3282,-0.002741369,2.22,2.3275,2.33,2.3288
1515,211119,2.3347,0.002791856,2.2,2.3375,2.34,2.3388
1516,211122,2.3239,-0.004625862,2.1478,2.325,2.3275,2.3263
1517,211123,2.3282,0.001850338,2.1961,2.325,2.3275,2.3263
1518,211124,2.3178,-0.00446697,2.5,2.3075,2.3101,2.3088
1519,211125,2.3149,-0.001251186,2.5,2.315,2.3175,2.3163
1520,211126,2.2971,-0.007689317,2.45,2.295,2.2975,2.2963
1521,211129,2.3059,0.003830917,2.5,2.3,2.305,2.3025
1522,211130,2.3288,0.009931046,2.5,2.3025,2.305,2.3038
1523,211201,2.3139,-0.006398145,2.23,2.3125,2.3155,2.314
1524,211202,2.3157,0.000777907,2.15,2.3175,2.32,2.3188
1525,211203,2.3265,0.004663817,2.1,2.325,2.33,2.3275
1526,211206,2.2916,-0.015001075,2.1595,2.29,2.2925,2.2913
1527,211207,2.3021,0.004581951,2.17,2.3075,2.31,2.3088
1528,211209,2.3096,-0.001772053,2.2945,2.3013,2.3037,2.3025
1529,211210,2.3116,0.000865951,2.22,2.295,2.3,2.2975
1530,211213,2.2994,-0.00527773,2.21,2.295,2.2975,2.2963
1531,211214,2.276,-0.010176568,2.3,2.2725,2.275,2.2738
1532,211215,2.2802,0.001845343,2.25,2.27,2.273,2.2715
1533,211216,2.2855,0.002324358,2.3,2.2825,2.285,2.2838
1534,211217,2.2823,-0.001400131,2.3,2.2875,2.2902,2.2888
1535,211220,2.2969,0.006397056,2.15,2.3,2.3,2.3
1536,211221,2.2957,-0.000522443,2.1003,2.285,2.2875,2.2863
1537,211223,2.2592,-0.006683081,2.0183,2.255,2.26,2.2575
1538,211224,2.2574,-0.000796742,1.93,2.255,2.2575,2.2563
1539,211227,2.2424,-0.006644813,2.3,2.245,2.2486,2.2468
1540,211228,2.2418,-0.00026757,3,2.2391,2.2416,2.2404
1541,211229,2.2231,-0.008341511,2.9,2.215,2.2225,2.2188
1542,211230,2.2137,-0.00422833,3,2.2112,2.2129,2.2121
1543,211231,2.2815,0.030627456,2.4,2.2111,2.215,2.2131
1544,220104,2.2214,-0.026342319,2.15,2.21,2.215,2.2125
1545,220105,2.2193,-0.00094535,2.1748,2.2275,2.23,2.2288
1546,220106,2.2439,0.011084576,2.14,2.24,2.2425,2.2413
1547,220107,2.2383,-0.002495655,2.12,2.2325,2.235,2.2338
1548,220110,2.2237,-0.006522807,2.11,2.2175,2.22,2.2188
1549,220111,2.2201,-0.001618923,2.15,2.2125,2.215,2.2138
1550,220112,2.216,-0.001846764,2.15,2.22,2.2225,2.2213
1551,220113,2.2202,0.001895307,2.2,2.2175,2.22,2.2188
1552,220114,2.218,-0.000990902,2.28,2.2175,2.22,2.2188
1553,220117,2.1738,-0.019927863,2.22,2.1677,2.1703,2.169
1554,220118,2.1285,-0.020839084,2.2,2.1197,2.1226,2.1211
1555,220119,2.1054,-0.010852713,2.166,2.12,2.125,2.1225
1556,220120,2.1155,0.004797188,2.17,2.1175,2.12,2.1188
1557,220121,2.1074,-0.003828882,2.15,2.0955,2.102,2.0988
1558,220124,2.0868,-0.009775078,2.08,2.0825,2.0851,2.0838
1559,220125,2.0952,0.004025302,2,2.1011,2.105,2.1031
1560,220126,2.1104,0.007254677,2.04,2.1045,2.1075,2.106
1561,220127,2.1138,0.001611069,2.58,2.1175,2.12,2.1188
1562,220128,2.0964,-0.008231621,2.55,2.0925,2.095,2.0938
1563,220129,2.0888,-0.003625262,2.3,2.09,2.0925,2.0913
1564,220130,2.0888,0,2.27,2.0775,2.1025,2.09
1565,220207,2.1051,-0.024965262,2.18,2.1013,2.105,2.1032
1566,220208,2.1001,-0.002375184,2.16,2.105,2.1075,2.1063
1567,220209,2.1084,0.003952193,2.05,2.1075,2.1125,2.11
1568,220210,2.101,-0.00350977,2,2.1,2.1025,2.1013
1569,220211,2.1488,0.022751071,2,2.152,2.1565,2.1542
1570,220214,2.1615,0.005910276,2.02,2.165,2.1675,2.1663
1571,220215,2.1544,-0.003284756,2.05,2.155,2.16,2.1575
1572,220216,2.1566,0.001021166,2.076,2.148,2.1505,2.1492
1573,220217,2.1503,-0.002921265,2.05,2.1525,2.155,2.1538
1574,220218,2.1652,0.006929266,2.1,2.16,2.165,2.1625
1575,220221,2.1936,0.013116571,2.15,2.2125,2.2175,2.215
1576,220222,2.2197,0.011898249,2.4,2.2242,2.23,2.2271
1577,220223,2.2006,-0.008604766,2.45,2.1997,2.2025,2.2011
1578,220224,2.1969,-0.00168136,2.45,2.2002,2.2042,2.2022
1579,220225,2.2024,0.002503528,2.5,2.1825,2.1882,2.1853
1580,220228,2.1757,-0.012123138,2.38,2.18,2.185,2.1825
1581,220301,2.1958,0.009238406,2.1,2.2036,2.2061,2.2048
1582,220302,2.2072,0.00519173,2.09,2.205,2.2089,2.2069
1583,220303,2.2319,0.011190649,2.05,2.2325,2.2375,2.235
1584,220304,2.2268,-0.002285049,2.05,2.2115,2.215,2.2133
1585,220307,2.2155,-0.005074546,2.06,2.2025,2.2075,2.205
1586,220308,2.1978,-0.007989167,2.1,2.2065,2.21,2.2083
1587,220309,2.2253,0.012512513,2.09,2.225,2.2275,2.2263
1588,220310,2.2326,0.003280457,2.1,2.2397,2.2441,2.2419
1589,220311,2.2122,-0.009137329,2.1481,2.1719,2.1773,2.1746
1590,220314,2.1373,-0.033857698,2.15,2.135,2.1387,2.1368
1591,220315,2.1889,0.02414261,2.2,2.205,2.2097,2.2073
1592,220316,2.1912,0.001050756,2.2,2.155,2.1575,2.1563
1593,220317,2.1587,-0.014832055,2.17,2.1525,2.1555,2.154
1594,220318,2.1618,0.001436049,2.13,2.1675,2.1707,2.1691
1595,220321,2.1816,0.009159034,2.17,2.1775,2.1805,2.179
1596,220322,2.207,0.011642831,2.18,2.2,2.2075,2.2038
1597,220323,2.2043,-0.00122338,2.15,2.205,2.21,2.2075
1598,220324,2.2031,-0.000544391,2.09,2.1929,2.1954,2.1941
1599,220325,2.2011,-0.000907812,2.6,2.205,2.2085,2.2068
1600,220328,2.2112,0.004588615,2.41,2.215,2.2175,2.2163
1601,220329,2.2097,-0.000678365,3.1,2.2075,2.2125,2.21
1602,220330,2.197,-0.005747387,3.1,2.195,2.2,2.1975
1603,220331,2.2007,0.001684115,2.525,2.19,2.1926,2.1913
1604,220401,2.1765,-0.010996501,2.1,2.1725,2.1775,2.175
1605,220402,2.1765,0,1.82,2.155,2.175,2.165
1606,220406,2.1646,-0.005467494,2.1,2.1668,2.17,2.1684
1607,220407,2.1617,-0.001339739,2.1,2.155,2.1587,2.1568
1608,220408,2.1598,-0.000878938,2,2.16,2.1625,2.1613
1609,220411,2.1677,0.003657746,2,2.1675,2.17,2.1688
1610,220412,2.1714,0.001706878,2,2.17,2.1725,2.1713
1611,220413,2.1679,-0.001611863,1.96,2.165,2.1675,2.1663
1612,220414,2.148,-0.00917939,1.95,2.15,2.1541,2.1521
1613,220415,2.1345,-0.006284916,1.86,2.125,2.1275,2.1263
1614,220418,2.1704,0.016818927,1.9,2.175,2.1775,2.1763
1615,220419,2.1672,-0.001474383,1.85,2.17,2.1725,2.1713
1616,220420,2.181,0.006367663,1.85,2.1786,2.1825,2.1806
1617,220421,2.1698,-0.005135259,1.77,2.165,2.1675,2.1663
1618,220422,2.1723,0.00115218,1.7,2.175,2.1775,2.1763
1619,220424,2.1752,0.001334991,1.8,2.17,2.1775,2.1738
1620,220425,2.1586,-0.007631482,1.75,2.135,2.14,2.1375
1621,220426,2.1453,-0.006161401,1.9,2.1482,2.1518,2.15
1622,220427,2.1676,0.010394817,2,2.1725,2.1775,2.175
1623,220428,2.1894,0.010057206,2,2.1975,2.2,2.1988
1624,220429,2.1826,-0.003105874,2.02,2.18,2.1825,2.1813
1625,220505,2.1722,0.002353375,1.8568,2.17,2.1725,2.1713
1626,220506,2.1727,0.000230181,1.8314,2.17,2.1725,2.1713
1627,220509,2.1626,-0.004648594,1.78,2.1475,2.1525,2.15
1628,220510,2.1296,-0.01525941,1.65,2.124,2.1275,2.1258
1629,220511,2.1392,0.004507889,1.65,2.1424,2.145,2.1437
1630,220512,2.1186,-0.009629768,1.6,2.1055,2.1118,2.1086
1631,220513,2.102,-0.007835363,1.6,2.1084,2.1109,2.1096
1632,220516,2.1028,0.00038059,1.65,2.0883,2.0918,2.09
1633,220517,2.0817,-0.01003424,1.6,2.0825,2.0875,2.085
1634,220518,2.0668,-0.007157612,1.62,2.065,2.0675,2.0663
1635,220519,2.0641,-0.001306367,1.6,2.0713,2.0739,2.0726
1636,220520,2.0751,0.005329199,1.65,2.07,2.0725,2.0713
1637,220523,2.0555,-0.009445328,1.6,2.0525,2.055,2.0538
1638,220524,2.0637,0.003989297,1.64,2.0725,2.0769,2.0747
1639,220525,2.0763,0.006105539,1.82,2.0752,2.0777,2.0764
1640,220526,2.0425,-0.016278958,1.87,2.0325,2.0503,2.0414
1641,220527,2.0372,-0.002594859,1.85,2.025,2.0275,2.0263
1642,220530,2.0583,0.010357353,1.85,2.0593,2.0625,2.0609
1643,220531,2.0906,0.015692562,1.86,2.09,2.0925,2.0913
1644,220601,2.0815,-0.004352817,1.64,2.0875,2.0925,2.09
1645,220602,2.0917,0.004900312,1.65,2.0938,2.0996,2.0967
1646,220606,2.1125,0.009944065,1.68,2.12,2.125,2.1225
1647,220607,2.12,0.003550296,1.65,2.11,2.1125,2.1113
1648,220608,2.1052,-0.006981132,1.65,2.1067,2.11,2.1083
1649,220609,2.0984,-0.003230097,1.65,2.0925,2.096,2.0943
1650,220610,2.0934,-0.002382768,1.62,2.095,2.0975,2.0963
1651,220613,2.1035,0.004824687,1.65,2.105,2.1075,2.1063
1652,220614,2.1193,0.007511291,1.63,2.1125,2.115,2.1138
1653,220615,2.127,0.003633275,1.63,2.1287,2.1313,2.13
1654,220616,2.1182,-0.004137283,1.65,2.1125,2.1154,2.114
1655,220617,2.1058,-0.005854027,1.7,2.1121,2.1175,2.1148
1656,220620,2.1311,0.012014436,1.7,2.14,2.14,2.14
1657,220621,2.1409,0.004598564,1.75,2.1399,2.14,2.14
1658,220622,2.1308,-0.004717642,1.7373,2.125,2.1275,2.1263
1659,220623,2.126,-0.002252675,1.65,2.1313,2.135,2.1332
1660,220624,2.1468,0.009783631,2.5,2.1599,2.1626,2.1613
1661,220627,2.1878,0.019098193,2.5,2.1911,2.1928,2.192
1662,220628,2.1855,-0.001051284,2.5,2.1928,2.1967,2.1947
1663,220629,2.1797,-0.002653855,2.5,2.1775,2.18,2.1788
1664,220630,2.1652,-0.006652292,2.5,2.1643,2.1675,2.1659
1665,220701,2.1413,-0.011038241,1.75,2.145,2.1475,2.1463
1666,220704,2.2051,0.029794984,1.6,2.2025,2.2075,2.205
1667,220705,2.2095,0.001995374,1.7,2.2038,2.2075,2.2057
1668,220706,2.1925,-0.007694048,1.7,2.2,2.205,2.2025
1669,220707,2.1962,0.001687571,1.65,2.195,2.1975,2.1963
1670,220708,2.1903,-0.002686458,1.6,2.1874,2.19,2.1887
1671,220711,2.1567,-0.015340364,1.6,2.1465,2.1492,2.1479
1672,220712,2.1309,-0.011962721,1.6,2.12,2.1275,2.1238
1673,220713,2.1196,-0.005302924,1.59,2.12,2.125,2.1225
1674,220714,2.1007,-0.008916777,1.6,2.0875,2.0896,2.0885
1675,220715,2.0883,-0.005902794,1.57,2.0796,2.0823,2.081
1676,220718,2.0808,-0.003591438,1.6103,2.0775,2.08,2.0788
1677,220719,2.0875,0.003219915,1.6,2.08,2.085,2.0825
1678,220720,2.0793,-0.003928144,1.6,2.0625,2.0695,2.066
1679,220721,2.0574,-0.010532391,1.6,2.06,2.065,2.0625
1680,220722,2.0743,0.008214251,1.55,2.075,2.08,2.0775
1681,220725,2.0713,-0.001446271,1.8,2.0743,2.0768,2.0755
1682,220726,2.0618,-0.004586492,1.75,2.0525,2.055,2.0538
1683,220727,2.056,-0.002813076,1.7,2.0524,2.055,2.0537
1684,220728,2.0695,0.006566148,1.7,2.0743,2.0775,2.0759
1685,220729,2.0388,-0.014834501,1.65,2.03,2.0325,2.0313
1686,220801,2.0158,-0.050315651,1.55,2.0125,2.015,2.0138
1687,220802,1.9994,-0.008135728,1.5,1.9928,1.9969,1.9949
1688,220803,1.9672,-0.016104831,1.4,1.925,1.93,1.9275
1689,220804,1.9063,-0.030957706,1.4,1.92,1.9209,1.9204
1690,220805,1.9325,0.013743902,1.4,1.9375,1.9402,1.9388
1691,220808,1.9384,0.00305304,1.37,1.945,1.95,1.9475
1692,220809,1.9788,0.020841931,1.3737,1.9761,1.9789,1.9775
1693,220810,1.9872,0.004244997,1.4,2.015,2.02,2.0175
1694,220811,2.0097,0.011322464,1.4,2.01,2.0125,2.0113
1695,220812,2.0115,0.000895656,1.45,2.02,2.0225,2.0213
1696,220815,1.9164,-0.047278151,1.41,1.8975,1.899,1.8982
1697,220816,1.8897,-0.013932373,1.4,1.8937,1.8957,1.8947
1698,220817,1.9046,0.007884849,1.5,1.8972,1.8991,1.8981
1699,220818,1.8854,-0.010080857,1.5,1.8779,1.8808,1.8794
1700,220819,1.8879,0.001325979,1.5,1.885,1.89,1.8875
1701,220822,1.9004,0.006621113,1.5,1.9,1.9033,1.9017
