time,val,per,base,buy,sell,avg,amount
160929,2.5556,0.005785352,2.85,2.5041,2.5525,2.5283,29130500
160930,2.5256,-0.011738926,2.55,2.5084,2.5625,2.5354,29130500
161010,2.5353,0.003840672,2.45,2.5091,2.555,2.5321,23252600
161011,2.5455,0.004023193,2.36,2.5104,2.5563,2.5333,23252600
161012,2.5541,0.003378511,2.39,2.5125,2.5638,2.5381,23252600
161013,2.5529,-0.000469833,2.41,2.5221,2.5625,2.5423,23252600
161014,2.5484,-0.001762701,2.4,2.5188,2.56,2.5394,23252600
161017,2.5572,0.003453147,2.45,2.5234,2.5713,2.5473,23252600
161018,2.57,0.005005475,2.5,2.5363,2.5888,2.5625,23252600
161019,2.5787,0.003385214,2.75,2.5413,2.5838,2.5625,23252600
161020,2.5761,-0.00100826,2.7,2.5275,2.58,2.5538,23252600
161021,2.5996,0.009122317,3,2.5609,2.615,2.5879,23252600
161024,2.6444,0.017233421,2.95,2.6003,2.6525,2.6264,23252600
161025,2.6554,0.004159734,2.7,2.6084,2.6463,2.6273,23252600
161026,2.6865,0.011711983,2.8,2.6366,2.6975,2.6671,23252600
161027,2.709,0.008375209,3,2.67,2.7163,2.6931,23252600
161028,2.709,0,3,2.6779,2.7163,2.6971,23252600
161031,2.7458,0.013584348,3,2.7359,2.7934,2.7646,23252600
161101,2.7501,0.001566028,2.8,2.7088,2.7663,2.7375,23854000
161102,2.7143,-0.013017708,2.5,2.6716,2.7271,2.6994,23854000
161103,2.692,-0.008215746,2.45,2.6641,2.7163,2.6902,23854000
161104,2.7186,0.009881129,2.4,2.6754,2.7284,2.7019,23854000
161107,2.7117,-0.002538071,2.45,2.6984,2.7521,2.7253,23854000
161108,2.7333,0.007965483,2.35,2.7004,2.7588,2.7296,23854000
161109,2.7266,-0.002451249,2.4,2.7029,2.75,2.7264,23854000
161110,2.7855,0.021601995,2.45,2.7721,2.8275,2.7998,23854000
161111,2.8235,0.013642075,2.5,2.8038,2.85,2.8269,23854000
161114,2.8646,0.014556402,2.7,2.8591,2.9063,2.8827,23854000
161115,2.9197,0.019234797,2.6,2.8641,2.9159,2.89,23854000
161116,2.9217,0.000685002,2.85,2.9259,2.9713,2.9486,23854000
161117,3.0028,0.027757812,2.85,2.9825,3.04,3.0113,23854000
161118,2.9972,-0.001864926,2.85,2.9629,3.0163,2.9896,23854000
161121,2.9819,-0.005104764,2.65,2.9566,3.0038,2.9802,23854000
161122,2.9475,-0.011536269,2.7,2.92,2.9638,2.9419,23854000
161123,2.9488,0.000441052,2.7,2.905,2.9513,2.9281,23854000
161124,2.9771,0.009597124,2.8,2.9459,2.9875,2.9667,23854000
161125,3.0255,0.016257432,2.9,2.97,3.0238,2.9969,23854000
161128,3.0115,-0.004627334,2.9,2.9767,3.0356,3.0061,23854000
161129,3.1107,0.032940395,2.8,3.12,3.1763,3.1481,23854000
161130,3.2049,0.030282573,3.24,3.0963,3.1888,3.1425,23854000
161201,3.26,0.017192424,3.2,3.255,3.3213,3.2881,39946200
161202,3.2635,0.00107362,2.7,3.2146,3.2829,3.2488,39946200
161205,3.2432,-0.006220316,2.6,3.2181,3.2696,3.2439,39946200
161206,3.2407,-0.000770844,2.45,3.1875,3.2463,3.2169,39946200
161207,3.2022,-0.011880149,2.5,3.1738,3.225,3.1994,39946200
161208,3.1612,-0.012803697,2.5,3.1475,3.19,3.1688,39946200
161209,3.175,0.004365431,2.5,3.1669,3.2225,3.1947,39946200
161212,3.2586,0.026330709,2.6,3.2488,3.3161,3.2824,39946200
161213,3.2954,0.011293193,2.6,3.2759,3.3363,3.3061,39946200
161214,3.2998,0.001335195,2.89,3.3,3.36,3.33,39946200
161215,3.4682,0.051033396,2.5,3.4421,3.5025,3.4723,39946200
161216,3.4422,-0.007496684,3.24,3.3921,3.4416,3.4169,39946200
161219,3.4955,0.015484283,3,3.4813,3.5513,3.5163,39946200
161220,3.5315,0.010298956,2.65,3.4834,3.5329,3.5081,39946200
161221,3.4272,-0.029534192,3,3.3691,3.4225,3.3958,39946200
161222,3.3422,-0.024801587,2.7,3.285,3.3388,3.3119,39946200
161223,3.3397,-0.00074801,2.55,3.3075,3.3575,3.3325,39946200
161226,3.3667,0.008084558,2.5,3.3238,3.3838,3.3538,39946200
161227,3.3907,0.007128642,2.5,3.3496,3.4175,3.3836,39946200
161228,3.3985,0.00230041,2.8,3.3494,3.4169,3.3831,39946200
161229,3.3482,-0.014800647,3.24,3.3263,3.3763,3.3513,39946200
161230,3.33,-0.005435757,3.24,3.3229,3.3775,3.3502,39946200
170103,3.381,0.010611269,2.7,3.3659,3.4131,3.3895,37850700
170104,3.3772,-0.001123928,2.56,3.3713,3.4129,3.3921,37850700
170105,3.3934,0.004796873,2.48,3.3634,3.4056,3.3845,37850700
170106,3.325,-0.020156775,2.4,3.3108,3.3678,3.3393,37850700
170109,3.2713,-0.016150376,2.35,3.1733,3.2216,3.1975,37850700
170110,3.1681,-0.031547091,2.35,3.1616,3.2063,3.1839,37850700
170111,3.1972,0.009185316,2.45,3.1846,3.2338,3.2092,37850700
170112,3.1694,-0.008695108,2.4,3.145,3.2025,3.1738,37850700
170113,3.142,-0.008645169,2.4,3.1316,3.1825,3.1571,37850700
170116,3.2086,0.02119669,2.55,3.2325,3.291,3.2618,37850700
170117,3.2471,0.011999003,2.33,3.1929,3.2388,3.2158,37850700
170118,3.2168,-0.009331403,3.2,3.2063,3.2594,3.2328,37850700
170119,3.2047,-0.003761502,2.5,3.1715,3.2269,3.1992,37850700
170120,3.137,-0.021125222,3,3.1278,3.1729,3.1503,37850700
170122,3.145,0.002550207,2.55,3.1188,3.1688,3.1438,37850700
170123,3.1293,-0.004992051,2.45,3.1096,3.1625,3.1361,37850700
170124,3.1577,0.009075512,2.85,3.17,3.2175,3.1938,37850700
170125,3.2607,0.032618678,2.6,3.2596,3.3138,3.2867,37850700
170126,3.3,0.012052627,2.7,3.27,3.33,3.3,37850700
170203,3.4161,0.058861819,2.7,3.3925,3.4425,3.4175,30789600
170206,3.3935,-0.006615731,2.55,3.3913,3.4313,3.4113,30789600
170207,3.3827,-0.003182555,2.6,3.3463,3.4125,3.3794,30789600
170208,3.3504,-0.009548585,2.9,3.345,3.4075,3.3763,30789600
170209,3.3606,0.003044413,2.65,3.3338,3.3869,3.3603,30789600
170210,3.3663,0.001696126,2.6,3.3475,3.405,3.3763,30789600
170213,3.3618,-0.001336779,2.6,3.334,3.3945,3.3643,30789600
170214,3.3587,-0.000922125,2.68,3.3375,3.3956,3.3666,30789600
170215,3.3891,0.009051121,3.34,3.3588,3.4194,3.3891,30789600
170216,3.3496,-0.011655012,2.83,3.3275,3.3688,3.3481,30789600
170217,3.3472,-0.000716503,3.34,3.335,3.3859,3.3604,30789600
170220,3.3314,-0.004720363,3.34,3.3163,3.3675,3.3419,30789600
170221,3.3655,0.010235937,3.3,3.3588,3.41,3.3844,30789600
170222,3.3845,0.005645521,3.03,3.3509,3.4063,3.3786,30789600
170223,3.3705,-0.004136505,3.34,3.3563,3.4075,3.3819,30789600
170224,3.3934,0.006794244,3.34,3.3788,3.4213,3.4,30789600
170227,3.3702,-0.006836801,2.6,3.3488,3.4013,3.375,30789600
170228,3.371,0.000237375,3,3.3513,3.4025,3.3769,30789600
170301,3.394,0.006822901,3.24,3.3813,3.4275,3.4044,29462000
170302,3.4291,0.01034178,3.1,3.4113,3.455,3.4331,29462000
170303,3.4277,-0.00040827,2.8,3.41,3.455,3.4325,29462000
170306,3.4315,0.001108615,2.9,3.41,3.455,3.4325,29462000
170307,3.4468,0.004458692,3.3,3.4169,3.4731,3.445,29462000
170308,3.4964,0.014390159,3.1,3.5094,3.5633,3.5363,29462000
170309,3.5408,0.012698776,3,3.5138,3.5744,3.5441,29462000
170310,3.541,5.65E-05,2.8,3.5006,3.5581,3.5294,29462000
170313,3.5031,-0.010703191,2.9,3.4575,3.505,3.4813,29462000
170314,3.4735,-0.008449659,3,3.4419,3.5013,3.4716,29462000
170315,3.4577,-0.004548726,3,3.415,3.4638,3.4394,29462000
170316,3.5106,0.015299187,3.8,3.5041,3.55,3.5271,29462000
170317,3.5663,0.015866234,3.44,3.5294,3.5581,3.5438,29462000
170320,3.6015,0.009870174,3.85,3.5788,3.6238,3.6013,29462000
170321,3.6932,0.025461613,5.5,3.6513,3.7144,3.6828,29462000
170323,3.6375,-0.009719046,3.44,3.5979,3.6471,3.6225,29462000
170324,3.5894,-0.013223368,3.2,3.5579,3.6113,3.5846,29462000
170327,3.5815,-0.002200925,3.2,3.5466,3.6025,3.5746,29462000
170328,3.5376,-0.012257434,2.72,3.5259,3.5775,3.5517,29462000
170329,3.5844,0.013229308,3.5,3.5681,3.6169,3.5925,29462000
170330,3.6055,0.00588662,3.11,3.5675,3.6231,3.5953,29462000
170331,3.6087,0.000887533,4.5,3.5771,3.6363,3.6067,29462000
170401,3.6071,-0.000443373,2.65,3.5525,3.6075,3.58,50707600
170405,3.5667,-0.011200133,2.9,3.5356,3.5958,3.5657,50707600
170406,3.5808,0.003953234,3.4,3.552,3.604,3.578,50707600
170407,3.5556,-0.007037534,3,3.533,3.5789,3.5559,50707600
170410,3.5596,0.001124986,2.9,3.555,3.5643,3.5597,50707600
170411,3.5681,0.002387909,2.8,3.5575,3.5625,3.56,50707600
170412,3.5614,-0.00187775,3,3.568,3.5775,3.5727,50707600
170413,3.5771,0.004408379,2.9,3.575,3.585,3.58,50707600
170414,3.5846,0.00209667,2.9,3.595,3.6083,3.6017,50707600
170417,3.618,0.009317637,3.44,3.6333,3.6427,3.638,50707600
170418,3.6391,0.005831951,3.4,3.6271,3.6331,3.6301,50707600
170419,3.6307,-0.002308263,3.8,3.637,3.64,3.6385,50707600
170420,3.6483,0.00484755,3.6,3.6451,3.65,3.6476,50707600
170421,3.6436,-0.001288271,3.44,3.6458,3.66,3.6529,50707600
170424,3.6556,0.003293446,3.44,3.6441,3.655,3.6495,50707600
170426,3.6173,-0.002839343,3.5,3.62,3.6225,3.6213,50707600
170427,3.6359,0.005141957,4,3.6375,3.645,3.6413,50707600
170428,3.6695,0.009241178,4.3,3.675,3.68,3.6775,50707600
170502,3.6783,0.019456223,3.7,3.7115,3.7167,3.7141,27684900
170503,3.7499,0.019465514,4.5,3.755,3.76,3.7575,27684900
170504,3.7688,0.005040134,4.3,3.8088,3.8222,3.8155,27684900
170505,3.7928,0.006368075,3.44,3.76,3.7725,3.7663,27684900
170509,3.7898,0.005598748,3.3,3.8014,3.8205,3.8109,27684900
170510,3.8299,0.010581033,3.3,3.8366,3.8402,3.8384,27684900
170511,3.8158,-0.003681558,3.4,3.7875,3.7937,3.7906,27684900
170512,3.7981,-0.004638608,3.4,3.8022,3.8053,3.8038,27684900
170515,3.7606,-0.009873358,3.15,3.7345,3.74,3.7372,27684900
170516,3.7385,-0.005876722,3.4,3.7375,3.7425,3.74,27684900
170517,3.7429,0.001176943,3.44,3.71,3.72,3.715,27684900
170518,3.702,-0.010927356,3.44,3.6994,3.7035,3.7015,27684900
170519,3.7165,0.003916802,3.2,3.715,3.725,3.72,27684900
170522,3.7249,0.002260191,2.8,3.71,3.7231,3.7166,27684900
170523,3.6776,-0.012698327,2.85,3.643,3.65,3.6465,27684900
170524,3.658,-0.005329563,2.9,3.646,3.65,3.648,27684900
170525,3.6487,-0.002542373,3.2,3.6524,3.6575,3.6549,27684900
170526,3.6607,0.003288843,3.2,3.6415,3.6599,3.6507,27684900
170601,3.5915,-0.040167834,3.4,3.56,3.5735,3.5668,42976500
170602,3.5914,-2.78E-05,3.44,3.5961,3.605,3.6005,42976500
170605,3.5885,-0.000807485,3.44,3.5835,3.5916,3.5875,42976500
170606,3.5966,0.002257211,3.44,3.6076,3.615,3.6113,42976500
170607,3.6153,0.005199355,3.5,3.59,3.6087,3.5993,42976500
170608,3.6051,-0.002821343,3.6,3.615,3.62,3.6175,42976500
170609,3.6095,0.001220493,3.4,3.5842,3.595,3.5896,42976500
170612,3.5759,-0.009308769,3.44,3.57,3.5793,3.5747,42976500
170613,3.5655,-0.002908359,3.44,3.57,3.58,3.575,42976500
170614,3.5669,0.000392652,3.4,3.54,3.56,3.55,42976500
170615,3.5553,-0.003252124,3.44,3.565,3.57,3.5675,42976500
170616,3.5741,0.00528788,3.3,3.57,3.5775,3.5738,42976500
170619,3.5349,-0.010967796,3.4,3.4904,3.5004,3.4954,42976500
170620,3.5092,-0.007270361,3.44,3.505,3.5125,3.5088,42976500
170621,3.5233,0.00401801,3.44,3.531,3.5395,3.5353,42976500
170622,3.5268,0.000993387,3.4,3.52,3.53,3.525,42976500
170623,3.496,-0.008733129,3,3.475,3.487,3.481,42976500
170626,3.4366,-0.016990847,2.95,3.3925,3.4,3.3963,42976500
170627,3.3922,-0.012919746,2.99,3.3875,3.3972,3.3923,42976500
170628,3.4144,0.006544425,3.41,3.4302,3.4367,3.4334,42976500
170629,3.4425,0.00822985,3,3.43,3.44,3.435,42976500
170630,3.5305,0.025562818,3.9,3.48,3.49,3.485,42976500
170703,3.4981,-0.00917717,3.2,3.5036,3.5139,3.5088,33176200
170704,3.4893,-0.002515651,3.2,3.475,3.485,3.48,33176200
170705,3.4392,-0.014358181,2.95,3.41,3.425,3.4175,33176200
170706,3.419,-0.005873459,3,3.42,3.4275,3.4238,33176200
170707,3.44,0.006142147,2.8,3.445,3.45,3.4475,33176200
170710,3.444,0.001162791,2.95,3.46,3.4753,3.4676,33176200
170711,3.4654,0.006213705,3.1,3.455,3.46,3.4575,33176200
170712,3.4364,-0.008368442,3.3,3.43,3.4325,3.4313,33176200
170713,3.4093,-0.00788616,3.2,3.405,3.41,3.4075,33176200
170714,3.4056,-0.001085267,3.05,3.395,3.4036,3.3993,33176200
170717,3.3804,-0.007399577,3.2,3.3886,3.3975,3.3931,33176200
170718,3.4123,0.009436753,3.4,3.4077,3.4152,3.4114,33176200
170719,3.4132,0.000263752,3.6,3.4119,3.4186,3.4152,33176200
170720,3.4005,-0.003720848,3.44,3.39,3.3975,3.3938,33176200
170721,3.3961,-0.001293927,3.44,3.3975,3.4,3.3988,33176200
170724,3.3829,-0.003886811,3.2,3.3725,3.3775,3.375,33176200
170725,3.3874,0.00133022,3.44,3.3847,3.3891,3.3869,33176200
170726,3.4084,0.006199445,3.44,3.4075,3.41,3.4088,33176200
170727,3.3983,-0.002963267,3.44,3.3925,3.3952,3.3938,33176200
170728,3.3921,-0.001824442,3.44,3.39,3.395,3.3925,33176200
170731,3.4207,0.008431355,3.4,3.4104,3.4158,3.4131,33176200
170801,3.4394,0.005466717,4,3.44,3.45,3.445,31421000
170802,3.4381,-0.000377973,3.8,3.4375,3.44,3.4388,31421000
170803,3.4266,-0.003344871,3.4,3.425,3.43,3.4275,31421000
170804,3.4123,-0.004173233,3.1,3.4075,3.4125,3.41,31421000
170807,3.4365,0.007091991,3.2,3.4357,3.445,3.4403,31421000
170808,3.4495,0.003782919,3.44,3.44,3.45,3.445,31421000
170809,3.4516,0.000608784,3.44,3.4475,3.455,3.4513,31421000
170810,3.4398,-0.003418704,3.4,3.4343,3.44,3.4372,31421000
170811,3.4252,-0.004244433,3.2,3.4175,3.4225,3.42,31421000
170814,3.4277,0.000729884,3.4,3.4195,3.4225,3.421,31421000
170815,3.4354,0.002246404,3.7,3.4407,3.4445,3.4426,31421000
170816,3.4568,0.00622926,3.62,3.4671,3.4696,3.4684,31421000
170817,3.479,0.006422125,4.6,3.4728,3.4756,3.4742,31421000
170818,3.4579,-0.006064961,3.44,3.4572,3.46,3.4586,31421000
170821,3.4683,0.003007606,3.44,3.47,3.4725,3.4713,31421000
170822,3.4869,0.005362858,3.45,3.48,3.4875,3.4838,31421000
170823,3.4854,-0.000430182,4,3.49,3.4925,3.4913,31421000
170824,3.5004,0.004303667,3.44,3.4925,3.5,3.4963,31421000
170825,3.4963,-0.001171295,3.44,3.4946,3.4986,3.4966,31421000
170828,3.5232,0.007693848,3.6,3.5538,3.5581,3.5559,31421000
170829,3.5638,0.011523615,3.44,3.55,3.56,3.555,31421000
170830,3.5619,-0.000533139,3.44,3.55,3.5525,3.5513,31421000
170831,3.5474,-0.004070861,3.44,3.54,3.5475,3.5438,31421000
170901,3.5503,0.0008175,3.44,3.5475,3.5625,3.555,44225300
170904,3.5828,0.009154156,3.44,3.5846,3.5925,3.5885,44225300
170905,3.5987,0.00443787,3.4,3.5975,3.6025,3.6,44225300
170906,3.5708,-0.0077528,3.4,3.5525,3.555,3.5538,44225300
170907,3.5263,-0.012462193,3.2,3.4939,3.5001,3.497,44225300
170908,3.4758,-0.01432096,3.25,3.46,3.4675,3.4638,44225300
170911,3.491,0.004373094,3.3,3.4925,3.5,3.4963,44225300
170912,3.4956,0.001317674,3.44,3.495,3.5,3.4975,44225300
170913,3.5139,0.005235153,3.6,3.5225,3.5275,3.525,44225300
170914,3.5125,-0.000398418,3.5,3.4975,3.5025,3.5,44225300
170915,3.4911,-0.006092527,3.44,3.49,3.5,3.495,44225300
170918,3.4958,0.001346281,3.5,3.4969,3.5006,3.4988,44225300
170919,3.5009,0.001458894,3.44,3.49,3.4925,3.4913,44225300
170920,3.5087,0.002227999,3.44,3.49,3.495,3.4925,44225300
170921,3.4983,-0.002964061,3.44,3.5,3.5068,3.5034,44225300
170922,3.4913,-0.002000972,3.44,3.485,3.495,3.49,44225300
170925,3.4777,-0.003895397,3.4,3.4775,3.48,3.4788,44225300
170926,3.4864,0.002501653,3.44,3.485,3.4885,3.4868,44225300
170927,3.5053,0.005421065,3.44,3.5096,3.514,3.5118,44225300
170928,3.4972,-0.002310787,2.93,3.4941,3.4976,3.4959,44225300
170929,3.4967,-0.000142972,3.25,3.495,3.4975,3.4963,44225300
170930,3.5177,0.006005662,3.15,3.4925,3.51,3.5013,44225300
171009,3.5167,-0.000284277,3.44,3.5175,3.525,3.5213,29526500
171010,3.5217,0.001421787,3.44,3.5178,3.5225,3.5202,29526500
171011,3.5123,-0.002669165,3.44,3.5125,3.515,3.5138,29526500
171012,3.5185,0.001765225,3.3,3.5199,3.5229,3.5214,29526500
171013,3.5143,-0.00119369,3.1,3.515,3.525,3.52,29526500
171016,3.5407,0.007512165,3.1,3.5359,3.5425,3.5392,29526500
171017,3.5488,0.002287683,3.1,3.55,3.5525,3.5513,29526500
171018,3.5376,-0.003155996,3.24,3.5275,3.5325,3.53,29526500
171019,3.5284,-0.002600633,3.1,3.5275,3.5325,3.53,29526500
171020,3.5317,0.000935268,3.1,3.536,3.5405,3.5382,29526500
171023,3.5429,0.003171277,3,3.5425,3.545,3.5438,29526500
171025,3.591,0.013633669,3.4,3.605,3.6125,3.6088,29526500
171026,3.6025,0.003202451,3.44,3.5815,3.5863,3.5839,29526500
171027,3.5992,-0.000916031,3.29,3.602,3.6078,3.6049,29526500
171030,3.6375,0.010641254,3.44,3.6383,3.65,3.6442,29526500
171031,3.6096,-0.007670103,2.7,3.6,3.607,3.6035,29526500
171101,3.589,-0.005707004,3.44,3.5895,3.595,3.5922,31173000
171102,3.5903,0.000362218,3.1,3.5914,3.6,3.5957,31173000
171103,3.5907,0.000111411,2.86,3.5875,3.59,3.5888,31173000
171106,3.5866,-0.001141839,2.9,3.5825,3.585,3.5838,31173000
171107,3.5828,-0.001059499,3,3.585,3.5875,3.5863,31173000
171108,3.5906,0.002177068,3.2,3.59,3.5925,3.5913,31173000
171109,3.5972,0.001838133,3.4,3.6025,3.607,3.6047,31173000
171110,3.6214,0.006727455,3.44,3.6305,3.633,3.6318,31173000
171113,3.6546,0.009167725,3.44,3.6504,3.6599,3.6551,31173000
171114,3.6524,-0.000601981,3.4,3.6433,3.65,3.6467,31173000
171116,3.6126,-0.004052601,3.1,3.6,3.605,3.6025,31173000
171117,3.6059,-0.00185462,3.4,3.6025,3.605,3.6038,31173000
171120,3.5978,-0.002246319,3.25,3.5875,3.595,3.5913,31173000
171121,3.5958,-0.000555895,3.44,3.5925,3.5953,3.5939,31173000
171123,3.6203,0.000829348,3.08,3.61,3.6162,3.6131,31173000
171124,3.6066,-0.003784217,3.44,3.5975,3.605,3.6013,31173000
171127,3.6075,0.000249543,3.44,3.6075,3.61,3.6088,31173000
171128,3.6183,0.002993763,3.45,3.6275,3.6313,3.6294,31173000
171129,3.6327,0.00397977,3.44,3.62,3.625,3.6225,31173000
171130,3.6258,-0.001899414,3.44,3.62,3.6225,3.6213,31173000
171201,3.6175,-0.00228915,3,3.6125,3.6175,3.615,31453500
171204,3.6143,-0.000884589,2.9,3.612,3.615,3.6135,31453500
171205,3.6088,-0.001521733,3,3.6125,3.6175,3.615,31453500
171206,3.6268,0.004987808,3.2,3.6297,3.6325,3.6311,31453500
171207,3.6396,0.003529282,3,3.6397,3.6428,3.6413,31453500
171208,3.6655,0.007116167,3,3.6625,3.665,3.6638,31453500
171211,3.6949,0.008020734,3.2,3.695,3.7,3.6975,31453500
171212,3.7181,0.006278925,3.44,3.7223,3.7286,3.7255,31453500
171213,3.75,0.008579651,3.44,3.7275,3.7322,3.7298,31453500
171214,3.6977,-0.013946667,3.44,3.6925,3.6953,3.6939,31453500
171215,3.6669,-0.008329502,3.4,3.66,3.665,3.6625,31453500
171218,3.6597,-0.001963511,3.35,3.6625,3.6675,3.665,31453500
171219,3.6722,0.003415581,3.4,3.675,3.685,3.68,31453500
171220,3.6857,0.00367627,3.4,3.6875,3.6925,3.69,31453500
171221,3.6989,0.003581409,3.15,3.6907,3.6934,3.692,31453500
171222,3.6739,-0.006758766,2.9,3.66,3.6629,3.6615,31453500
171225,3.6497,-0.006587006,2.8,3.6498,3.655,3.6524,31453500
171226,3.6508,0.000301395,3,3.6575,3.6625,3.66,31453500
171227,3.672,0.005806946,3.1,3.67,3.6725,3.6713,31453500
171228,3.6811,0.002478214,4.6,3.685,3.688,3.6865,31453500
171229,3.711,0.008122572,6,3.6914,3.7025,3.6969,31453500
180102,3.6488,-0.005993244,2.88,3.635,3.645,3.64,36556300
180103,3.6359,-0.003535409,2.9,3.63,3.635,3.6325,36556300
180104,3.6238,-0.003327924,2.8,3.6006,3.6092,3.6049,36556300
180105,3.5801,-0.012059164,2.73,3.5651,3.5702,3.5677,36556300
180108,3.5855,0.001508338,2.75,3.585,3.59,3.5875,36556300
180109,3.5942,0.00242644,2.85,3.6,3.6025,3.6013,36556300
180110,3.631,0.010238718,3,3.6418,3.6479,3.6449,36556300
180111,3.6549,0.006582209,3.49,3.6475,3.6524,3.65,36556300
180112,3.6343,-0.005636269,3.45,3.6206,3.6325,3.6266,36556300
180115,3.6191,-0.004182373,3,3.6102,3.6181,3.6142,36556300
180116,3.6009,-0.005028875,3,3.599,3.6021,3.6006,36556300
180118,3.6168,0.003663004,3.49,3.615,3.6225,3.6188,36556300
180119,3.6191,0.000635921,3.4,3.605,3.6175,3.6113,36556300
180122,3.5988,-0.005609129,3.3,3.585,3.5894,3.5872,36556300
180123,3.5813,-0.004862732,3,3.5679,3.5777,3.5728,36556300
180124,3.5804,-0.000251305,3,3.565,3.5675,3.5663,36556300
180126,3.5667,-0.001120229,3.36,3.5844,3.5991,3.5918,36556300
180129,3.5794,0.003560714,3.14,3.58,3.5853,3.5827,36556300
180130,3.5867,0.002039448,3.2,3.5905,3.5932,3.5919,36556300
180131,3.6059,0.00535311,3.2,3.575,3.58,3.5775,36556300
180201,3.5629,-0.011924901,2.85,3.5575,3.57,3.5638,54300500
180202,3.561,-0.000533273,2.8,3.5561,3.5586,3.5573,54300500
180205,3.5521,-0.002499298,2.73,3.5525,3.5575,3.555,54300500
180206,3.55,-0.0005912,2.75,3.5475,3.55,3.5488,54300500
180208,3.5321,-0.003863726,2.9,3.5326,3.5448,3.5387,54300500
180209,3.5344,0.000651171,2.95,3.53,3.535,3.5325,54300500
180212,3.53,-0.001244907,2.86,3.5334,3.54,3.5367,54300500
180213,3.5348,0.001359773,2.98,3.535,3.54,3.5375,54300500
180214,3.5371,0.000650673,2.85,3.535,3.55,3.5425,54300500
180222,3.5532,0.004551751,3.06,3.5453,3.5541,3.5497,54300500
180224,3.5175,-0.00300445,2.85,3.5055,3.5225,3.514,54300500
180226,3.4834,-0.009694385,3.01,3.4375,3.4513,3.4444,54300500
180227,3.4725,-0.003129127,3.4,3.4675,3.47,3.4688,54300500
180228,3.5235,0.014686825,3.49,3.5125,3.5175,3.515,54300500
180301,3.507,-0.004682844,3.2,3.51,3.515,3.5125,22807500
180302,3.5245,0.00499002,3.3,3.5215,3.5257,3.5236,22807500
180305,3.5362,0.00331962,3.3,3.5325,3.535,3.5338,22807500
180306,3.5139,-0.006306204,3.1,3.49,3.4951,3.4926,22807500
180307,3.5051,-0.00250434,3,3.4925,3.4975,3.495,22807500
180308,3.4933,-0.003366523,2.9,3.4875,3.4908,3.4892,22807500
180312,3.4909,0.000774038,2.9,3.4915,3.495,3.4933,22807500
180313,3.5168,0.00741929,3.3,3.5225,3.525,3.5238,22807500
180314,3.5135,-0.000938353,3,3.5025,3.505,3.5038,22807500
180315,3.5066,-0.001963854,3.16,3.505,3.51,3.5075,22807500
180319,3.4918,-0.000114541,3,3.485,3.4875,3.4863,22807500
180320,3.4787,-0.003751647,3.1,3.4666,3.4709,3.4688,22807500
180321,3.468,-0.003075862,3,3.465,3.47,3.4675,22807500
180322,3.4436,-0.007035755,3,3.4241,3.4305,3.4273,22807500
180323,3.3826,-0.01771402,2.9,3.3994,3.4103,3.4048,22807500
180326,3.4124,0.008809791,2.75,3.4191,3.4225,3.4208,22807500
180327,3.4187,0.001846208,2.9,3.3742,3.3816,3.3779,22807500
180328,3.3806,-0.011144587,3.1,3.3667,3.3704,3.3686,22807500
180329,3.3707,-0.002928474,3.2,3.3516,3.3553,3.3534,22807500
180330,3.3557,-0.004450114,3.5,3.3544,3.37,3.3622,22807500
180402,3.3611,-0.027375061,2.99,3.355,3.3577,3.3563,41648500
180403,3.3428,-0.005444646,2.9,3.336,3.3475,3.3418,41648500
180404,3.3222,-0.006162499,2.8,3.2913,3.345,3.3181,41648500
180408,3.3079,-0.004304377,2.7,3.2488,3.3206,3.2847,41648500
180409,3.2725,-0.010701654,2.7,3.275,3.2829,3.2789,41648500
180410,3.2908,0.005592055,2.8,3.29,3.2925,3.2913,41648500
180411,3.2922,0.000425428,2.8,3.27,3.28,3.275,41648500
180412,3.2759,-0.004951097,2.8,3.2789,3.2856,3.2823,41648500
180413,3.3057,0.009096737,2.8,3.2869,3.2959,3.2914,41648500
180416,3.282,-0.007169435,2.85,3.285,3.2951,3.2901,41648500
180417,3.3014,0.00591103,3.3,3.3001,3.3043,3.3022,41648500
180418,3.1884,-0.034227903,3.5,3.1925,3.1975,3.195,41648500
180419,3.2165,0.008813198,3.5,3.2255,3.2316,3.2286,41648500
180420,3.2352,0.005813773,3.54,3.233,3.2375,3.2352,41648500
180423,3.2354,6.18E-05,2.87,3.238,3.2426,3.2403,41648500
180424,3.2322,-0.000989059,3.54,3.208,3.2275,3.2177,41648500
180425,3.2316,-0.000185632,3.54,3.2321,3.238,3.2351,41648500
180426,3.2498,0.005631885,3.5,3.2693,3.275,3.2722,41648500
180427,3.2745,0.007600468,3.54,3.2817,3.2852,3.2834,41648500
180428,3.2685,-0.001832341,3,3.26,3.2775,3.2688,41648500
180502,3.2797,0.006073806,3.3,3.2775,3.2825,3.28,44532000
180503,3.242,-0.011494954,3.1,3.2303,3.235,3.2327,44532000
180504,3.2093,-0.010086366,2.8,3.1932,3.2022,3.1977,44532000
180507,3.1995,-0.003053625,2.71,3.205,3.2075,3.2063,44532000
180509,3.2201,0.005715535,2.7,3.22,3.225,3.2225,44532000
180510,3.2274,0.00226701,2.7,3.22,3.2237,3.2218,44532000
180511,3.2144,-0.00402801,2.72,3.2148,3.2171,3.2159,44532000
180514,3.2202,0.00180438,2.8,3.225,3.2275,3.2263,44532000
