time,val,per,base,buy,sell,avg,amount
211215,2.2802,0.001845343,2.25,2.27,2.273,2.2715,22669200
211216,2.2855,0.002324358,2.3,2.2825,2.285,2.2838,22669200
211217,2.2823,-0.001400131,2.3,2.2875,2.2902,2.2888,22669200
211220,2.2969,0.006397056,2.15,2.3,2.3,2.3,22669200
211221,2.2957,-0.000522443,2.1003,2.285,2.2875,2.2863,22669200
211223,2.2592,-0.006683081,2.0183,2.255,2.26,2.2575,22669200
211224,2.2574,-0.000796742,1.93,2.255,2.2575,2.2563,22669200
211227,2.2424,-0.006644813,2.3,2.245,2.2486,2.2468,22669200
211228,2.2418,-0.00026757,3,2.2391,2.2416,2.2404,22669200
211229,2.2231,-0.008341511,2.9,2.215,2.2225,2.2188,22669200
211230,2.2137,-0.00422833,3,2.2112,2.2129,2.2121,22669200
211231,2.2815,0.030627456,2.4,2.2111,2.215,2.2131,22669200
220104,2.2214,-0.026342319,2.15,2.21,2.215,2.2125,26685000
220105,2.2193,-0.00094535,2.1748,2.2275,2.23,2.2288,26685000
220106,2.2439,0.011084576,2.14,2.24,2.2425,2.2413,26685000
220107,2.2383,-0.002495655,2.12,2.2325,2.235,2.2338,26685000
220110,2.2237,-0.006522807,2.11,2.2175,2.22,2.2188,26685000
220111,2.2201,-0.001618923,2.15,2.2125,2.215,2.2138,26685000
220112,2.216,-0.001846764,2.15,2.22,2.2225,2.2213,26685000
220113,2.2202,0.001895307,2.2,2.2175,2.22,2.2188,26685000
220114,2.218,-0.000990902,2.28,2.2175,2.22,2.2188,26685000
220117,2.1738,-0.019927863,2.22,2.1677,2.1703,2.169,26685000
220118,2.1285,-0.020839084,2.2,2.1197,2.1226,2.1211,26685000
220119,2.1054,-0.010852713,2.166,2.12,2.125,2.1225,26685000
220120,2.1155,0.004797188,2.17,2.1175,2.12,2.1188,26685000
220121,2.1074,-0.003828882,2.15,2.0955,2.102,2.0988,26685000
220124,2.0868,-0.009775078,2.08,2.0825,2.0851,2.0838,26685000
220125,2.0952,0.004025302,2,2.1011,2.105,2.1031,26685000
220126,2.1104,0.007254677,2.04,2.1045,2.1075,2.106,26685000
220127,2.1138,0.001611069,2.58,2.1175,2.12,2.1188,26685000
220128,2.0964,-0.008231621,2.55,2.0925,2.095,2.0938,26685000
220129,2.0888,-0.003625262,2.3,2.09,2.0925,2.0913,26685000
220130,2.0888,0,2.27,2.0775,2.1025,2.09,26685000
220207,2.1051,-0.024965262,2.18,2.1013,2.105,2.1032,7506600
220208,2.1001,-0.002375184,2.16,2.105,2.1075,2.1063,7506600
220209,2.1084,0.003952193,2.05,2.1075,2.1125,2.11,7506600
220210,2.101,-0.00350977,2,2.1,2.1025,2.1013,7506600
220211,2.1488,0.022751071,2,2.152,2.1565,2.1542,7506600
220214,2.1615,0.005910276,2.02,2.165,2.1675,2.1663,7506600
220215,2.1544,-0.003284756,2.05,2.155,2.16,2.1575,7506600
220216,2.1566,0.001021166,2.076,2.148,2.1505,2.1492,7506600
220217,2.1503,-0.002921265,2.05,2.1525,2.155,2.1538,7506600
220218,2.1652,0.006929266,2.1,2.16,2.165,2.1625,7506600
220221,2.1936,0.013116571,2.15,2.2125,2.2175,2.215,7506600
220222,2.2197,0.011898249,2.4,2.2242,2.23,2.2271,7506600
220223,2.2006,-0.008604766,2.45,2.1997,2.2025,2.2011,7506600
220224,2.1969,-0.00168136,2.45,2.2002,2.2042,2.2022,7506600
220225,2.2024,0.002503528,2.5,2.1825,2.1882,2.1853,7506600
220228,2.1757,-0.012123138,2.38,2.18,2.185,2.1825,7506600
220301,2.1958,0.009238406,2.1,2.2036,2.2061,2.2048,4680000
220302,2.2072,0.00519173,2.09,2.205,2.2089,2.2069,4680000
220303,2.2319,0.011190649,2.05,2.2325,2.2375,2.235,4680000
220304,2.2268,-0.002285049,2.05,2.2115,2.215,2.2133,4680000
220307,2.2155,-0.005074546,2.06,2.2025,2.2075,2.205,4680000
220308,2.1978,-0.007989167,2.1,2.2065,2.21,2.2083,4680000
220309,2.2253,0.012512513,2.09,2.225,2.2275,2.2263,4680000
220310,2.2326,0.003280457,2.1,2.2397,2.2441,2.2419,4680000
220311,2.2122,-0.009137329,2.1481,2.1719,2.1773,2.1746,4680000
220314,2.1373,-0.033857698,2.15,2.135,2.1387,2.1368,4680000
220315,2.1889,0.02414261,2.2,2.205,2.2097,2.2073,4680000
220316,2.1912,0.001050756,2.2,2.155,2.1575,2.1563,4680000
220317,2.1587,-0.014832055,2.17,2.1525,2.1555,2.154,4680000
220318,2.1618,0.001436049,2.13,2.1675,2.1707,2.1691,4680000
220321,2.1816,0.009159034,2.17,2.1775,2.1805,2.179,4680000
220322,2.207,0.011642831,2.18,2.2,2.2075,2.2038,4680000
220323,2.2043,-0.00122338,2.15,2.205,2.21,2.2075,4680000
220324,2.2031,-0.000544391,2.09,2.1929,2.1954,2.1941,4680000
220325,2.2011,-0.000907812,2.6,2.205,2.2085,2.2068,4680000
220328,2.2112,0.004588615,2.41,2.215,2.2175,2.2163,4680000
220329,2.2097,-0.000678365,3.1,2.2075,2.2125,2.21,4680000
220330,2.197,-0.005747387,3.1,2.195,2.2,2.1975,4680000
220331,2.2007,0.001684115,2.525,2.19,2.1926,2.1913,4680000
220401,2.1765,-0.010996501,2.1,2.1725,2.1775,2.175,6865000
220402,2.1765,0,1.82,2.155,2.175,2.165,6865000
220406,2.1646,-0.005467494,2.1,2.1668,2.17,2.1684,6865000
220407,2.1617,-0.001339739,2.1,2.155,2.1587,2.1568,6865000
220408,2.1598,-0.000878938,2,2.16,2.1625,2.1613,6865000
220411,2.1677,0.003657746,2,2.1675,2.17,2.1688,6865000
220412,2.1714,0.001706878,2,2.17,2.1725,2.1713,6865000
220413,2.1679,-0.001611863,1.96,2.165,2.1675,2.1663,6865000
220414,2.148,-0.00917939,1.95,2.15,2.1541,2.1521,6865000
220415,2.1345,-0.006284916,1.86,2.125,2.1275,2.1263,6865000
220418,2.1704,0.016818927,1.9,2.175,2.1775,2.1763,6865000
220419,2.1672,-0.001474383,1.85,2.17,2.1725,2.1713,6865000
220420,2.181,0.006367663,1.85,2.1786,2.1825,2.1806,6865000
220421,2.1698,-0.005135259,1.77,2.165,2.1675,2.1663,6865000
220422,2.1723,0.00115218,1.7,2.175,2.1775,2.1763,6865000
220424,2.1752,0.001334991,1.8,2.17,2.1775,2.1738,6865000
220425,2.1586,-0.007631482,1.75,2.135,2.14,2.1375,6865000
220426,2.1453,-0.006161401,1.9,2.1482,2.1518,2.15,6865000
220427,2.1676,0.010394817,2,2.1725,2.1775,2.175,6865000
220428,2.1894,0.010057206,2,2.1975,2.2,2.1988,6865000
220429,2.1826,-0.003105874,2.02,2.18,2.1825,2.1813,6865000
220505,2.1722,0.002353375,1.8568,2.17,2.1725,2.1713,3355000
220506,2.1727,0.000230181,1.8314,2.17,2.1725,2.1713,3355000
220509,2.1626,-0.004648594,1.78,2.1475,2.1525,2.15,3355000
220510,2.1296,-0.01525941,1.65,2.124,2.1275,2.1258,3355000
220511,2.1392,0.004507889,1.65,2.1424,2.145,2.1437,3355000
220512,2.1186,-0.009629768,1.6,2.1055,2.1118,2.1086,3355000
220513,2.102,-0.007835363,1.6,2.1084,2.1109,2.1096,3355000
220516,2.1028,0.00038059,1.65,2.0883,2.0918,2.09,3355000
220517,2.0817,-0.01003424,1.6,2.0825,2.0875,2.085,3355000
220518,2.0668,-0.007157612,1.62,2.065,2.0675,2.0663,3355000
220519,2.0641,-0.001306367,1.6,2.0713,2.0739,2.0726,3355000
220520,2.0751,0.005329199,1.65,2.07,2.0725,2.0713,3355000
220523,2.0555,-0.009445328,1.6,2.0525,2.055,2.0538,3355000
220524,2.0637,0.003989297,1.64,2.0725,2.0769,2.0747,3355000
220525,2.0763,0.006105539,1.82,2.0752,2.0777,2.0764,3355000
220526,2.0425,-0.016278958,1.87,2.0325,2.0503,2.0414,3355000
220527,2.0372,-0.002594859,1.85,2.025,2.0275,2.0263,3355000
220530,2.0583,0.010357353,1.85,2.0593,2.0625,2.0609,3355000
220531,2.0906,0.015692562,1.86,2.09,2.0925,2.0913,3355000
220601,2.0815,-0.004352817,1.64,2.0875,2.0925,2.09,2800000
220602,2.0917,0.004900312,1.65,2.0938,2.0996,2.0967,2800000
220606,2.1125,0.009944065,1.68,2.12,2.125,2.1225,2800000
220607,2.12,0.003550296,1.65,2.11,2.1125,2.1113,2800000
220608,2.1052,-0.006981132,1.65,2.1067,2.11,2.1083,2800000
220609,2.0984,-0.003230097,1.65,2.0925,2.096,2.0943,2800000
220610,2.0934,-0.002382768,1.62,2.095,2.0975,2.0963,2800000
220613,2.1035,0.004824687,1.65,2.105,2.1075,2.1063,2800000
220614,2.1193,0.007511291,1.63,2.1125,2.115,2.1138,2800000
220615,2.127,0.003633275,1.63,2.1287,2.1313,2.13,2800000
220616,2.1182,-0.004137283,1.65,2.1125,2.1154,2.114,2800000
220617,2.1058,-0.005854027,1.7,2.1121,2.1175,2.1148,2800000
220620,2.1311,0.012014436,1.7,2.14,2.14,2.14,2800000
220621,2.1409,0.004598564,1.75,2.1399,2.14,2.14,2800000
220622,2.1308,-0.004717642,1.7373,2.125,2.1275,2.1263,2800000
220623,2.126,-0.002252675,1.65,2.1313,2.135,2.1332,2800000
220624,2.1468,0.009783631,2.5,2.1599,2.1626,2.1613,2800000
220627,2.1878,0.019098193,2.5,2.1911,2.1928,2.192,2800000
220628,2.1855,-0.001051284,2.5,2.1928,2.1967,2.1947,2800000
220629,2.1797,-0.002653855,2.5,2.1775,2.18,2.1788,2800000
220630,2.1652,-0.006652292,2.5,2.1643,2.1675,2.1659,2800000
220701,2.1413,-0.011038241,1.75,2.145,2.1475,2.1463,3765000
220704,2.2051,0.029794984,1.6,2.2025,2.2075,2.205,3765000
220705,2.2095,0.001995374,1.7,2.2038,2.2075,2.2057,3765000
220706,2.1925,-0.007694048,1.7,2.2,2.205,2.2025,3765000
220707,2.1962,0.001687571,1.65,2.195,2.1975,2.1963,3765000
220708,2.1903,-0.002686458,1.6,2.1874,2.19,2.1887,3765000
220711,2.1567,-0.015340364,1.6,2.1465,2.1492,2.1479,3765000
220712,2.1309,-0.011962721,1.6,2.12,2.1275,2.1238,3765000
220713,2.1196,-0.005302924,1.59,2.12,2.125,2.1225,3765000
220714,2.1007,-0.008916777,1.6,2.0875,2.0896,2.0885,3765000
220715,2.0883,-0.005902794,1.57,2.0796,2.0823,2.081,3765000
220718,2.0808,-0.003591438,1.6103,2.0775,2.08,2.0788,3765000
220719,2.0875,0.003219915,1.6,2.08,2.085,2.0825,3765000
220720,2.0793,-0.003928144,1.6,2.0625,2.0695,2.066,3765000
220721,2.0574,-0.010532391,1.6,2.06,2.065,2.0625,3765000
220722,2.0743,0.008214251,1.55,2.075,2.08,2.0775,3765000
220725,2.0713,-0.001446271,1.8,2.0743,2.0768,2.0755,3765000
220726,2.0618,-0.004586492,1.75,2.0525,2.055,2.0538,3765000
220727,2.056,-0.002813076,1.7,2.0524,2.055,2.0537,3765000
220728,2.0695,0.006566148,1.7,2.0743,2.0775,2.0759,3765000
220729,2.0388,-0.014834501,1.65,2.03,2.0325,2.0313,3765000
220801,2.0158,-0.050315651,1.55,2.0125,2.015,2.0138,10974700
220802,1.9994,-0.008135728,1.5,1.9928,1.9969,1.9949,10974700
220803,1.9672,-0.016104831,1.4,1.925,1.93,1.9275,10974700
220804,1.9063,-0.030957706,1.4,1.92,1.9209,1.9204,10974700
220805,1.9325,0.013743902,1.4,1.9375,1.9402,1.9388,10974700
220808,1.9384,0.00305304,1.37,1.945,1.95,1.9475,10974700
220809,1.9788,0.020841931,1.3737,1.9761,1.9789,1.9775,10974700
220810,1.9872,0.004244997,1.4,2.015,2.02,2.0175,10974700
220811,2.0097,0.011322464,1.4,2.01,2.0125,2.0113,10974700
220812,2.0115,0.000895656,1.45,2.02,2.0225,2.0213,10974700
220815,1.9164,-0.047278151,1.41,1.8975,1.899,1.8982,10974700
220816,1.8897,-0.013932373,1.4,1.8937,1.8957,1.8947,10974700
220817,1.9046,0.007884849,1.5,1.8972,1.8991,1.8981,10974700
220818,1.8854,-0.010080857,1.5,1.8779,1.8808,1.8794,10974700
220819,1.8879,0.001325979,1.5,1.885,1.89,1.8875,10974700
220822,1.9004,0.006621113,1.5,1.9,1.9033,1.9017,10974700
220823,1.916,0.008208798,1.45,1.9175,1.92,1.9188,10974700
220824,1.9149,-0.000574113,1.45,1.915,1.9175,1.9163,10974700
220825,1.9401,0.013159956,1.7,1.95,1.9525,1.9513,10974700
220826,1.9569,0.008659347,1.8,1.9525,1.955,1.9538,10974700
220829,1.941,-0.008125096,1.8,1.9269,1.9292,1.928,10974700
220830,1.9261,-0.007676455,1.75,1.9125,1.915,1.9138,10974700
220831,1.9391,0.00674939,1.7,1.9092,1.9108,1.91,10974700
220901,1.9044,-0.0178949,1.5,1.8975,1.9025,1.9,12470000
220902,1.894,-0.005461038,1.5199,1.895,1.9,1.8975,12470000
220905,1.8845,-0.005015839,1.5,1.8825,1.8858,1.8842,12470000
220906,1.8845,0,1.5,1.88,1.8825,1.8813,12470000
220907,1.8898,0.002812417,1.51,1.8925,1.895,1.8938,12470000
220908,1.906,0.008572336,1.5,1.9,1.9025,1.9013,12470000
220909,1.9135,0.003934942,1.55,1.9148,1.9175,1.9162,12470000
220913,1.9221,0.004494382,1.55,1.92,1.9225,1.9213,12470000
220914,1.935,0.006711409,1.6,1.9375,1.9425,1.94,12470000
220915,1.9439,0.004599483,1.6,1.955,1.9575,1.9563,12470000
220916,1.9756,0.016307423,1.63,1.965,1.9694,1.9672,12470000
220919,1.9686,-0.003543227,1.7,1.965,1.9675,1.9663,12470000
220920,1.9562,-0.006298893,1.75,1.9475,1.95,1.9488,12470000
220921,1.9533,-0.001482466,1.74,1.945,1.95,1.9475,12470000
220922,1.9617,0.004300415,1.65,1.9625,1.965,1.9638,12470000
220923,1.9687,0.003568334,1.55,1.9725,1.9754,1.974,12470000
220926,2.0095,0.020724336,1.79,2.015,2.0175,2.0163,12470000
220927,1.9974,-0.006021398,1.45,1.9874,1.9906,1.989,12470000
220928,1.9991,0.000851106,1.6854,2.0068,2.0103,2.0085,12470000
220929,2.0235,0.012205492,2.06,2.035,2.04,2.0375,12470000
220930,2.0235,0,2.06,2.0199,2.0225,2.0212,12470000
221008,2.015,-0.004200642,1.65,2.015,2.05,2.0325,21817900
221010,1.9757,-0.013777268,1.5401,1.9725,1.9775,1.975,21817900
221011,1.9723,-0.001720909,1.6,1.98,1.9844,1.9822,21817900
221012,1.9716,-0.000354916,1.61,1.9652,1.9686,1.9669,21817900
221013,1.9607,-0.005528505,1.62,1.9625,1.9675,1.965,21817900
221014,1.9555,-0.002652114,1.6,1.9475,1.9475,1.9475,21817900
221017,1.9473,-0.004193301,1.55,1.9425,1.945,1.9438,21817900
221018,1.9466,-0.000359472,1.5249,1.9446,1.9475,1.946,21817900
221019,1.9461,-0.000256858,1.58,1.9475,1.95,1.9488,21817900
221020,1.9568,0.005498176,1.6,1.9575,1.96,1.9588,21817900
221021,1.9751,0.009352003,1.67,1.98,1.9825,1.9813,21817900
221024,1.9792,0.002075844,1.71,1.9742,1.9765,1.9754,21817900
221025,1.9999,0.010458771,2.2,2.0063,2.0076,2.0069,21817900
221026,1.9944,-0.002750138,2.2,1.985,1.9891,1.9871,21817900
221027,1.9782,-0.008122744,2.2,1.9775,1.98,1.9788,21817900
221028,1.9619,-0.008239814,1.99,1.9575,1.96,1.9588,21817900
221031,1.9707,0.004485448,1.94,1.9525,1.955,1.9538,21817900
221101,1.9781,0.003755011,1.85,1.9756,1.9794,1.9775,19451700
221102,1.9851,0.003538749,1.8,1.9875,1.99,1.9888,19451700
221103,1.9866,0.000755629,1.65,1.995,1.9975,1.9963,19451700
221104,1.9992,0.006342495,1.68,1.9975,2,1.9988,19451700
221107,2.015,0.007903161,1.75,2.0225,2.025,2.0238,19451700
221108,2.0413,0.013052109,1.84,2.0247,2.0275,2.0261,19451700
221109,2.0456,0.002106501,1.91,2.055,2.0585,2.0568,19451700
221110,2.0662,0.010070395,1.9,2.0831,2.0859,2.0845,19451700
221111,2.0819,0.00759849,1.85,2.0918,2.095,2.0934,19451700
221114,2.1809,0.047552716,1.85,2.236,2.2432,2.2396,19451700
221115,2.2251,0.020266862,2,2.245,2.25,2.2475,19451700
221116,2.2874,0.027998742,2.0313,2.3236,2.3253,2.3245,19451700
221117,2.2745,-0.005639591,1.95,2.2383,2.242,2.2401,19451700
221118,2.2353,-0.017234557,1.81,2.239,2.2412,2.2401,19451700
221121,2.2123,-0.010289447,1.7,2.2294,2.2321,2.2308,19451700
221122,2.2187,0.002892917,1.7111,2.2259,2.228,2.227,19451700
221123,2.1915,-0.012259431,1.7,2.1841,2.1882,2.1862,19451700
221124,2.1409,-0.023089208,2.1,2.155,2.1583,2.1567,19451700
221125,2.1792,0.017889673,2.15,2.2143,2.2157,2.215,19451700
221128,2.2192,0.01835536,2.05,2.237,2.2386,2.2378,19451700
221129,2.2684,0.022170151,2.1,2.2586,2.265,2.2618,19451700
221130,2.2498,-0.008199612,2.2,2.25,2.265,2.2575,19451700
221201,2.2383,-0.005111565,1.75,2.2267,2.2303,2.2285,23596000
221202,2.2187,-0.008756646,1.7,2.2195,2.2225,2.221,23596000
221205,2.2316,0.005814216,1.7,2.2361,2.2389,2.2375,23596000
221206,2.2552,0.010575372,1.66,2.27,2.275,2.2725,23596000
221207,2.279,0.010553388,1.68,2.234,2.25,2.242,23596000
221208,2.2443,-0.015225976,1.7,2.25,2.2536,2.2518,23596000
221209,2.2579,0.006059796,1.76,2.2625,2.265,2.2638,23596000
221212,2.2464,-0.005093228,1.75,2.2549,2.2569,2.2559,23596000
221213,2.2655,0.008502493,1.81,2.2659,2.2681,2.267,23596000
221214,2.2333,-0.014213198,1.8,2.2225,2.226,2.2243,23596000
221215,2.2343,0.000447768,1.88,2.2349,2.2375,2.2362,23596000
221216,2.239,0.002103567,1.82,2.2325,2.2362,2.2343,23596000
221219,2.1921,-0.020946851,1.83,2.1925,2.1975,2.195,23596000
221220,2.2037,0.005291729,1.9,2.2122,2.215,2.2136,23596000
221221,2.2011,-0.001179834,2,2.1975,2.2,2.1988,23596000
221222,2.1806,-0.009313525,1.8,2.1734,2.18,2.1767,23596000
221223,2.1688,-0.005411355,1.8,2.16,2.17,2.165,23596000
221226,2.1688,0,2.0558,2.18,2.185,2.1825,23596000
221227,2.2315,0.028909996,5,2.24,2.2425,2.2413,23596000
221228,2.2309,-0.000268877,4.8,2.23,2.24,2.235,23596000
221229,2.2007,-0.013537137,3.5,2.1925,2.1975,2.195,23596000
221230,2.1801,-0.009360658,3,2.1825,2.1875,2.185,23596000
230103,2.1752,-0.027452383,1.9243,2.16,2.1625,2.1613,12295000
230104,2.1469,-0.013010298,1.7,2.1399,2.1425,2.1412,12295000
230105,2.144,-0.001350785,1.7,2.145,2.15,2.1475,12295000
230106,2.1611,0.007975746,1.75,2.1638,2.1666,2.1652,12295000
230109,2.1796,0.008560455,1.85,2.1788,2.1825,2.1807,12295000
230110,2.2331,0.024545788,1.98,2.245,2.25,2.2475,12295000
230111,2.2547,0.009672652,2.3,2.245,2.2475,2.2463,12295000
230112,2.2357,-0.008426842,2.2,2.24,2.245,2.2425,12295000
230113,2.2449,0.004115042,1.95,2.25,2.2531,2.2515,12295000
230116,2.2877,0.019065437,2.15,2.2941,2.2993,2.2967,12295000
230117,2.297,0.004065218,2.6,2.2825,2.29,2.2863,12295000
230118,2.2933,-0.001610797,2.6,2.3075,2.315,2.3113,12295000
230119,2.308,0.006409977,2.4,2.2925,2.3013,2.2969,12295000
230120,2.2937,-0.006195841,2,2.305,2.3107,2.3078,12295000
230130,2.3007,0.003051838,2.14,2.2975,2.3016,2.2996,12295000
230131,2.2868,-0.00604164,2.2,2.28,2.2825,2.2813,12295000
230201,2.2814,-0.002361378,2.05,2.28,2.2835,2.2818,14811700
230202,2.266,-0.006750241,2.05,2.2572,2.2598,2.2585,14811700
230203,2.2525,-0.005957635,1.9,2.25,2.2525,2.2513,14811700
230206,2.2653,0.005682575,2.03,2.2811,2.2829,2.282,14811700
230207,2.2894,0.010638767,2.3,2.285,2.2889,2.2869,14811700
230208,2.2994,0.004367957,2.45,2.3067,2.3094,2.3081,14811700
230209,2.2948,-0.002000522,2.4,2.2956,2.3,2.2978,14811700
230210,2.2805,-0.00623148,2.08,2.28,2.2875,2.2838,14811700
230213,2.2771,-0.001490901,2,2.275,2.2775,2.2763,14811700
230214,2.2895,0.005445523,2.13,2.285,2.2875,2.2863,14811700
230215,2.3081,0.008124045,2.1,2.3,2.3025,2.3013,14811700
230216,2.3165,0.003639357,2.13,2.31,2.315,2.3125,14811700
230217,2.3192,0.001165551,2.5,2.3092,2.3125,2.3108,14811700
230220,2.339,0.008537427,2.3,2.355,2.3585,2.3568,14811700
230221,2.3627,0.010132535,2.2007,2.36,2.3625,2.3613,14811700
230222,2.3757,0.00550218,2.65,2.385,2.39,2.3875,14811700
230223,2.4116,0.015111336,2.6,2.425,2.4276,2.4263,14811700
230224,2.4157,0.001700116,2.6,2.4171,2.42,2.4185,14811700
230227,2.4226,0.002856315,2.65,2.425,2.4275,2.4263,14811700
230228,2.4549,0.013332783,2.85,2.435,2.4375,2.4363,14811700
230301,2.4229,-0.013035154,2.12,2.4175,2.42,2.4188,30055000
230302,2.431,0.003343101,2.2,2.455,2.46,2.4575,30055000
230303,2.4585,0.011312217,2,2.4525,2.455,2.4538,30055000
230306,2.4212,-0.015171853,2,2.41,2.4125,2.4113,30055000
230307,2.4198,-0.000578226,2,2.4123,2.4146,2.4134,30055000
230308,2.4237,0.001611703,2,2.4317,2.435,2.4333,30055000
230309,2.425,0.00053637,2.1,2.43,2.4341,2.4321,30055000
230310,2.4083,-0.006886598,2.1,2.4009,2.4031,2.402,30055000
230313,2.4078,-0.000207615,2.2,2.41,2.4125,2.4113,30055000
230314,2.4021,-0.002367306,2.2,2.3994,2.4023,2.4008,30055000
230315,2.4229,0.00865909,2.25,2.4225,2.425,2.4238,30055000
230316,2.4104,-0.005159107,2.3,2.4,2.4044,2.4022,30055000
230317,2.3992,-0.004646532,2.3,2.3975,2.4,2.3988,30055000
