time,feature_0,feature_1,feature_2,feature_3,feature_4
150605,-1.053256805,-2.071417206,-0.059064378,-0.018856362,7.91E-06
150608,-1.117246869,-0.951575149,-0.025540079,-0.036491055,2.51E-06
150609,-1.062421114,0.263587518,-0.036627052,-0.052702377,-6.83E-05
150610,-0.8928508,1.146090687,-0.042283477,-0.064318755,9.93E-05
150611,-0.837682692,0.897875811,-0.055749948,-0.028643349,1.22E-05
150612,-0.834959811,0.175568533,-0.066809429,-0.025359761,1.45E-05
150615,-0.52894636,1.18692198,-0.021736507,-0.089364498,9.99E-05
150616,-0.493674772,0.882834534,-0.051589374,-0.049580591,1.73E-05
150617,-0.329772613,1.07555652,-0.042889116,-0.050549391,1.48E-05
150618,-0.415038292,0.176812507,-0.082049809,-0.004439245,1.36E-05
150619,-0.391752128,-0.386103453,-0.059603859,-0.047296416,-6.22E-05
150623,-0.174493156,1.222637648,-0.043701712,-0.057439847,1.73E-05
150624,-0.049767918,1.691125892,-0.086913485,0.001341104,1.49E-05
150625,-0.512823623,-3.406710911,-0.061745899,-0.039867642,1.44E-05
150626,-0.52801469,-0.406773315,-0.039664918,-0.040308595,9.25E-06
150629,-0.82513679,-2.101451765,-0.050037828,-0.05673738,9.70E-05
150630,-0.912251807,1.336809303,-0.14142719,0.086252431,8.79E-05
150701,-0.838921943,-1.765756058,-0.028548659,-0.076564629,9.59E-05
150702,-0.64095219,1.437819213,-0.035386878,-0.067149839,1.74E-05
150703,-0.61521415,1.032138301,-0.071350889,-0.011588617,-6.80E-05
150706,-0.914900734,-2.200674019,-0.052595405,-0.023265618,6.95E-06
150707,-0.95172135,-0.312243021,-0.06555127,-0.027725385,1.44E-05
150708,-0.791993812,0.121535879,-0.004971403,-0.08486513,-6.95E-05
150709,-0.740020139,0.855161203,-0.03794245,-0.059033342,1.53E-05
150710,-0.713214901,0.596226481,-0.051717103,-0.031366833,-6.91E-05
150713,-0.64828657,0.242124984,-0.044667157,-0.050502353,1.46E-05
150714,-0.278810719,2.102804441,-0.021220596,-0.078203111,-6.41E-05
150715,-0.3208743,0.515734108,-0.05960956,-0.030941683,1.42E-05
150716,-0.586807826,-2.033789257,-0.038636177,-0.049767274,9.10E-05
150720,-0.692016662,-0.732148444,-0.037093097,-0.041329466,8.90E-05
150721,-0.476747639,1.350133107,-0.034575005,-0.048621603,9.21E-05
150722,-0.367604421,0.870580289,-0.030973976,-0.038496755,6.76E-06
150723,-0.380494365,0.174118916,-0.052078078,-0.029924942,1.09E-05
150724,-0.402346713,-0.294139449,-0.042807389,-0.040395806,1.05E-05
150727,-0.39059137,0.180024437,-0.045937166,-0.030506649,8.96E-06
150729,-0.590400974,-1.545507422,-0.041544937,-0.052087002,-6.81E-05
150730,-0.514629293,0.493397531,-0.039336627,-0.045306033,-6.92E-05
150731,-0.385686049,1.000858793,-0.033754961,-0.030154645,8.59E-05
150803,-0.490259113,-0.771668039,-0.037783133,-0.046241881,1.01E-05
150804,-0.495640025,-0.100213217,-0.038510514,-0.049889931,9.27E-05
150805,-0.558086891,-0.402667219,-0.039890953,-0.048924033,1.20E-05
150806,-0.751537304,-0.934061112,-0.03806395,-0.007736218,-1.77E-06
150807,-0.654577094,0.233855469,-0.027855836,-0.040474407,5.66E-06
150810,-0.599849427,0.492414194,-0.043915633,-0.040711165,-6.91E-05
150811,-0.352973076,1.751471801,-0.050232846,-0.039347036,1.45E-05
150812,-0.397430642,0.091807285,-0.071071721,-0.021523118,1.49E-05
150813,-0.410804857,-0.493165064,-0.039619278,-0.043484934,-7.04E-05
150814,-0.393343393,0.725455562,-0.067086757,0.004039787,-7.44E-05
150817,-0.267568525,0.36505021,-0.049817222,-0.036887239,1.25E-05
150818,-0.268371303,0.135518632,-0.052714372,-0.025644381,-7.08E-05
150820,-0.185777207,0.342576949,-0.048820384,-0.044675443,1.45E-05
150824,-0.269948044,-0.522237133,-0.045186897,-0.041096065,-6.92E-05
150825,-0.288527046,-0.181530669,-0.04411007,-0.04418072,1.22E-05
150827,-0.956421165,-4.302199676,-0.047207868,-0.036700525,7.44E-06
150828,-0.852454003,0.383260972,-0.042186279,-0.047149071,9.34E-05
150831,-0.744044168,2.928553857,-0.129945916,0.109209414,-2.33E-06
150901,-0.903924912,-2.884073986,-0.041278868,-0.035106971,-7.46E-05
150902,-0.760497422,0.56823919,-0.015377208,-0.047008403,-7.71E-05
150906,-0.813617895,0.149296709,-0.053096828,-0.023883423,-7.14E-05
150908,-0.688210227,0.667563901,-0.038135833,-0.034817301,8.85E-05
150909,-0.702040109,-0.043270254,-0.042777169,-0.036484237,9.00E-05
150910,-0.666779687,0.273525434,-0.042360525,-0.033100223,8.49E-06
150914,-0.766822167,-0.852181562,-0.032263705,-0.045620276,-7.28E-05
150915,-0.738974931,0.350909724,-0.044981819,-0.034508502,-7.07E-05
150917,-0.658212333,0.868529765,-0.056731399,-0.012622057,7.73E-06
150918,-0.710500436,-0.770025571,-0.027419081,-0.04019657,8.52E-05
150922,-0.668987019,0.43604134,-0.034359238,-0.026134475,-7.69E-05
150923,-0.657824868,0.244237378,-0.04599706,-0.019378679,5.54E-06
150924,-0.659811874,-0.108102196,-0.039436556,-0.026266666,5.07E-06
150925,-0.676577087,-0.150352813,-0.037181965,-0.028382464,-7.57E-05
150928,-0.681653937,-0.091364187,-0.045196834,-0.039382143,-6.95E-05
150929,-0.72535621,-0.334119856,-0.041147196,-0.040351418,9.77E-06
150930,-0.70707756,0.158295008,-0.042153393,-0.036514195,9.35E-06
151008,-0.717422734,-0.182077367,-0.036387355,-0.045211982,9.72E-06
151009,-0.698700517,0.192369849,-0.042714818,-0.042582582,1.14E-05
151010,-0.713675076,-0.182123367,-0.038047838,-0.048962481,9.21E-05
151012,-0.7844629,-0.665008257,-0.025965852,-0.058679234,9.04E-05
151013,-0.852025271,-0.113976982,-0.04715416,-0.034803165,9.09E-05
151014,-0.932140819,-0.829096838,-0.031751027,-0.052034406,-7.10E-05
151015,-0.843176997,0.864704208,-0.041719254,-0.031386975,8.17E-06
151016,-0.849703935,-0.197580961,-0.036584772,-0.048094165,1.06E-05
151019,-0.871996824,-0.12586122,-0.035205529,-0.043906679,-7.17E-05
151020,-0.91595146,-0.434655516,-0.029752844,-0.053161505,9.02E-05
151021,-0.942035659,-0.137809828,-0.033456342,-0.049791241,1.01E-05
151022,-0.943724387,-0.050728595,-0.034028816,-0.054087804,9.23E-05
151023,-0.963286631,-0.289607283,-0.02153556,-0.061185185,8.99E-05
151026,-1.34623373,-2.373657811,-0.039603477,-0.040792201,8.81E-05
151027,-1.468829371,-1.089770221,-0.037411603,-0.04768902,-7.08E-05
151028,-1.384851287,0.326553694,-0.019049751,-0.058794917,8.01E-06
151029,-1.273547949,1.032102337,-0.032650001,-0.050594133,1.09E-05
151030,-1.268094769,0.261988729,-0.038196393,-0.039078567,8.65E-06
151102,-1.181894254,0.580059112,-0.098049279,0.043630122,8.51E-05
151103,-1.162843996,-1.114061663,-0.047725124,-0.049495722,-6.66E-05
151104,-1.066416834,0.830113081,-0.050301817,-0.033034204,1.16E-05
151105,-1.119544665,-0.240367112,-0.05983405,-0.031083071,9.40E-05
151106,-1.135673325,-0.3060503,-0.043606197,-0.038563472,-7.07E-05
151109,-0.937850553,1.252585956,-0.040300089,-0.051127185,1.40E-05
151110,-0.942520755,0.170656011,-0.044729865,-0.040745568,9.21E-05
151111,-0.998025223,-0.401560189,-0.040040755,-0.040433937,9.26E-06
151112,-0.949053243,0.378842233,-0.037622844,-0.034176079,-7.35E-05
151113,-0.966187753,-0.239353135,-0.038244003,-0.049081717,-6.92E-05
151116,-0.955191537,0.159413798,-0.04684126,-0.046341796,1.39E-05
151117,-0.968276264,-0.030011541,-0.044113851,-0.039851095,-6.98E-05
151118,-0.935754562,0.290060104,-0.052583821,-0.040045169,9.47E-05
151119,-0.939482938,-0.059215491,-0.047282886,-0.041874935,1.25E-05
151120,-1.087949343,-0.821366846,-0.04459314,-0.018874532,3.88E-06
151123,-1.026576983,0.184840359,-0.042297691,-0.038724239,9.99E-06
151124,-1.049328491,-0.214075515,-0.037452599,-0.04242521,8.97E-05
151125,-1.043715049,0.108680042,-0.035194577,-0.033856934,5.96E-06
151126,-1.061212204,-0.137966381,-0.041615119,-0.040998198,1.02E-05
151127,-1.061853705,0.041265019,-0.037933682,-0.034131165,-7.37E-05
151130,-1.050487706,0.270611626,-0.046106941,-0.021992041,-7.44E-05
151201,-1.101457957,-0.6618286,-0.031850676,-0.044342388,7.35E-06
151202,-1.134711054,-0.185605117,-0.039877938,-0.042443478,9.06E-05
151203,-1.146999667,1.514659466,-0.116503863,0.061956983,8.68E-05
151204,-1.307488347,-2.765462586,-0.027452552,-0.049642647,5.64E-06
151207,-1.26494247,0.253162868,-0.038818353,-0.050292066,-6.83E-05
151208,-1.285370977,-0.247917909,-0.019965037,-0.049321596,5.00E-06
151209,-1.291110432,0.023531984,-0.027263283,-0.047856658,7.32E-06
151210,-1.287991785,0.002310419,-0.025702978,-0.049902343,-7.32E-05
151211,-1.295825225,-0.000619612,-0.027740437,-0.046935609,-7.34E-05
151214,-1.230135313,0.546420003,-0.03125984,-0.043766714,-7.27E-05
151215,-1.221479001,0.175858965,-0.040551113,-0.042803731,-7.01E-05
151216,-1.233397754,0.04678749,-0.045157017,-0.034941578,9.65E-06
151217,-1.235507692,-0.123930939,-0.034539772,-0.039467048,-7.34E-05
151218,-1.283779581,-0.237647674,-0.035026563,-0.029507506,-7.64E-05
151222,-1.300189807,-0.256445161,-0.034676548,-0.042425842,-7.26E-05
151223,-1.281557156,0.241097115,-0.037827939,-0.034209899,7.01E-06
151225,-1.373199642,-0.698658678,-0.041126243,-0.04207911,9.77E-06
151228,-1.346818042,-0.082316988,-0.035263369,-0.062040153,1.43E-05
151229,-1.329048185,0.161192348,-0.020198098,-0.049486594,-7.52E-05
151230,-1.267154214,0.722908066,-0.039117047,-0.03838308,9.13E-06
151231,-1.260283199,0.447757048,-0.055321508,-0.01561401,-7.30E-05
160104,-1.18921002,0.29758519,-0.048665153,-0.035005359,1.11E-05
160105,-1.184329942,0.01921274,-0.036304439,-0.030523032,5.21E-06
160106,-1.21939131,-0.191926223,-0.041484677,-0.029335175,-7.42E-05
160108,-1.433657116,-1.657305878,-0.046779458,-0.044493537,1.17E-05
160111,-1.514122474,-0.622783162,-0.040132852,-0.03601128,-7.30E-05
160112,-1.616610944,-0.587285874,-0.052635006,-0.026504922,9.02E-06
160113,-1.655233189,-0.545392965,-0.040806366,-0.04086328,9.31E-06
160114,-1.592454717,0.294427428,-0.026344273,-0.046221968,-7.40E-05
160115,-1.556096831,0.490074567,-0.036812945,-0.035909039,7.28E-06
160118,-1.461107307,0.728207743,-0.040209404,-0.040030107,9.96E-06
160119,-1.441678808,0.182363146,-0.040568131,-0.041360699,1.00E-05
160120,-1.348416206,0.880676888,-0.046465575,-0.029120687,8.97E-06
160121,-1.347673937,-0.106122188,-0.041371605,-0.041744874,1.02E-05
160125,-1.199555414,1.009418748,-0.035160409,-0.044852842,9.99E-06
160126,-1.263712297,-0.401988807,-0.030783489,-0.041989686,6.41E-06
160127,-1.130070059,1.015475186,-0.031680399,-0.036974577,6.40E-06
160128,-1.170797058,-0.165042425,-0.030486955,-0.029747052,2.80E-06
160129,-1.392630387,-1.398057159,-0.056202836,-0.028976889,1.04E-05
160201,-1.369990942,-0.036284326,-0.04233023,-0.038592421,9.03E-05
160202,-1.223342389,0.807735027,-0.024922786,-0.052835046,-7.19E-05
160203,-1.2375692,0.438036842,-0.039832239,-0.015733216,2.24E-06
160204,-1.32148415,-0.771485602,-0.036973311,-0.033289442,5.59E-06
160205,-1.355126751,-0.541178391,-0.026613981,-0.052033113,8.85E-05
160214,-1.384764062,-0.060641718,-0.028830893,-0.037102083,-7.61E-05
160215,-1.368689087,0.201497741,-0.036098028,-0.034916018,6.56E-06
160216,-1.301835309,0.404074107,-0.030323298,-0.041139006,6.64E-06
160217,-1.243593777,0.552529619,-0.036103463,-0.035707409,-7.35E-05
160218,-1.341326203,-0.498344083,-0.048849182,-0.02811649,8.37E-06
160219,-1.361522895,-0.495894834,-0.025203854,-0.044176696,8.56E-05
160222,-1.335916579,0.341009634,-0.033733812,-0.034019175,-7.50E-05
160223,-1.335287738,-0.015338906,-0.033179764,-0.038305342,6.41E-06
160224,-1.27814334,0.420839192,-0.028453879,-0.03566323,-7.63E-05
160225,-1.265907872,0.219287699,-0.039396281,-0.033640671,-7.32E-05
160226,-1.294999497,-0.084683609,-0.043498326,-0.026420613,-7.43E-05
160229,-1.296200213,-0.166137874,-0.028882033,-0.032276505,2.96E-06
160301,-1.409379037,-1.010605031,-0.026388827,-0.049073149,6.50E-06
160302,-1.337274542,0.545029615,-0.028579042,-0.045369901,-7.32E-05
160303,-1.330790505,0.200412462,-0.036299702,-0.039762234,8.87E-05
160304,-1.337046381,-0.048675694,-0.033442239,-0.040174945,8.77E-05
160307,-1.322797553,0.269804505,-0.037795314,-0.028111531,-7.55E-05
160308,-1.312112323,0.017752302,-0.038227654,-0.036553626,-7.29E-05
160309,-1.353001964,-0.193411726,-0.046925672,-0.033692461,9.64E-06
160310,-1.37756219,-0.305967998,-0.036961787,-0.039231192,-7.29E-05
160311,-1.404507223,-0.032924943,-0.044937141,-0.028642029,7.52E-06
160314,-1.412487976,-0.15481839,-0.036776434,-0.033257984,5.98E-06
160315,-1.40351874,0.089128135,-0.034651245,-0.029990923,8.51E-05
160316,-1.432504002,0.119956211,-0.052016868,-0.011783336,4.95E-06
160317,-1.451793661,-0.46214638,-0.041748746,-0.037151117,8.64E-06
160318,-1.445964629,0.099143198,-0.039458451,-0.02919767,5.87E-06
160321,-1.416091095,0.20902463,-0.035260929,-0.029029227,-7.62E-05
160322,-1.403934571,0.174731562,-0.035153708,-0.023009316,2.56E-06
160323,-1.404047555,-0.045184641,-0.038435517,-0.031480826,-7.45E-05
160324,-1.39747873,0.143909789,-0.042992251,-0.026399803,6.30E-06
160325,-1.376232882,0.155609927,-0.052847984,-0.034950989,9.30E-05
160328,-1.304903221,0.491902088,-0.042562004,-0.032578056,8.36E-06
160329,-1.310510046,0.081150215,-0.043782415,-0.025164299,6.18E-06
160330,-1.316564889,-0.114900953,-0.039288361,-0.030405566,6.05E-06
160331,-1.311627718,-0.045715936,-0.027640051,-0.030811263,-7.84E-05
160401,-1.309913494,-0.006473531,-0.034460613,-0.038120566,8.74E-05
160405,-1.284618956,0.328999885,-0.042425478,-0.030640949,-7.30E-05
160406,-1.264675866,0.15269589,-0.035845696,-0.027996776,8.50E-05
160407,-1.18156552,0.572148274,-0.036907376,-0.033190899,6.68E-06
160408,-1.163959896,0.662951224,-0.057636915,0.001180059,3.49E-06
160411,-1.189907546,-0.432621541,-0.042625965,-0.017162143,2.95E-06
160412,-1.134325871,0.330726889,-0.044342542,-0.023660866,8.68E-05
160413,-0.945608693,1.12292958,-0.028458068,-0.036890061,5.40E-06
160414,-0.862526193,0.469607328,-0.025693305,-0.052423576,-7.19E-05
160415,-0.939212124,0.050959615,-0.045613389,-0.010344907,-7.82E-05
160418,-0.941686197,-0.307583344,-0.047981402,-0.042027507,1.26E-05
160419,-0.876103748,0.422090959,-0.041522174,-0.04045729,1.05E-05
160420,-0.630314609,1.716016407,-0.043931648,-0.044042745,1.36E-05
160421,-0.554150631,0.955698498,-0.052841877,-0.013891578,-7.37E-05
160422,-0.496038832,-0.030871689,-0.033297684,-0.049300916,1.01E-05
160425,-0.03880567,3.109673204,-0.030600982,-0.043114552,-7.06E-05
160426,-0.129085301,-0.033493861,-0.057619804,-0.017154908,8.87E-06
160427,-0.134159651,-0.704905504,-0.02115907,-0.064799564,-7.04E-05
160428,0.008205512,1.371964555,-0.025702976,-0.016354155,7.93E-05
160429,0.123754612,0.964134556,-0.046931416,-0.012398663,4.60E-06
160503,-0.398350926,1.192367493,-0.047255132,-0.022407566,7.77E-06
160504,-0.515392592,-1.014662108,-0.027844711,-0.040460154,-7.59E-05
160505,-0.491066611,0.102614428,-0.024276885,-0.039632033,4.11E-06
160509,-0.604011255,-0.860223245,-0.043178838,-0.04006291,1.00E-05
160510,-0.572923443,0.076261233,-0.029999601,-0.041046889,8.71E-05
160511,-0.474196952,0.778114229,-0.038309304,-0.035905057,8.41E-06
160512,-0.499650037,-0.11655539,-0.026781283,-0.026493532,-7.98E-05
160513,-0.42243995,0.53446728,-0.041128065,-0.034111643,-7.20E-05
160516,-0.285051341,0.801484479,-0.029927602,-0.040948078,7.12E-06
160517,-0.304399933,0.109288906,-0.0433865,-0.028969985,8.82E-05
160518,-0.192887406,0.65695232,-0.039148639,-0.034607206,8.89E-05
160519,-0.166782251,0.300453578,-0.040983545,-0.024972057,5.72E-06
160520,-0.252153493,-0.512339715,-0.044227004,-0.024161154,-7.47E-05
160523,-0.243367442,0.075351214,-0.045406172,-0.020509734,-7.49E-05
160524,-0.27710947,-0.431675412,-0.034066064,-0.035784908,5.98E-06
160525,-0.291868133,-0.111099672,-0.035506001,-0.036187009,8.75E-05
160526,-0.207367598,0.711782145,-0.037653681,-0.020447318,-7.71E-05
160527,-0.220001441,-0.059782781,-0.038836938,-0.022267489,-7.68E-05
160530,-0.178942116,0.157912845,-0.031016114,-0.028293785,3.14E-06
160531,-0.191757492,0.028692025,-0.040284698,-0.023260492,4.72E-06
160601,-0.186193054,-0.019756235,-0.046472247,-0.033532875,9.98E-06
160602,-0.172110847,0.213936263,-0.051918398,-0.023891318,9.13E-06
160603,-0.174912387,0.009677611,-0.059410459,-0.02693927,1.25E-05
160606,-0.204695184,-0.349021189,-0.03661712,-0.028177568,-7.60E-05
160607,-0.221302296,-0.218666931,-0.036956973,-0.038493798,-7.26E-05
160608,-0.205880688,0.142405679,-0.036089974,-0.032301912,6.11E-06
160612,-0.22817603,-0.278147553,-0.02216203,-0.037676533,2.55E-06
160613,-0.276294034,-0.051333538,-0.047750192,-0.02563219,-7.27E-05
160614,-0.448331087,-0.924116102,-0.053879651,-0.008153292,8.46E-05
160615,-0.453739686,-0.467277079,-0.027518076,-0.031295851,2.23E-06
160616,-0.495369408,-0.033358777,-0.044547819,-0.015282127,-7.70E-05
160617,-0.48029156,-0.307314878,-0.032889705,-0.050077043,9.97E-06
160620,-0.45767916,0.332531368,-0.033392336,-0.030287769,-7.60E-05
160621,-0.455620605,0.076697754,-0.03465565,-0.026397799,3.67E-06
160622,-0.505571663,-0.676584201,-0.025496934,-0.056744139,9.12E-06
160623,-0.530041092,9.58E-05,-0.030055904,-0.039721186,6.05E-06
160624,-0.741064162,-0.800346755,-0.059670959,0.003943781,-7.83E-05
160627,-0.847947262,-1.192233452,-0.03445091,-0.023244167,1.46E-06
160628,-0.778013201,0.240996818,-0.029671538,-0.03922834,-7.47E-05
160629,-0.809835402,0.257826092,-0.063053612,-0.015419494,1.02E-05
160630,-0.705785534,2.159762294,-0.112176549,0.096069769,-5.12E-06
160701,-0.89412778,-2.724398693,-0.044813015,-0.022632909,3.62E-06
160704,-0.828636965,0.147241356,-0.03634415,-0.035052723,8.75E-05
160705,-0.820169748,0.276110233,-0.039105162,-0.016312205,2.18E-06
160706,-0.859772271,-0.37378878,-0.037023576,-0.027063087,-7.64E-05
160707,-0.862401271,-0.142915956,-0.028532353,-0.032639174,3.12E-06
160708,-0.889813983,-0.157332187,-0.029896809,-0.030198764,2.83E-06
160711,-0.856131073,0.229009837,-0.02135682,-0.024794998,-8.21E-05
160712,-0.819304156,0.317171829,-0.026846846,-0.024068441,-8.03E-05
160713,-0.791720655,0.278232207,-0.042665351,-0.028130984,-7.36E-05
160714,-0.77793804,0.01997422,-0.037038427,-0.033809443,6.61E-06
160715,-0.804929929,-0.03680452,-0.036198402,-0.018791668,1.67E-06
160718,-0.841586768,-0.293557177,-0.035094661,-0.022625811,2.23E-06
160719,-0.840091182,-0.134212597,-0.030809851,-0.033474519,-7.64E-05
160720,-0.854586804,-0.203358563,-0.022334223,-0.038027198,-7.81E-05
160721,-0.869931776,-0.056730374,-0.033567839,-0.040311517,-7.33E-05
160722,-0.856841668,0.237504159,-0.035764195,-0.027464898,8.50E-05
160725,-0.805006562,0.377124345,-0.029463534,-0.02314507,-7.96E-05
160726,-0.806964019,0.06327394,-0.035409126,-0.021854935,2.41E-06
160727,-0.787036112,0.105885638,-0.03533033,-0.025868306,3.65E-06
160728,-0.828009659,-0.067919169,-0.056101392,-0.019421081,8.77E-06
160729,-0.817621421,-0.068152434,-0.033564427,-0.018480406,8.12E-05
160801,-0.803479971,0.100638159,-0.027611617,-0.031743725,2.75E-06
160802,-0.810791446,-0.013997094,-0.027722696,-0.029201841,1.91E-06
160803,-0.814964235,-0.07700841,-0.031464671,-0.037138992,5.59E-06
160804,-0.841266224,-0.122698678,-0.046867963,-0.041891636,1.24E-05
160805,-0.857733459,-0.174508138,-0.036086574,-0.040653914,-7.24E-05
160808,-0.845910706,0.190904725,-0.033433063,-0.027676802,3.59E-06
160809,-0.852044524,-0.082581746,-0.028151796,-0.029673442,2.14E-06
160810,-0.841713158,0.038059197,-0.034617436,-0.037677102,8.76E-05
160811,-0.824319141,0.135654936,-0.031451415,-0.034790203,8.57E-05
160812,-0.835759806,-0.065450316,-0.028237346,-0.032480804,3.04E-06
160815,-0.892205628,-0.352310073,-0.030042003,-0.030132402,2.70E-06
160816,-0.863259007,0.104860915,-0.021466084,-0.032899939,9.42E-07
160817,-0.798189378,1.422672334,-0.068424508,0.031401296,-1.24E-06
160818,-0.87287532,-1.186520678,-0.044001699,-0.028849167,8.71E-05
160819,-0.803044301,0.402999364,-0.035221004,-0.025834104,3.84E-06
160822,-0.784648685,0.088722354,-0.023219528,-0.024048765,-8.18E-05
160823,-0.645023439,0.68701584,-0.01390049,-0.046440976,-7.76E-05
160824,-0.528749581,1.327178824,-0.054637459,-0.023326217,9.13E-05
160825,-0.497495707,0.305278316,-0.054613954,-0.020104562,8.95E-05
160826,-0.510524008,-0.047030749,-0.041450104,-0.008713214,5.14E-07
160829,-0.493466997,0.038499948,-0.037718652,-0.014084032,9.30E-07
160830,-0.461483089,0.143194175,-0.034035339,-0.019348866,1.35E-06
160831,-0.501584375,-0.226459452,-0.03724103,-0.018203814,-7.88E-05
160901,-0.544685182,-0.40673601,-0.032286263,-0.026387553,2.41E-06
160902,-0.606646212,-0.402880688,-0.033410612,-0.024087308,-7.85E-05
160905,-0.558592219,0.244167702,-0.033723757,-0.031002882,-7.58E-05
160906,-0.556454938,0.05625344,-0.030258199,-0.025816363,-7.87E-05
160907,-0.539032936,0.122980103,-0.040839513,-0.033023949,-7.28E-05
160908,-0.528775651,0.000100171,-0.045314317,-0.044117759,1.27E-05
160909,-0.559919907,-0.303161835,-0.03268031,-0.045547735,8.49E-06
160912,-0.533756452,0.380622663,-0.036933894,-0.026171775,-7.60E-05
160913,-0.544873242,-0.116575298,-0.029341806,-0.027513988,1.97E-06
160914,-0.514763058,0.172746881,-0.028951924,-0.03005544,-7.78E-05
160918,-0.534930483,0.178179957,-0.0324536,-0.000963192,-4.81E-06
160919,-0.517505093,0.11375827,-0.043777913,-0.010148421,1.89E-06
160920,-0.500512231,0.035838831,-0.0411211,-0.017282679,-7.75E-05
160921,-0.395315937,0.779198544,-0.062563912,-0.024309045,9.40E-05
160922,-0.463520914,-0.381013952,-0.033322464,-0.00098753,-4.94E-06
160923,-0.48350977,-0.330638359,-0.03985219,-0.024577258,4.58E-06
160926,-0.470344733,0.032670168,-0.042979873,-0.031097158,7.97E-06
160927,-0.45723345,0.118209469,-0.040802983,-0.026778459,5.96E-06
160928,-0.439208149,0.280672326,-0.043369771,-0.012489305,2.63E-06
160929,-0.419145877,0.405841144,-0.058493991,0.004311051,2.88E-06
160930,-0.441409877,-0.818037987,-0.031404721,-0.050339772,-7.15E-05
161010,-0.429550069,0.27003039,-0.032653012,-0.0274166,8.41E-05
161011,-0.415587601,0.282658779,-0.04122852,-0.014843401,-7.80E-05
161012,-0.393397937,0.23740055,-0.051178943,-0.0136484,-7.49E-05
161013,-0.385248335,-0.031506502,-0.033880477,-0.012171646,-1.01E-06
161014,-0.399296514,-0.121654557,-0.03343087,-0.014894518,-4.15E-07
161017,-0.363025273,0.242244036,-0.04133523,-0.019588512,-7.65E-05
161018,-0.304159216,0.349996001,-0.044084722,-0.026782431,-7.33E-05
161019,-0.296829658,0.236777385,-0.041117996,-0.006456206,-8.06E-05
161020,-0.328830153,-0.06969142,-0.05916387,-0.005069072,8.62E-05
161021,-0.196480575,0.63634207,-0.049377024,-0.022634546,-7.24E-05
161024,-0.03195349,1.201033074,-0.052149433,-0.013228839,6.81E-06
161025,-0.028583979,0.287901341,-0.04691817,0.013831951,-8.46E-05
161026,0.125693715,0.813626792,-0.064077098,-0.017359927,9.26E-05
161027,0.22250727,0.579457557,-0.044092878,-0.010504541,-7.79E-05
161028,0.227686366,-0.005585838,-0.032153359,-0.008846047,-2.40E-06
161031,0.474675801,0.940311199,-0.022688697,-0.068890735,-6.71E-05
161101,0.389208898,0.101989026,-0.054488459,-0.023113635,-7.07E-05
161102,0.229372736,-0.914799554,-0.056375415,-0.016380722,8.82E-05
161103,0.183991719,-0.578954258,-0.039374818,-0.032903784,6.99E-06
161104,0.259120651,0.684233432,-0.052410875,-0.014782882,7.05E-06
161107,0.311756956,-0.183900426,-0.02548192,-0.056462408,9.03E-05
161108,0.354158092,0.549314809,-0.046245839,-0.037120286,1.17E-05
161109,0.329997518,-0.177988077,-0.031074836,-0.031923596,-7.64E-05
161110,0.624322013,1.498634562,-0.023521285,-0.061853796,1.22E-05
161111,0.7358526,0.941461354,-0.02425596,-0.03826665,4.79E-06
161114,0.942405486,1.002936374,-0.010921997,-0.059900717,6.88E-06
161115,1.022079993,1.329003572,-0.061667207,0.003298344,5.54E-06
161116,1.183049056,0.031346387,-0.001787128,-0.069172261,5.82E-06
161117,1.469960374,1.919093171,-0.029978912,-0.05607451,9.39E-05
161118,1.376985797,-0.148786088,-0.044389202,-0.026500094,7.54E-06
161121,1.331507193,-0.374588052,-0.031981436,-0.029542245,3.95E-06
161122,1.179067085,-0.822064338,-0.032743293,-0.020564369,1.05E-06
161123,1.148984751,0.014890995,-0.048743107,-0.00277722,-7.88E-05
161124,1.298348266,0.652666918,-0.03217145,-0.014707934,3.09E-07
161125,1.440781238,1.116334335,-0.062852294,0.000533485,6.77E-06
161128,1.437888994,-0.342417166,-0.048854521,-0.03362789,-6.95E-05
161129,1.985908661,2.275139661,0.000470978,-0.096639024,-6.51E-05
161130,2.060150908,2.089108948,-0.137758104,0.015968774,-5.14E-05
161201,2.535531606,1.169086293,-0.021375796,-0.089436417,-6.04E-05
161202,2.409717497,0.044870492,-0.06707108,-0.028549636,9.72E-05
161205,2.369462969,-0.464193554,-0.033754153,-0.036153048,8.75E-05
161206,2.29139583,-0.082591401,-0.065187927,-0.008067064,9.53E-06
161207,2.192845512,-0.857500496,-0.03760738,-0.030317272,6.05E-06
161208,2.060935879,-0.920569302,-0.017817069,-0.037979469,8.20E-05
161209,2.16483907,0.277390403,-0.019070979,-0.06752578,1.19E-05
161212,2.524447665,1.807490234,-0.025587768,-0.085298594,-5.97E-05
161213,2.619058842,0.756185774,-0.031997556,-0.059486098,1.45E-05
161214,2.686363933,0.059833122,-0.013867422,-0.08542744,1.55E-05
161215,3.313101243,3.524043277,-0.03288605,-0.05516029,1.60E-05
161216,3.077272944,-0.561200138,-0.055952216,0.002215057,8.37E-05
161219,3.442412996,1.039607197,-0.032009666,-0.081820227,2.18E-05
161220,3.449714357,0.677530335,-0.051543069,-0.002790129,-7.64E-05
161221,2.982746168,-2.099311105,-0.06904509,0.010457313,3.81E-06
161222,2.654072268,-1.765068791,-0.068207619,0.00801247,4.42E-06
