,val,buy,sell,avg,per,feature_0,feature_1,feature_2,feature_3,feature_4
318,2.4286,2.4009,2.4488,2.4248,-0.005446578,-0.859772271309188,-0.3737887796486956,-0.03702357626452585,-0.02706308701411202,-7.64294180077609e-05
319,2.4234,2.4022,2.4474,2.4248,-0.002141151,-0.8624012709068527,-0.14291595596626938,-0.028532352831847466,-0.03263917433437817,3.1225030512569766e-06
320,2.4177,2.395,2.44,2.4175,-0.002352067,-0.8898139831274783,-0.15733218692102946,-0.02989680884735874,-0.030198764337702456,2.831044828589348e-06
321,2.4254,2.4059,2.4438,2.4248,0.003184845,-0.8561310733454324,0.2290098374701811,-0.02135681986396726,-0.024794997953729903,-8.208888316205606e-05
322,2.4362,2.4129,2.4538,2.4333,0.004452874,-0.8193041555040637,0.3171718293836601,-0.026846846400640115,-0.024068440771947187,-8.031270921657804e-05
323,2.4457,2.4137,2.4656,2.4396,0.003899516,-0.7917206552230933,0.27823220735782805,-0.04266535136108324,-0.02813098430932608,-7.358043879743723e-05
324,2.4462,2.4197,2.4705,2.4451,0.00020444,-0.7779380395873119,0.01997422002066722,-0.03703842661586004,-0.033809442776024975,6.607021451744223e-06
325,2.4447,2.4146,2.4588,2.4367,-0.000613196,-0.8049299285901466,-0.036804519688186474,-0.03619840243491085,-0.018791668368212156,1.6694202531706629e-06
326,2.4342,2.4063,2.4513,2.4288,-0.004295006,-0.8415867677327533,-0.29355717676729426,-0.035094660558818214,-0.022625811252430728,2.233870579871712e-06
327,2.4293,2.4069,2.4538,2.4303,-0.002012982,-0.8400911821543886,-0.13421259741255714,-0.03080985130298303,-0.03347451942629802,-7.643327334114677e-05
328,2.422,2.4063,2.45,2.4281,-0.003004981,-0.8545868037336675,-0.2033585631210848,-0.02233422284233905,-0.03802719826142335,-7.805755448761961e-05
329,2.4198,2.3975,2.4488,2.4231,-0.00090834,-0.8699317758990102,-0.05673037413944919,-0.03356783862577023,-0.04031151664172898,-7.332983152250525e-05
330,2.4278,2.4,2.4475,2.4238,0.003306058,-0.8568416677464423,0.23750415914665807,-0.035764194913105285,-0.027464898493815105,8.49942530914092e-05
331,2.4407,2.4154,2.4575,2.4364,0.005313453,-0.8050065615470992,0.3771243449627082,-0.029463533732978,-0.023145069585924594,-7.962895355582053e-05
332,2.4427,2.4138,2.4588,2.4363,0.000819437,-0.8069640186442637,0.06327393983027006,-0.03540912626369369,-0.021854935347515748,2.411480391840505e-06
333,2.4462,2.4184,2.465,2.4417,0.001432841,-0.7870361117979403,0.10588563845249159,-0.03533033035018279,-0.025868305707948337,3.6521320252678527e-06
334,2.4436,2.4013,2.4575,2.4294,-0.001062873,-0.8280096591955814,-0.06791916903162774,-0.056101392360992486,-0.019421080745886377,8.765000068434538e-06
335,2.441,2.4125,2.455,2.4338,-0.001064004,-0.8176214214177193,-0.06815243382054952,-0.03356442671069931,-0.018480405653091437,8.124592878691142e-05
336,2.438,2.4167,2.4611,2.4389,0.001355403,-0.8034799705813978,0.10063815890964914,-0.027611616647333196,-0.03174372509000682,2.7473941795151183e-06
337,2.4373,2.4154,2.4588,2.4371,-0.000287121,-0.8107914456029359,-0.013997094113277972,-0.027722696074280188,-0.02920184117925433,1.913159250378306e-06
338,2.4344,2.4125,2.4613,2.4369,-0.001189841,-0.8149642354451405,-0.07700840963015158,-0.03146467092259114,-0.0371389922216943,5.589804674489364e-06
339,2.4299,2.3998,2.4596,2.4297,-0.001848505,-0.8412662243260307,-0.12269867837909192,-0.046867963326967244,-0.041891635631575094,1.2364074283089756e-05
340,2.4236,2.4,2.4529,2.4264,-0.002592699,-0.8577334592975561,-0.17450813794329362,-0.0360865739048441,-0.040653913649219706,-7.243938545651216e-05
341,2.43,2.4038,2.45,2.4269,0.0026407,-0.8459107058867819,0.190904725315966,-0.03343306264003315,-0.027676801543666186,3.5926205093304367e-06
342,2.4269,2.405,2.4488,2.4269,-0.00127572,-0.8520445241236061,-0.08258174614411358,-0.02815179648449723,-0.029673442485978852,2.136497323968846e-06
343,2.428,2.4041,2.455,2.4296,0.000453253,-0.8417131575960237,0.03805919712703214,-0.03461743649429411,-0.03767710153522645,8.755745698476683e-05
344,2.4325,2.4096,2.4575,2.4336,0.001853377,-0.8243191410673081,0.13565493577324725,-0.031451415247984504,-0.03479020328071285,8.565762559433845e-05
345,2.43,2.4088,2.4538,2.4313,-0.001027749,-0.835759806075858,-0.06545031639541261,-0.028237345675213136,-0.032480803735664796,3.0438153773247115e-06
346,2.4175,2.395,2.44,2.4175,-0.005144033,-0.8922056278086004,-0.35231007250768853,-0.030042003179511615,-0.030132401543145938,2.7012130408241922e-06
347,2.4209,2.4038,2.445,2.4244,0.001406412,-0.863259007453749,0.10486091490682055,-0.021466083731859823,-0.032899939229161165,9.416029594042988e-07
348,2.47,2.4033,2.4467,2.425,0.020281713,-0.7981893779419362,1.4226723339436669,-0.06842450805062644,0.03140129580342817,-1.2418966974560782e-06
349,2.4278,2.3975,2.45,2.4238,-0.01708502,-0.8728753195186858,-1.1865206777538475,-0.044001699266130234,-0.028849166593544907,8.711900863358582e-05
350,2.4416,2.4134,2.46,2.4367,0.005684158,-0.803044301403931,0.402999363503736,-0.035221004190510496,-0.025834104403876835,3.840827221402811e-06
351,2.4445,2.4238,2.4625,2.4431,0.001187746,-0.7846486847257239,0.08872235357601549,-0.023219527973532498,-0.024048764940054524,-8.175761213855456e-05
352,2.4684,2.4588,2.5013,2.48,0.009777051,-0.6450234385179936,0.6870158402264114,-0.013900490380899192,-0.04644097639067683,-7.762572898204387e-05
353,2.5152,2.4725,2.53,2.5013,0.01895965,-0.528749581224579,1.3271788244160672,-0.05463745872847364,-0.02332621688558727,9.131134954467693e-05
354,2.5261,2.4841,2.54,2.5121,0.004333651,-0.4974957069549415,0.30527831563521934,-0.05461395421341825,-0.020104561790716558,8.949445219810318e-05
355,2.5243,2.4879,2.5313,2.5096,-0.000712561,-0.5105240077635695,-0.04703074949352519,-0.041450103678842554,-0.00871321351405423,5.135632983553143e-07
356,2.5256,2.4929,2.5363,2.5146,0.000514994,-0.49346699690189233,0.0384999480787057,-0.037718652171598366,-0.014084031724971125,9.300619796768564e-07
357,2.5307,2.5016,2.545,2.5233,0.002019322,-0.4614830890857551,0.14319417506894638,-0.03403533869991232,-0.01934886639098692,1.3517782624603917e-06
358,2.5224,2.4916,2.5363,2.5139,-0.003279725,-0.501584374769477,-0.2264594524096955,-0.03724103043766552,-0.018203814112336892,-7.881644794347406e-05
359,2.5076,2.4825,2.5275,2.505,-0.005867428,-0.5446851816782594,-0.4067360102597187,-0.03228626344325075,-0.02638755344113224,2.4148660877863285e-06
360,2.493,2.4666,2.5113,2.4889,-0.0058223,-0.6066462116906202,-0.402880687698274,-0.03341061198099865,-0.024087308004344044,-7.853410719003048e-05
361,2.5016,2.4759,2.5238,2.4998,0.003449659,-0.5585922194265134,0.2441677016210584,-0.03372375692750168,-0.031002881758807766,-7.576634857573336e-05
362,2.5035,2.4788,2.5225,2.5006,0.000759514,-0.556454938047759,0.05625343984176332,-0.030258198666539064,-0.025816362587819653,-7.871187690453493e-05
363,2.5078,2.4784,2.5313,2.5048,0.001717595,-0.5390329357016306,0.12298010315562609,-0.04083951272555669,-0.03302394862810813,-7.27610075867737e-05
364,2.5077,2.4788,2.5388,2.5088,-3.99e-05,-0.5287756513912587,0.00010017135283800493,-0.04531431711568151,-0.044117759134370035,1.2711357729312346e-05
365,2.4967,2.4766,2.5296,2.5031,-0.00438649,-0.5599199068583101,-0.3031618349334462,-0.03268031030306323,-0.0455477352562013,8.486482883341785e-06
366,2.5102,2.4809,2.5288,2.5048,0.005407137,-0.5337564519872231,0.38062266347159607,-0.036933893509472904,-0.02617177486679938,-7.600371499825084e-05
367,2.5059,2.4825,2.5263,2.5044,-0.001713011,-0.5448732417339901,-0.11657529761889616,-0.029341805812634406,-0.027513988262472245,1.9699097133738866e-06
368,2.512,2.4891,2.5338,2.5114,0.002434255,-0.5147630580934912,0.1727468809154769,-0.028951923580776865,-0.03005544015378674,-7.776215280827967e-05
369,2.5183,2.485,2.52,2.5025,0.002507962,-0.5349304827966179,0.17817995700990955,-0.032453600011187855,-0.0009631922349675913,-4.814575625932314e-06
370,2.5223,2.4846,2.53,2.5073,0.001588373,-0.5175050934491541,0.11375826954661775,-0.04377791267576686,-0.01014842067671089,1.8924006808483177e-06
371,2.5235,2.4896,2.5363,2.5129,0.000475756,-0.5005122306692957,0.03583883088357928,-0.041121100381035836,-0.017282679449261585,-7.75309188056674e-05
372,2.5516,2.505,2.5675,2.5363,0.011135328,-0.39531593680345445,0.7791985435769206,-0.06256391189777227,-0.024309045436330435,9.397263318236074e-05
373,2.5376,2.5046,2.54,2.5223,-0.005486753,-0.4635209142582486,-0.3810139515017621,-0.033322463627902754,-0.0009875301502258347,-4.936553535483022e-06
374,2.5255,2.495,2.5438,2.5194,-0.004768285,-0.48350977021280706,-0.33063835913786827,-0.03985218990835143,-0.024577258121420576,4.5819436096615e-06
375,2.5266,2.4954,2.5488,2.5221,0.000435557,-0.47034473320598913,0.03267016830443567,-0.0429798728864243,-0.031097158443814932,7.965787987696905e-06
376,2.5308,2.4996,2.55,2.5248,0.001662313,-0.45723345017336037,0.11820946859029494,-0.040802983431878326,-0.026778458939068762,5.961831682800102e-06
377,2.5409,2.5038,2.55,2.5269,0.003990833,-0.4392081493951423,0.28067232629467254,-0.04336977067293096,-0.012489304685414693,2.6289725989734684e-06
378,2.5556,2.5041,2.5525,2.5283,0.005785352,-0.4191458772696226,0.40584114359699774,-0.05849399120006055,0.004311051440609903,2.8755376611187337e-06
379,2.5256,2.5084,2.5625,2.5354,-0.011738926,-0.4414098773003907,-0.8180379870805239,-0.031404720517487605,-0.05033977242955827,-7.149310335627843e-05
380,2.5353,2.5091,2.555,2.5321,0.003840672,-0.4295500690169689,0.27003038953435937,-0.03265301237779589,-0.027416599557013966,8.40696564170749e-05
381,2.5455,2.5104,2.5563,2.5333,0.004023193,-0.41558760108773285,0.28265877854578936,-0.04122851951273282,-0.01484340072820749,-7.800778121389482e-05
382,2.5541,2.5125,2.5638,2.5381,0.003378511,-0.3933979368831064,0.2374005498995862,-0.051178942759145085,-0.013648400151885332,-7.49342923638032e-05
383,2.5529,2.5221,2.5625,2.5423,-0.000469833,-0.3852483354513101,-0.031506501542892515,-0.03388047715624748,-0.012171646374361123,-1.011761698620682e-06
384,2.5484,2.5188,2.56,2.5394,-0.001762701,-0.3992965136316027,-0.12165455718945838,-0.033430869903459726,-0.01489451755109399,-4.1494076416977854e-07
385,2.5572,2.5234,2.5713,2.5473,0.003453147,-0.3630252732165893,0.2422440363768999,-0.04133522992392086,-0.019588512203057063,-7.653542266547927e-05
386,2.57,2.5363,2.5888,2.5625,0.005005475,-0.3041592155107029,0.3499960010694805,-0.044084721949598504,-0.02678243142058494,-7.327043398295172e-05
387,2.5787,2.5413,2.5838,2.5625,0.003385214,-0.2968296577423306,0.23677738475162935,-0.04111799610830186,-0.006456205978475671,-8.060562389442436e-05
388,2.5761,2.5275,2.58,2.5538,-0.00100826,-0.328830152767404,-0.06969141995035878,-0.05916386978663185,-0.005069072275592878,8.623766994222495e-05
389,2.5996,2.5609,2.615,2.5879,0.009122317,-0.1964805746416456,0.6363420700334245,-0.04937702372240599,-0.02263454580060258,-7.242217910416923e-05
390,2.6444,2.6003,2.6525,2.6264,0.017233421,-0.03195348990942115,1.2010330744305717,-0.0521494325548541,-0.013228839482258215,6.807928538489029e-06
391,2.6554,2.6084,2.6463,2.6273,0.004159734,-0.028583978794015863,0.2879013406407869,-0.046918169758683737,0.01383195066945615,-8.464910157865899e-05
392,2.6865,2.6366,2.6975,2.6671,0.011711983,0.12569371539667706,0.8136267917912097,-0.06407709843421155,-0.01735992667858226,9.25849972939439e-05
393,2.709,2.67,2.7163,2.6931,0.008375209,0.2225072696694408,0.5794575565310675,-0.044092878121461954,-0.010504540580468947,-7.787193836048442e-05
394,2.709,2.6779,2.7163,2.6971,0.0,0.2276863659856989,-0.005585837979499991,-0.03215335944890002,-0.008846046902200078,-2.3965872004474073e-06
395,2.7458,2.7359,2.7934,2.7646,0.013584348,0.47467580088079586,0.9403111991708881,-0.022688696708394077,-0.06889073482820289,-6.71081352521021e-05
396,2.7501,2.7088,2.7663,2.7375,0.001566028,0.38920889841820383,0.10198902567758664,-0.054488459001324985,-0.02311363490885614,-7.07282465081995e-05
397,2.7143,2.6716,2.7271,2.6994,-0.013017708,0.22937273606456898,-0.914799553944085,-0.05637541515248573,-0.016380721957109535,8.82250391634152e-05
398,2.692,2.6641,2.7163,2.6902,-0.008215746,0.1839917192604954,-0.5789542581822554,-0.039374818253965216,-0.03290378426491229,6.988102338368697e-06
399,2.7186,2.6754,2.7284,2.7019,0.009881129,0.2591206507582893,0.684233431807057,-0.052410875377508714,-0.01478288176516922,7.052371376016033e-06
400,2.7117,2.6984,2.7521,2.7253,-0.002538071,0.31175695605623055,-0.183900425537739,-0.025481920284863017,-0.056462407993724414,9.033176701558435e-05
401,2.7333,2.7004,2.7588,2.7296,0.007965483,0.3541580923236669,0.5493148093617396,-0.04624583895257456,-0.0371202855794102,1.1652163043130805e-05
402,2.7266,2.7029,2.75,2.7264,-0.002451249,0.3299975182213313,-0.1779880774449426,-0.031074836243789986,-0.0319235957504556,-7.644560217176985e-05
403,2.7855,2.7721,2.8275,2.7998,0.021601995,0.6243220127764832,1.4986345623327981,-0.02352128474497656,-0.061853795963522404,1.2159386732847145e-05
404,2.8235,2.8038,2.85,2.8269,0.013642075,0.7358526000307304,0.9414613541654884,-0.024255960079558162,-0.03826664974094522,4.791043797492768e-06
405,2.8646,2.8591,2.9063,2.8827,0.014556402,0.9424054858439135,1.0029363737907968,-0.010921997004138932,-0.0599007171173294,6.876457825622885e-06
406,2.9197,2.8641,2.9159,2.89,0.019234797,1.0220799925304025,1.329003571503127,-0.06166720721779034,0.0032983443536882097,5.544180680129109e-06
407,2.9217,2.9259,2.9713,2.9486,0.000685002,1.1830490564998364,0.03134638682596476,-0.0017871281227538928,-0.06917226109513712,5.8152654072394575e-06
408,3.0028,2.9825,3.04,3.0113,0.027757812,1.469960374264609,1.9190931713101527,-0.029978912152784646,-0.05607450979947219,9.389993157940071e-05
409,2.9972,2.9629,3.0163,2.9896,-0.001864926,1.3769857972003319,-0.1487860876841039,-0.044389201864719785,-0.026500093757114974,7.5433722435356635e-06
410,2.9819,2.9566,3.0038,2.9802,-0.005104764,1.3315071927417321,-0.3745880524580584,-0.031981435754746046,-0.029542245206627227,3.948327678827503e-06
411,2.9475,2.92,2.9638,2.9419,-0.011536269,1.179067085299943,-0.8220643376698902,-0.03274329278721949,-0.020564369379000125,1.05199006197413e-06
412,2.9488,2.905,2.9513,2.9281,0.000441052,1.1489847514904863,0.014890994887463774,-0.04874310683076327,-0.0027772197864659896,-7.87531689281131e-05
413,2.9771,2.9459,2.9875,2.9667,0.009597124,1.2983482663111356,0.6526669184633751,-0.03217145022553719,-0.014707933771006366,3.0947830900277673e-07
414,3.0255,2.97,3.0238,2.9969,0.016257432,1.4407812384665561,1.116334335200948,-0.06285229378591789,0.0005334854247788902,6.773234325653056e-06
415,3.0115,2.9767,3.0356,3.0061,-0.004627334,1.4378889935861796,-0.34241716565307495,-0.04885452080389946,-0.033627889574382716,-6.947904790230905e-05
416,3.1107,3.12,3.1763,3.1481,0.032940395,1.9859086614600994,2.2751396614255905,0.0004709777651326595,-0.09663902372541115,-6.508670394709168e-05
417,3.2049,3.0963,3.1888,3.1425,0.030282573,2.060150908268655,2.089108948070314,-0.137758104491763,0.01596877415919402,-5.144733465887082e-05
418,3.26,3.255,3.3213,3.2881,0.017192424,2.535531605649753,1.1690862929944892,-0.021375796476751533,-0.08943641728992584,-6.0387120800452686e-05
419,3.2635,3.2146,3.2829,3.2488,0.00107362,2.409717496795471,0.04487049211171559,-0.06707108029266567,-0.02854963639210566,9.721019014621393e-05
420,3.2432,3.2181,3.2696,3.2439,-0.006220316,2.3694629691276106,-0.4641935544354321,-0.03375415299704193,-0.036153047848559924,8.74919661566729e-05
421,3.2407,3.1875,3.2463,3.2169,-0.000770844,2.291395829540212,-0.08259140128042873,-0.06518792689109726,-0.008067064277560255,9.530107214295959e-06
422,3.2022,3.1738,3.225,3.1994,-0.011880149,2.1928455115913597,-0.8575004962608246,-0.037607379609970015,-0.030317271537259983,6.0494592582181276e-06
423,3.1612,3.1475,3.19,3.1688,-0.012803697,2.0609358785455854,-0.9205693021762089,-0.017817069041070114,-0.037979468596932395,8.201590314962462e-05
424,3.175,3.1669,3.2225,3.1947,0.004365431,2.1648390695670496,0.2773904034337558,-0.019070979346050124,-0.06752577952620124,1.1876863071936618e-05
425,3.2586,3.2488,3.3161,3.2824,0.026330709,2.5244476652550834,1.8074902342414574,-0.025587768210361298,-0.08529859379668507,-5.9665731811019605e-05
426,3.2954,3.2759,3.3363,3.3061,0.011293193,2.619058842213084,0.7561857738044894,-0.03199755591849346,-0.05948609753458771,1.4473811986516018e-05
427,3.2998,3.3,3.36,3.33,0.001335195,2.686363932860905,0.0598331219046141,-0.013867422221373885,-0.08542744009828289,1.553638589315657e-05
428,3.4682,3.4421,3.5025,3.4723,0.051033396,3.313101242913433,3.5240432773798633,-0.03288604978305382,-0.05516029036832619,1.5963630407146247e-05
429,3.4422,3.3921,3.4416,3.4169,-0.007496684,3.0772729436863475,-0.5612001383976281,-0.05595221576265191,0.002215057121155839,8.36698197417505e-05
430,3.4955,3.4813,3.5513,3.5163,0.015484283,3.442412995998298,1.0396071974197836,-0.03200966633481367,-0.0818202269189388,2.1819436683912875e-05
431,3.5315,3.4834,3.5329,3.5081,0.010298956,3.449714356826666,0.6775303351767952,-0.0515430692830538,-0.0027901292652817043,-7.643550864531076e-05
432,3.4272,3.3691,3.4225,3.3958,-0.029534192,2.9827461681302605,-2.099311104977537,-0.06904509031128109,0.010457312663068884,3.805105966115753e-06
433,3.3422,3.285,3.3388,3.3119,-0.024801587,2.654072267897458,-1.7650687910052871,-0.0682076190226279,0.008012470283816641,4.419678612666934e-06
434,3.3397,3.3075,3.3575,3.3325,-0.00074801,2.731528635746514,-0.08602529382106382,-0.03858489098791623,-0.024576777673354356,5.452861066480387e-06
435,3.3667,3.3238,3.3838,3.3538,0.008084558,2.8281902446146994,0.529824430414188,-0.05446172959241807,-0.02550168449099526,1.1805651341202185e-05
436,3.3907,3.3496,3.4175,3.3836,0.007128642,2.9392781749020056,0.461788974943328,-0.05802338753111996,-0.03972444045148697,9.799561721848352e-05
437,3.3985,3.3494,3.4169,3.3831,0.00230041,2.9418993506403694,0.1245674146400758,-0.06607614415752744,-0.027198529335650746,-6.453937114667593e-05
438,3.3482,3.3263,3.3763,3.3513,-0.014800647,2.7845564096768545,-1.06816721083525,-0.030291622465525362,-0.037348835874280215,5.681099915189981e-06
439,3.33,3.3229,3.3775,3.3502,-0.005435757,2.770687611442124,-0.4139922766896117,-0.018004441042872524,-0.06624242824332653,1.0757723751609695e-05
440,3.381,3.3659,3.4131,3.3895,0.010611269,2.950048048218205,0.7048328953487902,-0.018633928521731128,-0.04593856977445081,5.749060637573002e-06
441,3.3772,3.3713,3.4129,3.3921,-0.001123928,2.9447843412632704,-0.11477906430248862,-0.007417353178534151,-0.049098716018221064,2.1339114366867654e-06
442,3.3934,3.3634,3.4056,3.3845,0.004796873,2.942916097241966,0.29887846619184777,-0.030343003690320006,-0.01674990623290955,5.763533310841132e-07
443,3.325,3.3108,3.3678,3.3393,-0.020156775,2.7218953441288285,-1.4416017124040743,-0.028280247200577816,-0.05797091112663337,1.0954882292658431e-05
444,3.2713,3.1733,3.2216,3.1975,-0.016150376,2.2519696414421997,-1.1561227542003751,-0.10319003830798196,0.07265126945845908,7.78377767589831e-05
445,3.1681,3.1616,3.2063,3.1839,-0.031547091,2.097933039076519,-2.2301453706398067,-0.014602639936461551,-0.049027187163812644,-7.802506855034605e-05
446,3.1972,3.1846,3.2338,3.2092,0.009185316,2.2334953109373803,0.6132894011197322,-0.018459268993927306,-0.05224354514174982,7.292010942428852e-06
447,3.1694,3.145,3.2025,3.1738,-0.008695108,2.0870433689260377,-0.633877740033897,-0.03769303396909257,-0.045766353120155354,9.156595094397349e-05
448,3.142,3.1316,3.1825,3.1571,-0.008645169,2.0105868161418936,-0.6295779609349722,-0.019832164933959177,-0.05567174636708354,8.834493109180033e-05
449,3.2086,3.2325,3.291,3.2618,0.02119669,2.4098657300332373,1.4500678873499222,0.012112873602279136,-0.1191012347221974,9.8431567776359e-05
450,3.2471,3.1929,3.2388,3.2158,0.011999003,2.304610021912316,0.8091893172580171,-0.055949760023518536,0.011003415440774277,-7.940345053978246e-05
451,3.2168,3.2063,3.2594,3.2328,-0.009331403,2.3082796483649215,-0.6808611939171291,-0.02122257136769873,-0.058687420083049655,-7.142709118055277e-05
452,3.2047,3.1715,3.2269,3.1992,-0.003761502,2.2010944639986736,-0.29053524253243473,-0.04407317451606935,-0.03082320103987306,8.923699542663179e-06
453,3.137,3.1278,3.1729,3.1503,-0.021125222,1.975909843735982,-1.5008491319466883,-0.016344125101081578,-0.04711245818057867,-7.7449501732584e-05
454,3.145,3.1188,3.1688,3.1438,0.002550207,1.983054211505861,0.15273697802610267,-0.03315631001158831,-0.033423695686572816,6.2003204337699805e-06
455,3.1293,3.1096,3.1625,3.1361,-0.004992051,1.9387212780851026,-0.37358226037161135,-0.029774547990132297,-0.045993231015314204,8.903686428076799e-05
456,3.1577,3.17,3.2175,3.1938,0.009075512,2.148714321830628,0.6064726002847787,0.006604283853595624,-0.08482620029397618,8.909801498926487e-05
457,3.2607,3.2596,3.3138,3.2867,0.032618678,2.544120347910342,2.2464330997090936,-0.00760514516157346,-0.07884604099298591,1.3080279137845742e-05
458,3.3,3.27,3.33,3.3,0.012052627,2.6061293603589206,0.8094183124706622,-0.041772334381472376,-0.04417877661214446,1.3242005019421334e-05
459,3.4161,3.3925,3.4425,3.4175,0.058861819,3.10553931757811,4.073158306458399,-0.02275387228484144,-0.04415157860246181,9.445184952628728e-06
460,3.3935,3.3913,3.4313,3.4113,-0.006615731,3.0134260925959033,-0.49913798146486976,-0.0033664027858446056,-0.051247860224712435,1.0884659385155607e-06
461,3.3827,3.3463,3.4125,3.3794,-0.003182555,2.9109402089738943,-0.2580913737225309,-0.053633906408654786,-0.04250656588051398,1.6098231018247623e-05
462,3.3504,3.345,3.4075,3.3763,-0.009548585,2.864782503714064,-0.7023295500135824,-0.022059023151505822,-0.07992980331851167,9.67699806196052e-05
463,3.3606,3.3338,3.3869,3.3603,0.003044413,2.8375701128498534,0.17763451487709297,-0.03491642768675479,-0.03726522072630671,-7.231586018738764e-05
464,3.3663,3.3475,3.405,3.3763,0.001696126,2.889321199203339,0.0828411061889599,-0.030239819284442585,-0.05498531288005952,9.264881371542447e-05
465,3.3618,3.334,3.3945,3.3643,-0.001336779,2.846949304047893,-0.128481042054504,-0.04133911877698976,-0.046387440262818866,9.370251387899134e-05
466,3.3587,3.3375,3.3956,3.3666,-0.000922125,2.8510315496199983,-0.0995896661819075,-0.033309821950001595,-0.052167783554470534,9.269547933745773e-05
467,3.3891,3.3588,3.4194,3.3891,0.009051121,2.955610375652599,0.5958458428557981,-0.042474523901272654,-0.04428731338656226,1.3466347548863701e-05
468,3.3496,3.3275,3.3688,3.3481,-0.011655012,2.779045216057705,-0.8483853656092886,-0.024280659409265663,-0.024466202886750877,-8.079244913992054e-05
469,3.3472,3.335,3.3859,3.3604,-0.000716503,2.821688269659129,-0.08492455920326712,-0.019831567932967423,-0.05410241866033032,-7.264827221062828e-05
470,3.3314,3.3163,3.3675,3.3419,-0.004720363,2.7480539012274594,-0.36373244717065395,-0.023368016557777153,-0.04998220732581564,7.691535851584809e-06
471,3.3655,3.3588,3.41,3.3844,0.010235937,2.9193428107107646,0.6789223716718401,-0.013300711110091738,-0.06369789724786794,9.285356641598276e-06
472,3.3845,3.3509,3.4063,3.3786,0.005645521,2.917302777366073,0.3584355994677699,-0.04260866185927131,-0.03145634471071683,9.38498106808442e-06
473,3.3705,3.3563,3.4075,3.3819,-0.004136505,2.905577730622083,-0.32472986290893197,-0.022272019916583067,-0.05132927425170357,7.807585482378733e-06
474,3.3934,3.3788,3.4213,3.4,0.006794244,2.990492480580418,0.4377838078725207,-0.01542726686052415,-0.039138793655920476,-7.827025259496875e-05
475,3.3702,3.3488,3.4013,3.375,-0.006836801,2.88281941848709,-0.5130467269767165,-0.030449877962626052,-0.04275380276060807,-7.274410729360878e-05
476,3.371,3.3513,3.4025,3.3769,0.000237375,2.8946995649723473,-0.019092140733697485,-0.027059165106872955,-0.04411936553686373,7.518823286890387e-06
477,3.394,3.3813,3.4275,3.4044,0.006822901,3.004034613834728,0.43961934673393444,-0.016049390053225424,-0.04736111995360619,5.084951822077279e-06
478,3.4291,3.4113,3.455,3.4331,0.01034178,3.126551141683551,0.6840405082458364,-0.018755472057711612,-0.036862595725624156,-7.755752212610287e-05
479,3.4277,3.41,3.455,3.4325,-0.00040827,3.1148428320547605,-0.06666392938328262,-0.02082071545591119,-0.03762368068225856,3.396969208392199e-06
480,3.4315,3.41,3.455,3.4325,0.001108615,3.1197855729487127,0.03924270121645369,-0.024296590600834726,-0.03245494742032799,3.1171991790266765e-06
481,3.4468,3.4169,3.4731,3.445,0.004458692,3.174524472333877,0.272630035051247,-0.03946385218656129,-0.03772648524457138,1.0223872283244652e-05
482,3.4964,3.5094,3.5633,3.5363,0.014390159,3.5018025842423377,0.9624302517919484,0.004943692686068698,-0.0960143866148138,-6.73844079248411e-05
483,3.5408,3.5138,3.5744,3.5441,0.012698776,3.567288929014575,0.8437165210208668,-0.03824050622879044,-0.04941565934628715,1.3972077560065833e-05
484,3.541,3.5006,3.5581,3.5294,5.65e-05,3.5139179251277692,-0.038617745282830004,-0.05063173527031711,-0.02434469956371248,9.05097444488199e-05
485,3.5031,3.4575,3.505,3.4813,-0.010703191,3.3256063745450817,-0.7879685747045247,-0.05040605547145044,-0.0007568438446195367,8.254565011991491e-05
486,3.4735,3.4419,3.5013,3.4716,-0.008449659,3.269512109727115,-0.6300164022911585,-0.04470947527039909,-0.038492596346593674,1.1581471975020498e-05
487,3.4577,3.415,3.4638,3.4394,-0.004548726,3.1616293326009153,-0.35628032029634793,-0.047925118588010907,-0.007522645141077744,3.424826104293323e-06
488,3.5106,3.5041,3.55,3.5271,0.015299187,3.48909896093196,1.0261575490430752,-0.008348980876229987,-0.05675309008791145,8.653798526683335e-05
489,3.5663,3.5294,3.5581,3.5438,0.015866234,3.59401069457415,1.0647350594511569,-0.02592086009930034,0.01167812291664334,7.181900447130832e-05
490,3.6015,3.5788,3.6238,3.6013,0.009870174,3.7944185913945265,0.6436026225927342,-0.023722615393451055,-0.03187817190613411,3.468284673925161e-06
491,3.6932,3.6513,3.7144,3.6828,0.025461613,4.138638974747561,1.728760640113529,-0.05219220307416478,-0.03372041113756334,-6.56601834274397e-05
492,3.6375,3.5979,3.6471,3.6225,-0.009719046,3.8773392460537703,-0.7254689625388094,-0.04510814780400535,-0.011868690689842466,3.71714884763822e-06
493,3.5894,3.5579,3.6113,3.5846,-0.013223368,3.714850291975713,-0.9684385290490558,-0.04070701634596324,-0.02910846700406604,7.196547285449419e-06
494,3.5815,3.5466,3.6025,3.5746,-0.002200925,3.6859946426071115,-0.1982443311376515,-0.04435293706438287,-0.02943879884330385,8.980719929743233e-05
495,3.5376,3.5259,3.5775,3.5517,-0.012257434,3.5670414582828176,-0.8993897565186129,-0.020442590760458127,-0.05445942793043339,7.885860367174792e-06
496,3.5844,3.5681,3.6169,3.5925,0.013229308,3.7541106659879127,0.878641437203693,-0.01974373107532385,-0.04698483722469997,6.875918115568459e-06
