0,1,2,3,4
0.499186011,0.499093384,0.499272205,0.499294583,-0.015245948
0.004413899,0.007942138,0.007287388,0.007611403,1.11700792
-0.030845584,-0.695360058,0.7159039,0.010573082,0.000409148
0.864123173,-0.313231195,-0.262955014,-0.287986907,0.003116251
-0.000113059,-0.407358195,-0.408004392,0.81527624,4.09E-06
