0,1,2,3,4
0.499920155,0.499937152,0.499952136,0.50006391,0.011252986
-0.003502256,-0.0066342,-0.00603337,-0.006335811,0.999933611
-0.487866171,0.746998243,-0.421481953,0.162265789,0.001732348
0.715579605,0.159959386,-0.636691853,-0.238702992,-0.001786547
-4.81E-05,-0.407952754,-0.408641541,0.816447572,7.64E-07
