,0,1,2,3,4,5,6,7,8,9,10,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
0,-0.1882282,0.023935355,0.009577168,0.05508317,0.2653775,-0.062173307,-0.011557191,0.05836951,-0.080898084,-0.003831878,-0.12130001,0.36504337802206105,-0.028788317741090814,0.4677328046726322,-0.18055803391473974,0.14483091914390125,0.165276066605366,-0.1581572867767982,0.4628811967291155,0.06611732120150836,-0.06640806645755139,-0.01608357996029077
1,-0.31957883,-0.013552614,0.023848437,0.05529025,0.51216286,-0.08191782,-0.021078762,0.1113923,-0.15698814,-0.010912001,-0.2417228,0.5528123646166493,-0.0552107038468392,0.9868125076403661,-0.2505597466041508,0.26371805341539956,0.3251388125811856,-0.20821257688804862,0.9053307969834681,0.06252813673945866,-0.15103397485087064,0.007743410850577191
2,-0.31959778,-0.022160813,0.019026395,0.07032478,0.487533,-0.122116715,-0.022162464,0.05644512,-0.153227,-0.010707319,-0.23956878,0.6206341661756468,-0.11778864986719761,0.9387695814697078,-0.29006725695608415,0.16694838967747877,0.3932592535578831,-0.2121726058295608,0.7910071094018437,0.04222308737931467,-0.17482799287151682,0.0008342579232410927
3,-0.43100244,-0.11808944,0.020889316,0.037591033,0.6944459,-0.14454593,-0.037806727,0.046521302,-0.23330499,-0.019372597,-0.3598679,0.7112730295704476,-0.12091298345193383,1.4361708132926145,-0.3656000164624653,0.15383728225491505,0.7062007042401506,-0.27376624924775234,1.0794173941705818,-0.018223883826744128,-0.26283375254010394,0.020796719245466146
4,-0.43280143,-0.1477637,0.016517092,0.049666014,0.658614,-0.18575014,-0.03928476,-0.029624075,-0.22183692,-0.019681484,-0.3564862,0.7575377825249323,-0.2003809688634636,1.388472002319358,-0.41295200599123805,0.009089480459232992,0.8052319665516149,-0.25262180161938347,0.9266112353536278,-0.0629790271406246,-0.27950666849818023,0.028957861661703013
5,-0.43343115,-0.13951054,0.024528783,0.057471767,0.5543413,-0.20177971,-0.041327946,-0.019215554,-0.24195994,-0.021550402,-0.3575806,0.8193841617259958,-0.08299919479596005,1.2912746264604538,-0.3752018955547002,-0.03391982896367593,0.7026562645791058,-0.132579827623806,0.7887457169590758,-0.08248071249309659,-0.2865333114450416,0.01420965956003141
6,-0.43294662,-0.11364885,0.02814035,0.08581846,0.51903665,-0.22037779,-0.040330917,-0.006154308,-0.23878016,-0.021771505,-0.35597113,0.9030033612418092,-0.07079296567387239,1.2181424411776187,-0.37995930719954585,-0.025628682126537853,0.6184916195080803,-0.10463137603507655,0.7572243811367873,-0.08109391541167567,-0.2962724161978649,0.019873066309130473
7,-0.43166715,-0.19775693,0.006363021,0.010405116,0.24167104,-0.16943236,-0.03990738,0.045129053,-0.23411249,-0.021381408,-0.35650763,0.658425066396438,0.43697847709901266,0.8569590233656794,-0.3019772563175326,-0.21872986386275617,0.59106753037294,0.07909741456210906,0.5207848851158474,-0.22184475215118946,-0.20345379701983837,0.004628645883305867
8,-0.42925805,-0.059850723,0.04607186,0.15052675,0.20497796,-0.27670673,-0.04088811,0.050758064,-0.23443776,-0.021225646,-0.3527147,1.1254970141893803,0.2248340013138132,0.7861294932597996,-0.33352698198664,-0.11744091947119176,0.2343995552500484,0.20636474315218856,0.415519154365195,-0.17080237629177733,-0.286797705636062,0.012531855520901879
9,-0.5263547,-0.16507295,0.03167805,0.09750964,0.22940964,-0.28721875,-0.05914384,0.12169576,-0.30458635,-0.029728085,-0.4714036,1.137845018156291,0.5779756263950361,0.9747464566134362,-0.392459120648486,-0.175743076874972,0.4200874539695606,0.21372140587714566,0.5976000836378506,-0.3068065288798287,-0.3498848277371771,0.007813381501404586
