time,price,settle,per,jc,gse,iv,cjl,cje,ccl,y1,y2,y3,y4,y5,y6,y7
1502,-0.31860954,-0.0985754,0.01327832,0.074018404,-0.17807615,0.10825917,-0.18654081,-0.008357987,-0.2792742,1.6100433408563009,-0.35173964278784653,-0.17018151565565953,-0.8401875613305089,1.523794828408452,-0.2712827580680405,-0.3922157136967196
1503,-0.13953353,0.009628724,0.042911112,0.18251613,-0.2735689,0.28032032,-0.2715351,-0.010875233,-0.41275004,2.4098141436793865,0.821840392480339,0.8612957236746099,0.39825129360972916,3.8014775307652346,-0.3374639217989771,-0.5391163849234342
1504,0.52493495,0.3365466,0.004471883,0.15495348,-0.012553994,0.3619268,-0.325444,-0.007096425,-0.4450153,1.524587546064315,-1.0366393314224478,3.286980328593689,1.6345404527588017,0.42408013933037353,-0.14633103917691773,-0.97437921485849
1505,0.14533745,0.043490212,-0.001288173,-0.06387666,0.11126493,0.1269924,-0.041965008,0.00469698,-0.06493137,-0.48627329986615503,-0.7300627652118454,1.1559776042346903,0.08043341374076197,-0.25374135317115737,-0.33063081002907757,-0.04936621060411733
1506,0.066449694,0.14268298,-0.015530714,-0.20060197,0.4104661,0.9130755,-0.20037445,0.005609479,-0.2959427,-1.1655374031413328,-2.8489999690154453,5.757252789336565,-1.9724984396561134,0.7397605660848823,-0.20716780203265248,-0.01054453250635376
1507,-0.24935836,-0.014824694,0.008873085,0.07937446,-0.11182726,0.20558,-0.11835617,-0.002216674,-0.18206581,1.1411795942874188,-0.1827288772276039,0.7415790474083565,-0.9620309156449939,1.079107785324146,-0.06356009013282944,-0.3177521201152843
1508,-0.620162,0.407759,-0.000294039,0.2455727,0.077590026,0.36687192,-0.17273489,0.007409126,-0.26406208,2.3300742838745885,-0.002379098151023884,2.8312617915413574,-1.893793071736869,-0.0017534376570048082,0.3183123517789957,1.4747813282820759
1509,-0.2115076,-0.1319191,0.0036746,-0.058524966,-0.000137394,0.057095975,-0.08092563,-0.004325308,-0.07212437,0.13896854512887005,-0.8171956217328904,-0.23942906385011567,-0.8253018929147705,0.60596009288136,-0.147716984613653,-0.021733700697330702
1510,-0.17039269,-0.13935517,0.001314272,-0.06551553,0.001116338,-0.001517631,-0.0833451,-0.005182281,-0.09392112,0.1370014445041799,-0.9637368704611753,-0.5032512253970709,-0.6384794510595265,0.32099571585175507,-0.2439051740968293,-0.06385601582388947
1511,-0.050576694,-0.04896541,0.003151745,-0.022471432,-0.00098003,0.002127448,-0.04521478,-0.001794696,-0.06998852,0.1408637510266479,-0.5227948936912143,-0.11423333880888745,-0.16827731212695968,0.11991748385999074,-0.20111210605075375,-0.07049765233685218
1512,-0.052399013,-0.06972015,-0.012740114,-0.09522651,0.09732919,0.06229382,-0.039577343,-0.000372946,-0.04404648,-0.44227354272062,-1.4325994606604922,0.337613561771244,-0.8042052300707334,-0.7978083877022376,-0.15652955706586755,-0.1339598345585134
1601,-1.1710624,-0.29277205,-0.020387344,-0.041114338,-0.11001569,0.2265361,-0.2406053,-0.011142537,-0.34882173,1.9233454411005035,-2.3931872436244395,-0.5411473652306796,-4.764958327832963,0.3915177294582481,-0.10150242549404474,0.1298717446492635
1602,-0.13298336,-0.040556505,0.003206313,-0.01632401,0.000750775,0.019380348,-0.04875996,-0.001207899,-0.07334372,0.2585623698597416,-0.486535068293651,-0.06247236073773038,-0.43039419669565654,0.17633368264448168,-0.17347657864255045,0.07601756404805801
1603,-0.35807994,-0.16295111,0.012099388,-0.03286148,-0.066644356,0.046757013,-0.07510467,-0.003629036,-0.028196182,0.4041028044552993,-0.2398761826153002,-0.6252592640738717,-1.0737347126063792,1.2491986109561335,-0.06926335411150905,0.10620368568287258
1604,-0.11123316,-0.07593599,0.00424985,-0.029492099,-0.008251337,-0.026669191,-0.03808809,-0.000795148,-0.009050618,0.0543725126300235,-0.37784521377701874,-0.4038107448695605,-0.3180280959613305,0.16620145438003492,-0.13694572324246543,0.02368393322909204
1605,-0.122377746,-0.062782586,0.001622841,-0.015912723,-0.021150736,-0.041990735,-0.043868475,-0.002037786,-0.069852546,0.29058371673737143,-0.5182028561980209,-0.44311672610482455,-0.3461017021001925,-0.03408478640364504,-0.20328875500336874,-0.015618712489130299
1606,-0.122169636,-0.07479133,0.000898416,-0.018250056,-0.025801608,-0.045954287,-0.04210639,-0.0014726,0.014357997,0.12662049259660657,-0.4562057303685395,-0.5194713411265999,-0.40069178976469483,-0.10249903641017338,-0.01768709166954733,-0.0738386794731031
1607,-0.20691563,-0.1559538,-0.002837487,-0.058288336,-0.02749105,-0.08357811,-0.06511028,-0.005465403,0.037093565,0.049073372398631555,-0.8951332719016893,-1.0490889207448069,-0.7408357608650614,-0.15659425951556066,0.0758920524799881,-0.1160569429756225
1608,-0.07955626,-0.075553924,-0.001444073,-0.044721454,0.011725394,-0.021588333,-0.024122542,-0.00075921,0.068503216,-0.22102745650355263,-0.5837262982640793,-0.33062580769685734,-0.4182293037615834,-0.2489688455297127,0.08274517105618995,-0.08269331817692216
1609,-0.15303816,0.04324841,0.00251061,0.07839008,-0.09170949,-0.033985324,-0.040291898,-0.000802029,-0.06401727,0.9060948188948943,-0.012168365304192519,-0.19883339239347367,-0.29216014128212675,-0.1994620563390965,0.041326471351381254,-0.04017894438693549
1610,-0.093630455,-0.07540773,0.005544337,-0.011831645,-0.03775481,-0.049370922,-0.019711856,-0.000942245,0.028414277,0.08324917832440554,-0.1710370725492688,-0.557901747624166,-0.2035928689538426,0.16704403814137286,-0.03592150373418459,-0.06640966309387854
1611,-0.29703623,-0.2239881,0.014270728,0.017076764,-0.19728893,-0.15927415,-0.007703386,-0.011064887,-0.0018188,0.7687094885238185,0.07545184817675504,-2.047903951066561,-0.46171153041187946,1.0608097227038649,0.09924066490934692,-0.30081024985577337
1612,-0.2537001,-0.016715415,0.006679953,0.10020362,-0.16518645,-0.093361154,-0.036626756,-0.001835167,-0.03406415,1.1436563639976736,0.31074946343403936,-0.8619868841306926,-0.44675924947759516,0.10082861900075796,0.0804338793341024,-0.10382422264206226
1701,-0.08250394,-0.07706597,-0.01633684,-0.018664509,-0.03022098,-0.062323183,-0.030710898,-0.001933269,-0.01631823,0.11616639298179582,-1.15022098102438,-0.4528786117576967,-0.765876102800295,-1.3349429405350164,0.015526751979784028,-0.5150502157352275
1702,-0.06954268,-0.074250564,0.002003697,-0.020704087,-0.026273591,-0.07737051,-0.04453104,-0.003663428,-0.070150144,0.2538573677209856,-0.567668602845542,-0.6410170136094009,-0.10131215394709865,-0.06192891230477898,-0.21059057557935276,-0.09270763406684213
1704,-0.20153214,-0.056466617,0.002684145,0.025280003,-0.08726705,-0.120311424,-0.09127024,-0.005569302,-0.107378304,0.8864456004732628,-0.4657767176467745,-0.988777753781922,-0.2929403916984099,-0.033495384060024835,-0.1433210430848125,0.0016322040039493668
1705,-0.049483307,-0.06871399,0.005987919,-0.0187741,-0.02397413,-0.06567095,-0.031122692,-0.002422743,-0.06280205,0.18801432706014762,-0.33823766075869954,-0.5597914322008982,0.030836339191571874,0.18563574426370688,-0.2569000041328637,-0.03731431248240347
1706,-0.089225255,-0.14070922,-0.00199738,-0.024812777,-0.07260275,-0.10564333,0.05245211,-0.00517495,0.23367634,-0.32357675581149203,-0.32576285298882407,-1.1682756008560915,-0.42455425210617886,-0.37128366557300396,0.6076931296880586,-0.42945084842445713
1707,-0.14707954,0.016301926,0.02982324,0.16700073,-0.26485398,0.017112615,0.1965873,0.004064273,0.4147432,0.33888988557072164,2.5029795662973933,-0.5287304785755388,0.011109228143624209,1.4698880763951412,1.1204036580784429,-0.29537280453826686
