time,price,settle,per,jc,gse,iv,cjl,cje,ccl,y1,y2,y3,y4,y5,y6,y7
1708,0.012198973,-0.14067633,0.008012695,-0.041517247,-0.04923953,-0.092891574,0.06629567,-0.004278004,0.19883324,-0.5171297329073246,-0.0004918995984992125,-1.0393505065040645,0.12495591030587756,0.2910610782267587,0.357896879781301,-0.3104012270369028
1709,-0.002308493,-0.067664064,-0.005869423,-0.012086947,-0.03389474,-0.06729811,-0.019939307,-0.001136791,-0.056445844,0.1150373664236182,-0.704837975858797,-0.4299602784085782,-0.21345096486003357,-0.6967448217382963,-0.21107537258211814,-0.416441070456699
1710,0.0347289,-0.21274504,0.00412917,-0.00146813,-0.1539803,-0.20799486,0.31547529,-0.002004407,0.25986838,-0.7226799150421918,0.6779617220368823,-1.8772675363790272,-0.025890265446210675,-0.372517209387341,0.34740090094330256,-0.8007377778770015
1711,0.20406413,-0.3096104,0.019638035,-0.24239974,0.12699774,-0.06312315,0.08618651,-0.013438538,0.4824611,-2.3379663247779883,-0.5395169377520267,-1.404120111710538,0.8161865072724377,1.5808519010575204,0.8753881661283768,-0.06414930164280486
1712,-0.022495657,0.08887114,0.015830006,0.17045082,-0.20351613,-0.018390154,-0.09191781,-0.002090715,-0.1686935,1.5995300872882856,0.6792748024004953,-0.04401600992814102,0.5288151267410136,0.6587044190617333,-0.11315791301796478,-0.3969122612015907
1801,0.6019659,-0.32830063,0.007723732,-0.31696412,0.22820373,0.08032791,0.16010597,0.006141208,0.31964502,-3.5496949186882283,-0.7463728730092454,0.19467361721988133,0.9593556937354207,0.5829693025149205,-0.41531448321030207,-0.8361917161220106
1802,-0.047434468,0.1543027,0.007550891,0.15980656,-0.13601759,0.06433224,-0.088722244,-0.003295332,-0.13769081,1.481741044252481,0.21639655092031002,0.5962627824369082,0.17933354396389162,0.20257381819719306,0.22196975552158635,-0.25401169962086556
1803,-0.0981217,-0.001404615,0.009821665,0.018654611,-0.040228896,0.113358185,-0.14471145,-0.006461598,-0.0784323,0.6527122554456797,-0.4758168952248094,0.37531015564592685,-0.17124957173609517,0.9340472019491715,0.16271993187808328,-0.10290876820002559
1804,-0.04650137,0.002314962,0.003387997,-0.013104692,0.01966517,0.020156706,-0.0686547,-0.00324256,-0.053925805,0.23028197427331676,-0.5781043266070462,0.09961623742801283,-0.05773788722734986,0.122049150598393,-0.015353105941284204,0.08020492693537559
1805,-0.09251946,0.10798374,0.000327278,0.10905923,-0.09145682,-0.011745994,-0.047035314,-0.000899244,-0.06943904,1.0419066984760244,-0.020082014439699536,0.15223143710821588,-0.11568486110075583,-0.44695643409940516,0.1664858893366217,-0.10693708229273122
1806,-0.34164184,-0.108208835,-0.009910158,-0.086808495,0.05968623,-0.20677592,-0.16562337,-0.010006979,-0.2531587,0.75598314074813,-1.851639167459415,-1.460306718152595,-0.7554358203120044,-0.7430514846531826,-0.5495904249612996,0.62291288022144
1807,-0.18419024,-0.04496384,-0.019024823,-0.031808328,0.007750991,-0.2660484,0.2424945,-0.008360297,0.112460375,-0.14704196930281496,-0.8581543782449557,-1.6554951084341658,-0.6723044861664793,-2.095794900188884,0.5227362089870528,0.18793722425453635
1808,-0.119927175,0.11354172,-0.001242376,0.10831186,-0.087014586,-0.005915036,-0.04788073,-0.000143774,-0.06941606,1.0563794310323327,-0.05684616263489656,0.20059143173797,-0.25264549023687566,-0.5527019647066849,0.16625504645639722,-0.06942840651174695
1809,-0.11942841,0.06031159,-0.006923384,0.029053155,-0.002079641,-0.23871554,-0.02597242,-0.006760098,-0.013546997,0.6694799308582071,-0.686210700734097,-1.1328104233916956,0.14710878159173857,-1.2803969013142156,0.2119746890971438,0.4153995422738549
1810,-0.32575566,0.2802181,0.008042273,0.28263232,-0.23204286,0.090823635,-0.08925207,0.003079873,-0.15160888,2.5061104061553388,1.0327241197805574,0.8560137488332585,-0.5720100757320404,0.02345817793929289,0.3694997792620119,0.07359392311221744
1811,-0.08176725,0.002975013,0.002540891,0.036778446,-0.054953665,-0.018694336,-0.04610725,-0.000881407,-0.07616754,0.5667064519728657,-0.23999518045108625,-0.1298223762565917,-0.17198211095839688,-0.09467156833418655,-0.1092203126646736,-0.11866692254161776
1812,-0.5182489,-0.102746904,-0.008990937,-0.015744898,-0.06543184,0.030996034,-0.06121017,-0.011309251,0.08563098,0.6740437496057265,-1.1222720020609045,-0.7372487265118567,-1.9248939918827037,-0.15981916241251298,0.8480297211807848,0.07812318777084909
1901,-0.30838186,0.056405697,0.020913694,0.11753519,-0.14783081,-0.3193423,0.12595797,-0.010175467,0.12488747,1.1861613385671348,1.1663910827849195,-2.188423370791515,0.49013163686618494,0.44448432259424137,0.6677055864885239,0.8884371975837432
1902,-0.015595483,-0.038350318,0.022255644,0.030721452,-0.08297442,0.07660818,0.7274546,0.05016256,0.28986183,-2.0078828713526904,4.109688487922987,0.7434743912453853,-0.9722575068316145,-0.05968147442072019,-1.297334598769828,0.023488861703711894
1903,-0.011271525,0.13786161,0.023486871,0.106888145,-0.07773995,-0.19334199,0.56881523,0.021539439,0.23793653,-0.5557038375695755,3.176760488436725,-0.6091368404958124,0.5448971486586128,-0.29929092357021597,-0.2274220096637772,0.7731007288347033
1904,0.38152292,-0.36344382,0.00312164,-0.6493985,0.7065519,0.40274528,0.6615439,-0.001564585,1.3948909,-7.742295720943254,-1.1273975293075618,1.2153148583425915,-0.7158993592260171,0.9658970841227712,2.6841597692667682,0.9169802700062767
1905,0.0332939,-0.06018152,0.003769574,-0.04852296,0.02802544,-0.02150974,-0.023360077,-0.001947492,-0.053868614,-0.15438359180141029,-0.567416774367115,-0.183310063941072,0.1239513581463877,0.08288176488738147,-0.25957124507783597,-0.06890999754506302
1906,0.1514861,-0.11571634,0.007521906,-0.05639937,-0.018928839,0.069642685,1.6562378,0.07618325,1.2786372,-5.942044323923534,6.6109155367940655,0.6487888942754486,-2.0954721848955815,-2.322862897309687,0.18661100000829092,-0.33923371903809263
1907,0.11440775,-0.07749204,-0.004765336,-0.14641121,0.16569817,-0.000774797,-0.02352426,0.000953414,0.05166073,-1.10338409151792,-1.1833513249346232,0.12925764906073292,0.0315728531256297,-0.5036662480779099,-0.22471040485505442,0.10749415295581452
1908,0.08870795,-0.072803624,0.003653951,-0.10522535,0.112358026,-0.038687587,-0.043681122,-0.003823184,-0.07529604,-0.4895479944254814,-0.9742306824521512,-0.19977129630534793,0.3795763103058815,0.10706223762433548,-0.3861698379320102,0.17783602292964396
1909,0.19109958,-0.06580779,-0.007138929,-0.1385222,0.16628857,-0.038505815,-0.10057348,-0.005605459,0.0668504,-0.950295075050246,-1.6202269798000968,-0.052724450844735815,0.4303787780913229,-0.6426883379469606,0.05782682581251392,-0.02542604568060433
1910,0.11304581,0.07131362,0.009405455,-0.012280103,0.068847306,-0.24845247,-0.08458625,-0.00556837,-0.098518044,0.34925519699259383,-0.4035536073589296,-0.9321582838063909,1.397935457482998,-0.2589678334789693,-0.33618340812385333,0.680567676942061
1911,0.005901881,-0.03477439,0.001055582,0.023134772,-0.06183224,-0.063058645,-0.039563186,-0.000720888,-0.065089196,0.3629335945596876,-0.311697587403991,-0.3710773402105194,0.058579403727579374,-0.28208744376068745,-0.21115259143615153,-0.34390326427092177
1912,0.35426524,-0.15805635,0.002371518,-0.19939965,0.18090108,-0.31253165,0.031411942,0.002207931,-0.037207425,-1.48636801323362,-0.9121150793068271,-1.408602411102363,1.4756142718871559,-0.7607764665750982,-1.1255678603027244,0.24157237426684586
2001,-0.01994139,-0.035093937,-0.002971015,-0.008586369,-0.017336404,0.03016437,0.24804679,0.014829133,0.074986555,-0.7026383855871304,0.5642986637609129,0.29601003822625005,-0.7529865334373594,-0.8323368048827391,-0.3728024380760632,-0.2804135534087626
2002,-0.091747925,0.26084834,0.008463027,0.23483135,-0.17106816,0.012734251,-0.09769618,-0.003881209,-0.13704042,2.0704617008522623,0.5582414302114511,0.5375640526807459,0.3884702664873894,-0.05001530437483803,0.43746405228335195,-0.015642852241658345
2003,-0.069165595,0.11001141,0.016725933,-0.13106796,0.30641052,-0.05000733,-0.06998138,0.001454003,-0.041424673,-0.5566696270371185,-0.4754936530435393,0.25545304268101676,0.7025292876711983,0.6242468251538911,-0.43647999550579003,1.9356438547866546
2004,0.028533123,0.010658506,0.010056581,0.031537253,-0.0444787,-0.31259546,1.8e-05,-0.011614054,0.103111945,0.42570462543094906,-0.012043306160004541,-1.804119184786729,1.1780011622876367,-0.2131994830204748,0.4343954135060636,0.34670728659222005
2005,0.05359079,-0.068512164,0.006048466,-0.06339352,0.04770024,-0.043931477,-0.04058917,-0.003072545,-0.069156416,-0.19924820397940138,-0.6285597840531862,-0.30740718116344745,0.32583223770396735,0.23301369803459043,-0.33622059517353897,0.04084115364740076
2006,0.2227368,-0.21270016,0.03891847,-0.13900954,0.046524785,-0.07646809,0.2250222,0.000503495,0.15125859,-1.5689905209981052,1.1631493277406157,-1.0269691266722802,1.3603970870923312,2.349540408791699,-0.46610807869951765,0.25577519829537176
2007,0.5968457,-0.2043395,0.014296261,-0.28756416,0.28007028,0.2002045,0.5170535,0.021547362,0.76000357,-4.824607727172787,1.1177994830499651,1.124444440612848,0.6103470916456938,0.4567407357476884,0.4068959103139128,-0.3613987620335649
2008,0.19075127,-0.056731753,-0.001920696,-0.1119816,0.12784526,0.000882633,-0.021071061,0.000143711,-0.054694794,-0.7935459008928794,-1.046284813271749,0.2375808371678275,0.37132470438896603,-0.3520100207695443,-0.4398631630166694,-0.08488950680973553
2010,0.1962463,-0.07558918,0.002387146,-0.15636595,0.17938724,0.015045768,-0.033911616,0.001727264,0.05414349,-1.261599068266666,-0.9520007544129563,0.259762869688697,0.44391839715631826,-0.018310013031988148,-0.32877867404247063,0.15120430324245404
2011,0.121165045,0.005279884,0.013339281,0.03610866,-0.058714785,-0.03128352,0.5018846,0.027521793,0.018654758,-0.9739965511715216,2.3025126511217886,0.27412431718788166,-0.00543582213003134,-0.421916547701133,-1.1355387211017718,-0.11526269239020559
2012,0.25806275,0.3326927,0.00507295,0.14825328,0.019344617,0.012452425,-0.014015912,-0.001647815,0.061558276,0.6516908307477121,0.3196078093003027,1.1533413498393585,1.3941179363611882,-0.6873358573774065,0.7184769816110004,0.21628045816469021
2101,0.83488834,-0.22231269,0.001255457,-0.45170087,0.52509433,0.040746845,-0.026034186,0.001155928,0.2314347,-4.196335178631331,-2.31403997482321,0.7691995207299224,2.0506161753429124,0.025842885441335395,-0.6555395938248115,0.07955109120681131
2102,0.4064408,0.21444173,0.001871711,-0.014069382,0.17795838,0.008349208,-0.081360675,-0.001526341,-0.03458565,-0.3169555083703976,-0.7363938638410257,1.1660893539086874,1.6450490020795958,-0.6426674227851092,0.027031990390387665,0.3172921060406691
2103,0.21521904,0.60139346,0.014077246,0.46923187,-0.26962247,-0.06567218,-0.09179216,0.005329594,-0.15797791,3.1219441991596675,2.071643191777738,1.3739014979304398,2.0365155412234266,-0.908111992459927,0.5102984087622766,-0.07421413086366513
2104,0.027905852,0.25299978,0.001110325,0.18082455,-0.095023125,-0.004248003,-0.04922627,-0.000730988,-0.06628879,1.3652122914511138,0.27408753650493084,0.669901353145518,0.4871611527776554,-0.7283284739929725,0.3985810237572137,-0.054519028458394764
2105,0.04653611,0.22396365,0.002772237,0.1648882,-0.09100725,-0.025231604,-0.048939772,-0.002212435,-0.06975616,1.2798116972902602,0.22218797653033645,0.47162713873352147,0.6110079925083215,-0.5837559346683254,0.3547501872033417,-0.06113403263741024
2106,0.07900423,0.5905618,0.002505101,0.40661156,-0.18771449,-0.02090156,-0.095435,0.000153091,-0.13765565,2.932876861197391,1.1455969038554144,1.4922865569476214,1.2944086362654725,-1.382227504629695,0.8442128500375562,0.17074610607715862
2107,0.06451963,0.42888,0.013176769,0.37127432,-0.266526,-0.035412535,-0.032038175,0.010783434,-0.17600223,2.548138193358099,1.9902522658445099,1.0356218634301237,1.0866510138910197,-0.6094347246822991,-0.003624063241045786,-0.1601414526262383
2108,-0.00127699,0.18798098,0.003801362,0.14820635,-0.09349786,-0.008229448,-0.04673188,-0.002470046,-0.06707537,1.218850246834195,0.1962627899735438,0.4029792141493127,0.40255001690044817,-0.3722633032663443,0.3345169233063283,-0.05788350188645536
2109,0.17272905,-0.07743224,-0.004549838,-0.12610961,0.13539043,-0.013705025,-0.035666965,0.000100039,0.009028105,-0.9440918013046542,-1.1732339655505555,0.09498197232282891,0.24486888169929427,-0.5216231475513191,-0.3049502706902318,-0.1026489151374742
2110,0.3656625,-0.15663294,0.001597646,-0.29327428,0.33549646,-0.027096337,-0.08563261,-0.004422844,-0.05537966,-1.9772933557583483,-2.035523997980692,0.07008848341262935,1.0663220078325455,0.12975732653715588,-0.7776219728076869,0.37906693910340805
2111,0.070459746,-0.047225323,0.006821836,0.011658501,-0.05761064,-0.052237406,0.16298524,0.005761448,0.07079601,-0.3611422180898927,0.5766015442855537,-0.3166206300979497,0.13249889624240163,-0.14881573321883956,-0.17871759994497358,-0.32277494123769096
2112,0.36958143,-0.15439864,-0.005072243,-0.32200995,0.38017166,0.009437045,-0.06535871,-0.003054492,0.004835287,-2.3307131236677128,-2.3136823838683833,0.33949753023042883,0.7789243611748563,-0.2881559972327781,-0.6325166117935529,0.3635208415837473
2201,-0.009637794,0.26584476,0.006771812,0.23932694,-0.17740655,-0.04459046,-0.09339588,-0.003273048,-0.13623038,2.0211461509118527,0.56571290768999,0.35377233235939276,0.6991155647192665,-0.3715433965397503,0.35515786141433164,-0.1268785763411976
2202,-0.01133127,0.15493476,0.003099625,0.13214901,-0.0925845,-0.021082036,-0.046945125,-0.002444714,-0.06623822,1.127768320231567,0.11454782394022417,0.24963058506405786,0.32455367846170435,-0.38120379142722316,0.26990562420997827,-0.09558200906121604
2203,-0.14270602,0.4863647,0.023097895,0.45989302,-0.34907556,-0.025614705,-0.15032363,-0.005630881,-0.20019194,3.809010477714553,1.9218468121407852,0.650125847678583,1.1511541730919879,0.4656255542264444,0.8147903269124054,0.13765807962477594
2204,-0.07297982,0.131468,0.000730087,0.12083988,-0.09194999,0.010410661,-0.04963331,-0.00180909,-0.06688249,1.098517206070552,-0.011057899921353864,0.32030061546377564,-0.043727942235312234,-0.4019357907198343,0.26789554923885395,-0.12689547580419802
2205,0.032872535,-0.06345683,0.002626101,-0.05661786,0.03901153,-0.033198033,-0.039374333,-0.003241763,-0.070411764,-0.13295497723573185,-0.7369968759990148,-0.2457987049551694,0.14636997888805697,0.02463286521541591,-0.27205966750108407,-0.03862024378586962
2206,0.5006258,-0.31343827,0.012405748,-0.29384986,0.20924726,0.14904934,0.9074019,0.039861865,0.8835323,-5.745707845867117,2.5950837967459135,0.6528720806163342,-0.3488300529601877,-0.1977359971348583,-0.11269883912407806,-0.5739618720210654
2207,0.09552268,-0.015941814,0.001084851,-0.14017537,0.21017389,0.03180196,-0.086399764,-0.002957664,-0.08201004,-0.7010420694041208,-1.3532985151281824,0.435408363325707,0.31996853614887316,0.020088353289741068,-0.357818920821941,0.5154595700144023
2208,-0.07233668,0.09754145,0.000695339,0.10276641,-0.088606834,-0.025524834,-0.048588734,-0.001164492,-0.07018481,0.9901125866482244,-0.04252218356123694,0.06996628656771609,-0.027280246318146434,-0.4368541436283865,0.13026910403492656,-0.12352235753783743
2209,-0.1482286,0.02989339,-0.003078393,0.121450335,-0.17055722,-0.03265847,-0.072949246,-0.00176245,-0.11982414,1.3109081275336798,-0.15982065157122777,-0.2375149257321277,-0.46903168205988216,-0.5231936457337112,0.028435582957314375,-0.5336709746569264
2210,-0.56174666,0.26386526,0.047473364,0.37759873,-0.40439105,-0.023613587,0.848386,0.047851782,-0.04491993,1.4044514761942521,6.627415292659064,0.18721143030249723,-1.1567157317947199,1.0395634913996814,-1.2846791042072567,1.0099618794504854
2211,-0.052779205,0.000469249,0.001556553,0.036593307,-0.05578004,-0.03224104,-0.047673415,-0.000780709,-0.07620658,0.53517222499857,-0.276463913283346,-0.16944893516192416,-0.09242926716255198,-0.2059241822437756,-0.13330684792453532,-0.1808103606231844
2212,-0.038810354,-0.17325027,0.011746537,-0.083182834,-0.004740506,-0.013767747,0.11144356,0.006187867,0.04086055,-0.7563496779914538,0.270720711441001,-0.5106389727988854,-0.29187143986888764,0.635907339417934,-0.5311560027126668,-0.10459688696930397
2301,0.121553086,-0.26901948,0.027292889,-0.14755681,0.014324969,-0.059314176,0.36997983,-0.005834118,0.5499754,-2.2362723981554473,1.0465016044167677,-1.4500329504774285,0.5273663415215656,1.6950516216741887,0.9457593959841863,-0.09477563815528445
2302,-0.07202514,0.0844519,-6.35e-05,0.095759705,-0.087303266,-0.036995403,-0.047458075,-0.000886641,-0.06897949,0.940513546359753,-0.08086432956029721,-0.010136859888269734,-0.049699651700094674,-0.497416631017479,0.09045933179008847,-0.14230474198850157
2303,-0.15057458,0.11014913,0.002805239,0.1527708,-0.16308369,-0.059926264,-0.0902443,-0.001537561,-0.13650599,1.6004307928591586,0.17386701893335993,-0.1847651563001668,-0.08202622528888108,-0.3330483791916926,0.03937121695578371,-0.1699986324258672
