feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
-0.008868577,1.179347058,-0.822196664,1.943592201,-0.637808579,0.26256263,0.589414332,-2.002172134,-1.284316222,-0.411292988,0.422836061
1.310516262,0.688141359,-0.991225616,1.613793138,-0.365959589,-0.595716589,0.742344044,-2.26920225,-1.236607031,-0.68863731,0.342066176
2.826188882,-0.500008275,-1.826343333,1.976800018,-0.889680356,-0.416086542,0.568968287,-3.261979612,-0.980973305,-0.521103069,0.179770899
3.05999974,-0.595202984,-2.671679895,2.593606234,-1.182952109,-0.15499388,0.43988233,-2.830956757,-0.898144159,-0.782862923,0.103853206
1.215934203,6.591540097,-7.490095522,-1.41292199,-0.381985729,3.007257819,-7.247672949,-0.244535712,-0.365198638,-1.348453765,0.089990295
-0.41415763,0.160551796,0.433886235,0.318299412,0.718917033,-0.131667102,-0.452363637,0.371619763,-0.072179324,-0.075705507,-0.09291252
-0.490486791,0.211540784,0.456286295,0.34632072,0.712385557,-0.123597855,-0.4204115,0.367811437,-0.088879944,-0.054547874,-0.098601268
-0.555576622,0.262224891,0.45410415,0.370151948,0.706261898,-0.110258386,-0.411253177,0.372444307,-0.099675121,-0.030268968,-0.083997907
-0.527741785,0.265576229,0.433588527,0.359788406,0.709934069,-0.13903398,-0.400728019,0.359710202,-0.098956596,-0.038547217,-0.087999723
-0.695165925,0.362405995,0.425582935,0.381141944,0.62316232,-0.036992784,-0.376609333,0.295318182,-0.149329278,0.005722568,-0.108452555
-0.856264921,0.417880299,0.4714011,0.438879584,0.631654667,-0.04344824,-0.314881378,0.313298232,-0.156912141,0.071465839,-0.104613601
-0.811161202,0.415873413,0.455618448,0.433904329,0.63740268,-0.087569347,-0.290789053,0.30352504,-0.149267056,0.050877516,-0.096095477
-1.081436495,0.560634521,0.484814069,0.522695393,0.649576827,-0.027962648,-0.288044955,0.342443916,-0.148854137,0.171795925,-0.117165505
-1.270936923,1.05239686,0.743486587,0.754148988,1.263087575,-0.323240308,-0.456290121,0.896413384,-0.108252338,0.296565878,-0.18525442
-0.176340273,0.982809454,0.557722434,0.634483394,1.66944055,-0.980379717,-0.609053549,0.947047792,0.006553376,0.085652436,-0.26991955
-0.011902866,0.965583023,0.435030076,0.59471443,1.592137611,-0.950126369,-0.641572273,0.85719091,0.016557242,0.010712804,-0.195846537
-0.62415604,1.20942393,0.488326859,0.630467465,1.343149524,-0.526478771,-0.600702655,0.818051565,-0.13661141,0.106669718,-0.204452881
-2.112513587,2.212675483,0.85098745,1.057713846,1.750908899,-0.772865584,-0.216017626,1.477047203,-0.249299615,0.57197069,-0.263426705
-2.159277225,3.437533972,0.631529927,1.144876375,2.557378582,-1.715682283,-0.180285265,2.41038809,-0.219618202,0.567227998,-0.327855246
0.34364137,2.566425313,0.139642202,0.661130554,2.674962745,-2.389690638,-0.420061079,1.958579676,0.033202433,0.03252363,-0.316649908
-0.974762735,3.159736161,0.330095766,0.87612166,2.179095495,-1.532341219,-0.334328631,1.948081319,-0.178059845,0.22981607,-0.249903418
-1.386317801,3.584293161,0.394497364,0.959157346,2.39384629,-1.821116742,-0.11885516,2.180173839,-0.252412793,0.324398579,-0.329053213
-2.456332517,4.313734994,0.631787761,1.212014807,2.557627308,-1.85706999,0.149425031,2.505444883,-0.363197858,0.596190256,-0.35990618
-0.132495754,3.835908071,-0.127130448,0.629077324,2.971597423,-2.34181215,-0.814421372,2.814083323,0.128357456,0.089091301,-0.273524227
0.440747703,2.968903319,0.013433436,0.713785402,2.4366257,-2.162579753,-0.381134884,2.067825419,0.01672549,-0.035492574,-0.106454354
-2.327627885,4.705630848,0.266395793,1.611508427,2.470577263,-1.540062239,-0.098446571,3.128412235,-0.277040403,0.624795198,0.205652673
0.321200673,3.41832521,0.042029455,0.88276099,2.821498859,-3.05661818,0.273121732,2.458373178,-0.131776733,-0.132728706,-0.078647772
1.702372868,2.92517272,-0.658516454,0.641034315,2.935746461,-3.429213937,-0.197419854,2.13620788,0.131774423,-0.236580247,-0.109319473
1.248088674,3.570657727,-1.164017909,0.471109686,2.332593582,-2.516138873,-0.621684324,1.780593258,-0.028681718,-0.283878998,-0.106160817
0.065193845,3.522751119,-0.608871375,0.782778666,1.517973049,-1.557317292,-0.043430694,1.322904528,-0.427117234,-0.121551324,0.017054192
-0.098839511,3.380513672,-0.465882281,0.946067912,1.225900389,-1.39111323,0.271569649,1.076628213,-0.551352449,-0.098358305,0.07732874
0.013860646,2.984969787,-0.101438874,0.830112788,0.899068948,-1.26977884,0.6569774,0.429992673,-0.729715114,-0.100422603,0.001433985
0.866536458,2.617713751,-0.418541499,0.666408595,0.920260704,-1.503942408,0.505636764,0.058699471,-0.627274123,-0.145798554,-0.030655893
0.576238288,2.672764141,-1.151876004,1.161137601,0.22751567,-0.57546588,0.180696769,-0.261236401,-0.581212497,0.10487699,-0.057904593
0.515382685,2.675791999,-1.249094588,1.263328255,0.012441139,-0.395555672,0.244988874,-0.367428118,-0.621366374,0.063948696,-0.07298742
-0.424791897,6.137766398,-4.564971297,-0.630013163,-0.391310426,2.72543579,-4.651340202,0.586198632,-0.155794813,0.026740924,-0.087886215
0.846126309,-0.113957601,0.05955477,-0.128831232,0.329036926,-0.229713523,-0.293001662,0.233596849,0.192098807,-0.024876144,-0.049870536
0.743088273,-0.068978041,0.066604401,-0.147999033,0.25835891,-0.143176868,-0.273100507,0.22160151,0.151737891,-0.050031651,-0.044897692
0.191074093,0.200361622,0.172085313,-0.134422274,0.033991366,0.153727616,-0.14392426,0.261858071,-0.004376962,-0.073050409,0.012444244
0.522083839,0.390370808,0.434570227,-0.194485752,0.29559433,-0.147827778,0.009694788,0.661667303,-0.042296353,-0.12920526,0.009459153
0.695632196,0.412082736,0.316475494,-0.201099432,0.352619243,-0.259772555,-0.032373553,0.665114685,0.020237097,-0.16728214,0.015569848
0.321113203,0.585771395,0.314850596,-0.132966301,0.159339747,0.023310841,-0.017347374,0.670125125,-0.059562953,-0.125411665,0.1062281
0.871183236,0.723209059,0.495096987,-0.253233024,0.296699535,-0.236224438,0.138574069,0.910308721,-0.071406061,-0.211468345,0.090213904
0.894144213,0.776052874,0.345044908,-0.242038082,0.085556097,-0.159104964,0.245312006,0.717665653,-0.127495011,-0.262622859,0.149450658
1.393228216,0.505762918,0.223415831,-0.334059964,0.128702873,-0.338542772,0.203903403,0.49494584,-0.060467533,-0.273371109,0.05400946
1.055926105,0.748862424,0.193427896,-0.335123189,0.007642038,-0.162812742,0.219099476,0.52896971,-0.11529882,-0.272223006,0.081650168
0.974096407,0.831832735,0.216388966,-0.318130808,0.041690485,-0.277886722,0.341100343,0.5398905,-0.146013464,-0.261290129,0.048946821
1.255434323,0.672762932,0.146288941,-0.349339695,-0.056505653,-0.215668739,0.288420258,0.291065956,-0.091245099,-0.284606717,0.014831702
1.919756308,0.574770151,-0.293956812,-0.351610897,0.195054507,-0.717060894,0.174115136,0.211713015,0.055947944,-0.203709768,-0.034217962
1.767687726,0.686662329,-0.287006652,-0.371527009,0.037953736,-0.529516975,0.193880072,0.117192258,-0.025809061,-0.229981378,-0.012383056
1.634698174,0.738354672,-0.232377401,-0.360470026,-0.098359505,-0.402369238,0.286791578,0.018948208,-0.102856948,-0.251213607,-0.003874203
1.695626042,0.762313267,-0.303014608,-0.341683026,-0.092398975,-0.478379644,0.319844896,-0.001293392,-0.100205845,-0.254882523,0.001768021
1.689496906,0.847545331,-0.376165715,-0.343135029,-0.104805412,-0.484800563,0.312651337,-0.023986995,-0.099673052,-0.263074231,-0.003239174
1.467446551,1.17082813,-0.540321271,-0.347505045,-0.184453258,-0.521507223,0.43360148,0.035435016,-0.234349063,-0.320807496,0.017016255
0.481595315,1.920567133,-0.997092157,-0.451858119,-0.650563429,0.593014661,-0.279187946,0.268539116,-0.327152685,-0.208621326,0.040640351
1.352590058,1.72012726,-0.369552694,-0.331949615,-0.568867442,-0.56211854,1.217014267,0.004817383,-0.630733155,-0.349684422,0.049541157
0.927159138,1.893036012,-0.461156893,-0.426788745,-1.106269726,0.472081342,0.712216645,-0.438769449,-0.64793821,-0.18105988,0.005564345
0.476183595,3.339648865,-0.714664137,-0.300159674,-1.016631401,0.224701071,1.045043445,0.298059213,-0.844334292,-0.15217903,0.034013274
-2.237678274,6.852890315,-3.094758539,0.870950246,-0.935506708,2.621549498,-1.81483253,2.77648507,-0.110501715,1.26377436,-0.062191704
-2.615429985,4.326926726,-0.985736609,2.232978174,-1.552514211,3.541810101,-0.639483421,1.071061746,0.20622923,3.146718963,-0.203040246
-1.031070218,5.457054247,0.218371892,0.455029609,0.627703503,-0.631171067,1.240556746,3.202550636,-0.182520205,1.227534026,0.106766875
1.280856043,1.698168296,0.228467907,-0.399210871,0.941038627,-1.132345493,0.299005074,2.280675384,0.344360659,0.038054267,0.098460028
1.60351269,1.693201801,-0.007185052,-0.434417273,1.006827866,-1.287891192,0.192017576,2.269702662,0.449674711,-0.017504721,0.111328681
2.226492495,-0.07229121,0.163697726,0.039184898,0.191331401,-0.170629321,0.004807228,0.284139218,0.752084466,1.064763841,0.019933348
2.06178803,0.680162419,0.514141362,0.108859487,0.980759027,-0.627127682,-0.175456615,2.024073261,0.903364526,0.947271434,0.268158413
2.363626986,-0.351924007,1.335969325,0.517323409,0.899264284,0.230183857,-0.531890516,1.751323796,1.303814601,1.735364525,0.29932431
1.583267697,-0.132918746,1.365955181,0.509177939,-0.315469337,1.197349923,0.156415949,1.113182874,0.662740785,1.314000472,0.222825405
2.19855633,-0.653541512,1.352944717,0.200075684,-0.663405397,1.313814966,0.242592597,0.523010561,0.575806127,1.044997473,0.067421939
2.524614575,-0.725097551,1.169323919,0.144247052,-0.6966506,1.210635794,0.212760341,0.377325862,0.612606117,0.991431531,0.069086131
2.577190894,-0.794457123,1.153002943,0.129225165,-0.857396607,1.305672515,0.281677642,0.149970411,0.565785897,0.973257464,0.031170609
2.511850327,-0.710660078,1.093475861,0.110767894,-0.971470586,1.372395608,0.343952135,0.082169122,0.504100135,0.93660949,-0.01194425
2.620164254,-0.444320447,0.492350719,0.384337386,-0.908034356,1.13573114,0.2845308,0.206078708,0.568426052,1.09953642,0.112606612
2.137451596,-0.45527287,0.66968902,0.642273132,-1.365528375,1.528019127,0.711572551,0.118773435,0.34557456,0.933564461,0.073534114
3.050772827,-0.823478376,0.547044946,0.329087018,-1.212956388,1.071487416,0.682484482,-0.300080067,0.456033721,0.888488171,-0.03182506
2.633753793,-0.579155217,0.383089371,0.490785085,-1.492750543,1.411382553,0.718159709,-0.200644117,0.339730988,0.836060726,-0.052359845
2.661364446,-0.644155763,0.192126826,0.720393404,-1.617953437,1.382575384,0.886355734,-0.140653086,0.323856216,0.751283232,-0.084579863
2.851303485,-1.190828214,-0.994144657,2.338918426,-2.273445682,1.585999514,1.434055665,0.71028243,0.416199726,0.280750173,-0.201092687
3.176049639,-1.865439759,-2.308598775,4.204143136,-2.853281304,1.711727995,2.001446125,2.037836053,0.499154341,-0.375489465,-0.396126265
2.150224407,1.890549567,0.036132243,-0.745364127,-0.508979177,-0.087176173,0.801906216,0.432940155,0.026951708,0.347225428,-0.006487697
-0.062113441,0.429531651,0.807791175,-0.146927037,0.070206324,0.312301641,0.103874209,0.8011269,0.073085186,0.040546137,0.026242613
-0.14084111,0.435530849,0.745532643,-0.138476904,-0.061319105,0.507741184,0.036055532,0.699753348,0.057946105,0.090274314,0.042901075
-0.0970947,0.442784035,0.736209258,-0.113872417,-0.11690564,0.436300357,0.183720092,0.559179307,0.023600574,0.073049607,0.029121661
-0.305969992,0.553191339,0.702996063,-0.033459595,-0.142737223,0.543141738,0.142289395,0.546709158,0.039700725,0.201280826,0.022986678
-0.186509341,0.488654978,0.714682817,-0.066035776,-0.190290967,0.502852996,0.222495317,0.450391494,0.021675547,0.129727314,0.011485463
0.015876898,0.639703416,0.414282088,-0.145170207,-0.297482136,0.276890312,0.402913585,0.251358921,-0.082497398,0.027200346,-0.00224693
0.119036849,0.612841343,0.375201431,-0.164204924,-0.335635465,0.255839158,0.426779621,0.187867966,-0.086707531,-0.022976304,0.00820924
0.366535362,0.49807601,0.178504644,-0.32590759,-0.344337325,0.013284824,0.520631312,0.118193969,-0.221555132,-0.051833878,0.001594562
0.41260094,0.743744415,0.685742816,-0.295725869,-0.230036707,0.261433705,0.436416577,0.673322547,-0.154017918,-0.17684782,0.033186235
0.314177895,0.722643309,0.67689438,-0.328876129,-0.40013822,0.51202461,0.366744247,0.44870001,-0.182214731,-0.057144396,0.02056638
0.575557518,0.605083815,0.612775203,-0.319742581,-0.406670048,0.284010667,0.550982504,0.442653746,-0.213630939,-0.223860548,0.042191749
0.626939327,0.572547845,0.441776661,-0.363626179,-0.5097282,0.354342759,0.492372422,0.38990914,-0.234242405,-0.2352324,0.062076263
0.582469426,0.871630962,0.261673339,-0.276494017,-0.492317988,0.206265673,0.592152733,0.447400495,-0.247466199,-0.289268157,0.076165611
0.652393849,0.918893331,0.184889011,-0.208371296,-0.471534532,0.073904978,0.693004837,0.51124295,-0.227585058,-0.374566005,0.108403695
0.458520624,1.20139904,0.389085752,-0.1930882,-0.509349861,0.396989408,0.624959836,1.035063291,-0.385759533,-0.325203225,0.162257207
0.719195154,1.081519536,0.494962152,-0.200724087,-0.561359467,0.295181667,0.81674356,0.81193619,-0.372417231,-0.454493463,0.109431987
1.039658649,0.014356534,0.604544085,0.029740966,-1.24784902,1.111646051,0.771367377,-0.291423772,-0.321015782,-0.028004774,0.076297175
1.059383519,-0.001014441,-0.038572763,0.501196786,-1.557803568,1.217350383,0.892149339,-0.059006678,-0.346364311,-0.156419927,0.03399436
1.125715054,-0.364700231,-0.545125051,1.457917395,-1.987184347,1.432771541,1.290062008,0.397973323,-0.36155842,-0.454214448,-0.050966285
-0.527791447,6.846312115,-7.812422806,-3.313299295,-2.873034848,8.960866249,-10.65113817,1.579958607,1.065253859,0.120483225,0.106114639
0.054888928,0.371185498,0.624934757,-0.108102791,-0.178417675,0.40567905,0.196005984,0.338422016,-0.094092766,-0.027970758,0.028908456
0.069290463,0.337154101,0.589927622,-0.134958257,-0.2651956,0.479106758,0.189465776,0.236716084,-0.100435811,-0.032934021,0.016337533
-0.020652286,0.451321948,0.545665899,-0.080985645,-0.301008046,0.461018578,0.270613833,0.157769001,-0.12973612,0.020944674,0.002301659
-0.070201149,0.511954671,0.51385934,-0.060690837,-0.299987777,0.448709,0.284106209,0.156149246,-0.136898224,0.053129859,-0.000260599
0.333844964,0.229417415,0.423338153,-0.225127414,-0.348604332,0.22410934,0.415254418,0.054413081,-0.200210875,-0.116681487,0.03150137
0.658839119,0.403658399,0.404076673,-0.379326026,-0.351177974,0.050502725,0.589245912,0.229823763,-0.401903795,-0.168019888,0.059283189
1.170403544,0.639027511,0.385265699,-0.482459974,-0.344927727,-0.105291459,0.682021751,0.259855323,-0.443816916,-0.337220108,0.056372496
1.508187299,1.57155188,0.015948331,-0.564930686,0.066027835,-0.880085971,0.842732463,0.699086075,-0.518422448,-0.474355395,0.022325039
1.347117902,2.375102341,-0.024061397,-0.525645147,0.017251213,-0.866292414,0.977939654,0.896446407,-0.654480994,-0.659724732,0.076714836
1.188424979,2.285483834,-0.056190495,-0.577002897,-0.38109718,-0.407288686,0.973343006,0.504971783,-0.692679311,-0.649943396,0.063129868
0.789121748,2.450574546,-0.216933812,-0.582485896,-0.784514323,0.237383502,0.744927671,0.259773789,-0.73774153,-0.546448565,0.056491771
0.528541005,2.498968102,0.098842724,-0.40363147,-0.740312057,-0.100629541,1.297015687,0.187875353,-0.825683651,-0.485440669,0.031175272
0.560471759,2.86921121,-0.049255038,-0.32508881,-0.666070802,-0.636969873,1.761201546,0.185737712,-0.912868705,-0.628547649,0.054327298
0.418059838,3.006911314,-0.4811951,-0.419303815,-0.813380552,-0.481089164,1.54924314,0.276533781,-1.022035004,-0.558289946,0.07223161
0.310926727,3.281907088,-0.646233061,-0.340353043,-0.946825664,-0.197765788,1.39830697,0.176724965,-0.979036345,-0.564956531,0.069401992
1.026407492,1.774779243,-0.122551995,-0.246212194,-1.723633849,0.41234205,1.709530056,-1.461520493,-0.970352415,-0.224168872,0.074561495
0.682391388,3.123081383,-2.209778339,-0.95452459,-2.431545135,2.801711976,-1.169276353,-1.336079002,-0.695856662,-0.015489198,0.014684063
0.738871116,2.806514982,-1.080266097,-0.182624486,-1.935977757,0.715301848,1.357886604,-1.229698035,-1.124789616,-0.284792661,0.042967728
0.869273315,1.88946916,-0.974777954,0.249107043,-2.712800551,1.631999308,1.363157762,-2.186076912,-1.091120135,0.097966857,0.024237041
0.500253654,5.197487714,-2.334397414,-0.95605599,-1.231142177,0.253635005,0.275245079,0.201607228,-1.197694835,-0.978038771,0.042842214
0.019095091,0.059079793,0.445303351,-0.049193444,0.026190912,0.271843566,-0.077634119,0.225217987,-0.081023167,-0.045971613,0.011967975
0.017745034,0.043709518,0.403974823,-0.075377271,0.00642925,0.257768699,-0.070251541,0.212980071,-0.08791917,-0.044884712,0.012098225
-0.008550681,0.074584134,0.396650307,-0.068260056,-0.000610633,0.259665561,-0.060766598,0.198048475,-0.07421306,-0.041744136,0.00145604
0.019444625,0.074594609,0.393734781,-0.07229799,-0.008566207,0.24155742,-0.038925933,0.168510312,-0.065940055,-0.061310701,-0.004524865
-0.149275255,0.209710558,0.315530144,-0.034429389,-0.041915176,0.312755959,-0.073144396,0.161262572,-0.071607778,0.021294517,-0.018551642
-0.097240887,0.174347745,0.362474535,-0.019142101,-0.038764404,0.238118819,0.022984406,0.122188374,-0.068065448,-0.011887289,-0.011960103
-0.117269834,0.203680638,0.341576449,-0.013357762,-0.042691554,0.239187234,0.021782671,0.116283216,-0.06584951,-0.004368124,-0.015527082
-0.141924246,0.226531951,0.327782041,0.000201032,-0.049397688,0.242837145,0.027091314,0.105946239,-0.063103062,0.00821547,-0.013985019
-0.436864331,0.506179018,0.275774745,0.118986715,0.039326092,0.213246592,0.016647187,0.205654371,-0.053017143,0.169824176,-0.036414122
-0.060565269,0.305680581,0.900596179,-0.046917259,0.205239157,0.291599468,0.019603587,0.786969816,0.011122566,0.092879068,0.001587405
