0,1,2,3,4,5,6,7,8
-0.112978116,0.014092587,0.000560495,0.033835422,-0.040511288,0.036261708,-0.04633332,7.52E-05,-0.07596727
-0.1889902,-0.005933847,0.008211041,0.03681856,-0.057943277,0.07409676,-0.09420466,-0.001914606,-0.14743353
-0.18781744,-0.010654682,0.004621932,0.046458814,-0.079377845,0.039458416,-0.09176,-0.001908898,-0.14358939
-0.25885987,-0.070943385,0.006524976,0.026862767,-0.09137664,0.029780319,-0.14064634,-0.00450848,-0.21121632
-0.25864238,-0.08793306,0.002348688,0.032320928,-0.11557386,-0.015506513,-0.13146082,-0.005216792,-0.20856136
-0.25822863,-0.08417335,0.009362932,0.039483223,-0.123351745,-0.007871725,-0.14283645,-0.006262928,-0.20966205
-0.25862712,-0.06669092,0.012448793,0.05646834,-0.13599916,-0.000111612,-0.1420347,-0.00570365,-0.20994066
-0.25784987,-0.11715564,-0.006391739,0.011044331,-0.102163516,0.032502405,-0.14006919,-0.005873688,-0.20968814
-0.25952208,-0.03351397,0.023778606,0.094178185,-0.16761176,0.037482418,-0.1414724,-0.006426983,-0.21081316
-0.31847274,-0.10004312,0.010081925,0.06864102,-0.17362285,0.076958925,-0.1826131,-0.007656865,-0.27914962
-0.31860954,-0.0985754,0.01327832,0.074018404,-0.17807615,0.10825917,-0.18654081,-0.008357987,-0.2792742
-0.31700683,-0.19980769,-0.039066404,-0.037991818,-0.07987898,0.108518556,-0.1871255,-0.005962335,-0.2783164
-0.31549892,-0.20934235,0.004223425,-0.037218425,-0.0860986,0.10008715,-0.18590248,-0.007729776,-0.27634993
-0.31494668,-0.24094951,-0.020709135,-0.07930829,-0.04477244,0.08167653,-0.18134534,-0.005344331,-0.2731006
-0.314094,-0.24027056,0.010637993,-0.06936818,-0.057785384,0.08869469,-0.180922,-0.00715483,-0.27418822
-0.31710133,-0.20145658,0.03240946,0.004743151,-0.1443961,0.11525458,-0.1787422,-0.010956638,-0.27192757
-0.3163621,-0.2365345,-0.026432503,-0.043950524,-0.097838886,0.10834673,-0.18554905,-0.007407479,-0.27504998
