,y1,y2,y3,y4,y5,y6,y7,y8,y9,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8
0,-0.019999999999999962,0.1150000000000001,0.005,-0.014999999999999812,-0.020000000000000004,0.024999999999999994,-0.11,0.0,0.0,0.01607675072500004,-0.0007765177849999713,0.005002894485000017,0.003208978920000011,-0.006349084564999996,-0.006257883140000012,0.040029368654999994,-0.0036370105899999738,-0.008890216650000005
1,0.12000000000000025,0.0250000000000001,0.009999999999999998,0.0199999999999998,0.06000000000000011,-0.15,-0.10499999999999989,0.0,0.0,-0.007014515915000078,-0.005166689534999994,-0.004793861195000003,0.006234595645000036,-0.013341859820000052,-0.031135172500000016,-0.0012879683800000024,0.020344211885000005,-0.04628846801999997
2,-0.009999999999999676,0.15,-0.015000000000000098,-0.014999999999999583,-0.00999999999999971,0.03499999999999957,-0.15500000000000008,0.0,0.0,0.018752237230000017,-9.872243999997643e-05,0.005133116439999999,0.006119001615000017,-0.010498380915000008,-0.005962627100000071,0.05368269538499994,0.001440105645000137,-0.015934698840000105
3,0.005000000000000102,0.5900000000000002,0.014999999999999698,0.05500000000000001,0.10999999999999989,0.265,-0.060000000000000095,0.0,0.0,0.033759232520000036,0.038659061740000035,0.05816492199499995,0.04160113040500003,-0.03863700794000002,-0.01717869080499999,0.12418772433500005,0.034062592430000024,0.06582848664999999
4,0.5699999999999997,0.04000000000000007,-0.014999999999999993,-0.11499999999999981,-0.0550000000000001,-0.21500000000000025,-0.2299999999999997,0.0,0.0,-0.05253894931499992,0.028279750170000013,-0.03083503914500002,0.05913563004999998,-0.06891860802499997,-0.051382694125000045,-0.006794043860000057,-0.008682814654999985,-0.1300557334299999
5,0.27500000000000024,-0.07500000000000033,0.04499999999999999,-0.12000000000000009,0.1549999999999998,-0.09000000000000011,-0.21000000000000013,0.0,0.0,-0.06906188334000003,-0.021333494029999997,0.0024504063049999598,0.014981702615000007,-0.03809508482500001,-0.016100638769999988,-0.00016043888500005127,0.011188653134999949,-0.08978981669500011
6,-1.6132928326584306e-16,-0.19999999999999998,0.0949999999999999,-0.23999999999999994,-0.024999999999999994,0.08500000000000033,0.26499999999999957,0.0,0.0,-0.07327202384499996,-0.01622083057500001,-0.005709750529999974,-0.004866558680000014,-0.003457779339999986,0.023349029140000074,-0.054765440244999894,-0.05540751085,0.05788256013499994
7,-0.21000000000000016,0.0649999999999997,0.004999999999999998,-0.06500000000000011,-0.2449999999999998,0.2800000000000002,0.14999999999999958,0.0,0.0,0.03714700620999996,0.022729828574999923,0.0040081579250000185,-0.0016687570350000435,0.01857949385500001,0.044395174380000076,0.027470446860000042,-0.065179259235,0.08493459260999991
8,-0.25999999999999995,-0.2199999999999999,0.03,0.040000000000000216,-0.02499999999999998,-0.035,0.44999999999999996,0.0,0.0,0.00012019049500003667,-0.009196347829999972,-0.010201830279999978,-0.035170344514999986,0.048279330280000005,0.014956073209999986,-0.093296500025,-0.009874878954999966,0.11108790503999999
9,0.8250000000000002,-0.08499999999999978,-0.060000000000000095,-0.30499999999999966,-0.11999999999999979,-0.4950000000000001,0.22000000000000014,0.0,0.0,-0.125416181325,0.044689345550000044,-0.09398137098999998,0.08552870200500001,-0.09534590820000001,-0.09446144383500003,-0.11976756051500002,-0.02695376559999989,-0.074153627805
10,-0.11499999999999981,0.23999999999999974,-0.0399999999999998,-0.22,-0.08499999999999991,0.09999999999999999,0.1000000000000001,0.0,0.0,-0.0011939365450000655,-0.0013184928199999994,-0.01537055353999997,0.009910747305000002,-0.017738684175,-0.00221545903,0.057973532474999916,-0.033468456415000014,0.08369242381999997
11,-0.06499999999999978,0.18000000000000002,-0.0649999999999999,-0.02000000000000026,-0.004999999999999879,-0.0850000000000001,0.039999999999999994,0.0,0.0,0.021571990484999914,0.0005238291049999748,-0.016801700885000007,0.0029701638800000174,-0.005130881255000046,-0.02611634835500004,0.026894382254999998,0.014842379494999986,0.03578669332499999
12,0.11499999999999998,-0.020000000000000004,-0.085,-0.014999999999999897,0.01999999999999999,0.23000000000000023,-0.2649999999999999,0.0,0.0,-0.011809515529999991,0.00917977894000003,0.013193938600000024,0.01629399717500001,-0.01802791074999999,0.05033403693000004,0.050435708075,0.001238468775000003,-0.06532334431999996
13,-0.2799999999999998,-0.06499999999999992,-0.0399999999999998,0.07499999999999996,0.3350000000000002,0.08499999999999999,-0.13000000000000012,0.0,0.0,-0.007185722230000052,-0.05600064795000001,0.032462579720000044,-0.044644856529999985,0.026693489574999972,0.034219048224999965,0.032979842560000014,0.06850639985500001,0.005018154814999953
14,0.355,-0.2599999999999998,0.0150000000000002,0.03500000000000003,0.010000000000000175,-0.13500000000000006,-0.04000000000000021,0.0,0.0,-0.04901508285,0.014832603809999971,-0.012648799524999952,0.020223820794999996,-0.017776115390000014,-0.006110478675000051,-0.07635185878499995,0.00278961499000002,-0.09458589749000003
15,-0.32000000000000006,0.05500000000000002,-0.009999999999999998,0.19,0.45499999999999996,-0.29499999999999993,-0.09499999999999971,0.0,0.0,0.018687038689999987,-0.07490694337499997,0.019903662755000003,-0.05867140211,0.03359704275,-0.04618064230999999,0.013572679544999968,0.12230083266999998,0.006203585540000084
16,0.31499999999999995,-0.25,-0.125,-0.1699999999999999,-0.010000000000000193,-0.055,0.275,0.0,0.0,-0.09050499993999994,0.019573465585000022,-0.04842142084000001,0.030711054434999992,-0.029957529774999977,0.01713748215,-0.09280265734,-0.010459762175000024,0.005548692345000009
17,-0.5600000000000005,-0.05500000000000001,0.034999999999999906,0.3500000000000002,0.2350000000000001,0.04999999999999969,-0.0749999999999999,0.0,0.0,0.08410223509000007,-0.048161215110000065,0.05316098069999997,-0.07696546255500006,0.08142645122000007,0.026142990824999972,0.020600303064999992,0.07396241090000007,0.034032796935000054
18,0.3249999999999999,-0.17999999999999988,-0.004999999999999902,-0.1450000000000002,0.01999999999999999,-0.0499999999999997,0.014999999999999795,0.0,0.0,-0.07751594583000002,0.005216619949999973,-0.019290211639999964,0.026092552114999997,-0.034428130930000016,0.0023231114700000355,-0.049044386034999915,-0.01535760468500005,-0.05248241663
