0,1,2,3,4,5,6,7,8
-0.108955655,0.080126784,-0.031437633,0.177319823,-0.150901726,-0.032213727,-0.048066833,-0.183919629,0.008485959
0.10286304,0.051779271,-0.036040957,0.104029055,-0.091866376,0.06015754,0.057040896,0.113000358,-0.108530991
0.003955143,0.026636689,0.159429872,0.078002291,0.076524403,0.100216907,-0.01287935,-0.019677428,0.001798037
0.119825169,0.060956368,-0.027335004,0.000580755,-0.024481376,0.036053907,0.024091717,-0.023354895,0.181335153
-0.105316767,-0.060782566,0.013117574,0.076666875,-0.030416672,-0.011046452,0.00648347,0.137704065,0.10672073
-0.025999668,-0.104980799,-0.095629195,-0.001347998,0.00014631,0.172033448,-0.013226649,-0.042072632,0.000212733
-0.071203193,0.168950931,-0.043946577,-0.070291946,0.004778856,0.074815091,-0.150604557,0.077848798,-0.00033677
0.00525537,0.035569278,-0.125112982,0.119557104,0.186766881,-0.045321088,0.003046217,0.002917629,-0.000475539
-0.128675648,0.114140316,-0.014423311,-0.059309677,0.020103672,0.055836726,0.240011266,-0.017663389,0.002125394
