trade_date,0,1,2,3,4,5,6,7,8,y1,y2,y3,y4,y5,y6,y7
20150707,0.000425911,0.3464009,-0.003531099,0.028532181,0.23305944,0.9819984,-0.24767384,0.00644936,-0.3483648,0.9239690851459272,0.7743908051051018,-0.7135618238329908,-0.2978108961875711,-2.5906280962240253,1.515609198386884,0.38573840166370327
20150714,0.004119561,0.1303922,-0.037734,-0.047526944,0.20185864,0.86657685,-0.25209197,0.008456975,-0.3619169,0.6069314964622454,0.1517227750511281,-0.4630680790077862,-0.6004782624030917,-2.2297235859288507,1.3756421605961684,0.1351569321150975
20150721,-0.011047485,0.035675313,-0.05258896,-0.012923427,0.07287853,0.33223435,-0.2644007,-0.010317676,-0.3716852,-0.2333463956219916,0.1027756576849145,-0.20782022082440524,-0.28947398369872807,-1.2125502541219233,0.48786316530017904,-0.06741476548046084
20150728,-0.1536564,0.015198737,0.010089336,0.046033982,-0.051745467,0.15717612,-0.0680905,-0.000153258,-0.13143277,-0.13937252043529122,0.38369947269810256,0.22479117382570105,-0.3436197936156838,-0.35723629913929467,0.2851640320614215,-0.0006410386247197421
20150804,-0.24915783,0.07838568,0.021371042,0.16280232,-0.18242948,0.16792509,-0.113546744,-0.003599986,-0.17758045,-0.2880604779050713,1.046732228472277,0.2962739716080339,-0.40642406481744187,-0.28584426576940447,0.3841239867640719,-0.13645723723336717
20150811,-0.2450222,0.1534697,0.007551985,0.22523274,-0.23075885,0.15318161,-0.119778186,-0.000276446,-0.17302594,-0.29748625480398383,1.3938789484750407,0.16273141590531662,-0.28203282725664147,-0.23112591774331023,0.3794329006069888,-0.16039423547975745
20150818,-0.2467184,-0.13157223,-0.11432822,0.023712713,-0.12323969,0.20696518,-0.095768176,9.36e-05,-0.17445885,-0.3588414789547063,0.21321289067517693,0.3251538529009605,-0.9891643653014973,-0.2399497035362638,0.39950962972791426,-0.18729395724201964
20150825,-0.7952408,-0.41230315,-0.3064893,-0.870458,1.1420045,-0.09947961,-0.33159074,-0.017746598,-0.45925766,-0.6799532803764385,-3.076677923427167,1.414439157158864,-2.211252948604786,-2.464594787883558,-2.2160969519398384,2.3216436811186862
20150901,-0.620162,0.407759,-0.000294039,0.2455727,0.077590026,0.36687192,-0.17273489,0.007409126,-0.26406208,0.1897516663072018,2.145172604504975,0.35037739511509897,-0.6629473902879469,-1.4100408297377245,0.0506566681991679,0.8322198981844926
20150910,-0.71220475,0.16584644,0.014580446,0.21840473,-0.14219545,-0.40507022,-0.23243892,-0.02220466,-0.31638312,-1.2346850053508898,1.8065771778286543,1.053641158740087,-0.47357850405283963,0.06187378949948179,-1.1748003009551984,0.4615644038169328
20150917,-0.7126088,0.11173938,0.010067152,0.2094654,-0.19814119,-0.4487313,-0.22202322,-0.020651072,-0.32010224,-1.36724631688386,1.7248707240202121,1.1315927995070032,-0.5398173522200256,0.2649972213066798,-1.1653043260300173,0.35318871491750564
20150924,-0.21329239,-0.09789091,0.002254617,-0.06882388,0.046161793,0.105654955,-0.08414547,-0.003738478,-0.08924684,-0.20346346658491032,-0.1745610348344748,0.48871323968972796,-0.5933051390947751,-0.3932463650213204,0.03927760385798468,0.10396539188614269
20151008,-0.2115076,-0.1319191,0.0036746,-0.058524966,-0.000137394,0.057095975,-0.08092563,-0.004325308,-0.07212437,-0.29954676681538656,-0.18991293184716565,0.5458097862946111,-0.6058131921943946,-0.20517768264288463,0.012049143760702031,-0.007278672353801319
20151015,-0.29917964,-0.15125588,0.018904157,0.009646036,-0.11638213,0.075377494,-0.11497863,-0.006730527,-0.14831595,-0.4914458635042731,0.17039023761358382,0.7210283972095783,-0.7954488628024897,-0.11750747746040142,0.154707320141093,-0.17738581943437912
20151022,-0.38126862,-0.21924517,0.022188812,0.005431972,-0.15254015,0.1737323,-0.15746638,-0.01008442,-0.22424355,-0.573828119294876,0.18224203120872876,0.9175631656921543,-1.1462136218926515,-0.26026034647789775,0.36801559369130415,-0.2762941214400004
20151029,-0.17049073,-0.1214795,0.005923449,-0.052849922,-0.00392331,0.023225108,-0.08468832,-0.005199805,-0.101330794,-0.35619619178587003,-0.19312061341877704,0.4750512557012669,-0.4778490592726603,-0.17571590033343834,-0.022312616403454964,-0.027077632296076803
20151105,-0.23295514,-0.11263302,0.028969143,0.040682096,-0.13719654,0.052827008,-0.043913335,-0.003056757,-0.15448034,-0.41630422458300415,0.26571985688421806,0.5807109125442287,-0.5784262035254634,0.030005152753274988,0.205448622919837,-0.14554052517019642
20151112,-0.3788534,-0.2861813,-0.042593233,0.000388909,-0.20100152,0.30019924,-0.20175213,-0.009702742,-0.29382744,-0.6338169263944577,0.1127423432979098,0.8440547345155256,-1.4767976576536186,-0.38808993408709813,0.6695865865523073,-0.4673677982378533
20151119,-0.3768745,-0.355278,0.029226646,0.006915465,-0.2606135,-0.096150324,-0.20888415,-0.01666227,-0.27669805,-1.1618891583602156,-0.019293826587864858,1.1671916840408199,-1.1035968844844997,0.2951377094280044,0.0016775722989692465,-0.5988854378260937
20151222,-0.050576694,-0.04896541,0.003151745,-0.022471432,-0.00098003,0.002127448,-0.04521478,-0.001794696,-0.06998852,-0.23351142178934606,-0.12081305421758828,0.18318514704751826,-0.12986109919795902,-0.1053133090377575,-0.00777100159543503,-0.025712514167743877
20151229,-0.050833665,-0.06241564,0.001271169,-0.040104453,0.014252564,0.006261552,-0.043615222,-0.002100095,-0.04979322,-0.20940993932165183,-0.2108107852313035,0.20109189961189086,-0.16025249398760066,-0.11544103622655111,-0.01808793480418759,-0.015300384072469881
20160106,-0.16933988,-0.059932403,-0.002433064,-0.047722895,0.033879846,0.06420483,-0.08113036,-0.00307595,-0.10836765,-0.24403766083616424,-0.08188081391330776,0.3657371184619236,-0.41741851787139606,-0.3396934673145072,-0.009572051595784167,0.10218658164415657
20160113,-0.4717624,-0.12901342,0.007038374,-0.12808351,0.14787841,0.25535184,-0.18227065,-0.005455978,-0.24742496,-0.26130061784322267,-0.11768107170711684,0.9145166909343954,-1.2117700006120813,-1.0372656093760153,0.04275834656724269,0.4036764276066724
20160120,-0.81675565,-0.14214754,0.001634743,-0.0604304,0.073732406,0.45122868,-0.27175534,-0.013046861,-0.3710049,-0.3682254763155957,0.5405805658456179,1.4111883550689053,-2.0307682584448536,-1.410308420485069,0.29620984856911287,0.4622093725089054
20160127,-1.0053827,-0.3383654,0.022776056,-0.28219506,0.27633762,0.45844576,-0.229218,-0.013736956,-0.37481615,-0.33894242146359826,-0.38290100049285336,2.042392391888757,-2.648597385397588,-1.6412760338682368,0.038975741733129114,0.8897008846907628
20160203,-1.173325,-0.28827116,0.01026228,-0.007266674,-0.16902636,0.1376847,-0.2615022,-0.016410127,-0.34029797,-1.0820863515586712,0.9544796473551943,2.28287460585043,-2.6122477905731243,-0.48369310825443057,-0.18810075431344944,0.32043536162985214
20160217,-1.164332,-0.21709827,-0.009853208,0.13179274,-0.3493516,0.22092962,-0.25724638,-0.014753237,-0.35194632,-1.0835611641293534,1.6162347573575442,2.0973026186299255,-2.607139497385718,-0.31486276052810735,0.1857289229708933,0.05307752761762567
20160224,-1.1568167,-0.19291443,-0.5013587,0.19308269,-0.444298,0.552377,-0.2819624,0.000453245,-0.43634543,-1.0125708329734484,1.9555817403257127,1.0480382406234254,-3.5854655663943635,-0.5589178461487915,0.7245357131425356,-0.058226513880701505
20160311,-0.13389137,-0.05173747,0.000782517,-0.034195326,0.021229513,0.028216204,-0.045485128,-0.000905227,-0.066640265,-0.20358681206698115,-0.0794556880211437,0.3133413187985728,-0.30583802490481826,-0.19090294338817,-0.03831566648753973,0.08297387593446766
20160318,-0.25340056,-0.0937839,0.010602345,-0.02402226,-0.022940287,0.031738326,-0.067755476,-0.002981193,-0.113662995,-0.34881225842049113,0.05004939831861598,0.5750526049149488,-0.5766150872131959,-0.1698072527690663,-0.031236626460434957,0.06499488350543388
20160325,-0.36182067,-0.15477522,0.010180414,-0.054181818,-0.023064082,0.068010435,-0.10406251,-0.004506327,-0.085473835,-0.38773183139648526,-0.027508553739059617,0.8291424128326474,-0.9098523319216305,-0.232199006276448,-0.02954290759046515,0.046174584254925655
20160401,-0.35807994,-0.16295111,0.012099388,-0.03286148,-0.066644356,0.046757013,-0.07510467,-0.003629036,-0.028196182,-0.36892270105898134,0.023523980516349303,0.8446962692113327,-0.9034350965013809,-0.04316115585600838,-0.008994127043354443,-0.028049849227727176
20160411,-0.4684153,-0.26858526,0.013725819,-0.087981984,-0.06040802,0.023532996,-0.12888616,-0.008336641,-0.07071248,-0.5849712485257754,-0.1987050120575744,1.176747704424539,-1.2479576783017146,-0.07322078562462771,-0.11100493119905791,-0.05368127676572078
20160418,-0.4632561,-0.28343174,-0.014786338,-0.0728472,-0.10302224,0.012535432,-0.13558316,-0.011770189,-0.032990925,-0.629447330622604,-0.17138137718938906,1.1400712479004231,-1.3020091681834616,0.05118290668483082,-0.09262250204351123,-0.16160393866063877
20160425,-0.46533024,-0.31026402,-0.0656092,-0.09010038,-0.09219766,0.05413322,-0.15373927,-0.009691209,-0.071936995,-0.6571067077150516,-0.26066947767677523,1.0728163114942686,-1.4612182760967671,-0.041542226952091074,-0.0433475381579576,-0.17348840709158614
20160503,-0.11123316,-0.07593599,0.00424985,-0.029492099,-0.008251337,-0.026669191,-0.03808809,-0.000795148,-0.009050618,-0.24220370251883205,-0.1401610870036165,0.33324253959441325,-0.25732180297024726,0.002347362770699215,-0.09665564129091313,-0.021178002290753322
20160510,-0.29225454,-0.0686332,-0.007721041,-0.00133409,-0.04709611,-0.023332471,-0.089961775,-0.003878892,-0.07957236,-0.42936112176556346,0.20876133210493072,0.587712822960885,-0.5781703270648474,-0.0805218408578711,-0.17128207970213705,0.0583248027936365
20160517,-0.29284468,-0.06546522,0.003198024,0.00598849,-0.054025218,-0.007983595,-0.09439078,-0.003919445,-0.08482102,-0.41837604518499116,0.24430539937916493,0.598955496248613,-0.5739281308766934,-0.1033067652549693,-0.12926478850396803,0.038233623174873624
20160524,-0.28781387,-0.067569986,0.002208767,0.006499473,-0.044716246,0.32507712,-0.09484457,-0.004466206,-0.092051834,-0.020669206876386473,0.272090720615104,0.5021777694818431,-0.8990221060233666,-0.5785697077521144,0.5349697678604506,-0.02330701602561781
20160606,-0.12265426,-0.06213388,0.001978282,-0.016063299,-0.019568982,-0.033441234,-0.04373297,-0.001591973,-0.058604598,-0.30330604838597885,-0.0416768837389658,0.325381712624773,-0.24695391723482438,-0.016495198573291337,-0.09971664452225208,0.0003983074941226487
20160615,-0.122290015,-0.07108081,0.002089161,-0.030703431,-0.003200498,-0.036287736,-0.042288348,-0.001064047,-0.040310074,-0.2824390790698944,-0.11727485308608024,0.34108206788734396,-0.25845499995574067,-0.023329183727977713,-0.12675493769967272,0.0155820972704812
20160622,-0.12195346,-0.07234023,0.004510258,-0.025569474,-0.011905452,-0.037320033,-0.044819377,-0.00135472,-0.025490394,-0.2796673831299565,-0.10389300704837262,0.3474953913792719,-0.25783851688780113,-0.0001744395239103476,-0.1206428697356424,-0.012835646607540063
20160629,-0.12186253,-0.07439856,0.003652101,-0.02043004,-0.02152473,-0.04101341,-0.038562346,-0.001078729,0.012450581,-0.2527967104891554,-0.09858935959834736,0.351961535646694,-0.26297853858757647,0.05612737778837226,-0.12127802806041016,-0.04127991898374359
20160706,-0.23330985,-0.141734,0.005216994,-0.029762065,-0.06169027,-0.09503888,-0.07539466,-0.006276622,-0.046754323,-0.5135259374169903,-0.08527462451511145,0.6359830135174366,-0.5165069548929639,0.14035216204774542,-0.2264137544790503,-0.07604802985719873
20160713,-0.3243297,-0.18901254,0.011437222,-0.008596107,-0.12812288,-0.10343582,-0.008450577,-0.005175583,-0.057099685,-0.5594051991828033,0.03105758657744146,0.8545290385326849,-0.7444923350881123,0.3755558023955781,-0.16026487813349216,-0.06405180359720612
20160720,-0.3278771,-0.21179351,-0.002571382,-0.04389606,-0.09602642,-0.1192406,-0.099761985,-0.009790637,0.007693892,-0.622020730983835,-0.1434916435087695,0.8815178326584161,-0.7971626769512311,0.2672668849137403,-0.2928900984439154,-0.1602148951446686
20160727,-0.32840893,-0.2248492,-0.10375488,-0.039393455,-0.11406801,0.02355641,-0.068374075,-0.004013874,0.029708425,-0.4541844958156958,-0.1332735374581627,0.6765587936614257,-1.1102765013304046,0.19885412850829573,-0.020670487723951934,-0.18347827625900226
20160803,-0.20547776,-0.15750156,-0.003528923,-0.061192155,-0.024564711,-0.08644258,-0.07203319,-0.005860843,0.042626083,-0.4017446151769082,-0.28596749200303145,0.6050896467997399,-0.5193855373631414,0.13791499048448333,-0.25648594166800004,-0.08559009775312656
20160810,-0.20875736,-0.1569424,-0.001449864,-0.042536996,-0.05458901,-0.094162464,-0.07953037,-0.006712407,0.045080394,-0.43925434019298176,-0.20873050716379685,0.6133645997387727,-0.5173495331427188,0.19262581748097465,-0.23907861985120143,-0.14653844215753792
20160817,-0.28327096,-0.20945174,-0.000318079,-0.011500668,-0.14269558,-0.0372874,0.012222387,-0.007365778,0.030400751,-0.40631501163932315,-0.06964904143134633,0.7830836358712554,-0.7992181848979267,0.4173123983825711,0.01266047259704016,-0.1694414918032316
20160824,-0.29285708,-0.24478763,-0.54574275,-0.042569906,-0.11522625,0.18680711,-0.0694641,0.013389852,-0.000785096,-0.4314753244424042,-0.20400611051952902,-0.21494518472648164,-1.8700308326058264,0.10878373832216175,0.10925824794242536,-0.18290616450751854
20160831,-0.07959893,-0.07529209,0.002764534,-0.03982356,0.004612459,-0.02536495,-0.028604114,-0.000616659,0.060032114,-0.15556234618237205,-0.23178838537389257,0.28546731385965574,-0.20903987789330897,0.037026308027489366,-0.10146371060684674,-0.04358897629521104
20160907,-0.07797227,-0.076474816,0.000574778,-0.038454223,0.001027918,-0.021407519,-0.031559844,-0.00065333,0.08222611,-0.1386781332184578,-0.23506104867403757,0.2811795478032862,-0.21766833210128292,0.04910175767719899,-0.09518989194561878,-0.06707033640447202
20160914,-0.07567048,-0.07983141,0.000477449,-0.059225127,0.03266307,-0.007931534,-0.038891807,-0.001492031,0.07208813,-0.11838472138120129,-0.3200916087566119,0.2800997867893161,-0.22822860300535827,-0.04058364738292271,-0.1064215905055244,-0.021778730203285638
20160923,-0.077089585,-0.07970898,0.000915475,-0.05199765,0.021826964,0.016461762,-0.041300833,-0.000985339,0.065860264,-0.104483033876691,-0.2850809588084356,0.27507114968994795,-0.2551019301274086,-0.062033564615713646,-0.044670599254785365,-0.04659658444574764
20160930,-0.15406783,0.026659206,0.001919563,0.069886774,-0.089935176,-0.052721575,-0.046910807,-0.001731157,-0.0641579,-0.3367153731904892,0.453061157610261,0.2538358051695641,-0.13697913612157164,0.06523338663599469,-0.09944574118267757,-0.010921950401547153
20161014,-0.15285361,0.04617587,0.00185973,0.08003715,-0.09228333,-0.029904936,-0.042880066,-0.000775941,-0.065359645,-0.29486268040096725,0.5227364553926624,0.21888050051297372,-0.12436399996517106,0.02965617582547322,-0.05442556591555902,0.0038692711412571133
20161021,-0.24400796,-0.00352465,0.012345524,0.070492625,-0.117095746,-0.24733503,-0.07902457,-0.008230291,-0.11458621,-0.7106168863294915,0.5088974032605059,0.5068185113856415,-0.13510710332280582,0.3083473680933327,-0.4981518217151195,0.021936622015044944
20161028,-0.09209728,-0.076010615,0.003793249,-0.013556939,-0.034366526,-0.05456329,0.005005792,-0.000962686,0.016666105,-0.22345661732505362,-0.11297012684555918,0.30779336314246253,-0.2013142405154526,0.1683525302354903,-0.09041184535758885,-0.03613592533899772
20161104,-0.17107114,-0.15056054,0.004635669,-0.035317887,-0.05933687,-0.09050985,-0.045530103,-0.005286567,-0.01017968,-0.43307291653392715,-0.20187698700624476,0.5468128625024365,-0.43137288345559544,0.21135559905486231,-0.17187142645554068,-0.11973902020584434
20161111,-0.16898358,-0.15206395,0.01775115,-0.006098323,-0.10444194,-0.10004846,0.000157569,-0.005875401,0.03772606,-0.3835605120081611,-0.11231036704082176,0.5709908994368635,-0.4102376533043328,0.39878831674191095,-0.11204740268244193,-0.1702912091211876
20161118,-0.17001303,-0.15301293,-0.017243832,-0.006405734,-0.10896408,-0.10417001,-0.06573577,-0.006392069,0.044103473,-0.470313488703495,-0.10814139987973873,0.5129079772391545,-0.4618600536981854,0.3335828934923075,-0.16823849518889042,-0.25784292048395835
20161125,-0.15127347,-0.13210192,0.018965535,-0.001473509,-0.094046995,-0.11455571,-0.00024006,-0.004954405,-0.000593232,-0.4068736856940267,-0.08047482929853163,0.5177637670639385,-0.32446516527696734,0.36591211634330306,-0.14242524701522452,-0.13220787621000143
20161202,-0.30059505,-0.24205485,-3.87e-05,-0.006171133,-0.17645246,-0.15849076,-0.00365998,-0.011336215,0.02377863,-0.6262980120991333,-0.08752503932219796,0.8850966475214931,-0.7674443229206526,0.6389208460370481,-0.1925835877972094,-0.23744423784986202
20161209,-0.415818,-0.22746281,0.04726261,0.05783314,-0.26502794,-0.22403678,-0.040825173,-0.014822021,0.011428474,-0.821768061583189,0.310451673250002,1.1492333163995854,-0.8196609982754921,0.7877056176965284,-0.28134276815222875,-0.3157391754762721
20161216,-0.5410467,-0.32510558,0.004190649,-0.07954769,-0.12969519,-0.15190391,-0.22805521,-0.018458843,-0.03371653,-0.9886410148442324,-0.17672269542808655,1.4028180830558765,-1.322697988431742,0.20368716655425365,-0.4590346922163742,-0.2608459365710682
20161223,-0.5419651,-0.3646124,0.003687027,-0.12341972,-0.077719115,-0.014449082,-0.24534664,-0.011513658,-0.08039914,-0.8581368895453474,-0.37982882770108883,1.4198464964658826,-1.5213760049714815,-0.1046295941218476,-0.24264371024835055,-0.2457031754925152
20161230,-0.2544419,-0.037663627,0.005245781,0.084776506,-0.15677114,-0.09372811,-0.0518822,-0.003772751,-0.031378813,-0.4748629719369822,0.5164997564425591,0.5189007173392047,-0.3866508164797315,0.2831365115496955,-0.1469424599575622,-0.1160674729047745
20170109,-0.33117488,-0.08948767,0.013527794,0.08310357,-0.18928294,0.028123343,-0.10965913,-0.006224684,-0.113103196,-0.5350529059948043,0.5657576873233938,0.6885973001361214,-0.7166473010291338,0.06326581590268714,0.10274440393098319,-0.21857817280648995
20170116,-0.3295457,-0.065385565,0.022027753,0.09753816,-0.1960719,0.16535103,-0.005359905,-0.001628615,-0.112194434,-0.24618025322271397,0.6685150873217048,0.6305391165442141,-0.7964766846713318,0.01396551545351309,0.43852879119481303,-0.10056661534570545
20170123,-0.33274934,-0.047445156,0.005592407,0.11299011,-0.21150081,-0.25778943,-0.125768,-0.007799253,-0.15512885,-0.923415162076709,0.7231038377216902,0.6900063758140743,-0.37291204904096487,0.42207088938966764,-0.46227097906113757,-0.15523789192390963
20170206,-0.08209964,-0.077834964,0.000216583,-0.018586539,-0.030534564,-0.059236124,-0.040749796,-0.002548225,-0.01607829,-0.30495846394243326,-0.13205275382916282,0.2873594242083102,-0.18532064300022072,0.08682673363955266,-0.11486738945288288,-0.08185730903421541
20170213,-0.082591265,-0.077092715,0.000647221,-0.006546836,-0.048661835,-0.064285606,-0.04385989,-0.002755158,-0.015293379,-0.32606599722589347,-0.0844234150804153,0.2876860712333121,-0.1814970039305702,0.12244409049629,-0.10433600731816853,-0.11823904667929214
20170220,-0.14667514,-0.15864062,0.000223064,-0.019772148,-0.090433255,-0.046279848,-0.08769541,-0.00730665,-0.08889259,-0.5183987338017805,-0.1483038362967769,0.48915684850149566,-0.4510882539438797,0.11097315045381338,-0.030334034366383635,-0.23578650397145912
20170410,-0.06929111,-0.07461428,0.00259975,-0.022949737,-0.023213184,-0.07574807,-0.044245407,-0.00360319,-0.06540459,-0.36180500418273315,-0.14507180229473807,0.2673869826045751,-0.13274275136698108,0.06012435658225482,-0.13842625227885536,-0.054409314683720206
20170417,-0.070478104,-0.076075986,-0.001488758,-0.032140695,-0.010776565,-0.07329617,-0.045352813,-0.003480166,-0.056367286,-0.34630189870907163,-0.18296251253645965,0.2653141710776844,-0.14492738067879066,0.039651999637324076,-0.15398581711419623,-0.035983185582032784
20170424,-0.20188643,-0.054943226,0.007021043,0.027189095,-0.08883662,-0.13296412,-0.0806523,-0.005839855,-0.116488144,-0.5805160048039906,0.2393131469917689,0.4710643874898763,-0.26960975424628036,0.1382480837535021,-0.2641701187505154,-0.039913718008415575
20170502,-0.20153214,-0.056466617,0.002684145,0.025280003,-0.08726705,-0.120311424,-0.09127024,-0.005569302,-0.107378304,-0.5697158240855551,0.22943784833498546,0.4624890252349277,-0.29127815074707347,0.1107880995727311,-0.2500795149550833,-0.05882461114239963
20170509,-0.20141809,-0.069792196,0.002736819,0.013209041,-0.077868015,-0.10795633,-0.091258496,-0.005981945,-0.1030193,-0.5533874303020647,0.16367374657960906,0.47853447988210157,-0.3254316406290533,0.08837100932752526,-0.2330458070338697,-0.058667008107325655
20170516,-0.19601063,-0.022478495,0.007153958,0.060006168,-0.1147233,-0.06965314,-0.08625633,-0.003496535,-0.10881173,-0.4974683522365897,0.41150121957914343,0.3988755880275933,-0.2705611140197418,0.07431184274440718,-0.11825038233660257,-0.08943669738454695
20170523,-0.20394427,-0.014682477,0.012735794,0.08154677,-0.12374302,0.21001267,-0.09212119,-0.00477837,-0.11520226,-0.17272045260372831,0.5346688866880837,0.332954826951209,-0.5401715034896328,-0.30940702643589013,0.4488637949356625,-0.1668956767732569
20170606,-0.049851395,-0.073201224,0.00454131,-0.031331934,-0.009080593,-0.060672067,-0.041337997,-0.002965644,-0.04460966,-0.3055913307954794,-0.2017538960993991,0.23638663665160906,-0.1089948828588059,0.03207673392648025,-0.11694603825955241,-0.055237847972371225
20170613,-0.051695447,-0.063582286,0.004274703,-0.012287781,-0.030142738,-0.0502739,-0.027804574,-0.001741514,-0.024714615,-0.269287977276486,-0.11878039211695804,0.22232490059163493,-0.11031147973754638,0.08109591102287807,-0.07271273908395055,-0.07883937800109371
20170620,-0.051811505,-0.07251708,0.00119225,-0.02371919,-0.02087176,-0.050310984,-0.0139118,-0.001224633,0.03260982,-0.20579318734393587,-0.19090063889654169,0.23519996430694717,-0.13385376036972652,0.12498359567400281,-0.08872482005693642,-0.07583240079546066
20170627,-0.09074559,-0.12904064,0.011554319,-0.005981419,-0.08691142,-0.09983379,0.04134599,-0.004117653,0.10171472,-0.23854356940301474,-0.19070764205624158,0.40649445369521237,-0.24624738460282466,0.4638157631921778,-0.08973513858635515,-0.1666667418845833
20170704,-0.08758948,-0.14799352,-0.008459956,-0.039529495,-0.056566708,-0.1061841,0.014995188,-0.004693486,0.25237873,-0.14380763443180436,-0.3858575932526585,0.4104864558390825,-0.3054651897962361,0.4888728201613457,-0.18898249871185416,-0.22342996059666298
20170711,-0.20666105,-0.1211323,0.032806594,0.101485446,-0.24824366,-0.1686892,0.29575703,0.000115111,0.1357474,-0.15452202531587178,0.3348064307615959,0.625758985759966,-0.3517454147592528,1.2005348953166042,0.036269811070859366,-0.015846551125623675
20170718,-0.2261175,-0.07256858,0.021704974,0.1678527,-0.31521276,-8.82e-05,0.23961177,0.002759904,0.13026606,-0.0398513764261994,0.7108556551720898,0.5207981821551427,-0.494736047185519,0.975119195066056,0.39519723249622923,-0.1820176669209698
