,0,1,2,3,4,5,6,7,8,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8
11,-0.31700683,-0.19980769,-0.039066404,-0.037991818,-0.07987898,0.108518556,-0.1871255,-0.005962335,-0.2783164,0.5562408793711183,-1.3407522772702083,0.06922510438444818,-0.6538050956028433,0.6161244164669794,-0.16635113971526846,-0.415090317236483,-0.21823597990672577,0.01470824352821866
12,-0.31549892,-0.20934235,0.004223425,-0.037218425,-0.0860986,0.10008715,-0.18590248,-0.007729776,-0.27634993,0.5576796779020358,-1.294345056146038,0.2315018415364792,-0.6116068852516563,0.694445813827065,-0.10877638561262726,-0.4313942061842344,-0.26386353685037134,0.022165617721610756
13,-0.31494668,-0.24094951,-0.020709135,-0.07930829,-0.04477244,0.08167653,-0.18134534,-0.005344331,-0.2731006,0.33044386234473766,-1.3752604817727643,0.22460930116316483,-0.6425652160352693,0.7012517841718828,-0.28144292242196806,-0.46225814051890723,-0.16360420109194912,0.01873341548987527
14,-0.314094,-0.24027056,0.010637993,-0.06936818,-0.057785384,0.08869469,-0.180922,-0.00715483,-0.27418822,0.3786525143616521,-1.3461155466747425,0.3088460994867256,-0.6119417489140248,0.746390357494029,-0.18320357014123353,-0.4730255363852522,-0.22010534249474875,0.025211629819626616
15,-0.31710133,-0.20145658,0.03240946,0.004743151,-0.1443961,0.11525458,-0.1787422,-0.010956638,-0.27192757,0.7627031281503288,-1.16989514393442,0.2576734395577973,-0.6570290485213022,0.7375804564107727,0.0586635441995105,-0.42719900233800395,-0.43610319240978057,0.030138671252671473
16,-0.3163621,-0.2365345,-0.026432503,-0.043950524,-0.097838886,0.10834673,-0.18554905,-0.007407479,-0.27504998,0.5159030978020075,-1.3411920512284465,0.13071630409977006,-0.7235471086578934,0.6967691649961681,-0.1706289005344855,-0.45059205864226026,-0.3316827868076529,0.019987042237106192
17,-0.31602222,-0.23607367,0.004845906,-0.026938936,-0.12227785,0.09620953,-0.18575242,-0.009133197,-0.2743955,0.6105123800488703,-1.2523512743475504,0.24351105241692314,-0.710744763315154,0.7467987693416009,-0.1280736639456905,-0.4490995210248806,-0.4063857596295005,0.026854363349859967
18,-0.3191677,-0.15665379,0.037405588,0.08211407,-0.23265114,0.08812364,-0.18285012,-0.012039572,-0.27325293,1.2020652585109923,-0.9013723613895923,0.24321163678085642,-0.7060178634426993,0.6983195223878287,0.0872117465094579,-0.35362970358788354,-0.6048660614222644,0.031710101902718155
19,-0.32022178,-0.14635557,0.010867243,0.0939922,-0.24361429,0.10056698,-0.18361357,-0.010855474,-0.2747792,1.2619895196661106,-0.9103869347373993,0.11802179804143124,-0.7463301606524018,0.6475105898630839,0.09094008540106331,-0.3386974610240531,-0.6189522745723027,0.030505253851887057
20,-0.32087806,-0.0610509,0.029338628,0.17042038,-0.30155373,0.1371141,-0.18380395,-0.012623705,-0.27609327,1.6663773969483444,-0.7567402458135151,0.015702423502269663,-0.6689675247526168,0.5518169494673104,0.3906362640027334,-0.2545129881286624,-0.6921974399615017,0.024318088657704615
21,-0.35543883,-0.029672317,0.023844492,0.20836325,-0.3470735,-0.25231966,-0.23668835,-0.017805308,-0.3447516,2.260615860429279,-0.08899832953261103,0.7217453316669606,-0.6558550923722959,0.5223825649841763,-0.9158734266568759,-0.16896993364360685,-0.44397848672372064,-0.000787206797876762
22,-0.4010708,0.13183382,0.04684241,0.33872244,-0.42556587,-0.078249626,-0.28321695,-0.014877632,-0.4217951,3.068273247956147,-0.28994798269630007,0.35189582597667657,-0.45571129804822075,0.3698476162324688,-0.12607246910868372,-0.11174433126467592,-0.5338592825837236,-0.0012443649893839185
23,-0.43342754,0.006968338,0.019874383,0.269035,-0.40891328,-0.3856866,-0.3279225,-0.023350105,-0.49443096,3.008030686437019,-0.10089911048600156,0.9948115535432142,-0.6456392016609144,0.5265227840111466,-1.4282344165778362,-0.2451292551621777,-0.398283720122423,0.003472215945804978
24,-0.4214282,0.19742636,0.03812436,0.39068466,-0.4663848,-0.31293166,-0.3259358,-0.01967284,-0.49814415,3.6474377807972544,0.1273625593596767,0.7306152058101033,-0.37146269057109516,0.2593172097965965,-0.8899744848499263,-0.07383725073219366,-0.35453433664199985,-0.02583998506292569
25,-0.43501434,0.33954558,0.03813809,0.4809502,-0.5132595,-0.8727866,-0.37404022,-0.042533897,-0.5644248,4.58881498568741,1.3069987736817388,1.7014700651250951,-0.17338493621286932,-0.016673788991460683,-2.5961286960778156,0.15947294729850398,0.16317428383796795,-0.0632906497747004
26,-0.43768,0.11880195,0.012901178,0.3438659,-0.4568627,-0.87836957,-0.41714203,-0.043400675,-0.63305205,3.9645072670414723,0.7285943182339554,1.8716758695721463,-0.40675029310444744,0.26691581902318784,-3.0543483201896446,-0.16477052812774712,-0.025058407432332896,-0.03766012281507709
27,-0.45302796,-0.065243796,-0.007120161,0.23648654,-0.40528458,0.36631432,-0.41337532,-0.016205803,-0.6388324,2.7373972209449238,-2.0977830535050837,-0.3447242368072879,-0.6666315400261245,0.6105010283018971,0.7274690472094147,-0.6898710346950588,-1.1220682894376859,0.020810608811286865
28,-0.13673675,-0.1686031,0.033870786,-0.007973317,-0.1110576,0.10532768,-0.2340182,-0.014486253,-0.3530227,0.7095201399094855,-1.2698473684212686,0.2772203735006944,-0.1680038880138782,0.40370279566400924,-0.10921767397207718,-0.570453902962279,-0.6206532591170223,0.013701302647948171
29,-0.13796863,-0.1516204,0.024263643,0.010616843,-0.12978582,0.11572851,-0.23812214,-0.014415212,-0.35418782,0.8154880336958003,-1.2515099417392137,0.20621180461008728,-0.1811190727479426,0.3686627149837479,-0.06745199028558072,-0.543985749371304,-0.65497750739764,0.008398445802842202
30,-0.14128484,0.010670058,0.037283715,0.17101541,-0.25848567,0.15371381,-0.23025826,-0.012246102,-0.3521814,1.6572465678891823,-0.8445215140525508,-0.030511636674163817,-0.09965618350990268,0.17523923529154803,0.37516441443308246,-0.36969163946539246,-0.8037164529692932,0.007526447704784655
31,-0.1393724,-0.10017474,-0.004896593,0.08265592,-0.20752315,0.2325171,-0.27739054,-0.01331079,-0.4195084,1.2781239298840106,-1.4578253575181213,-0.15501980107617955,-0.1846060840647005,0.25229097406724393,0.28931256727373406,-0.5844946886020026,-0.9096853980290471,0.0008059107076893598
32,-0.13953353,0.009628724,0.042911112,0.18251613,-0.2735689,0.28032032,-0.2715351,-0.010875233,-0.41275004,1.7686906795062476,-1.229796898187434,-0.22171802102812846,-0.03567337405159465,0.1754183221719999,0.7339655809175282,-0.4719297796446508,-0.988608311092607,0.016246631820969346
33,-0.13790798,0.003464077,0.022449961,0.1571414,-0.23960945,0.3560907,-0.27459,-0.007555842,-0.41358706,1.5984308061175834,-1.470475333464807,-0.40707631473254335,-0.018887143100319633,0.1502426690447148,0.9048780092612946,-0.49452672261777125,-0.9571676054345389,0.011401189823682921
34,-0.1362778,0.0625184,0.03656255,0.22691537,-0.29866388,0.34508938,-0.27688813,-0.006503813,-0.40795872,1.962899791771026,-1.2441418949331577,-0.42496677440154884,0.015393140312043089,0.09409892081498808,1.0105418043517702,-0.4022417467785672,-1.0431882334285687,0.02452401087873672
35,-0.13395567,0.21676375,0.038010284,0.36684844,-0.3974738,0.3983288,-0.2787518,0.001816798,-0.4076206,2.684885085457679,-0.9546661039833173,-0.7121899157091953,0.13870447139196063,-0.10619141365012531,1.4357806781880167,-0.22789870030974552,-1.1448754657986693,0.030274604622803666
36,-0.105276324,0.45221293,0.043583132,0.5000884,-0.44278893,0.11370757,-0.32692552,-0.009076431,-0.4854757,3.703323437137255,-0.1807239829341465,-0.33035965267797684,0.5861316171013712,-0.551497583626886,0.7318528078363404,-0.011834924209587814,-0.7706503286277845,-0.012637748836678965
37,-0.0716476,0.43318492,0.032213498,0.44792077,-0.38318294,-0.14022978,-0.37090635,-0.018735044,-0.5637413,3.6784269005440966,0.005191399168101164,0.19341024769578566,0.758176344713893,-0.6463217751448992,-0.2834493222405851,-0.10169549050407539,-0.5032075402074373,-0.0325159308202317
38,-0.071173586,0.649453,0.04576735,0.60187227,-0.46305558,-0.15870047,-0.37036902,-0.02075059,-0.55773854,4.518360009861054,0.4933349853156996,0.057445974360928034,1.0026645990235017,-0.9568389597133539,0.006776752440298127,0.16015387649048424,-0.39680150563631134,-0.044629571801349924
39,-0.008700533,0.90620905,0.040674776,0.7386,-0.4833828,-0.43286097,-0.40401694,-0.028346665,-0.6242869,5.459460813735024,1.3047981613297197,0.35211766354147955,1.5425637435779593,-1.498674302066843,-0.6589288197263492,0.3845517955282339,0.03158524351176695,-0.05801456293950731
40,0.07680813,0.9429307,0.04660304,0.7137444,-0.43180767,-0.7682931,-0.4470109,-0.04008062,-0.7083439,5.596012054591304,1.7792068684531424,1.0242352141397493,1.903956393973804,-1.7301240774619315,-1.8513012743627832,0.3311933052669505,0.3370916499172535,-0.0923686735462635
41,0.08008228,1.063319,0.05425733,0.7776884,-0.45138803,-0.78711003,-0.44861156,-0.04155446,-0.7119208,5.978271955801306,2.004314438423933,0.9835568266830841,2.0870259409527936,-1.9142296632733844,-1.7437545295401375,0.4575664594586791,0.4722590209359274,-0.12034297520290578
42,0.09214813,1.8700488,0.080845974,1.2714981,-0.6171821,-0.72789806,-0.44443822,-0.039838105,-0.7154474,8.627197252501693,3.2980163422210347,0.2201615663872498,3.1971356306481558,-3.144847652052501,-0.3929311698963564,1.3152161186255942,1.1487883148087124,-0.16259273597693397
43,0.10351359,2.137949,0.06851468,1.4188868,-0.5269412,-0.87877244,-0.43829587,-0.044952042,-0.727253,9.262965245787985,3.8706813579124426,0.2605880723074179,3.7531845164026443,-3.691914828464899,-0.5894756308171774,1.6194425886252775,1.9032526964827317,0.06387510618370544
44,0.08421955,1.6227111,0.024752662,1.0825541,-0.18952478,-0.70863503,-0.44651964,-0.05005523,-0.7160001,6.957631636126857,2.3083127516245683,0.36191357225450427,3.309257076251238,-3.0664350998749597,-0.8813476418165438,1.0845869947325322,1.9454039047440805,0.49332248868609
45,0.0851603,1.8455715,0.035246987,1.2396982,-0.24744207,-0.5557248,-0.45905045,-0.0403345,-0.7161902,7.706694633999292,2.4040884543368803,-0.10970760251226055,3.624649112431972,-3.375409185377816,-0.055698823439657624,1.3247951838971903,1.9705795576694936,0.5260982609681398
46,0.0770438,2.6058507,0.07068937,1.712267,-0.455965,0.27096716,-0.45000514,-0.015743658,-0.7136505,9.950507816791909,2.169357436853811,-2.2596405533045982,4.591655456975379,-4.398450560431886,3.7851221211708137,1.946403800760252,1.8816198399024744,0.40536333537865027
47,0.38870654,0.5408053,0.005954533,0.24748756,-0.009156112,0.67601985,-0.2737623,0.000579752,-0.38874587,1.4669969150512145,-1.444452049497135,-1.497960274576088,1.9833290740339735,-1.495898453315144,2.2847371570888373,-0.19975919008769,-0.5863267240185898,-0.0711132574463303
48,0.39472234,0.41225755,0.01452769,0.14124346,0.04848744,0.6859433,-0.2779385,0.000999842,-0.37893143,0.8961135640405591,-1.7400569464090063,-1.3509801111460138,1.8834001106138247,-1.2926362675675231,2.1338554259855522,-0.3258696489341906,-0.6393733109803738,-0.09056802920929986
49,0.37953463,0.58244896,0.019192107,0.34066215,-0.11164165,0.67096823,-0.2667464,0.001365893,-0.38856125,1.9488616534925058,-1.1612659819322388,-1.5436310524583456,1.9017452553375298,-1.500652317760189,2.4260992225113553,-0.14690511482920904,-0.8026851736172445,-0.04115419221646362
50,0.5244955,0.4684983,0.011189587,0.19812582,0.018456653,0.35372815,-0.3115603,-0.008264847,-0.45100388,1.3359005835132851,-1.0068446383947336,-0.81158912795999,2.201077484690012,-1.60562257151888,1.0239734888714296,-0.34226746803591485,-0.6146351863563528,-0.04988831874789053
51,0.5232814,0.4463191,0.016522715,0.18535028,0.019713592,0.36332947,-0.31950393,-0.009376429,-0.4523084,1.2765340901609077,-1.0774213373936814,-0.7854564813492976,2.1801024170273027,-1.5631733691474128,1.029734328045014,-0.3578049904710931,-0.6602035720142571,-0.052600029494480574
52,0.5239815,0.38163033,0.008134662,0.13177527,0.046844713,0.36540422,-0.32382953,-0.01100418,-0.44768062,0.9978926664632225,-1.2332565951819352,-0.7427892899660101,2.102117440649647,-1.481793612249463,0.9178888733245462,-0.4128360587971173,-0.6827847383453094,-0.06722950938482809
53,0.52493495,0.3365466,0.004471883,0.15495348,-0.012553994,0.3619268,-0.325444,-0.007096425,-0.4450153,1.0959321054349365,-1.1668987148408108,-0.7569105755082437,1.9458131720731624,-1.390022119516867,0.8822621100849912,-0.4378082681982231,-0.9265430156574262,-0.03673182432482032
54,0.5226306,0.013388697,-0.017435338,-0.14254516,0.1917779,0.32234836,-0.31016195,-0.01388105,-0.4320037,-0.48916155497622216,-1.8800037359930921,-0.3758758552234924,1.6548857329357995,-0.9670562824814319,0.19817874778964753,-0.8072631233164912,-0.7634122317612227,-0.06861931207725998
55,0.5187098,-0.038274635,0.017930923,-0.18235151,0.21429035,0.33322617,-0.30455926,-0.012675755,-0.43329456,-0.7052735400833096,-1.9850827577621235,-0.23003564780785105,1.6528694378563582,-0.8252535004094146,0.2332677799124568,-0.8920525095444798,-0.7870054464775258,-0.0676245271977793
56,0.51746154,-0.0777612,0.022241969,-0.25206107,0.28739282,0.4079931,-0.29936302,-0.011837631,-0.42523038,-1.1187847168158658,-2.3055597819075886,-0.28289529220145293,1.6909040093885095,-0.7679805673752306,0.3996550288989486,-0.9576634229057922,-0.6888686765983082,-0.08315677354520697
57,0.5209056,-0.10449596,0.012930722,-0.23533289,0.24971868,0.3490701,-0.29969662,-0.010645926,-0.41507086,-1.0366991976291158,-2.136753453809006,-0.21337706348966504,1.581357769347162,-0.7299948607794144,0.1851699032644157,-0.9360415559228198,-0.7983720861394016,-0.06026562791575581
58,0.521852,-0.0677838,0.019685809,-0.108997375,0.09290518,0.30974287,-0.30528778,-0.009428188,-0.40682554,-0.37294730160937756,-1.7034373914464278,-0.24266568398843494,1.426835799726502,-0.7330144500971774,0.21832085290150097,-0.8278583040706823,-1.1817819412658768,-0.022506088763209545
59,0.52229035,-0.041855197,0.017204866,-0.064385846,0.04625587,0.32699466,-0.3017072,-0.010323398,-0.39903238,-0.1636680247832604,-1.5975433169759503,-0.33236514005301476,1.3867112683200535,-0.7673556598139593,0.3416621328611881,-0.7827313376915912,-1.2901393484668766,-0.012880063334148968
60,0.52171904,-0.15599997,-0.009941672,-0.17624581,0.13182269,0.319013,-0.312392,-0.010987312,-0.39528158,-0.7535848618496567,-1.931426996134558,-0.2592168776143672,1.2913278454709196,-0.6500007123792476,0.05468607014082097,-0.8807400727332702,-1.2082174782007895,-0.01989330173362787
61,0.52183867,-0.22252724,-0.023639023,-0.20423953,0.13275331,0.24069363,-0.31808585,-0.012932539,-0.39217466,-0.8829491648489872,-1.8770630093065441,-0.10372846790304227,1.166571289046576,-0.5712895729079893,-0.313298779068379,-0.9085249488031644,-1.24738916276939,-0.0007847025523145105
62,0.5174698,-0.36638537,-0.05750368,-0.3608664,0.2756738,0.17153153,-0.29763216,-0.014681205,-0.39626154,-1.7187769397158523,-2.1746097715747292,0.09824927518062437,1.0659382568662348,-0.4336434321950536,-0.8557011947081423,-1.1087869271926696,-0.9547893205153538,0.009290541036338794
63,0.5218182,-0.45113066,-0.031917956,-0.51176846,0.45109284,0.27876183,-0.27881643,-0.017144717,-0.40030932,-2.6041886451624894,-2.7753390003972895,0.14534164792952076,1.2122151987252383,-0.32069252067891735,-0.6487034539284511,-1.3115033957550133,-0.6585631084968881,0.009937817261827119
64,0.5292498,-0.30022937,0.07277109,-0.21924499,0.0982002,-0.21251711,-0.29406658,-0.023760073,-0.40454316,-0.7501052544431993,-0.9152284983072794,1.086639146460063,1.136047138850318,-0.3256268684370738,-1.6556752406731485,-0.9817818664915321,-1.1270375912640864,0.01019357783241408
65,0.52582616,-0.3015571,0.008959383,-0.21394117,0.09046801,-0.1973664,-0.30031687,-0.026118226,-0.40806448,-0.7237984281382112,-0.988718860295779,0.8556556892417087,1.0184723840368486,-0.42483281579155746,-1.7391350133818764,-0.9634730533673516,-1.138603345418083,0.011598706451883033
66,0.5249389,-0.27393317,-0.005024375,-0.12869225,-0.019855974,-0.27757406,-0.30566442,-0.022314094,-0.40753707,-0.22713139022474033,-0.6005762847755394,0.8670931184496419,0.8912263075444976,-0.44847902099320763,-1.9336901292918243,-0.8788755883243652,-1.3516976753228744,0.021983755570037997
67,0.52736425,-0.055202857,0.04761401,0.12646519,-0.24248564,-0.2634396,-0.28930527,-0.017641284,-0.42895845,1.133643139812172,0.1318491744347913,0.6939330860819128,1.0102954672242594,-0.6522953797948375,-1.3621798058089485,-0.7084479732277295,-1.6836265305711082,0.05066536861311598
68,0.5372025,0.2280539,0.059433855,0.38945633,-0.43300802,-0.60994494,-0.30342498,-0.023378097,-0.46802175,2.769153808881983,1.4971707739606857,1.0515305566799886,1.2565856598179503,-1.0786237868573487,-2.0372866576021944,-0.3593600659156225,-1.5575854994946026,0.060918914584815395
69,0.5286582,0.26639977,-0.036201485,0.4366059,-0.4667749,-0.607762,-0.30598333,-0.02162119,-0.46785215,3.002760182551243,1.5518416017234493,0.6818277128991626,1.1071149802937814,-1.2680559957304867,-2.1545747684738674,-0.2751533555317424,-1.5517622116784953,0.0802452317058268
70,0.5650423,0.08332649,-7.42426,0.3512755,-0.4184148,0.828404,-0.26911286,0.13675092,-0.48511735,1.0816208926343058,-5.493843080297976,-26.298735688636683,-10.67711518697477,-12.2265761331028,-12.971236186114796,0.9985106637908882,0.11561979770052011,-0.06512221712423301
71,0.14533745,0.043490212,-0.001288173,-0.06387666,0.11126493,0.1269924,-0.041965008,0.00469698,-0.06493137,-0.3899575996331933,-0.4902959825564361,-0.18281016728075908,0.5633507624845595,-0.31294183859936886,0.26823803761146164,-0.15651248421640068,0.03137596560701709,-0.044611816134292756
72,0.14718504,0.03142667,-0.000820163,-0.07893201,0.12501073,0.13247742,-0.04239632,0.005052559,-0.06560747,-0.4727783507785221,-0.5436226917183811,-0.1744785158257596,0.569133534134718,-0.29818261419445147,0.2616654381069497,-0.17512155962123815,0.045144498651770185,-0.046200964519866175
73,0.14757827,0.024003323,-0.00192235,-0.08994238,0.13717349,0.13797316,-0.043243278,0.005127475,-0.06713622,-0.5334082102294647,-0.5909655137076442,-0.17498780376378587,0.5756234570246779,-0.2923078724295543,0.2588651378677187,-0.1883814948727234,0.06380985972535311,-0.04552302192493758
74,0.14762768,0.027523234,-0.000595183,-0.08533177,0.13201544,0.14127012,-0.043335833,0.005074851,-0.06523726,-0.5114445927651884,-0.5808337311071602,-0.1823539715769992,0.5746470608788564,-0.29404452365996403,0.2808445307150724,-0.18012532867295478,0.05063288894802237,-0.04652215851472237
75,0.15226687,-0.000781383,-0.007720274,-0.10824532,0.15042539,0.12991177,-0.04246229,0.004543129,-0.06674308,-0.641659277273969,-0.6281219845379671,-0.15387794002761943,0.5517661991163223,-0.27392483104133886,0.18278190222764987,-0.2155313421114072,0.0653457445721307,-0.03776293702506085
76,0.15417446,-0.014481559,-0.004264331,-0.13407412,0.18173476,0.13833165,-0.041682005,0.003427558,-0.06276947,-0.7948846767412954,-0.7118030301814582,-0.12916387411086352,0.578763462505202,-0.2606031940598359,0.18459203793283668,-0.23041909089936735,0.12380767327380958,-0.03623457734082815
77,0.15416464,-0.00974345,-0.00096043,-0.12750909,0.17416695,0.14398196,-0.044603016,0.003740363,-0.06015393,-0.7610700854680823,-0.7047339947987555,-0.13570843441787697,0.5820763749433762,-0.2593605574932741,0.21865861499076283,-0.2141052760166396,0.09990850570886625,-0.037599638033574814
78,0.15435001,-0.03108232,-0.007051216,-0.17195845,0.23088951,0.15306953,-0.0443455,0.001411159,-0.057726562,-1.0152134449245651,-0.8562480020055092,-0.12032275492585756,0.6152259987459948,-0.25808309624796866,0.17820288638538537,-0.2405307839395588,0.22590325062922734,-0.03368665633062713
79,0.17078538,0.031303402,0.000601016,-0.22360165,0.34557962,0.33374214,-0.086039335,-0.000555221,-0.13069129,-1.2276032018239937,-1.5266346689814878,-0.3704480314111642,0.9976568984333375,-0.4229469315614706,0.6984173274964904,-0.35028655693738364,0.4527565728417498,-0.07360178232336796
80,0.15964887,0.22760624,0.004509866,-0.054626774,0.2113201,0.42527315,-0.13084388,-2.58e-05,-0.1947734,-0.18214073282590418,-1.3939370326802,-0.7130143800945875,1.1847449135249395,-0.6902545269866561,1.248086842684006,-0.2123838974611498,0.2757577611568173,-0.1159388730187327
81,0.15906961,0.23157012,0.000176705,-0.022045532,0.17204823,0.40335304,-0.13644971,0.000734922,-0.19159086,-0.013272973708027536,-1.2761252097263462,-0.7139303610880792,1.1311167312131114,-0.691242780416901,1.1965317777184907,-0.17313931453007636,0.17919997976077245,-0.09495363416577349
82,0.16010147,0.10864532,-0.009393894,-0.12666388,0.24770366,0.3696693,-0.123583905,-0.000486281,-0.18384676,-0.5964721809698442,-1.4774240377586516,-0.5514253151690429,1.0130710153270723,-0.5328018839521097,0.8858958907372358,-0.3130182625315882,0.2513190595242706,-0.08294593270995866
83,0.1696262,-0.015292908,0.00356429,-0.3687005,0.5376726,0.61204004,-0.09940145,0.00093326,-0.17998278,-2.0627230468864397,-2.5942725874620822,-0.7094257925458225,1.245275656861996,-0.4044168634625596,1.3962687473057638,-0.599524241817427,0.7125343876834854,-0.08460841649139057
84,0.12898664,0.071703866,0.005454686,-0.38633338,0.614492,1.0418043,-0.1459286,0.000787538,-0.2450715,-2.1594539417856002,-3.707328700664538,-1.4587281369200722,1.507539882281176,-0.5213521348755479,2.7909576986515536,-0.6843282015191327,0.758388336545078,-0.13347624306441058
85,0.063527524,0.4179831,0.014872155,0.032520007,0.24610831,0.9670574,-0.20221934,0.002915777,-0.2939792,0.26808687066807474,-2.6149518589636043,-1.7291880633103487,1.5232739011418897,-0.8863073770400176,3.1704720514904277,-0.20861846613570106,0.324635912427411,-0.07957093789285294
86,0.066449694,0.14268298,-0.015530714,-0.20060197,0.4104661,0.9130755,-0.20037445,0.005609479,-0.2959427,-0.9849081489014144,-3.1873221848675515,-1.4270071601014178,1.284451218975987,-0.5348597188295147,2.4865068344834205,-0.5197061894667221,0.43343037609819657,-0.059685918005510444
87,0.06454571,0.116374165,-0.003615363,-0.2675297,0.49006477,1.040283,-0.19344416,0.005279999,-0.29644746,-1.399507359008126,-3.6102198097246045,-1.555120080635006,1.3645266408017394,-0.49307801579826444,2.851027125301121,-0.6119798739873377,0.5295641656048004,-0.07440870599139156
88,0.06625584,-0.006209781,-0.004972034,-0.44364592,0.68525505,1.1875976,-0.18880257,0.008882482,-0.2939184,-2.454079781173894,-4.409939659986764,-1.6340370274615081,1.4506034888847474,-0.34861225064025353,3.0649682091140247,-0.812823580992058,0.7904630048455635,-0.054863823104574896
89,-0.001186559,0.37602058,-0.051836863,-0.057461638,0.36611104,1.236919,-0.24298647,0.004084498,-0.34564418,-0.2034931250959147,-3.6657884700299332,-2.294028497635661,1.4866229333074272,-0.8830779551759154,3.7429183962956776,-0.3412189805525985,0.491439575501959,-0.07023766868974561
90,0.000425911,0.3464009,-0.003531099,0.028532181,0.23305944,0.9819984,-0.24767384,0.00644936,-0.3483648,0.34332795100805624,-2.9129710978208716,-1.7320737304315277,1.3419706587592417,-0.7238017812555624,3.0543082267910333,-0.2922296074435711,0.23123756577929683,-0.006840804233926105
91,-0.005332992,-0.023384841,-0.045904987,-0.4333692,0.7084777,1.2595898,-0.24756712,0.013416741,-0.3655721,-2.3205078242963038,-4.874188744812356,-1.8319142565803235,1.3833036439547917,-0.3156628648056869,3.120008660647354,-0.8597640211131442,0.8475534648912951,0.04708511378219031
92,-0.003901543,0.36957353,0.0633617,0.013974857,0.273119,1.2197816,-0.23827246,0.006424807,-0.34659272,0.14760895352461312,-3.377089175294199,-1.947084511315745,1.5216633966313342,-0.6606087374270967,3.9879338368553965,-0.3636960971610437,0.18172639300804888,-0.008739850270801373
93,-0.00520271,0.63531446,0.034097537,0.2690766,0.08924263,1.1572535,-0.22949037,0.006131306,-0.3518679,1.5242681438852028,-2.5465922399100003,-2.2525699357931055,1.6256037637378833,-1.0876797096200441,4.180524902701542,-0.04882233021008425,0.12308666436015453,0.017477449800518283
