,y1,y2,y3,y4,y5,y6,y7,y8,y9,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8
0,9.974659986866641e-17,-0.005,0.0,-0.009999999999999901,0.0,0.0,-0.015,0.0,0.0,-0.0014528296549999931,-0.0021548003449999792,-0.000720016104999992,-0.000671965144999988,-0.000560007970000003,0.0007367837099999972,0.002117233159999986,-0.0014191106849999876,-0.0035777738000000183
1,0.005,0.0,0.0,-0.0049999999999999,0.0,0.0,-0.030000000000000002,0.0,0.0,1.062760000001791e-05,-0.00171705695499999,1.6144760000007812e-05,-0.00012652943999999988,-0.0011044223099999926,0.00027354111999999993,0.004513580474999993,-0.000662895179999988,-0.007547167835000006
2,0.0,0.0,0.0,-0.0199999999999999,0.0,0.0,-0.010000000000000099,0.0,0.0,-0.003065728129999977,-0.002650990059999995,-0.001431252319999991,-0.0002525322700000023,-0.0015981721999999928,0.00015922645000000118,0.0029118844900000076,-0.0024216042499999885,-0.0012139191200000296
3,0.0199999999999999,0.005,0.0,-0.04,-0.009999999999999901,0.0,-0.005,0.0,0.0,-0.007121920675000003,-0.0012115457650000183,-0.003608652614999993,0.0028024101949999857,-0.005205173799999993,-0.0009263072899999975,0.002937602860000008,-0.006382230264999982,-0.0010315173499999852
4,-9.974659986866641e-17,0.0,0.0,0.0,-0.0049999999999999,-0.009999999999999901,-0.0149999999999999,0.0,0.0,0.001797648394999988,-0.0009978569600000077,-0.001191600834999984,-0.0005995079450000085,0.00016529583000000707,-0.001522666294999982,0.001487023165,-0.000526316779999986,-0.004259054609999956
5,-0.009999999999999998,0.0,0.0,-0.009999999999999901,-0.01,0.0,0.0,0.0,0.0,0.0008253755800000178,-0.0011502571899999897,-0.0015848183699999924,-0.0009592454799999998,0.0005906656400000075,0.00027201355999999986,0.0013671628299999929,-0.003115793549999988,0.0016788165299999938
6,-0.01,-0.009999999999999901,0.0,-0.005,0.0,0.0,-0.0049999999999999,0.0,0.0,-0.00035797623999999685,-0.0023517728649999894,-0.0006315330249999987,-0.0019311777299999917,0.001245241604999995,0.0013826779049999883,0.00012700513500000176,-0.001021263084999996,-0.0007581546249999648
7,0.0,-0.009999999999999901,0.0,-0.0149999999999999,-0.005,0.0,0.0,0.0,0.0,-0.0027065565549999745,-0.0016188966549999845,-0.0018190232699999897,-0.0004958681249999939,-0.0003900941049999983,0.0010692964099999894,-0.0006590243999999902,-0.0030828837449999847,-0.00035227636499999475
8,-0.0099999999999999,-0.005,0.0,-0.009999999999999901,-0.005,0.0,0.0,0.0,0.0,-0.0003297669699999933,-0.0018684854249999792,-0.0013353797999999919,-0.001386434199999988,0.0007424951099999972,0.0007976491049999973,0.0005463024549999859,-0.0023598055349999874,0.0012086333099999812
9,0.005,-0.014999999999999899,0.0,-0.015,-0.005,0.0,0.0,0.0,0.0,-0.0036519687499999916,-0.0013634778099999947,-0.0019324309999999975,-0.0002015241199999938,-0.0006127651100000061,0.0014642020649999895,-0.001859795019999983,-0.0032344532849999962,-0.0015663561849999885
