0,1,2,3,4,5,6,7,8
-0.09209728,-0.076010615,0.003793249,-0.013556939,-0.034366526,-0.05456329,0.005005792,-0.000962686,0.016666105
-0.17107114,-0.15056054,0.004635669,-0.035317887,-0.05933687,-0.09050985,-0.045530103,-0.005286567,-0.01017968
-0.16898358,-0.15206395,0.01775115,-0.006098323,-0.10444194,-0.10004846,0.000157569,-0.005875401,0.03772606
-0.17001303,-0.15301293,-0.017243832,-0.006405734,-0.10896408,-0.10417001,-0.06573577,-0.006392069,0.044103473
-0.15127347,-0.13210192,0.018965535,-0.001473509,-0.094046995,-0.11455571,-0.00024006,-0.004954405,-0.000593232
-0.30059505,-0.24205485,-3.87E-05,-0.006171133,-0.17645246,-0.15849076,-0.00365998,-0.011336215,0.02377863
-0.415818,-0.22746281,0.04726261,0.05783314,-0.26502794,-0.22403678,-0.040825173,-0.014822021,0.011428474
-0.5410467,-0.32510558,0.004190649,-0.07954769,-0.12969519,-0.15190391,-0.22805521,-0.018458843,-0.03371653
-0.5419651,-0.3646124,0.003687027,-0.12341972,-0.077719115,-0.014449082,-0.24534664,-0.011513658,-0.08039914
-0.2544419,-0.037663627,0.005245781,0.084776506,-0.15677114,-0.09372811,-0.0518822,-0.003772751,-0.031378813
-0.33117488,-0.08948767,0.013527794,0.08310357,-0.18928294,0.028123343,-0.10965913,-0.006224684,-0.113103196
-0.3295457,-0.065385565,0.022027753,0.09753816,-0.1960719,0.16535103,-0.005359905,-0.001628615,-0.112194434
-0.33274934,-0.047445156,0.005592407,0.11299011,-0.21150081,-0.25778943,-0.125768,-0.007799253,-0.15512885
-0.08209964,-0.077834964,0.000216583,-0.018586539,-0.030534564,-0.059236124,-0.040749796,-0.002548225,-0.01607829
-0.082591265,-0.077092715,0.000647221,-0.006546836,-0.048661835,-0.064285606,-0.04385989,-0.002755158,-0.015293379
-0.14667514,-0.15864062,0.000223064,-0.019772148,-0.090433255,-0.046279848,-0.08769541,-0.00730665,-0.08889259
-0.06929111,-0.07461428,0.00259975,-0.022949737,-0.023213184,-0.07574807,-0.044245407,-0.00360319,-0.06540459
-0.070478104,-0.076075986,-0.001488758,-0.032140695,-0.010776565,-0.07329617,-0.045352813,-0.003480166,-0.056367286
-0.20188643,-0.054943226,0.007021043,0.027189095,-0.08883662,-0.13296412,-0.0806523,-0.005839855,-0.116488144
-0.20153214,-0.056466617,0.002684145,0.025280003,-0.08726705,-0.120311424,-0.09127024,-0.005569302,-0.107378304
-0.20141809,-0.069792196,0.002736819,0.013209041,-0.077868015,-0.10795633,-0.091258496,-0.005981945,-0.1030193
-0.19601063,-0.022478495,0.007153958,0.060006168,-0.1147233,-0.06965314,-0.08625633,-0.003496535,-0.10881173
-0.20394427,-0.014682477,0.012735794,0.08154677,-0.12374302,0.21001267,-0.09212119,-0.00477837,-0.11520226
-0.049851395,-0.073201224,0.00454131,-0.031331934,-0.009080593,-0.060672067,-0.041337997,-0.002965644,-0.04460966
-0.051695447,-0.063582286,0.004274703,-0.012287781,-0.030142738,-0.0502739,-0.027804574,-0.001741514,-0.024714615
-0.051811505,-0.07251708,0.00119225,-0.02371919,-0.02087176,-0.050310984,-0.0139118,-0.001224633,0.03260982
-0.09074559,-0.12904064,0.011554319,-0.005981419,-0.08691142,-0.09983379,0.04134599,-0.004117653,0.10171472
-0.08758948,-0.14799352,-0.008459956,-0.039529495,-0.056566708,-0.1061841,0.014995188,-0.004693486,0.25237873
-0.20666105,-0.1211323,0.032806594,0.101485446,-0.24824366,-0.1686892,0.29575703,0.000115111,0.1357474
-0.2261175,-0.07256858,0.021704974,0.1678527,-0.31521276,-8.82E-05,0.23961177,0.002759904,0.13026606
-0.23212235,-0.11113867,0.001837031,0.19383289,-0.38791406,-0.23516828,0.08942965,-0.008602262,0.13957727
-0.14707954,0.016301926,0.02982324,0.16700073,-0.26485398,0.017112615,0.1965873,0.004064273,0.4147432
-0.13920376,-0.14315052,0.015622392,0.06377284,-0.21373025,-0.38805574,0.023554448,-0.013452113,0.5305039
-0.14106324,-0.19513543,0.023158297,0.009982415,-0.16837367,-0.3953795,-0.052356213,-0.0168631,0.31893852
-0.13759501,-0.16796745,-0.00538664,0.071560025,-0.24381024,-0.3543069,-0.0980049,-0.014950208,0.17603973
0.005993558,-0.13001202,0.009689136,-0.019053716,-0.07344993,-0.10102347,0.09321776,-0.002960436,0.11358766
0.012688636,-0.1388421,0.013787249,-0.027625743,-0.06845676,-0.09258808,0.059982814,-0.006103493,0.23471901
0.0171041,-0.15299305,0.011795335,-0.055405907,-0.035019018,-0.06370711,-0.023872098,-0.00739833,0.27048498
0.016066127,-0.16037539,-0.006400432,-0.07581053,-0.006874466,-0.0632691,-0.05752201,-0.005528562,0.16400848
0.01651593,-0.15861915,-0.016044635,-0.06068415,-0.023214051,0.12548722,-0.08444548,-0.006590091,0.10123286
-3.36E-05,-0.06654385,0.002320121,-0.006237172,-0.043130152,-0.07058073,-0.033562496,-0.001024224,-0.028656147
0.010517352,-0.14264323,0.005082001,-0.010816943,-0.09622077,-0.14708927,-0.018911587,-0.003648661,-0.016804073
0.013281168,-0.13116343,0.021021683,0.006862823,-0.109493606,-0.13925725,0.21998584,-0.000379849,0.14904039
0.035812955,-0.210301,0.015195487,0.003791012,-0.16700383,-0.20805585,0.13680974,-0.006348111,0.29145938
0.05132675,-0.25325698,0.03111149,0.03650688,-0.2371872,-0.21830125,0.23489973,-0.005510263,0.30341175
0.09920096,-0.2704213,0.058824316,0.07481691,-0.29848364,-0.013289582,0.42398715,0.000845008,0.21514961
0.19389291,-0.23524417,-0.011827336,-0.112246394,0.013046287,-0.10035571,0.7458877,0.019681573,0.44063097
0.21851529,-0.3240595,0.003006659,-0.25164837,0.13737182,-0.060703747,0.18510365,-0.004721552,0.54479295
0.20203137,-0.33981508,-0.018283743,-0.23408401,0.0924759,-0.11734669,0.021869898,-0.014598399,0.3593682
0.20178163,-0.35359493,-0.005176623,-0.21445063,0.05382371,-0.12689629,-0.084061384,-0.01718957,0.31352392
0.17306295,-0.2416393,0.047169086,-0.028325833,-0.15250494,-0.11204348,-0.04034964,-0.013464503,0.14571951
-0.04870318,0.07269311,0.007479689,0.1440711,-0.17141974,-0.10448388,-0.042913247,0.00067668,-0.09084256
0.052209195,0.04084922,0.017210001,0.10951319,-0.15252388,-0.23553023,-0.16210172,-0.010577112,-0.23207936
0.27193713,0.047802087,0.032365404,0.031557012,-0.03941133,-0.5820212,-0.19587931,-0.020368613,-0.32698643
0.39951688,0.21018063,0.023688052,0.11691044,-0.053234763,-0.55657285,-0.027919298,-0.006415062,-0.20760688
0.59533364,-0.25318307,0.020089783,-0.2274683,0.14583927,0.07557864,0.27923587,0.013209492,0.2334376
0.6043087,-0.31433937,0.017148336,-0.28788584,0.19196424,0.10179727,0.120564185,0.003423374,0.33025303
0.61708254,-0.43823135,0.006237788,-1.0414424,1.300298,0.6374098,0.37382334,-0.001782298,0.32415742
0.5620151,-0.27392405,-0.002436158,-0.55851966,0.6633669,0.14444959,-0.23270205,-0.01086843,0.062365025
0.026381288,0.0572079,0.007745684,0.035264935,-0.020846194,-0.259283,-0.12636057,-0.00838954,-0.193631
0.025914773,0.09177907,0.010068893,0.08327241,-0.07017005,-0.2739419,-0.12781802,-0.008630253,-0.181089
0.025932603,0.0366841,0.003899376,0.039664667,-0.04106828,-0.2737027,-0.12533143,-0.009340726,-0.15770745
0.028577376,-0.058214635,0.004208169,-0.07676345,0.07904142,-0.23004314,-0.039875057,-0.005848534,-0.09731713
-0.099102885,0.04929254,0.013729786,0.051074866,-0.0535563,0.10830364,-0.13797984,-0.006044149,-0.089022726
-0.10529645,0.15521018,0.032588195,0.16456744,-0.15182178,0.18437341,-0.12026103,-0.001060952,-0.088912524
-0.14870782,-0.16848055,-0.003702111,-0.13847588,0.0795654,-0.025645496,-0.15634468,-0.014230453,-0.18886043
-0.14283207,0.0561007,0.024496587,0.09492186,-0.11674727,-0.18698207,-0.19269177,-0.011606246,-0.25414014
-0.046068843,0.005790692,0.004837235,-0.007721543,0.014357485,0.021618182,-0.07857284,-0.004104547,-0.052029066
-0.04841513,0.053204823,0.002366849,0.039309178,-0.024651049,0.015571227,-0.08628746,-0.004123546,-0.058846444
-0.04788327,0.020650841,0.006789337,0.015241351,-0.010667402,0.05804406,-0.09191005,-0.004845284,-0.07417297
-0.09274145,0.11570278,0.001442242,0.11231078,-0.09100816,-0.009568891,-0.047622144,-0.001002275,-0.07057401
-0.08054631,0.076576665,0.005603227,0.07450791,-0.06520635,-0.23991528,-0.09092859,-0.006334752,-0.12893234
-0.08040345,0.06066439,0.00701012,0.060128253,-0.05454701,-0.24189432,-0.08606343,-0.006743401,-0.1163641
-0.07833582,-0.003483718,0.005852073,-0.000727076,-0.007177886,-0.247219,-0.08297322,-0.009339154,-0.09982965
-0.31812426,0.14903146,0.014618183,0.14777264,-0.12529425,-0.032795753,-0.15924415,-0.007476293,-0.20212524
-0.47307146,0.053612757,0.019407082,0.06482799,-0.052284434,-0.17022218,-0.15366688,-0.007742129,-0.27411267
-0.46909046,0.2590851,0.031067763,0.25149748,-0.19251668,-0.18332985,-0.24999964,-0.01873234,-0.274059
-0.4686287,0.33296847,0.02104187,0.31451985,-0.24166188,-0.107494645,-0.1430544,-0.009490967,-0.24962978
-0.18528962,0.001665365,0.008104277,0.024920043,-0.04259111,-0.29478106,0.03962039,-0.011720218,0.036224067
-0.18338916,-0.11172022,-0.006733523,-0.13899955,0.1321948,-0.23727435,-0.08083142,-0.014628463,0.08415107
-0.1898955,-0.043544438,0.002716689,-0.015277207,-0.015512779,-0.27036372,-0.04867899,-0.013490319,0.083673805
-0.18148564,-0.1572576,-0.020295255,-0.19491965,0.19292149,-0.11208597,-0.15341762,-0.015137292,-0.000444235
-0.11939865,0.10116258,-0.001966962,0.101031184,-0.084570594,-0.002075914,-0.04746698,-0.000274718,-0.06990473
-0.119631544,0.084576786,-0.001530354,0.09629935,-0.08947927,-0.020249788,-0.04517569,-0.000483576,-0.06752976
-0.119423606,0.115114376,-0.000312267,0.07956077,-0.040519178,-0.23937434,-0.06334193,-0.005735375,-0.114035346
-0.20513901,0.121301815,-0.006630064,0.105314195,-0.07645861,0.24775982,-0.101870805,-0.002806135,-0.09607456
-0.31983745,0.10134259,0.013214627,0.11265685,-0.0924853,0.36676422,-0.15607351,-0.005691975,-0.17174302
-0.43486276,0.34132046,-0.008165625,0.30140615,-0.22132786,0.07963244,-0.18582949,-0.008309521,-0.2216541
-0.3254939,0.21153232,0.012212569,0.2379653,-0.21254754,0.09394643,-0.0534971,0.003363852,-0.14898494
-0.3284703,0.3464206,0.008655671,0.32662353,-0.24750936,0.104368314,-0.125159,-0.000301033,-0.16280462
-0.32722622,0.26048714,0.013802025,0.2848386,-0.25054193,0.09665119,-0.09559431,0.001343407,-0.15025686
-0.32610407,0.22255456,0.004809743,0.27284968,-0.26023602,0.08818411,-0.11274236,-0.000393007,-0.15719935
-0.32941538,0.07269351,0.001732587,0.21746086,-0.26632512,0.3772491,-0.02731602,0.003164522,-0.1650751
-0.10791707,-0.095595315,-0.004039249,-0.05843861,0.01463721,0.003210468,-0.063838266,-0.003819957,-0.09647009
-0.23534158,0.024172,0.012661006,0.066832155,-0.096105784,-0.02463345,-0.10192593,-0.003215306,-0.14620328
-0.3743524,-0.025254115,0.012353154,0.02180348,-0.060323097,0.017922463,-0.08322857,-0.003914028,-0.10773822
-0.52006537,-0.044920955,0.001512287,0.02612682,-0.08628359,0.019086344,-0.05085662,-0.009183146,0.04705751
-0.67464775,0.106257826,0.003937291,0.18149975,-0.21879178,0.02960573,-0.14406796,-0.010924481,0.04270538
-0.7425457,0.06671001,0.008292159,0.16286892,-0.21804494,0.25571263,-0.25014767,-0.013105623,-0.07972504
-0.7881198,0.28317717,0.043374244,0.37096852,-0.36642787,0.27877796,0.015544534,-0.002242833,-0.1224917
-0.30680498,-0.021962898,0.012525794,0.031845387,-0.06816077,-0.340316,-0.028440326,-0.013133362,0.018803509
-0.33494982,-0.012643183,0.01844262,0.10559136,-0.1808616,-0.34400517,0.11691817,-0.012396112,0.1349027
-0.35779595,0.003045149,0.044876453,0.16195035,-0.26775002,-0.25103447,0.714258,0.001097955,0.38829228
-0.37034482,0.8483344,0.09929529,0.71318436,-0.5106142,0.007077934,2.012874,0.111615635,-0.073699236
0.020317785,-0.048368856,0.027017668,0.002781183,-0.046748705,0.2047187,0.864302,0.06374314,0.17064402
-0.039460026,-0.09806055,0.0129726,-0.092435,0.043648362,0.29712638,0.42670304,0.01780852,0.38613778
-0.047315873,0.03283981,0.05771928,0.12835005,-0.1972227,0.33222958,0.8460452,0.03483859,0.32355356
-0.039132804,-0.20037225,-0.059704255,-0.09168251,-0.03575673,0.37606233,0.6610902,0.005046364,0.49560523
-0.011271525,0.13786161,0.023486871,0.106888145,-0.07773995,-0.19334199,0.56881523,0.021539439,0.23793653
0.212673,0.0906305,0.021083005,-0.022364413,0.08141581,-0.1402021,0.17112395,0.003378786,0.121843055
0.20703466,0.1460176,0.050353993,0.11058068,-0.084673546,-0.16599067,0.796817,0.0329072,0.2844171
0.32304296,-0.06703548,-0.004587925,-0.13558754,0.13106477,-0.15053006,0.9048899,0.02047883,0.9119589
0.3648776,-0.32417828,0.012320208,-0.39543197,0.3443909,0.17260143,0.3376966,0.000972506,1.4347404
0.37935135,-0.37248924,0.008986812,-0.6745769,0.7474506,0.4719806,0.19524673,-0.00280381,1.1131359
0.38245538,-0.3964933,-0.024378575,-0.7690243,0.88293105,0.592444,-0.16373155,-0.009129085,0.6452042
0.030404039,-0.06303823,0.001808976,-0.050372746,0.02659798,-0.026231633,0.008360686,-0.001102306,-0.009252205
0.08351448,-0.07928176,0.031271167,-0.03127891,-0.017713921,-0.02649596,0.4311135,0.013836291,0.10154116
0.1637834,-0.14671198,0.017784748,-0.13309035,0.07725963,0.081559405,0.9721767,0.039191756,0.9347104
0.27892697,-0.23363717,0.002407473,-0.23863992,0.16939704,0.1401412,0.76811045,0.031396195,1.5665133
0.28215763,-0.27519852,0.00170401,-0.31441125,0.26031855,0.11495471,0.706729,0.006930936,1.6788307
0.2809953,-0.29434893,-0.004258611,-0.34574956,0.29162133,0.19707482,0.23197955,-0.006096743,1.5728745
0.11481897,-0.075091615,-0.002093586,-0.13164431,0.14314945,-0.010316517,-0.006233092,0.000757881,0.043516293
0.11440775,-0.07749204,-0.004765336,-0.14641121,0.16569817,-0.000774797,-0.02352426,0.000953414,0.05166073
0.0269479,0.07768689,0.008034188,-0.002448898,0.05982329,0.020534335,-0.1105488,-0.004608877,-0.08585306
0.024379447,0.11461027,0.014591538,0.030972805,0.034411095,0.05060716,-0.12092149,-0.004829705,-0.09848917
0.024669021,0.2080175,0.007618035,0.102774054,-0.005024625,0.15746728,-0.14077005,-0.003867246,-0.1196937
0.08870795,-0.072803624,0.003653951,-0.10522535,0.112358026,-0.038687587,-0.043681122,-0.003823184,-0.07529604
0.20745267,-0.141699,-0.000506575,-0.19445693,0.19626583,-0.034410622,-0.035516843,-0.002496094,-0.01258726
0.20952287,-0.15267389,0.000417205,-0.20991455,0.20834659,-0.04524441,-0.038484678,-0.003532141,0.07400853
0.20945126,-0.1590935,0.005091493,-0.22797434,0.23308064,-0.028036734,-0.06900914,-0.00370276,0.11096871
0.19301356,-0.07128452,0.015048978,-0.13812108,0.16440313,-0.04268758,-0.11940595,-0.005253144,0.05958221
0.32546687,-0.08587185,0.007914658,-0.19517064,0.23508404,-0.25103468,-0.1522991,-0.009317145,0.004143322
0.32554466,-0.1270526,0.011282271,-0.26616785,0.31109107,-0.015971892,-0.17511025,-0.005718291,-0.007563842
0.11307375,0.033583928,0.001011223,-0.048349008,0.10001968,-0.24952269,-0.08856482,-0.006595202,-0.098186165
0.11225027,0.0900172,0.005795946,0.006151769,0.053895146,-0.24839537,-0.08947498,-0.005829349,-0.09348333
0.11257119,0.045618,0.004250783,-0.037554253,0.09127749,-0.24955902,-0.090105005,-0.006623678,-0.09926323
0.11215734,0.0413278,0.003189619,-0.039779402,0.091723666,-0.25017318,-0.08889826,-0.006702967,-0.098970145
0.11104084,0.035868023,-0.001365202,-0.05560143,0.10433786,0.10825209,-0.09409611,-0.000947073,-0.09937299
0.008315531,-0.023074374,0.001586943,0.038199667,-0.07545423,-0.066085,-0.026990242,-0.00098725,-0.045195248
0.10232439,-0.061004236,0.01852148,-0.03448762,-0.001523331,0.01537071,-0.05139779,-0.003630161,-0.10442245
0.21389443,-0.13624415,0.006355029,-0.14881667,0.119551204,0.06536513,-0.06110522,-0.002107173,-0.07721442
0.21931255,-0.13678038,0.014733268,-0.15185261,0.11355555,0.10211575,0.03305642,0.007026169,-0.03602241
0.35379606,-0.19510852,0.008641653,-0.24781553,0.23110732,-0.2832012,-0.09665314,-0.003799863,-0.05114972
0.35157037,-0.17165115,0.00411296,-0.2023261,0.18372282,-0.2769399,-0.1441589,-0.007693671,-0.06628124
0.35379186,-0.19491312,0.008864223,-0.24017705,0.22551943,-0.07468384,-0.16497192,-0.011748396,-0.09369628
-0.07486364,0.068390846,0.012350351,0.13060732,-0.15584639,-0.049188025,0.18382338,0.010135092,-0.02851089
-0.069161005,0.15775518,0.006098567,0.18843561,-0.17547789,-0.049566887,-0.040169064,0.002172127,-0.074239
-0.06781861,0.20420732,0.006331828,0.21291314,-0.17895164,-0.022235004,-0.08405324,0.000448968,-0.103101805
-0.06915963,0.1756035,0.006850149,0.19913687,-0.18007499,0.005347507,-0.07078357,-7.94E-05,-0.13448513
-0.09144747,0.3156982,0.005270083,0.26441884,-0.1757612,0.011485072,-0.09907259,-0.004224144,-0.13743196
0.11351837,0.1048132,0.002073207,-0.08487022,0.19763,-0.012475137,-0.1731717,-0.011747293,-0.25089452
0.05334176,-0.17770484,-0.045540154,-0.426652,0.5565401,-0.37304887,-0.003389778,-0.002240628,-0.16340083
-0.13168353,0.17829768,0.01583125,-0.041783042,0.22082049,-0.18290074,0.1800729,0.023218952,-0.13718292
-0.069165595,0.11001141,0.016725933,-0.13106796,0.30641052,-0.05000733,-0.06998138,0.001454003,-0.041424673
-0.11475054,0.33344215,0.025305007,0.09358513,0.13559178,-0.10293056,-0.2877914,-0.016414404,-0.22199404
-0.10577383,0.3713313,0.022273738,0.13439514,0.098396234,-0.06663879,-0.28827658,-0.015094161,-0.23208709
-0.025532912,0.029133711,0.000572372,0.023013625,-0.029799411,0.18361503,-0.06751115,-0.002481177,-0.018337438
0.029716108,0.027052999,0.02652789,0.035187554,-0.04252848,-0.30484068,0.13545233,-0.008137129,0.05741127
