0,1,2,3,4,5,6,7,8,9,10
0.25508946,0.045774378,0.009537239,-0.14092049,0.21970224,0.21626714,-0.013722421,0.22171184,-0.08166525,-0.00179252,-0.11837446
0.25773025,-0.010268971,0.000504971,-0.1982367,0.18052523,0.24698916,-0.01681582,0.20224482,-0.0788253,-0.003349915,-0.11876794
0.25909495,-0.037575655,0.005937979,-0.24192145,0.17120604,0.302232,-0.01589583,0.21470477,-0.07312072,-0.003802449,-0.109608665
0.25816488,-0.028505579,0.010014033,-0.22597212,0.16067758,0.29027146,-0.01551983,0.22190411,-0.07658741,-0.003948107,-0.105687305
0.26102597,-0.06483066,0.002134096,-0.30799693,0.14769095,0.38304588,-0.015295479,0.24301052,-0.074557416,-0.005182028,-0.099827334
0.28241855,0.03782612,0.0078364,-0.39523792,0.27313775,0.5680545,-0.033827562,0.54900163,-0.1501819,-0.004816502,-0.21729405
0.27380466,0.39129704,0.037105694,-0.1171109,0.26551664,0.33761832,-0.059252176,0.6978628,-0.21619542,-0.019753829,-0.31804097
0.27259225,0.39335424,0.027071,-0.050148718,0.22818147,0.28669822,-0.054395527,0.6698997,-0.23086137,-0.01968053,-0.31642252
0.27146333,0.17340222,-0.005999737,-0.23565337,0.18947242,0.39863813,-0.052737452,0.6197698,-0.2108902,-0.011488423,-0.3106742
0.2681765,-0.041033633,0.017981203,-0.665488,0.15799573,0.90592575,-0.05817057,1.0235314,-0.18207912,-0.007688567,-0.29760128
0.20322444,0.12320762,0.022302631,-0.6891499,0.075308815,1.0547904,-0.07414602,1.7226862,-0.23870538,-0.013063908,-0.39860356
0.11633223,0.6962611,0.062181797,-0.001744799,0.04663716,0.3993047,-0.09527308,1.585989,-0.3267689,-0.019850686,-0.50670576
0.105902866,0.23193659,-0.003078658,-0.38397056,-0.017777331,0.69123346,-0.076450005,1.5107074,-0.34755936,-0.026247725,-0.4831235
0.10915455,0.19458202,0.018513013,-0.51499045,-0.07370433,0.8192187,-0.0905346,1.7193846,-0.3290834,-0.020646974,-0.48067448
0.11359678,-0.010651507,0.024431732,-0.82726383,-0.12793136,1.1478425,-0.10346024,1.9511822,-0.32624432,-0.015317038,-0.46588477
-0.009709511,0.6241205,-0.042148836,-0.13233784,0.040932566,0.6026147,-0.10032219,2.0601563,-0.40673903,-0.029365659,-0.56680995
-0.008154567,0.5754414,0.0283743,0.03959213,-0.037212454,0.40651235,-0.062050145,1.6291502,-0.41823864,-0.034178287,-0.5703499
-0.015141856,-0.0893487,-0.04744935,-0.66172165,-0.10638824,1.3063459,0.04329108,2.0821512,-0.41141498,-0.03228414,-0.5852305
-0.01078501,0.58824146,0.12308141,0.026331242,-0.17059524,0.477641,-0.04151789,2.0095358,-0.39585423,-0.027935952,-0.57905346
-0.00361805,1.0380437,0.09503505,0.44019544,-0.24578184,0.1557188,-0.04163696,1.9177495,-0.37986004,-0.033271357,-0.5910507
-0.000266001,0.76420194,-0.05261092,0.29592103,-0.45271638,0.15132916,-0.05647472,1.7951045,-0.42309475,-0.031118974,-0.6029376
-0.003331572,0.19922967,-0.036497258,-0.06485351,-0.52291423,0.362762,-0.020158876,1.4315099,-0.42322177,-0.03089261,-0.5941626
-0.007018287,0.06368914,-0.006731227,-0.11780263,-0.5891642,0.38648266,0.008414419,1.2850988,-0.42983967,-0.037557244,-0.59565413
-0.007845454,-0.030045085,0.053475674,-0.14711374,-0.65633994,0.2731931,-0.053294964,1.0059705,-0.43448064,-0.037821144,-0.60362476
-0.000252597,0.22055961,0.05735226,0.09276226,-0.73109996,0.06176495,-0.07504138,0.89244676,-0.42828915,-0.03622906,-0.6188458
0.00082266,0.12879232,-0.065268844,-0.003555246,-0.9381789,0.15887994,0.08565657,0.59322,-0.43858317,-0.04143636,-0.6149844
-0.000304416,0.06513746,-0.07600375,-0.033893183,-0.99983203,0.14649986,0.12443055,0.5232321,-0.45326385,-0.044350088,-0.61189616
-0.012133058,-0.08880222,-1.0161165,-0.15488133,-1.0732745,0.15714188,-0.07991158,1.0383244,-0.4634586,-0.034923628,-0.6280513
-0.11601193,0.27242517,0.010424692,0.21321699,0.14052264,-0.13101673,-0.012061468,0.0762066,-0.0733878,-0.006558076,-0.108646415
-0.11613292,0.21688768,0.00421096,0.18355608,0.1314985,-0.12761968,-0.011711868,0.06674973,-0.07131808,-0.005072489,-0.10404872
-0.1230677,-0.021683656,-0.01254179,0.03321291,0.10243085,-0.040019043,-0.007240981,0.07079768,-0.06832983,-0.006038874,-0.09148724
-0.24693255,0.034493767,0.026585642,0.0831696,0.18517926,-0.07409863,-0.024217999,0.2596717,-0.11531387,-0.006923989,-0.20600317
-0.24627207,0.09969084,0.023874925,0.13990942,0.16140965,-0.105938144,-0.020297032,0.29237852,-0.12956765,-0.007434666,-0.20031913
-0.25106347,-0.057721138,-0.001369074,0.052992225,0.13168792,-0.020483907,-0.003782336,0.26444942,-0.12940386,-0.011736795,-0.19573037
-0.4055969,0.021277238,0.03305526,0.15086678,0.16679458,-0.1270033,-0.024969865,0.3894807,-0.19459106,-0.01737304,-0.31026468
-0.41025907,-0.040687285,0.026910406,0.16851553,0.055973884,-0.16037042,-0.011374489,0.3346453,-0.20324363,-0.01944524,-0.29995912
-0.40741724,0.12751271,0.04132784,0.28619578,0.02598966,-0.2907738,-0.02769921,0.26272583,-0.19487885,-0.015760347,-0.30469814
-0.41246963,0.001961842,0.017777467,0.19824041,-0.012470477,-0.23096259,-0.025808694,0.28763196,-0.19622645,-0.015984982,-0.28575072
-0.41175288,-0.007977381,0.03271117,0.16719124,-0.046003312,-0.21342653,-0.03068363,0.33164322,-0.18937507,-0.01462844,-0.27880847
-0.4123819,0.051497277,0.028956026,0.22840205,-0.08035525,-0.29579198,-0.037523985,0.22262383,-0.21762633,-0.016036406,-0.27934217
-0.40493292,0.35933375,0.03582566,0.4293915,-0.18521085,-0.38969225,-0.033018723,0.28832278,-0.18869336,-0.013148785,-0.28920332
-0.40570086,0.2581066,0.02097957,0.3813506,-0.22418989,-0.38359383,-0.03881471,0.25039336,-0.20106512,-0.015075535,-0.29694015
-0.4070143,0.16939755,0.021231217,0.33407554,-0.25849506,-0.3776334,-0.040451348,0.20852587,-0.21189752,-0.01578118,-0.3011299
-0.4066187,0.19101983,0.024587113,0.35517657,-0.29436797,-0.3867507,-0.035021834,0.22372402,-0.21151918,-0.01671575,-0.30045438
-0.404599,0.1898929,0.017255997,0.3533423,-0.33015755,-0.38833857,-0.035522223,0.23995431,-0.2180176,-0.016033918,-0.29751077
-0.40218568,0.09207621,0.006325543,0.30165216,-0.43813598,-0.36663193,-0.024454787,0.3369391,-0.19773409,-0.014967263,-0.29759842
-0.4171921,-0.23441486,-0.18486582,0.04113882,-0.4591827,-0.19295299,0.001138125,0.3316076,-0.16999167,-0.018874452,-0.28558773
-0.5969258,-0.17753167,0.058999464,0.19331762,-0.6733945,-0.38180512,-0.0219665,0.41359925,-0.2299392,-0.019934103,-0.41699603
-0.60121393,-0.37784588,-0.06088662,0.030934758,-0.70742685,-0.3338103,-0.05832974,0.12021472,-0.27943218,-0.02996622,-0.42435998
-0.80265,-0.5576755,-0.091452,-0.13560411,-0.93605137,-0.15943839,-0.02665889,0.6371418,-0.3458505,-0.03602013,-0.54490906
-1.042832,-0.695646,-0.7492381,-0.87365836,-0.99900866,1.0179518,0.31753552,1.4270376,-0.4237874,-0.0425459,-0.6621455
-1.2027019,-0.6191131,-0.4800936,-1.1927536,-0.7541664,1.5515566,0.32830077,0.039550424,-0.44733277,-0.050768062,-0.69497824
-1.403296,-0.43064952,-0.06563498,-0.60952854,-0.5086673,0.90132415,-0.000218693,1.8360575,-0.43536922,-0.037229776,-0.68986535
-0.8346883,0.28559393,0.038421772,0.2567704,0.1933354,-0.01874471,0.000771608,1.0689464,-0.19959946,-0.014683202,-0.3302396
-0.8364861,0.4007966,0.028048702,0.36398193,0.15465912,-0.084461644,0.008827399,1.1035517,-0.21171276,-0.016221344,-0.31907862
-0.8184105,0.6552212,0.036918912,0.44708845,0.05388963,-0.05860887,-0.013943489,-0.095548905,-0.2137551,-0.006959781,-0.32340315
-1.012185,0.668863,0.03422291,0.45949268,0.43651533,0.15708938,0.044570412,0.575222,-0.26628494,-0.02698733,-0.44035265
-1.1730741,0.83582646,0.0439678,0.45898643,0.8065239,0.3466109,0.04634889,0.012329884,-0.36133516,-0.032933578,-0.5558605
-1.1811895,0.19042829,0.027362455,0.1522601,0.5149948,0.22000223,0.1090325,-0.30203927,-0.37285104,-0.03136246,-0.55475074
-1.1759118,0.22231968,0.04711736,0.26429713,0.4622289,-0.089806736,0.07437384,-0.56803286,-0.3743763,-0.028327107,-0.5488412
-1.17758,0.30332023,0.045399148,0.3603154,0.3998391,-0.17840207,0.07365632,-0.59490556,-0.3798335,-0.031600922,-0.5474808
-1.1752421,0.27639237,0.04760758,0.35405234,0.34251803,-0.22565028,0.06898701,-0.68779117,-0.3873125,-0.032495856,-0.547714
-1.1802566,0.22686437,0.04133354,0.318998,0.2873159,-0.24607806,0.072501376,-0.699247,-0.38571116,-0.030769154,-0.5458816
-1.1791427,0.3459742,0.012107898,0.4124009,0.10990533,-0.16261195,0.15120293,-0.5777964,-0.35387826,-0.034565896,-0.5543018
-1.1767558,0.061670754,0.03191946,0.23319909,0.054417122,-0.13899687,0.23439458,-0.698143,-0.38057995,-0.03544697,-0.5484802
-1.1833434,0.34690696,0.06892195,0.466307,-0.0059131,-0.3800191,0.15396254,-0.77178127,-0.3750436,-0.031820312,-0.5511638
-1.1845287,0.1750717,0.030554613,0.3383564,-0.0708387,-0.32217762,0.22334039,-0.77202094,-0.37312734,-0.034448087,-0.5491251
-1.1802162,0.17277515,0.040082004,0.34119272,-0.13381189,-0.33904535,0.31239995,-0.774939,-0.36909604,-0.034742504,-0.5383624
-1.1751869,0.21592869,0.04162995,0.38667768,-0.2871987,-0.3584301,0.9423259,-0.7956121,-0.37501466,-0.036897287,-0.5181597
-1.1741017,0.3137247,0.04976487,0.45511687,-0.35234654,-0.4129284,1.6962446,-0.7138458,-0.36744654,-0.036067083,-0.5363376
-1.1777729,0.06107028,0.000448827,0.28024933,-0.41890025,-0.34765723,-0.1280602,0.35546198,-0.37108335,-0.018993616,-0.5123969
-0.35511023,-0.16081908,0.016504718,-0.10093538,0.29603925,0.07825796,-0.018228006,0.17555873,-0.1405341,-0.011847481,-0.13567759
-0.355794,-0.20189156,-0.005145226,-0.12177492,0.2715564,0.092074096,-0.014646061,0.107314296,-0.13789266,-0.012394697,-0.13497427
-0.353311,-0.20937444,0.011728812,-0.1195445,0.20370264,0.07028176,-0.017236292,0.087072425,-0.14804572,-0.012010291,-0.13252482
-0.35199827,-0.23432015,-0.004494038,-0.17943427,0.17936522,0.14901648,-0.014039657,0.078044996,-0.14593735,-0.011816397,-0.12566878
-0.35251307,-0.23249485,0.008171056,-0.15399867,0.15682411,0.0949367,-0.017497957,0.05116545,-0.1560589,-0.011787176,-0.1239449
-0.34986818,-0.21956421,0.015453948,-0.094697826,-0.030200396,-0.00234393,-0.019980438,0.08892943,-0.13753481,-0.011657074,-0.12010872
-0.34963113,-0.21285458,0.018109607,-0.06440959,-0.053801227,-0.04003998,-0.018830815,0.07364733,-0.14566922,-0.012919083,-0.11983492
-0.34715712,-0.1594558,0.033850417,0.021339688,-0.12601928,-0.13909268,-0.027764473,0.089250654,-0.053892747,-0.007424057,-0.13139713
-0.49568594,-0.23969825,0.028807297,-0.027121663,0.1083911,-0.10727079,-0.020828448,0.20766047,-0.19936271,-0.020290151,-0.24827874
-0.50127727,-0.28562665,0.007367613,-0.06788034,0.0731417,-0.09145117,-0.041595478,0.08856075,-0.19256243,-0.02104652,-0.2502066
-0.49762464,-0.2522779,0.038939964,0.015067458,0.036566805,-0.18189389,-0.014886416,0.113153435,-0.19127358,-0.021992251,-0.24744792
-0.49740726,-0.25602442,0.020852547,0.043913834,0.000392081,-0.2142576,-0.002461847,0.080174886,-0.16303116,-0.021188423,-0.23860344
-0.49661255,-0.26615638,0.017888313,0.037846472,-0.10603311,-0.19491062,0.018030703,0.19098805,-0.18823178,-0.023225576,-0.236784
-0.49734175,-0.25479174,0.029161766,0.07003907,-0.13949656,-0.20812793,0.045264702,0.24528463,-0.20463589,-0.023269683,-0.22647598
-0.62878066,-0.39659983,0.000921845,-0.016110666,-0.010396087,-0.13216196,0.07378526,0.34337473,-0.20899615,-0.026559636,-0.35936683
-0.63248044,-0.3720259,0.035777558,0.022959013,-0.049759734,-0.22807078,0.06232858,0.28550056,-0.266211,-0.026179448,-0.35892662
-0.6278729,-0.34259766,0.03568764,0.057826042,-0.09441438,-0.2813566,0.080749914,-0.43894848,-0.26141548,-0.029171318,-0.36888963
-0.6287168,-0.34548378,0.00749933,0.06997053,-0.23640193,-0.296778,0.28899008,-0.42740315,-0.22911614,-0.029534206,-0.35875168
-0.6314642,-0.37494886,0.021321556,0.059303723,-0.2957623,-0.31213936,0.6489917,-0.48172128,-0.2519479,-0.029160097,-0.37710404
-0.6461814,-0.48788816,-2.167565,-0.030639045,-0.34137967,-0.26754397,-0.050798483,0.20296581,-0.28073183,-0.02564855,-0.38911316
-0.2866425,-0.20185302,0.015150424,-0.07523299,0.13295515,-0.001815602,-0.01703418,0.036477644,-0.14566164,-0.01150018,-0.16238545
-0.28654686,-0.21496944,0.009127261,-0.07603911,0.11020795,-0.023908924,-0.019488517,-0.011202593,-0.1445884,-0.011940688,-0.15373276
-0.28481317,-0.2341185,0.010763586,-0.10857201,0.041259415,0.005544011,-0.020847503,-0.006683685,-0.14801055,-0.011513874,-0.15365654
-0.28511083,-0.23808847,0.008600265,-0.122163035,0.0178805,0.024980847,-0.02040851,0.006807596,-0.14439774,-0.011317462,-0.15309337
-0.28534746,-0.18542121,0.038764693,0.011703454,-0.005934847,-0.13074122,-0.019444134,-0.022943955,-0.09721616,-0.010344192,-0.14421879
-0.39752936,-0.19346385,0.055508815,0.07848089,-0.048352163,-0.21988295,-0.02912711,0.08265934,-0.072278045,-0.008879095,-0.25834757
-0.49431747,-0.1503521,0.06521489,0.1767853,-0.10924945,-0.35199988,-0.04577592,0.1681904,-0.15826419,-0.016295478,-0.3554725
-0.5764927,-0.024795309,0.07256773,0.25474647,-0.3108993,-0.38957015,-0.06837182,0.6483908,-0.20516677,-0.019687593,-0.45305935
-0.6408568,-0.18394528,0.05020103,0.18016261,-0.43957886,-0.36068556,-0.070990935,0.8673491,-0.3253368,-0.030700088,-0.5362428
-0.64205337,-0.31588686,0.021054428,0.11780092,-0.5075571,-0.3900753,-0.07726975,0.6528512,-0.3373984,-0.027656049,-0.49911582
-0.6419128,-0.48376358,-0.055571124,-0.006266601,-0.57533145,-0.33582705,-0.07362388,0.48810077,-0.34416533,-0.03109625,-0.48171258
-0.6415883,-0.54939467,0.026827209,-0.10008957,-0.64732707,-0.25394136,-0.08041622,0.53395396,-0.3505035,-0.037099823,-0.46051437
-0.64013374,-0.55932885,0.07726398,-0.08095532,-0.8508539,-0.2699841,-0.071137175,0.7287017,-0.3716361,-0.038447395,-0.44330525
-0.6386783,-0.59320956,0.01774206,-0.08586439,-0.9222439,-0.2640103,-0.043498434,0.75163084,-0.2642056,-0.0372224,-0.4402789
-0.6373087,-0.64375865,-0.030346923,-0.13043103,-0.99449396,-0.23575784,-0.03262035,0.72862285,-0.3351718,-0.035540193,-0.44808495
-0.62496233,-0.6008111,0.053657155,-0.002941296,-1.0569359,-0.4234825,-0.08994065,-0.18276705,-0.37160996,-0.051357746,-0.45343357
-0.6360779,-0.659239,-0.5075793,-0.056502797,-1.1323773,-0.43416736,-0.095375344,-0.29493546,-0.35892206,-0.042518362,-0.5028545
-0.6352368,-0.6995366,-0.086249344,-0.07973126,-1.3460388,-0.3833806,-0.016864898,0.048437323,-0.37260967,-0.04100938,-0.51214135
-0.6366019,-0.7435671,-0.09375286,-0.10481297,-1.4002974,-0.38029,0.055169042,-0.64079887,-0.40350693,-0.06096287,-0.5343822
-0.6329084,-0.7161416,-0.3186007,-0.0648203,-1.4836855,-0.44111198,-0.0883802,1.1309669,-0.41104028,-0.043046653,-0.57021725
-0.09196246,-0.08493841,0.007357162,-0.028796472,0.17151386,0.003780771,-0.010752085,0.003550488,-0.07401904,-0.005325675,-0.11671333
-0.091631964,-0.08512659,0.006424349,-0.023570724,0.15965465,-0.004442949,-0.010418342,0.001030697,-0.05746357,-0.004956469,-0.10579187
-0.092059225,-0.08828421,0.005353844,-0.033901796,0.14808264,0.001128931,-0.011409667,0.003500022,-0.063953996,-0.005033746,-0.09752026
-0.09197439,-0.08492711,0.008255357,-0.02864606,0.13713852,-0.010776941,-0.012921735,0.000857567,-0.07187825,-0.005194187,-0.09259531
-0.090459004,-0.10977097,-0.00898264,-0.076861806,0.09800799,0.04085478,-0.011089618,0.009998995,-0.06365399,-0.005064473,-0.08568167
-0.09111816,-0.10649474,0.008004889,-0.06382664,0.08709474,0.026028689,-0.011544496,0.00749471,-0.076009914,-0.005665988,-0.08026398
