0,1,2,3,4,5,6,7,8,9,10
-0.1882282,0.023935355,0.009577168,0.05508317,0.2653775,-0.062173307,-0.011557191,0.05836951,-0.080898084,-0.003831878,-0.12130001
-0.31957883,-0.013552614,0.023848437,0.05529025,0.51216286,-0.08191782,-0.021078762,0.1113923,-0.15698814,-0.010912001,-0.2417228
-0.31959778,-0.022160813,0.019026395,0.07032478,0.487533,-0.122116715,-0.022162464,0.05644512,-0.153227,-0.010707319,-0.23956878
-0.43100244,-0.11808944,0.020889316,0.037591033,0.6944459,-0.14454593,-0.037806727,0.046521302,-0.23330499,-0.019372597,-0.3598679
-0.43280143,-0.1477637,0.016517092,0.049666014,0.658614,-0.18575014,-0.03928476,-0.029624075,-0.22183692,-0.019681484,-0.3564862
-0.43343115,-0.13951054,0.024528783,0.057471767,0.5543413,-0.20177971,-0.041327946,-0.019215554,-0.24195994,-0.021550402,-0.3575806
-0.43294662,-0.11364885,0.02814035,0.08581846,0.51903665,-0.22037779,-0.040330917,-0.006154308,-0.23878016,-0.021771505,-0.35597113
-0.43166715,-0.19775693,0.006363021,0.010405116,0.24167104,-0.16943236,-0.03990738,0.045129053,-0.23411249,-0.021381408,-0.35650763
-0.42925805,-0.059850723,0.04607186,0.15052675,0.20497796,-0.27670673,-0.04088811,0.050758064,-0.23443776,-0.021225646,-0.3527147
-0.5263547,-0.16507295,0.03167805,0.09750964,0.22940964,-0.28721875,-0.05914384,0.12169576,-0.30458635,-0.029728085,-0.4714036
-0.5253623,-0.16298665,0.03538988,0.105635606,0.085779235,-0.29648045,-0.059942465,0.17155032,-0.31258136,-0.027953103,-0.46925363
-0.5298134,-0.33752817,-0.048373587,-0.08393813,0.03806738,-0.13735197,-0.051239327,0.16915436,-0.31803107,-0.029112026,-0.4686151
-0.5283087,-0.34433103,0.025760358,-0.08591654,-0.006140919,-0.1476384,-0.059527233,0.15666054,-0.3174187,-0.026428744,-0.46820226
-0.5310416,-0.40798765,-0.017107591,-0.15679076,-0.053954843,-0.07382983,-0.05016247,0.12608652,-0.3133585,-0.02603662,-0.46529368
-0.5291893,-0.40000486,0.03437887,-0.14381021,-0.09905231,-0.09464925,-0.057783365,0.13760526,-0.31489697,-0.024872124,-0.46532103
-0.52631944,-0.3254404,0.066226654,-0.002327509,-0.24328116,-0.24212626,-0.055652138,0.1804763,-0.30589733,-0.023660839,-0.46151084
-0.53094304,-0.39617765,-0.027583972,-0.094965674,-0.291789,-0.166194,-0.054389965,0.16525057,-0.32107213,-0.02586256,-0.46633124
-0.5296636,-0.38956624,0.024667963,-0.05873961,-0.3373389,-0.20260157,-0.051933184,0.14444606,-0.32269084,-0.025607318,-0.46569976
-0.52597094,-0.2547053,0.07145267,0.123304725,-0.3778305,-0.37913293,-0.054666545,0.13575289,-0.31467655,-0.025819793,-0.45920885
-0.5249063,-0.24378447,0.03570187,0.1380239,-0.42540744,-0.39695123,-0.057730693,0.15500094,-0.31934738,-0.02608198,-0.46105462
-0.5234457,-0.09852287,0.059674233,0.27434224,-0.56054294,-0.4900061,-0.052105304,0.20968306,-0.3145016,-0.026924461,-0.45642707
-0.59839314,-0.0640734,0.0631357,0.3451785,-0.43814185,-0.5745947,-0.019098077,-0.4405161,-0.39217836,-0.03653285,-0.57336634
-0.6640883,0.1964851,0.094103344,0.56820697,-0.33659348,-0.70109504,0.008048102,-0.13977773,-0.4598803,-0.039003864,-0.7049074
-0.654528,0.079967596,0.03717649,0.47143283,-0.4050481,-0.5335032,0.13742425,-0.45624307,-0.47878462,-0.03464569,-0.7174324
-0.6613211,0.36214542,0.07559797,0.65541184,-0.46821326,-0.631072,0.11756149,-0.35307425,-0.47102758,-0.03391999,-0.7148935
-0.65362966,0.6344953,0.061348125,0.8080642,-0.6786121,-0.5290033,0.68857783,-1.1278099,-0.48229128,-0.04511641,-0.7210825
-0.6529436,0.3933488,0.020782813,0.6602086,-0.74238914,-0.3006679,2.2209067,-0.93335783,-0.47488654,-0.034086034,-0.71374536
-0.66296345,0.17013419,0.024202853,0.5258542,-0.82356197,-0.23901221,-0.089868546,1.1960638,-0.4696322,-0.04342559,-0.71936303
-0.2490899,-0.28394616,0.059995353,-0.014338888,0.33592197,-0.16906318,-0.06743212,0.1752229,-0.38735333,-0.038024843,-0.58079034
-0.24613002,-0.25287622,0.0475522,0.007427901,0.28004897,-0.2057375,-0.06952202,0.19235669,-0.3965927,-0.03855756,-0.5832932
-0.23192678,0.018004954,0.0682023,0.2743039,0.102338396,-0.41286343,-0.06686264,0.253498,-0.39837268,-0.037421122,-0.5936333
-0.23057379,-0.16689616,0.002350897,0.13520741,0.057589978,-0.34398085,-0.086954236,0.40072778,-0.46800873,-0.042124107,-0.70460427
-0.23052448,0.019272674,0.070940435,0.29939887,-0.013221535,-0.44649974,-0.080968216,0.47279468,-0.4591153,-0.043035224,-0.6986006
-0.23099877,0.015567981,0.039018903,0.25846043,-0.08302223,-0.400179,-0.08935416,0.59820724,-0.4621652,-0.04192856,-0.6910003
-0.2304609,0.105620675,0.060601465,0.3730115,-0.15295346,-0.48554018,-0.08048205,0.57568187,-0.46888357,-0.042414457,-0.689947
-0.22382805,0.36315542,0.0728946,0.6243996,-0.4386908,-0.6403007,-0.07024137,0.6526156,-0.4649249,-0.04746838,-0.68363065
-0.19153963,0.7389216,0.061824933,0.7706955,-0.09526973,-0.5709543,-0.029686553,0.24708217,-0.46589893,-0.03560126,-0.70680493
-0.18329196,0.7119572,0.04886749,0.6924493,-0.16868843,-0.36412692,0.01359443,-0.061480463,-0.47456723,-0.038802654,-0.70569247
-0.1873923,0.99203354,0.07005224,0.90804464,-0.24002892,-0.47484174,0.023877952,-0.08892827,-0.47477967,-0.034385607,-0.70391434
-0.17997351,1.3155996,0.070957445,1.1047117,-0.4490923,-0.35983694,0.12848382,-0.41993883,-0.47305733,-0.03950648,-0.7162534
-0.18931077,1.3777461,0.06258896,1.1195399,-0.52535474,-0.11467573,0.29909962,-0.79909694,-0.4667251,-0.045221254,-0.71545917
-0.18906331,1.5160981,0.0594314,1.180685,-0.58661366,-0.15672477,0.29818138,-0.82005084,-0.47497234,-0.037830606,-0.71719927
-0.21127619,2.391743,0.081897005,1.7259773,-1.0709523,-0.3935258,0.22888765,-0.6472351,-0.46482828,-0.038256243,-0.72278994
-0.22206542,2.690744,0.055846527,1.8621466,-1.1449527,-0.21429625,0.4232238,-0.9387629,-0.46033743,-0.036011145,-0.7198432
-0.19827132,2.0884204,0.023190297,1.4994425,-0.9470836,0.33034417,2.284237,-0.90359914,-0.44772485,-0.034801185,-0.7136084
-0.20243625,2.3100517,0.021846902,1.6296324,-1.0114027,0.22082177,4.197533,-0.9007241,-0.4272314,-0.036943972,-0.70561534
-0.23496394,3.0069096,0.07293713,1.9951781,-1.4570984,-0.081740245,-0.10877925,1.0813017,-0.448632,-0.00130865,-0.71458477
0.653303,0.8900621,0.034921475,0.4001155,0.9083486,-0.005439449,-0.080774955,1.1319674,-0.45599112,-0.031024873,-0.6455963
0.6608761,0.67437613,0.038743436,0.24071324,0.83511156,0.091527835,-0.08214501,1.1390371,-0.44240865,-0.025161102,-0.6467799
0.656447,0.9724617,0.053357884,0.5576255,0.6252075,-0.15096286,-0.080759875,1.1379384,-0.447401,-0.029584795,-0.64737177
0.6539266,0.8084441,0.036228668,0.45153666,0.5555084,0.1478397,-0.053502854,0.6784081,-0.44866347,-0.033074126,-0.64314157
0.6545363,0.7825138,0.045333646,0.42682758,0.48510098,0.1462813,-0.0529792,0.69271415,-0.45663726,-0.033155844,-0.64446324
0.6546112,0.6849552,0.03437739,0.3472604,0.40939376,0.18941441,-0.052788325,0.701337,-0.45948684,-0.03163342,-0.6408577
0.6509211,0.61427474,0.035969295,0.38537213,0.124419585,0.10458863,-0.045986764,0.71132153,-0.4592228,-0.033193916,-0.6461546
0.66016805,0.11154932,-0.021514654,-0.037285246,0.053889964,0.41900417,-0.026586937,0.64712495,-0.44977292,-0.035138786,-0.63402814
0.6578874,0.031033669,0.027460285,-0.08696424,-0.012047312,0.4653439,-0.013818665,0.6624202,-0.4443065,-0.035429522,-0.631506
0.6602641,-0.030091189,0.028633801,-0.2177153,-0.07899602,0.5736856,-0.020055063,0.76884484,-0.4450916,-0.032836974,-0.6114423
0.6617019,-0.067590594,0.027837452,-0.18436557,-0.15340748,0.511778,-0.007458098,0.6867719,-0.4378236,-0.031332314,-0.5956044
0.65505093,-0.012810305,0.055945538,0.013438344,-0.36441407,0.2735274,0.012401592,0.64433396,-0.43787217,-0.030239388,-0.60180396
0.6529376,0.030679703,0.062782004,0.080364466,-0.43222788,0.20705679,0.01955504,0.6848476,-0.4347934,-0.029329613,-0.5915587
0.6538935,-0.14488447,0.010246135,-0.077480175,-0.50471425,0.3343164,0.029701818,0.671465,-0.44940236,-0.028022274,-0.5764827
0.6535837,-0.24692102,0.010454876,-0.11802081,-0.5746026,0.33852753,0.04337627,0.5659244,-0.4524262,-0.03228648,-0.57567406
0.6627616,-0.4905507,-0.08248493,-0.36859307,-0.6501737,0.57909125,0.07915771,0.45449856,-0.43197328,-0.040600598,-0.5798564
0.6617034,-0.6476136,-0.042260185,-0.58604306,-0.8517034,0.8629562,0.16890824,0.62470275,-0.4128313,-0.032462716,-0.5830097
0.6582432,-0.38314277,0.11674002,-0.15430185,-0.9223853,0.31806064,0.1412867,-0.18192635,-0.4290531,-0.0427403,-0.5813426
0.659522,-0.37842375,0.030445728,-0.14548746,-0.993062,0.29081488,0.15258744,-0.15332346,-0.4441209,-0.03767124,-0.5947502
0.6675362,-0.33537513,0.015331838,-0.009378597,-1.0676283,0.11989808,0.19505996,-0.2698831,-0.44840527,-0.036901787,-0.5980375
0.6628146,0.028190307,0.096426524,0.35022086,-1.1282264,-0.24208903,0.1442837,-0.24148604,-0.43168724,-0.03869097,-0.62993026
0.66041225,0.47982448,0.08712072,0.721973,-1.3533086,-0.5662855,0.2880972,-0.82408595,-0.42903966,-0.040450364,-0.6611193
0.67082417,0.5512585,0.02393581,0.78769,-1.4302257,-0.62572515,0.5719619,-0.8080792,-0.4381267,-0.0358053,-0.674137
0.7203089,0.33752906,-1.4028373,0.5644892,-1.484015,-0.5875443,-0.07663892,1.1256057,-0.4497682,-0.03650531,-0.70244265
0.2527883,0.07374378,0.008772438,-0.10818308,0.25364527,0.17999032,-0.012062419,0.20339696,-0.07909992,-0.000676841,-0.11684017
0.25393867,0.05428042,0.010225613,-0.13395673,0.24173895,0.20212665,-0.012942619,0.20966916,-0.082278475,-0.001462564,-0.11897368
0.25483668,0.03748734,0.008079937,-0.1488699,0.2304139,0.22573504,-0.012319422,0.21705888,-0.082734786,-0.002382964,-0.1205395
